#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;6;12;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/20,1/13,2/12,3/20,4/17,5/14,6/20,7/10,8/9,9/16,10/11,11/13;0/0,1/0,2/0,3/0,4/0,5/0;0/20,1/13,2/12,3/20,4/17,5/14,6/20,7/10,8/9,9/16,10/11,11/13;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0
59.94;0;0;6;12;0/59.94,1/44.22,2/35.84,3/59.94,4/48.8,5/56.39;0/48.27,1/51.05,2/59.94,3/59.94,4/59.94,5/59.94,6/59.94,7/59.94,8/59.94,9/41.03,10/56.8,11/43.36;0/59.94,1/59.94,2/59.94,3/59.94,4/59.94,5/59.94;0/59.94,1/59.94,2/59.94,3/59.94,4/59.94,5/59.94,6/59.94,7/59.94,8/59.94,9/59.94,10/59.94,11/59.94;0/17,1/20,2/19,3/17,4/20,5/17;0/8,1/7,2/3,3/9,4/4,5/4,6/11,7/1,8/0,9/11,10/0,11/4;0/27,1/29,2/27,3/25,4/26,5/29;0/18,1/12,2/12,3/20,4/17,5/14,6/20,7/10,8/9,9/14,10/10,11/11;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/2,2/3,3/0,4/2,5/1;0/2,1/1,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/2,10/1,11/2
119.98;9;8;6;12;0/80.31,1/50.29,2/45.4,3/70.35,4/58.22,5/66.33;0/100.02,1/53.84,2/62.05,3/95.7,4/119.98,5/82.11,6/78.96,7/63.93,8/70.43,9/46.25,10/76.85,11/70.41;0/119.98,1/119.98,2/119.98,3/119.98,4/119.98,5/119.98;0/119.98,1/119.98,2/119.98,3/119.98,4/119.98,5/119.98,6/119.98,7/119.98,8/119.98,9/119.98,10/119.98,11/119.98;0/18,1/20,2/22,3/19,4/19,5/17;0/2,1/6,2/3,3/9,4/4,5/4,6/11,7/4,8/0,9/12,10/0,11/2;0/25,1/27,2/28,3/24,4/27,5/26;0/18,1/20,2/13,3/20,4/17,5/10,6/15,7/16,8/9,9/16,10/14,11/8;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/1,1/1,2/2,3/1,4/2,5/2;0/0,1/1,2/1,3/1,4/0,5/0,6/0,7/0,8/0,9/2,10/2,11/1;0/5,1/7,2/8,3/5,4/7,5/6;0/2,1/7,2/6,3/3,4/0,5/4,6/5,7/6,8/5,9/8,10/5,11/5
179.97;17;14;6;12;0/90.87,1/60.36,2/50.06,3/80.86,4/100.38,5/71.01;0/108.82,1/54.27,2/62.58,3/96.07,4/121.41,5/82.61,6/79.61,7/64.45,8/71.14,9/80.53,10/77.45,11/83.93;0/179.97,1/179.97,2/179.97,3/179.97,4/179.97,5/179.97;0/179.97,1/179.97,2/179.97,3/179.97,4/179.97,5/179.97,6/179.97,7/179.97,8/179.97,9/179.97,10/179.97,11/179.97;0/17,1/23,2/21,3/22,4/17,5/16;0/5,1/6,2/6,3/9,4/1,5/6,6/8,7/7,8/2,9/15,10/3,11/6;0/24,1/26,2/27,3/24,4/26,5/24;0/24,1/17,2/16,3/23,4/22,5/14,6/24,7/18,8/14,9/23,10/21,11/16;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/3,1/3,2/3,3/3,4/2,5/3;0/1,1/1,2/1,3/1,4/1,5/0,6/2,7/0,8/0,9/2,10/2,11/3;0/9,1/13,2/14,3/10,4/8,5/11;0/8,1/13,2/12,3/9,4/6,5/10,6/11,7/12,8/11,9/10,10/11,11/10
239.98;25;23;6;12;0/120.63,1/80.71,2/70.7,3/120.98,4/112.55,5/83.98;0/110.97,1/55.15,2/63.69,3/96.71,4/121.85,5/83.6,6/79.94,7/65.12,8/71.54,9/110.11,10/77.81,11/84.38;0/239.98,1/239.98,2/239.98,3/239.98,4/239.98,5/239.98;0/239.98,1/239.98,2/239.98,3/239.98,4/239.98,5/239.98,6/239.98,7/239.98,8/239.98,9/239.98,10/239.98,11/239.98;0/16,1/21,2/21,3/19,4/17,5/18;0/4,1/4,2/7,3/9,4/1,5/1,6/10,7/7,8/0,9/15,10/1,11/4;0/24,1/25,2/27,3/25,4/23,5/23;0/26,1/15,2/19,3/19,4/16,5/14,6/23,7/12,8/10,9/19,10/22,11/13;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/4,1/4,2/4,3/4,4/4,5/5;0/3,1/2,2/2,3/1,4/1,5/2,6/2,7/1,8/1,9/3,10/2,11/3;0/12,1/16,2/17,3/12,4/13,5/16;0/13,1/19,2/18,3/15,4/12,5/16,6/17,7/18,8/17,9/14,10/17,11/16
299.93;35;38;6;12;0/139.84,1/120.8,2/88.4,3/144.4,4/130.93,5/110.77;0/114.82,1/55.57,2/63.95,3/97.08,4/122.75,5/84.01,6/80.41,7/67.15,8/72.17,9/110.68,10/78.12,11/110.14;0/299.93,1/299.93,2/299.93,3/299.93,4/299.93,5/299.93;0/299.93,1/299.93,2/299.93,3/299.93,4/299.93,5/299.93,6/299.93,7/299.93,8/299.93,9/299.93,10/299.93,11/299.93;0/17,1/21,2/21,3/19,4/17,5/14;0/0,1/3,2/6,3/8,4/0,5/1,6/10,7/1,8/6,9/15,10/1,11/1;0/22,1/25,2/24,3/23,4/21,5/22;0/20,1/14,2/13,3/15,4/12,5/14,6/17,7/9,8/16,9/19,10/16,11/17;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/7,1/5,2/6,3/6,4/5,5/6;0/4,1/3,2/3,3/2,4/2,5/4,6/3,7/2,8/2,9/5,10/2,11/6;0/17,1/18,2/22,3/16,4/17,5/19;0/19,1/25,2/24,3/21,4/18,5/22,6/23,7/24,8/23,9/20,10/23,11/20
359.95;45;48;6;12;0/161.04,1/141.06,2/111.03,3/181.14,4/161.59,5/127.32;0/115.59,1/71.54,2/64.47,3/97.68,4/123.46,5/84.57,6/80.71,7/90.29,8/72.63,9/141.02,10/78.7,11/110.58;0/359.95,1/359.95,2/359.95,3/359.95,4/359.95,5/359.95;0/359.95,1/359.95,2/359.95,3/359.95,4/359.95,5/359.95,6/359.95,7/359.95,8/359.95,9/359.95,10/359.95,11/359.95;0/16,1/21,2/20,3/17,4/16,5/17;0/0,1/5,2/7,3/8,4/3,5/0,6/5,7/3,8/4,9/13,10/0,11/1;0/22,1/25,2/24,3/23,4/20,5/22;0/17,1/19,2/15,3/17,4/13,5/15,6/11,7/8,8/17,9/17,10/17,11/14;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/8,1/7,2/7,3/7,4/7,5/9;0/4,1/4,2/4,3/3,4/2,5/5,6/4,7/3,8/2,9/5,10/5,11/7;0/20,1/22,2/25,3/18,4/20,5/24;0/25,1/29,2/30,3/27,4/24,5/28,6/29,7/28,8/29,9/22,10/29,11/26
419.97;53;57;6;12;0/181.34,1/192.73,2/131.56,3/212.1,4/211.21,5/151.29;0/115.94,1/72.12,2/121.65,3/98.3,4/124,5/84.95,6/81.22,7/101.66,8/73.11,9/180.78,10/79.25,11/111.26;0/419.97,1/419.97,2/419.97,3/419.97,4/419.97,5/419.97;0/419.97,1/419.97,2/419.97,3/419.97,4/419.97,5/419.97,6/419.97,7/419.97,8/419.97,9/419.97,10/419.97,11/419.97;0/19,1/20,2/20,3/23,4/16,5/16;0/0,1/5,2/9,3/11,4/6,5/0,6/10,7/1,8/4,9/15,10/0,11/0;0/23,1/25,2/24,3/26,4/20,5/23;0/11,1/13,2/19,3/20,4/21,5/14,6/15,7/13,8/11,9/19,10/16,11/12;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/10,1/8,2/9,3/9,4/7,5/10;0/5,1/5,2/4,3/4,4/3,5/5,6/5,7/4,8/3,9/7,10/5,11/7;0/24,1/23,2/29,3/21,4/21,5/27;0/31,1/35,2/30,3/33,4/30,5/34,6/34,7/32,8/35,9/25,10/35,11/32
479.97;64;68;6;12;0/207.38,1/220.68,2/162.04,3/241.45,4/241.77,5/171.64;0/116.39,1/72.64,2/134.63,3/98.99,4/124.43,5/85.51,6/101.55,7/103.11,8/73.51,9/217.95,10/79.56,11/114.78;0/479.97,1/479.97,2/479.97,3/479.97,4/479.97,5/479.97;0/479.97,1/479.97,2/479.97,3/479.97,4/479.97,5/479.97,6/479.97,7/479.97,8/479.97,9/479.97,10/479.97,11/479.97;0/15,1/22,2/20,3/22,4/18,5/17;0/0,1/2,2/7,3/9,4/5,5/0,6/6,7/3,8/1,9/15,10/0,11/0;0/23,1/25,2/23,3/26,4/19,5/21;0/15,1/13,2/16,3/14,4/18,5/12,6/15,7/15,8/8,9/25,10/13,11/9;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/12,1/10,2/11,3/10,4/9,5/12;0/6,1/5,2/6,3/5,4/5,5/5,6/6,7/5,8/4,9/8,10/5,11/8;0/28,1/27,2/32,3/24,4/24,5/31;0/37,1/41,2/35,3/39,4/36,5/40,6/38,7/38,8/41,9/27,10/41,11/37
539.94;72;79;6;12;0/225.87,1/241.42,2/191.66,3/281.59,4/291.74,5/201.75;0/117.41,1/73.56,2/135.09,3/109.93,4/124.87,5/85.89,6/114.63,7/103.83,8/74.35,9/218.45,10/80.21,11/115.35;0/539.94,1/539.94,2/539.94,3/539.94,4/539.94,5/539.94;0/539.94,1/539.94,2/539.94,3/539.94,4/539.94,5/539.94,6/539.94,7/539.94,8/539.94,9/539.94,10/539.94,11/539.94;0/15,1/20,2/18,3/20,4/17,5/16;0/2,1/0,2/8,3/8,4/2,5/0,6/4,7/5,8/1,9/12,10/1,11/0;0/23,1/24,2/22,3/24,4/21,5/22;0/19,1/11,2/16,3/15,4/19,5/11,6/10,7/15,8/8,9/19,10/12,11/11;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/14,1/11,2/12,3/11,4/10,5/14;0/7,1/7,2/7,3/6,4/5,5/6,6/7,7/6,8/5,9/9,10/6,11/8;0/32,1/30,2/35,3/26,4/25,5/34;0/43,1/47,2/41,3/44,4/42,5/46,6/43,7/44,8/47,9/33,10/47,11/43
599.97;79;86;6;12;0/241.87,1/301.45,2/226.5,3/301.92,4/331.85,5/239.41;0/117.87,1/74.06,2/136.5,3/112.28,4/125.29,5/86.51,6/116.59,7/104.19,8/106.97,9/224.95,10/80.91,11/116.05;0/599.97,1/599.97,2/599.97,3/599.97,4/599.97,5/599.97;0/599.97,1/599.97,2/599.97,3/599.97,4/599.97,5/599.97,6/599.97,7/599.97,8/599.97,9/599.97,10/599.97,11/599.97;0/14,1/18,2/15,3/17,4/17,5/16;0/2,1/0,2/8,3/6,4/0,5/0,6/9,7/6,8/0,9/10,10/0,11/0;0/20,1/24,2/19,3/21,4/19,5/19;0/18,1/10,2/18,3/23,4/15,5/16,6/20,7/18,8/11,9/21,10/14,11/9;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/15,1/11,2/14,3/13,4/11,5/15;0/7,1/7,2/8,3/7,4/6,5/7,6/8,7/6,8/6,9/10,10/6,11/8;0/36,1/30,2/38,3/30,4/27,5/37;0/49,1/53,2/47,3/49,4/48,5/52,6/49,7/50,8/50,9/38,10/53,11/49
