Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;177;0;123;14.3847325175545;53.0144133738986;10.0444444444443;40.1437950974761;1.4390243902439;5438.52989901595;7200
InputStation1;23.50;0.50;141;0;82;17.0383286704247;68.7318600149448;10.0444444444443;40.1687950974761;1.71951219512195;5806.15525951249;7200
InputStation2;33.50;0.50;152;0;87;17.3312918186919;62.3946103501899;10.0444444444443;40.1179653606035;1.74712643678161;5688.49072875275;7200
InputStation3;43.50;0.50;134;0;87;15.369828498915;46.5266941100614;10.0444444444443;40.1534271247492;1.54022988505747;5867.35672421025;7200
InputStation4;53.50;0.50;140;0;86;16.1340268126381;64.6089580022413;10.0444444444443;40.1777777777788;1.62790697674419;5814.22806634542;7200
InputStation5;63.50;0.50;203;0;137;14.7485990244158;53.3939770846687;10.0444444444443;40.2194444444444;1.48175182481752;5181.1620565016;7200
OutputStation0;81.50;11.50;688;477;121;58.6042216739184;1263.34441493945;11.0533333333328;170.30611111111;5.68595041322314;367.466010126893;7200
OutputStation1;81.50;17.50;695;494;113;63.4230446699131;1450.5159262333;11.7209235282871;210.722222222225;6.15044247787611;301.690945389894;7200
OutputStation2;81.50;23.50;672;479;116;59.7693647679297;1202.30221110728;10.1166666666659;173.316847056593;5.79310344827586;519.900498011807;7200
OutputStation3;81.50;29.50;670;456;111;61.8110449418719;1488.95866990727;10.0444444444443;190.972871569193;6.03603603603604;541.727900623763;7200
OutputStation4;81.50;35.50;675;474;112;62.16494292424;1239.6044520223;10.0444444444447;152.868145750504;6.02678571428571;488.44292939622;7200
OutputStation5;81.50;41.50;664;432;137;49.7448128309948;1094.35532421531;10.0444444444445;172.517316013636;4.84671532846715;607.342287242015;7200
OutputStation6;0.50;14.50;640;422;122;53.9527459605983;1112.67263733574;10.0444444444443;181.483239541919;5.24590163934426;834.232330399432;7200
OutputStation7;0.50;20.50;682;480;112;62.3093065214251;1013.50562689581;10.0444444444443;170.783333333334;6.08928571428571;426.135634961052;7200
OutputStation8;0.50;26.50;659;448;114;59.5443961531752;1128.18226261674;10.0444444444443;163.122034639386;5.78070175438596;647.883831062014;7200
OutputStation9;0.50;32.50;658;463;119;56.4395916543823;1426.52168564442;10.0444444444443;172.799350653033;5.52941176470588;661.740533976872;7200
OutputStation10;0.50;38.50;679;466;120;58.3565728105915;1447.6880698366;10.0444444444447;190.778427124746;5.65833333333333;455.920512397971;7200
OutputStation11;0.50;44.50;694;478;125;57.5591091478357;1109.68900402191;10.0444444444447;150.748600321731;5.552;303.817215028822;7200
