#TimeStamp;TripTime;Type
30;14;I
36;18;O
36;22;O
39;27;I
42;20;O
43;24;O
43;25;I
46;26;O
51;29;I
51;33;O
53;37;I
53;34;I
55;39;O
56;33;I
56;35;O
58;34;I
64;40;I
65;35;O
67;40;I
67;35;I
69;35;O
71;44;I
72;37;I
73;30;O
76;40;O
77;53;O
79;41;O
82;49;I
86;47;O
86;61;O
89;47;O
90;59;O
91;56;O
92;60;I
93;69;I
95;76;O
95;50;O
98;61;O
98;62;O
101;54;I
101;76;I
105;57;I
106;68;O
107;71;I
108;65;O
111;56;O
114;61;O
123;69;O
125;27;I
128;77;O
131;76;O
132;78;O
138;70;O
140;31;I
144;95;O
146;26;I
148;99;O
149;88;O
151;69;O
153;24;I
155;77;O
159;82;O
167;24;I
168;48;I
169;50;O
170;54;O
172;30;I
179;37;I
181;53;I
188;25;I
189;46;O
192;37;O
195;34;O
198;64;O
202;47;I
204;64;O
209;39;O
213;41;O
218;49;O
224;54;O
230;85;O
232;57;O
235;32;I
241;53;O
241;35;I
243;57;I
247;53;O
247;29;I
250;23;I
253;36;I
259;30;I
263;25;I
267;72;I
269;46;O
279;78;O
280;57;I
283;40;O
292;40;I
292;21;O
295;47;O
297;37;I
301;70;I
304;36;I
309;37;O
310;57;O
313;86;O
317;70;O
318;52;I
320;24;I
320;60;I
321;34;O
322;50;I
326;39;I
330;22;I
333;43;O
334;35;O
341;32;O
344;15;O
345;32;O
346;48;I
350;69;O
356;32;I
362;60;O
364;59;O
365;57;O
368;28;I
369;17;I
376;24;I
378;71;O
380;53;I
384;48;O
387;42;I
389;61;O
390;29;I
404;59;O
404;40;O
405;46;O
406;28;O
406;21;I
416;46;O
422;30;O
425;31;O
426;74;O
426;63;O
427;34;I
428;70;I
431;94;I
433;25;I
440;29;I
442;76;I
446;39;I
450;52;O
452;25;O
452;61;I
453;56;O
459;22;I
461;62;O
474;62;I
474;77;I
486;47;O
488;56;I
490;65;I
490;15;I
495;39;I
496;55;O
496;88;O
502;62;O
503;33;I
504;34;O
510;37;I
523;24;I
524;58;O
526;82;O
527;30;I
527;60;O
529;100;O
534;62;I
550;61;O
550;36;O
557;51;O
559;45;O
559;21;I
565;46;I
567;56;O
568;72;O
570;72;I
572;39;I
578;75;O
580;53;O
580;62;I
582;31;O
588;28;I
589;20;O
589;44;I
591;76;O
595;54;I
597;37;I
604;77;O
607;70;I
616;71;O
617;46;O
621;62;O
622;79;I
626;64;I
627;50;I
629;62;I
630;21;O
635;64;I
639;40;I
640;45;O
642;70;O
648;30;I
652;15;I
653;50;I
654;89;O
656;52;O
658;33;O
658;74;O
659;48;O
664;32;I
670;65;I
679;48;I
680;76;O
682;67;O
683;35;O
684;39;O
688;32;I
691;52;I
693;60;O
693;42;O
695;58;O
696;28;O
696;56;O
699;37;I
703;43;I
706;37;I
707;64;O
712;44;I
713;51;O
732;41;I
736;63;O
739;47;I
740;22;I
749;51;I
749;35;O
755;40;I
759;18;I
764;43;I
765;36;O
775;37;I
779;68;I
780;64;O
784;40;I
792;34;I
794;31;I
794;34;I
804;34;I
804;42;I
805;57;O
806;26;I
808;66;O
812;58;I
814;34;O
814;71;O
825;55;O
825;54;I
825;46;I
830;47;O
833;39;I
835;32;I
837;87;O
841;25;I
842;69;O
851;36;I
851;72;O
853;59;I
854;29;I
859;51;O
860;29;O
863;67;O
866;53;O
871;73;O
876;33;O
886;47;I
886;37;I
887;31;O
887;64;O
889;30;I
899;38;I
900;38;I
904;50;O
905;59;O
908;36;I
910;54;I
912;27;I
913;43;O
914;65;O
919;34;I
921;91;O
930;30;O
931;43;I
934;41;I
934;61;O
940;43;I
942;54;I
947;87;I
948;18;O
949;35;I
952;24;O
955;64;I
958;81;O
968;50;O
968;70;O
970;27;I
971;48;I
972;67;O
973;61;O
976;41;O
979;30;O
987;47;I
987;56;I
988;36;O
989;69;I
990;21;O
990;17;I
994;31;I
994;28;I
995;33;I
1013;51;O
1014;26;O
1018;22;I
1025;36;I
1028;49;I
1029;27;I
1034;33;I
1036;59;I
1036;12;O
1040;37;O
1042;21;I
1045;51;O
1046;80;O
1047;63;O
1049;52;I
1056;22;I
1060;67;I
1070;40;O
1071;49;I
1074;43;O
1075;55;O
1075;53;O
1076;31;I
1078;62;O
1078;37;O
1081;49;I
1081;62;I
1092;19;I
1093;98;O
1094;39;I
1100;53;O
1100;65;O
1106;40;I
1111;29;O
1115;38;O
1116;84;O
1118;67;O
1121;63;I
1123;41;I
1126;60;I
1127;41;I
1127;39;O
1130;35;I
1131;60;O
1141;34;I
1142;51;I
1145;58;O
1145;13;I
1158;33;O
1159;44;O
1160;48;O
1167;54;O
1171;26;I
1173;25;O
1174;37;O
1174;69;O
1175;42;I
1180;24;O
1182;59;I
1185;37;I
1190;67;I
1195;46;I
1196;38;I
1197;49;I
1204;37;O
1209;70;I
1223;46;I
1226;41;O
1227;32;I
1232;38;I
1233;45;I
1234;58;I
1234;42;I
1236;50;I
1242;50;I
1245;29;O
1246;40;O
1248;22;O
1251;56;O
1257;23;I
1260;38;I
1271;66;O
1272;52;O
1273;46;I
1275;23;I
1275;59;I
1279;70;O
1280;41;O
1282;35;I
1283;43;O
1287;40;I
1290;14;O
1291;13;O
1295;53;O
1298;60;I
1301;64;O
1304;45;I
1308;71;O
1309;61;O
1311;70;O
1327;42;I
1327;43;I
1328;50;O
1328;25;I
1330;72;O
1334;39;I
1335;37;O
1335;45;O
1343;34;I
1347;50;O
1348;40;I
1349;58;O
1352;81;O
1361;26;O
1372;28;I
1373;47;I
1373;39;I
1374;60;I
1378;53;O
1381;52;O
1386;37;I
1387;60;O
1388;38;I
1390;56;O
1396;21;I
1397;27;O
1402;67;I
1405;46;I
1407;23;I
1415;87;O
1415;61;O
1416;81;O
1417;36;O
1421;47;I
1421;28;I
1422;47;O
1430;45;I
1431;64;O
1440;60;O
1440;28;O
1446;36;I
1447;26;I
1448;55;O
1456;69;I
1456;71;O
1458;58;O
1461;56;I
1461;35;O
1461;47;I
1461;16;I
1462;30;I
1466;22;I
1467;32;I
1471;44;I
1473;57;O
1480;78;O
1486;72;O
1488;31;O
1493;96;O
1499;64;O
1500;82;O
1504;41;I
1505;40;O
1509;45;O
1509;47;O
1519;40;I
1520;38;I
1524;50;O
1524;39;I
1528;73;O
1529;41;I
1535;26;O
1538;28;O
1538;42;I
1539;44;I
1540;80;I
1542;59;O
1546;72;O
1549;32;I
1551;26;O
1556;33;I
1563;57;O
1572;38;I
1573;45;I
1578;67;I
1585;61;O
1588;39;I
1589;73;O
1589;57;O
1593;59;I
1597;28;O
1599;38;I
1606;47;I
1611;62;I
1614;37;O
1618;24;O
1620;55;O
1623;63;O
1624;22;I
1626;50;I
1629;42;O
1632;39;O
1636;72;O
1640;27;I
1644;36;I
1648;64;O
1649;60;O
1650;41;I
1652;35;O
1653;32;O
1653;31;I
1655;59;O
1658;34;I
1660;55;I
1660;45;I
1663;76;I
1665;67;O
1666;42;I
1668;33;O
1673;34;O
1674;41;O
1675;54;I
1676;39;O
1682;70;I
1689;41;I
1692;39;O
1693;46;I
1697;85;O
1697;53;O
1705;37;I
1706;42;I
1715;33;O
1718;31;I
1719;34;O
1719;67;O
1721;63;O
1722;59;O
1726;36;I
1729;49;I
1735;45;O
1736;33;O
1737;33;O
1741;40;I
1750;34;I
1751;49;O
1752;39;O
1757;49;I
1758;19;O
1760;38;I
1761;33;I
1765;63;O
1767;47;I
1768;37;I
1771;39;I
1774;53;O
1784;31;I
1784;30;O
1787;40;O
1791;72;I
1794;36;I
1795;29;O
1801;34;I
1804;28;I
1805;52;O
1813;95;O
1815;66;O
1817;46;I
1821;42;O
1823;48;I
1826;58;I
1828;48;O
1830;46;I
1830;54;O
1841;49;I
1841;30;I
1842;71;O
1845;62;O
1846;37;O
1849;22;O
1850;41;O
1853;35;I
1854;44;O
1856;50;O
1856;22;I
1858;89;O
1870;54;I
1879;51;O
1879;34;I
1880;48;I
1882;56;O
1882;42;I
1883;46;I
1885;54;I
1887;73;O
1898;26;O
1902;60;I
1908;28;I
1909;44;O
1911;53;I
1913;46;O
1918;73;O
1921;36;O
1922;27;I
1923;55;O
1924;50;O
1924;33;I
1926;16;O
1935;56;I
1941;88;O
1941;53;O
1942;59;I
1946;73;O
1947;59;I
1949;50;O
1954;68;I
1955;22;O
1957;38;I
1960;28;I
1961;36;I
1963;44;O
1965;48;I
1972;18;O
1974;34;O
1975;49;I
1984;74;I
1985;70;O
1988;28;O
1991;36;I
1991;62;I
1996;30;I
1999;71;O
1999;37;I
2003;43;O
2006;31;O
2008;43;I
2014;28;I
2019;37;I
2023;74;O
2025;28;O
2026;36;I
2027;60;I
2028;25;O
2029;29;O
2033;44;I
2034;39;I
2035;46;O
2038;58;O
2044;46;O
2046;34;O
2046;23;I
2048;73;O
2063;41;I
2064;37;I
2065;25;O
2066;12;I
2068;32;I
2072;29;O
2073;48;O
2079;56;O
2079;48;O
2082;50;I
2088;49;I
2096;65;O
2096;27;I
2098;62;O
2108;57;O
2110;42;I
2111;31;I
2113;62;O
2116;52;I
2117;41;O
2120;20;I
2121;63;I
2121;50;I
2122;32;O
2129;98;O
2130;70;I
2132;72;O
2136;30;I
2139;24;O
2140;66;I
2143;104;O
2143;62;I
2145;151;O
2145;40;I
2151;59;O
2154;23;O
2156;49;O
2158;33;O
2158;58;I
2171;50;I
2172;58;O
2173;35;I
2174;39;O
2178;26;I
2182;56;O
2183;36;I
2186;45;I
2189;57;I
2191;48;I
2193;33;O
2196;50;O
2204;36;O
2204;33;I
2205;80;O
2206;41;I
2209;63;O
2212;94;O
2213;21;I
2216;61;O
2216;27;I
2221;25;I
2221;33;I
2222;36;I
2223;44;I
2223;63;O
2227;59;O
2229;62;O
2231;34;I
2233;31;O
2236;35;I
2240;19;O
2240;48;O
2241;52;O
2245;49;I
2253;37;I
2253;40;O
2256;33;I
2258;67;O
2265;45;O
2265;25;O
2268;77;O
2277;40;I
2280;33;I
2287;22;O
2291;35;I
2293;46;I
2293;35;O
2293;12;I
2297;71;O
2298;63;O
2300;43;I
2306;18;I
2308;24;I
2310;36;I
2313;43;I
2320;34;O
2322;38;I
2332;69;I
2336;38;I
2340;34;I
2341;26;O
2342;80;O
2343;46;I
2345;34;O
2351;34;O
2352;46;I
2357;41;I
2357;36;O
2362;26;O
2369;31;I
2373;65;O
2374;34;I
2381;16;O
2382;67;I
2386;78;O
2386;26;I
2387;29;O
2390;76;O
2393;45;O
2395;62;O
2398;55;I
2405;23;O
2406;36;I
2413;57;I
2414;44;O
2419;53;O
2420;50;O
2420;41;I
2423;23;O
2427;40;I
2427;30;O
2429;43;O
2436;72;O
2442;22;O
2442;55;O
2443;19;I
2448;49;I
2450;77;O
2451;59;O
2455;46;O
2455;48;I
2456;40;I
2457;57;I
2459;65;I
2459;33;I
2462;43;I
2462;28;O
2462;29;I
2463;82;O
2468;63;O
2471;33;I
2478;41;O
2478;42;O
2479;61;I
2481;45;I
2485;37;O
2495;38;O
2503;54;O
2504;29;I
2504;35;I
2505;59;O
2508;47;I
2509;61;O
2510;53;O
2516;22;I
2518;87;O
2519;44;O
2523;45;I
2530;67;I
2531;48;O
2533;30;O
2541;46;O
2543;27;O
2548;39;I
2554;62;O
2556;24;I
2557;42;I
2559;49;O
2559;36;O
2561;26;O
2568;36;O
2573;82;O
2573;39;O
2581;57;O
2583;29;I
2584;61;O
2585;84;O
2588;22;O
2588;12;O
2601;59;O
2602;31;O
2602;34;I
2607;44;O
2609;36;O
2613;48;I
2615;47;O
2618;65;O
2620;45;I
2621;53;O
2624;71;O
2627;36;I
2627;59;O
2635;58;O
2649;32;O
2653;53;O
2654;65;O
2657;93;O
2658;61;O
2660;47;I
2662;40;I
2662;52;O
2667;38;I
2668;45;O
2672;51;I
2673;49;O
2675;32;O
2677;25;O
2683;70;O
2687;71;O
2689;49;O
2696;12;O
2702;77;O
2712;77;O
2713;30;I
2715;59;O
2723;47;I
2723;68;O
2724;41;O
2728;62;O
2730;55;O
2731;52;O
2733;29;I
2737;26;O
2737;72;O
2740;53;I
2759;37;I
2760;75;O
2768;21;O
2775;41;O
2781;71;O
2783;31;O
2793;82;O
2794;58;O
2797;26;O
2799;36;O
2800;43;O
2800;101;O
2802;36;I
2807;25;O
2812;64;O
2816;44;O
2836;23;O
2838;45;I
2839;36;I
2847;10;O
2862;58;O
2872;58;O
2878;41;O
2879;48;I
2880;51;I
2880;78;O
2886;58;O
2892;64;O
2893;38;O
2896;58;O
2897;57;O
2909;80;O
2912;62;O
2912;61;O
2917;61;O
2921;81;O
2921;22;O
2923;53;I
2927;85;O
2929;50;O
2931;63;O
2942;33;O
2946;44;O
2948;53;O
2953;79;O
2958;72;O
2959;50;I
2967;14;O
2967;47;O
2968;35;O
2974;28;O
2977;56;O
2981;59;O
2991;25;O
2997;29;O
2999;51;O
3004;68;O
3005;49;O
3007;22;I
3015;74;O
3020;95;O
3020;57;O
3020;32;O
3020;48;O
3028;97;O
3031;60;O
3035;23;I
3036;39;O
3047;44;O
3051;35;O
3053;66;O
3056;67;O
3056;41;O
3061;46;O
3084;29;O
3092;40;O
3095;18;O
3097;63;O
3101;53;O
3103;75;O
3103;57;I
3105;67;O
3110;56;O
3112;62;O
3116;46;O
3116;53;I
3126;70;O
3127;53;O
3129;63;O
3132;84;O
3133;19;O
3133;34;O
3137;83;O
3138;46;O
3145;69;O
3147;68;O
3148;71;O
3154;41;O
3154;30;O
3164;63;O
3173;19;O
3178;21;O
3178;46;I
3192;61;O
3200;67;O
3201;23;O
3205;38;I
3205;75;O
3213;73;O
3219;41;I
3219;74;O
3224;45;O
3231;41;O
3242;54;I
3244;46;O
3250;44;O
3251;39;O
3264;43;O
3270;37;O
3270;70;O
3274;26;O
3276;71;O
3276;53;O
3284;27;O
3286;47;O
3291;29;O
3291;67;O
3296;22;O
3305;64;O
3310;42;O
3311;70;O
3313;60;O
3317;64;O
3324;46;O
3328;82;O
3341;62;O
3343;63;O
3344;32;O
3348;17;O
3354;91;O
3356;44;O
3362;76;O
3365;89;O
3367;32;O
3378;69;O
3383;28;I
3387;25;O
3396;25;O
3401;43;I
3404;71;O
3405;65;O
3406;105;O
3411;73;O
3417;63;O
3419;29;O
3423;60;O
3434;63;O
3436;13;O
3437;74;O
3448;64;O
3449;70;O
3458;65;O
3462;33;O
3463;23;O
3469;47;O
3472;74;O
3472;35;O
3475;63;O
3478;63;O
3491;66;O
3491;72;O
3495;60;O
3497;63;O
3499;84;O
3500;39;O
3511;53;O
3517;41;I
3530;32;O
3534;70;O
3538;53;O
3542;74;O
3543;71;O
3544;86;O
3550;39;O
3553;46;O
3555;45;O
3557;27;O
3572;44;O
3575;47;I
3582;31;O
3583;65;O
3589;40;O
3594;24;O
3600;43;O
3615;34;O
3623;30;O
3632;32;O
3640;44;O
3643;12;O
3644;63;O
3645;92;O
3646;69;O
3647;70;O
3648;84;O
3648;24;O
3656;60;O
3660;38;O
3663;25;O
3663;65;O
3669;39;O
3671;32;O
3674;35;O
3675;35;O
3675;81;O
3679;81;O
3679;41;O
3680;60;O
3684;30;O
3684;23;O
3686;45;O
3687;31;O
3692;83;O
3696;79;O
3706;28;O
3709;59;O
3714;74;O
3714;51;O
3717;45;O
3721;32;O
3727;33;O
3727;59;O
3728;42;O
3736;110;O
3737;70;O
3742;11;O
3746;41;O
3746;65;O
3748;90;O
3749;67;O
3751;42;O
3766;47;O
3774;76;O
3774;57;O
