Policy,Reference,Bots,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
M4G,M4G-WS,6,.005,.085,.006,< .001,< .001,< .001,< .001,< .001,.092,.004
M4G,M4G-WS,10,.239,.048,.665,< .001,< .001,< .001,< .001,< .001,.051,.107
