decision,time,pendingOrders,stationsWithCap,podsInModel,dispatched,children,fastPath,units,decisionSec
0,0.0444444444444444,92,2,99,2,0,12,19,0.0755268
1,42.4888888888888,83,1,98,0,0,1,2,0.0009991
2,52.5777777777776,83,1,98,0,0,1,2,0.0010284
3,54.7111111111109,82,1,98,0,0,1,1,0
4,74.755555555557,83,1,98,0,0,1,2,0.0009989
5,82.6666666666694,83,1,97,0,0,1,2,0
6,84.800000000003,82,1,97,1,0,1,2,0.0020006
7,92.7111111111154,82,1,96,0,0,1,1,0.0009676
8,102.755555555561,81,1,96,1,0,1,2,0.0010008
9,112.800000000007,81,1,96,0,0,1,1,0
10,124.844444444454,81,1,96,0,0,1,2,0
11,132.844444444455,81,1,96,0,0,1,1,0.001033
12,134.8888888889,80,1,96,0,0,1,2,0
13,144.933333333346,80,1,96,0,0,1,2,0.0010002
14,152.888888888903,80,1,96,0,0,1,2,0
15,154.977777777792,79,1,96,0,0,1,2,0.0010004
16,172.93333333335,80,1,97,0,0,1,2,0.0010058
17,175.022222222239,79,1,96,1,0,1,2,0.0010309
18,182.977777777796,78,1,96,0,0,1,1,0.0009678
19,195.066666666687,78,1,97,0,0,1,3,0.0019996
20,203.022222222244,78,1,95,0,0,1,1,0.0010008
21,213.06666666669,78,1,95,1,0,1,1,0.0010012
22,215.111111111135,77,1,95,0,0,1,1,0.0010273
23,223.111111111136,77,1,95,0,0,1,2,0.001
24,235.155555555582,77,1,95,0,0,1,1,0
25,243.155555555583,77,1,95,0,0,1,2,0.0009997
26,255.20000000003,77,1,96,0,0,1,1,0.0009972
27,263.244444444471,76,1,96,0,0,1,1,0
28,273.333333333355,76,1,96,0,1,0,3,0.0069682
29,275.333333333354,76,1,96,0,1,0,2,0.0010035
30,283.422222222239,77,1,96,0,1,0,1,0.0010004
31,303.555555555562,78,1,96,0,1,0,1,0
32,315.555555555557,79,1,95,1,0,1,2,0.0030006
33,325.644444444441,79,1,95,0,0,1,2,0.0010019
34,333.733333333326,78,1,94,1,0,1,1,0.002
