2 h · 1 seeds · 2 Pstations · 2 Rstations · 100 SKUs · 100 backlog · 100 pods / 120 cells · cap 100 · 70% stock
policy,bots,Items,Lines,Orders,Pile-on,Trips,Trips/Orders,m/Line,EOR(kJ/order),TurnoverMedian(s),StationIdle(%)
m1g_split_6b,6b,1388.0,931.0,612.0,4.467,137.0,0.2239,11.51,1.394,822.3,3.65

excel cross-check: {"status": "passed", "checks": 10, "rel_tol": 1e-09}
