#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;94;0;0;0;0;0;0;0;0;0
599.97;0.73;96;0;0;0;0;0;0;0;0;0
1199.99;0.74;96;0;0;0;0;0;0;0;0;0
1799.76;0.76;96;0;0;0;0;0;0;0;0;0
2399.96;0.77;97;0;0;0;0;0;0;0;0;0
3000;0.76;97;0;0;0;0;0;0;0;0;0
3600;0.74;97;0;0;0;0;0;0;0;0;0
4199.78;0.72;97;0;0;0;0;0;0;0;0;0
4799.99;0.69;97;0;0;0;0;0;0;0;0;0
5399.98;0.66;97;0;0;0;0;0;0;0;0;0
5999.99;0.66;97;0;0;0;0;0;0;0;0;0
6599.97;0.68;99;0;0;0;0;0;0;0;0;0
7199.99;0.69;99;0;0;0;0;0;0;0;0;0
