layer,metric,empty,loaded,total,unit
L1,orders_completed,,,3287,orders
L1,orders_per_hour,,,1643.5,orders/h
L1,total_energy_with_support_kJ,,,59538.6604854971,kJ
L1,total_energy_mech_kJ,,,20810.7797897067,kJ
L1,energy_total_with_support_per_order_kJ,,,18.1133740448729,kJ/order
L1,energy_mech_per_order_kJ,,,6.3312381471575,kJ/order
L1,total_distance_m,,,243576.97868366,m
L1,order_distance_m,,,74.1031270713903,m/order
L1,system_order_pile_on,,,2.42583025830258,orders/output_station_arrival
L1,input_station_arrivals,,,648,count
L1,output_station_arrivals,,,1355,count
L1,station_arrivals_total,,,2003,count
L2,trip_count,2530,4026,6556,trips
L2,distance_m,81935,161976,243911,m
L2,total_time_sec,70512.8271267302,163338.072455702,233850.899582432,s
L2,total_move_turn_energy_kJ,5250.92959169394,14744.9337511696,19995.8633428635,kJ
L2,move_turn_pct_of_mech,25.2317772075562,70.852384678361,,%
L2,avg_distance_per_trip_m,32.3853754940711,40.2324888226528,,m/trip
L2,avg_time_per_trip_sec,27.8706826587866,40.5708078628172,,s/trip
L2,avg_energy_per_trip_kJ,2.07546624177626,3.6624276580153,,kJ/trip
L3,e1_accel_kJ,,,3633.92039267826,kJ
L3,e2_decel_kJ,,,0,kJ
L3,e3_cruise_kJ,,,13555.5481516518,kJ
L3,e4_rotation_kJ,,,2806.39479853344,kJ
L3,e5_lift_kJ,,,814.916446843172,kJ
L3,e1_pct_of_mech,,,17.4617214222585,%
L3,e2_pct_of_mech,,,0,%
L3,e3_pct_of_mech,,,65.137146654911,%
L3,e4_pct_of_mech,,,13.4852938087477,%
L3,e5_pct_of_mech,,,3.91583811408279,%
L4,turn_count,5174,16743,21917,events
L4,turn_energy_kJ,530.086241693935,2276.3085568395,2806.39479853343,kJ
L4,turn_pct_of_total,0.890322753940791,3.82324449068513,,%
L4,turn_pct_of_state,10.0950933056204,15.4379029112894,,%
L4,turn_per_trip,2.04505928853755,4.15871833084948,,per trip
L4,turn_per_m,0.0631476170134863,0.103367165506001,,per m
L5,wait_time_sec,2460.27441595641,10335.7666701495,12796.0410861059,s
L5,wait_energy_kJ,221.424697436077,930.219000313455,1151.64369774953,kJ
L5,wait_pct_of_total,0.371900703896443,1.56237811319259,,%
L5,wait_ratio_mean,0.031852836545896,0.0369338380495514,0.0349688798832177,ratio
L5,wait_ratio_median,0.0103510570772963,0.00881573154813198,0.0096366914792805,ratio
L5,wait_ratio_p95,0.136800783765826,0.161932889507146,0.151229051379156,ratio
L6,composition_move_pct,,,28.8711039250156,%
L6,composition_turn_pct,,,4.71356724462592,%
L6,composition_lift_pct,,,1.36871814078127,%
L6,composition_wait_pct,,,1.93427881708904,%
L6,composition_support_pct,,,63.1123318724881,%
L6,energy_empty_to_loaded_ratio,,,0.35611754384976,ratio
L6,effective_motion_ratio,,,0.945281197938709,ratio
L6,wait_energy_per_order_kJ,,,0.35036315721008,kJ/order
L6,energy_per_m_empty_J,64.0865270237864,,,J/m
L6,energy_per_m_loaded_J,,91.0315957374523,,J/m
