Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;194;1;139;13.9660167443559;40.0769942849687;10.0444444444443;40.1611111111151;1.39568345323741;5270.83753236806;7200
InputStation1;23.50;0.50;153;0;97;15.7554639175261;62.6536950340258;10.0444444444443;40.1512986939415;1.57731958762887;5688.09472581887;7200
InputStation2;33.50;0.50;154;0;93;16.4331890329903;76.1152041263967;10.0444444444443;40.1700937914129;1.65591397849462;5668.89982680305;7200
InputStation3;43.50;0.50;145;0;91;15.9035774545338;44.818850962135;10.0444444444443;30.1617604580795;1.59340659340659;5764.6133839672;7200
InputStation4;53.50;0.50;140;0;87;15.8222830103502;57.578319223103;10.0444444444443;40.1117604580822;1.60919540229885;5812.28303038027;7200
InputStation5;63.50;0.50;194;0;135;14.3022256959788;51.7828182308371;10.0444444444443;40.2194444444445;1.43703703703704;5270.50624805992;7200
OutputStation0;81.50;11.50;683;465;115;61.2917812301933;1464.32618026108;10.0444444444447;173.339357845953;5.93913043478261;409.366292068714;7200
OutputStation1;81.50;17.50;680;493;102;68.3228661253461;1410.32448282951;10.0444444444445;143.584379424548;6.66666666666667;446.739256294283;7200
OutputStation2;81.50;23.50;679;469;117;59.3254784706954;1193.69238172473;10.0444444444447;152.528982680301;5.8034188034188;451.732517982274;7200
OutputStation3;81.50;29.50;647;450;103;64.2668987372935;1257.98515626838;10.0776839863639;153.445093791423;6.28155339805825;774.140165719958;7200
OutputStation4;81.50;35.50;664;469;107;63.8233124950274;1363.68002097031;10.0444444444443;173.791666666655;6.20560747663551;604.236572591304;7200
OutputStation5;81.50;41.50;687;462;120;59.0992400790247;1090.56174499375;10.0444444444447;152.700000000001;5.725;381.649047415702;7200
OutputStation6;0.50;14.50;655;454;114;58.5640183176071;1211.89127074662;10.0444444444443;162.746212095445;5.74561403508772;693.837445768764;7200
OutputStation7;0.50;20.50;680;488;103;68.0710158449244;1272.78343766818;11.605555555554;162.986760458085;6.60194174757282;437.630346109987;7200
OutputStation8;0.50;26.50;675;488;106;65.1149178470265;1744.53724709792;10.0444444444443;213.073600321729;6.36792452830189;499.05141947573;7200
OutputStation9;0.50;32.50;669;462;110;62.643500196172;1289.39160885664;10.0444444444443;191.528427124756;6.08181818181818;550.753809767186;7200
OutputStation10;0.50;38.50;689;487;122;58.182036879815;1680.17459589202;10.2972222222215;240.629545428779;5.64754098360656;354.838275506423;7200
OutputStation11;0.50;44.50;671;446;124;55.7613674178607;1319.47408778513;10.0444444444444;183.479343460079;5.41129032258065;537.331731970557;7200
