#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;67.04;0.21;PP/0,TA/0,IS/0.01,PS/0,RB/0,OB/0.14,RP/0
59.98;105;5.54;PP/3.61,TA/1.12,IS/0.02,PS/0.98,RB/0.01,OB/0.14,RP/0
119.98;131.61;21.92;PP/7.78,TA/12.32,IS/0.07,PS/12.17,RB/0.01,OB/0.76,RP/0
179.8;132.98;30.31;PP/10.29,TA/16.58,IS/0.13,PS/16.41,RB/0.01,OB/1.98,RP/0
239.97;134.31;35.99;PP/13.05,TA/18.32,IS/0.2,PS/18.13,RB/0.01,OB/2.75,RP/0
299.97;134.72;40.86;PP/15.67,TA/19.61,IS/0.27,PS/19.4,RB/0.01,OB/3.25,RP/0
359.96;135.35;45.12;PP/17.97,TA/20.48,IS/0.35,PS/20.26,RB/0.01,OB/3.91,RP/0
419.98;135.41;49.92;PP/20.67,TA/21.39,IS/0.45,PS/21.15,RB/0.01,OB/4.66,RP/0
479.99;135.39;53.78;PP/22.61,TA/22.14,IS/0.55,PS/21.87,RB/0.01,OB/5.44,RP/0
540;137.52;58.67;PP/25.23,TA/22.87,IS/0.63,PS/22.59,RB/0.01,OB/6.49,RP/0
599.97;137.99;63.76;PP/27.72,TA/23.84,IS/0.71,PS/23.54,RB/0.01,OB/7.61,RP/0
659.99;137.78;68.26;PP/30.44,TA/24.34,IS/0.8,PS/24.02,RB/0.01,OB/8.4,RP/0
719.99;137.9;72.82;PP/33.17,TA/25.04,IS/0.88,PS/24.7,RB/0.01,OB/9.14,RP/0
779.89;139.46;76.96;PP/35.42,TA/25.52,IS/0.97,PS/25.17,RB/0.01,OB/10.12,RP/0
839.96;139.52;81.51;PP/37.91,TA/26.16,IS/1.06,PS/25.78,RB/0.01,OB/11.11,RP/0
899.98;140.45;86.85;PP/41.01,TA/26.84,IS/1.15,PS/26.44,RB/0.01,OB/12.19,RP/0
959.73;141.04;91.67;PP/43.66,TA/27.44,IS/1.23,PS/27.02,RB/0.01,OB/13.31,RP/0
1019.99;140.06;96.39;PP/46.51,TA/27.92,IS/1.31,PS/27.49,RB/0.01,OB/14.24,RP/0
1079.98;143.6;100.97;PP/49.53,TA/28.3,IS/1.38,PS/27.86,RB/0.01,OB/15,RP/0
1139.98;140.2;106.16;PP/52.53,TA/28.95,IS/1.45,PS/28.48,RB/0.01,OB/16.13,RP/0
1199.99;141.1;110.59;PP/55.13,TA/29.26,IS/1.53,PS/28.79,RB/0.01,OB/17.19,RP/0
1259.97;139.79;116.03;PP/57.96,TA/29.84,IS/1.63,PS/29.34,RB/0.01,OB/18.72,RP/0
1319.96;140.59;121.38;PP/60.92,TA/30.67,IS/1.71,PS/30.16,RB/0.01,OB/19.83,RP/0
1379.97;142.49;126.65;PP/64.32,TA/31.12,IS/1.8,PS/30.6,RB/0.01,OB/20.83,RP/0
1440;145.44;131.72;PP/66.89,TA/31.75,IS/1.88,PS/31.22,RB/0.01,OB/22.22,RP/0
1499.96;142.91;136.3;PP/69.39,TA/32.34,IS/1.96,PS/31.78,RB/0.01,OB/23.25,RP/0
1559.99;145.34;142.01;PP/73.17,TA/32.79,IS/2.03,PS/32.21,RB/0.01,OB/24.25,RP/0
1620;144.39;146.76;PP/76.17,TA/32.97,IS/2.1,PS/32.38,RB/0.01,OB/25.36,RP/0
1679.99;146.07;151.75;PP/79.3,TA/33.62,IS/2.18,PS/33.01,RB/0.01,OB/26.1,RP/0
1739.96;146.41;156.64;PP/81.93,TA/33.93,IS/2.25,PS/33.3,RB/0.01,OB/27.6,RP/0
1799.76;147.61;161.59;PP/84.62,TA/34.59,IS/2.32,PS/33.94,RB/0.01,OB/28.77,RP/0
1859.97;147.21;166;PP/87.23,TA/34.88,IS/2.39,PS/34.21,RB/0.01,OB/29.86,RP/0
1920;148.11;170.86;PP/89.87,TA/35.38,IS/2.46,PS/34.69,RB/0.01,OB/31.18,RP/0
1979.87;147.77;175.9;PP/92.57,TA/36.06,IS/2.51,PS/35.36,RB/0.01,OB/32.42,RP/0
2039.9;147.82;180.11;PP/95.03,TA/36.41,IS/2.56,PS/35.69,RB/0.01,OB/33.42,RP/0
2099.79;148.76;184.6;PP/97.59,TA/36.79,IS/2.62,PS/36.06,RB/0.01,OB/34.58,RP/0
2160;147.81;188.56;PP/99.8,TA/37.15,IS/2.67,PS/36.4,RB/0.01,OB/35.61,RP/0
2219.98;150.05;193.64;PP/102.92,TA/37.44,IS/2.71,PS/36.67,RB/0.01,OB/36.85,RP/0
2279.91;150.44;199;PP/106.29,TA/38.01,IS/2.75,PS/37.22,RB/0.01,OB/37.81,RP/0
2339.97;152.57;204.23;PP/109.38,TA/38.8,IS/2.79,PS/38.01,RB/0.01,OB/38.73,RP/0
2399.96;152.25;209;PP/112.4,TA/39.07,IS/2.82,PS/38.25,RB/0.01,OB/39.8,RP/0
2459.96;152.67;214.14;PP/115.67,TA/39.56,IS/2.85,PS/38.73,RB/0.01,OB/40.77,RP/0
2519.96;151.82;219.69;PP/118.99,TA/39.96,IS/2.88,PS/39.11,RB/0.01,OB/42.19,RP/0
2579.92;151.26;224.65;PP/121.73,TA/40.38,IS/2.91,PS/39.52,RB/0.01,OB/43.6,RP/0
2639.97;152.88;229.58;PP/124.74,TA/41.08,IS/2.92,PS/40.2,RB/0.01,OB/44.38,RP/0
2699.96;154.93;234.89;PP/128.26,TA/41.39,IS/2.95,PS/40.48,RB/0.01,OB/45.49,RP/0
2759.97;157.4;239.87;PP/131.59,TA/41.81,IS/2.97,PS/40.88,RB/0.01,OB/46.37,RP/0
2819.98;159.27;244.27;PP/134.5,TA/41.9,IS/2.99,PS/40.93,RB/0.01,OB/47.4,RP/0
2879.9;156.89;249.06;PP/137.4,TA/42.12,IS/3.01,PS/41.12,RB/0.01,OB/48.73,RP/0
2939.91;161.69;253.67;PP/140.42,TA/42.39,IS/3.04,PS/41.38,RB/0.01,OB/49.65,RP/0
3000;159.76;258.33;PP/143.4,TA/42.66,IS/3.05,PS/41.61,RB/0.01,OB/50.73,RP/0
3059.99;160.62;261.98;PP/145.53,TA/42.81,IS/3.06,PS/41.74,RB/0.01,OB/51.78,RP/0
3119.97;161.18;266.55;PP/148.59,TA/42.95,IS/3.07,PS/41.85,RB/0.01,OB/52.87,RP/0
3179.63;160.62;270.2;PP/150.76,TA/43.15,IS/3.08,PS/42.03,RB/0.01,OB/53.84,RP/0
3239.94;163.25;275.02;PP/153.57,TA/43.48,IS/3.09,PS/42.33,RB/0.01,OB/55.16,RP/0
3299.99;161.63;279.68;PP/156.48,TA/43.85,IS/3.1,PS/42.69,RB/0.01,OB/56.26,RP/0
3359.95;161.91;283.88;PP/158.69,TA/44.2,IS/3.11,PS/43.01,RB/0.01,OB/57.55,RP/0
3419.94;162.11;288.42;PP/161.73,TA/44.4,IS/3.11,PS/43.19,RB/0.01,OB/58.53,RP/0
3479.75;163.92;292.9;PP/164.44,TA/44.63,IS/3.12,PS/43.4,RB/0.01,OB/59.75,RP/0
3539.94;164.06;296.55;PP/166.58,TA/44.94,IS/3.12,PS/43.69,RB/0.01,OB/60.72,RP/0
3600;162.71;300.17;PP/168.55,TA/45.09,IS/3.13,PS/43.81,RB/0.01,OB/61.93,RP/0
3659.88;165.22;305.13;PP/171.96,TA/45.39,IS/3.13,PS/44.09,RB/0.01,OB/62.81,RP/0
3719.98;162.92;309.24;PP/174.31,TA/45.54,IS/3.13,PS/44.21,RB/0.01,OB/64.12,RP/0
3779.99;164.96;314.06;PP/177.32,TA/45.67,IS/3.13,PS/44.32,RB/0.01,OB/65.46,RP/0
3839.98;161.8;319.57;PP/181.29,TA/46.06,IS/3.13,PS/44.68,RB/0.01,OB/66.29,RP/0
3899.97;164.34;323.74;PP/183.31,TA/46.19,IS/3.13,PS/44.77,RB/0.01,OB/68.05,RP/0
3959.97;163.55;327.17;PP/185,TA/46.31,IS/3.13,PS/44.85,RB/0.01,OB/69.36,RP/0
4019.95;164.49;331.91;PP/187.67,TA/46.75,IS/3.13,PS/45.24,RB/0.01,OB/70.69,RP/0
4079.95;165.08;335.83;PP/189.81,TA/46.96,IS/3.13,PS/45.41,RB/0.01,OB/71.94,RP/0
4140;161.3;340.34;PP/192.62,TA/47.18,IS/3.13,PS/45.61,RB/0.01,OB/73.04,RP/0
4199.78;162.18;345.27;PP/195.92,TA/47.45,IS/3.13,PS/45.85,RB/0.01,OB/74.04,RP/0
4259.98;162.63;349.49;PP/198.52,TA/47.82,IS/3.13,PS/46.18,RB/0.01,OB/74.97,RP/0
4319.98;164.35;354.1;PP/201.53,TA/48.13,IS/3.13,PS/46.46,RB/0.01,OB/75.92,RP/0
4379.91;163.45;358.49;PP/204.36,TA/48.32,IS/3.13,PS/46.64,RB/0.01,OB/77.01,RP/0
4439.87;164.55;361.44;PP/205.9,TA/48.49,IS/3.13,PS/46.77,RB/0.01,OB/77.97,RP/0
