#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;94;0;0;0;0;0;0;0;0;0
599.97;0.73;96;0;0;0;0;0;0;0;0;0
1199.99;0.74;96;0;0;0;0;0;0;0;0;0
1799.87;0.75;96;0;0;0;0;0;0;0;0;0
2399.98;0.76;97;0;0;0;0;0;0;0;0;0
2999.97;0.76;97;0;0;0;0;0;0;0;0;0
3600;0.74;97;0;0;0;0;0;0;0;0;0
4199.98;0.71;97;0;0;0;0;0;0;0;0;0
4799.94;0.68;97;0;0;0;0;0;0;0;0;0
5399.99;0.65;97;0;0;0;0;0;0;0;0;0
6000;0.66;97;0;0;0;0;0;0;0;0;0
6599.96;0.68;97;0;0;0;0;0;0;0;0;0
7199.97;0.69;97;0;0;0;0;0;0;0;0;0
