#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;6;12;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/10,1/8,2/7,3/6,4/8,5/13,6/13,7/9,8/10,9/10,10/10,11/11;0/0,1/0,2/0,3/0,4/0,5/0;0/10,1/8,2/7,3/6,4/8,5/13,6/13,7/9,8/10,9/10,10/10,11/11;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0
59.9;0;0;6;12;0/59.9,1/43.71,2/35.69,3/59.9,4/59.9,5/59.9;0/55.79,1/59.9,2/55.44,3/42.02,4/59.9,5/42.67,6/59.9,7/59.9,8/33.12,9/33.9,10/36.16,11/53.13;0/59.9,1/59.9,2/59.9,3/59.9,4/59.9,5/59.9;0/59.9,1/59.9,2/59.9,3/59.9,4/59.9,5/59.9,6/59.9,7/59.9,8/59.9,9/59.9,10/59.9,11/59.9;0/17,1/20,2/19,3/17,4/19,5/16;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/27,1/29,2/27,3/25,4/27,5/29;0/9,1/8,2/6,3/5,4/8,5/11,6/13,7/9,8/8,9/9,10/8,11/10;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/2,2/3,3/0,4/0,5/0;0/1,1/0,2/1,3/2,4/0,5/2,6/0,7/0,8/3,9/3,10/3,11/1
119.97;7;0;6;12;0/80.41,1/50.9,2/45.46,3/74.45,4/65.12,5/79.02;0/56.6,1/71.21,2/55.94,3/43.27,4/75.67,5/43.15,6/119.97,7/84.82,8/33.7,9/34.84,10/36.77,11/54.59;0/119.97,1/119.97,2/119.97,3/119.97,4/119.97,5/119.97;0/119.97,1/119.97,2/119.97,3/119.97,4/119.97,5/119.97,6/119.97,7/119.97,8/119.97,9/119.97,10/119.97,11/119.97;0/18,1/21,2/20,3/19,4/22,5/17;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/2,10/2,11/0;0/26,1/27,2/26,3/25,4/27,5/27;0/8,1/7,2/10,3/9,4/5,5/10,6/13,7/9,8/7,9/11,10/9,11/8;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/1,1/1,2/2,3/1,4/1,5/1;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/4,1/7,2/8,3/5,4/6,5/5;0/7,1/5,2/7,3/8,4/5,5/8,6/0,7/4,8/9,9/9,10/9,11/7
180;17;0;6;12;0/89.57,1/68.29,2/50.25,3/83.55,4/100.17,5/89.23;0/57.3,1/71.83,2/56.48,3/44.45,4/76.44,5/43.86,6/125.97,7/85.68,8/34.51,9/35.57,10/37.29,11/55.41;0/180,1/180,2/180,3/180,4/180,5/180;0/180,1/180,2/180,3/180,4/180,5/180,6/180,7/180,8/180,9/180,10/180,11/180;0/19,1/21,2/18,3/22,4/17,5/18;0/1,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/26,1/24,2/24,3/25,4/26,5/25;0/11,1/10,2/8,3/12,4/10,5/9,6/12,7/9,8/9,9/8,10/7,11/7;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/3,1/3,2/3,3/3,4/2,5/3;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/10,1/12,2/14,3/10,4/8,5/10;0/13,1/11,2/13,3/14,4/11,5/14,6/6,7/10,8/15,9/15,10/15,11/13
239.97;26;4;6;12;0/100.98,1/91.18,2/61.02,3/110.63,4/121.84,5/95.05;0/57.7,1/72.29,2/57.24,3/44.85,4/77.29,5/44.31,6/126.96,7/86.74,8/34.98,9/36.27,10/38.1,11/91.57;0/239.97,1/239.97,2/239.97,3/239.97,4/239.97,5/239.97;0/239.97,1/239.97,2/239.97,3/239.97,4/239.97,5/239.97,6/239.97,7/239.97,8/239.97,9/239.97,10/239.97,11/239.97;0/20,1/20,2/19,3/20,4/20,5/18;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/27,1/24,2/23,3/24,4/25,5/24;0/10,1/10,2/6,3/9,4/10,5/11,6/8,7/8,8/8,9/8,10/7,11/8;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/5,1/4,2/5,3/4,4/4,5/4;0/0,1/0,2/0,3/0,4/0,5/1,6/0,7/0,8/1,9/1,10/1,11/0;0/14,1/15,2/18,3/13,4/12,5/15;0/19,1/17,2/19,3/20,4/17,5/20,6/12,7/16,8/21,9/21,10/21,11/15
299.99;33;10;6;12;0/141.1,1/138.16,2/100.75,3/130.75,4/130.82,5/111.33;0/58.44,1/72.84,2/58.03,3/45.77,4/78.16,5/44.8,6/127.62,7/87.33,8/35.47,9/37,10/38.92,11/96.45;0/299.99,1/299.99,2/299.99,3/299.99,4/299.99,5/299.99;0/299.99,1/299.99,2/299.99,3/299.99,4/299.99,5/299.99,6/299.99,7/299.99,8/299.99,9/299.99,10/299.99,11/299.99;0/19,1/20,2/17,3/20,4/18,5/16;0/0,1/0,2/0,3/0,4/1,5/0,6/0,7/0,8/0,9/0,10/1,11/2;0/26,1/24,2/23,3/25,4/22,5/22;0/7,1/9,2/9,3/8,4/8,5/13,6/7,7/10,8/14,9/8,10/9,11/8;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/6,1/5,2/5,3/6,4/5,5/6;0/0,1/1,2/1,3/1,4/1,5/1,6/0,7/1,8/1,9/1,10/1,11/1;0/16,1/17,2/20,3/17,4/17,5/19;0/25,1/23,2/25,3/26,4/23,5/26,6/18,7/22,8/27,9/27,10/27,11/21
359.95;44;16;6;12;0/151.17,1/161.43,2/123.5,3/170.75,4/153.22,5/131.67;0/58.95,1/73.52,2/58.96,3/46.24,4/79.05,5/45.22,6/128.27,7/88.21,8/35.91,9/37.66,10/39.65,11/96.92;0/359.95,1/359.95,2/359.95,3/359.95,4/359.95,5/359.95;0/359.95,1/359.95,2/359.95,3/359.95,4/359.95,5/359.95,6/359.95,7/359.95,8/359.95,9/359.95,10/359.95,11/359.95;0/19,1/21,2/18,3/19,4/18,5/16;0/0,1/0,2/0,3/0,4/0,5/0,6/2,7/0,8/0,9/0,10/0,11/0;0/25,1/24,2/22,3/26,4/20,5/22;0/14,1/8,2/8,3/9,4/6,5/12,6/10,7/12,8/11,9/11,10/11,11/9;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/8,1/7,2/7,3/7,4/7,5/8;0/1,1/1,2/2,3/1,4/2,5/1,6/1,7/1,8/1,9/2,10/1,11/2;0/21,1/20,2/24,3/19,4/21,5/23;0/31,1/29,2/31,3/32,4/29,5/32,6/24,7/28,8/33,9/33,10/33,11/27
419.93;55;20;6;12;0/171.33,1/171.91,2/158.7,3/208.8,4/202.1,5/148.25;0/59.52,1/74.64,2/59.67,3/46.83,4/79.8,5/46.07,6/128.97,7/88.74,8/36.49,9/38.29,10/40.01,11/97.59;0/419.93,1/419.93,2/419.93,3/419.93,4/419.93,5/419.93;0/419.93,1/419.93,2/419.93,3/419.93,4/419.93,5/419.93,6/419.93,7/419.93,8/419.93,9/419.93,10/419.93,11/419.93;0/18,1/19,2/17,3/20,4/14,5/18;0/0,1/1,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/24,1/23,2/22,3/24,4/19,5/24;0/9,1/6,2/9,3/5,4/8,5/9,6/10,7/9,8/12,9/11,10/7,11/8;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/10,1/9,2/9,3/8,4/8,5/11;0/2,1/2,2/2,3/2,4/2,5/1,6/1,7/1,8/1,9/2,10/2,11/2;0/25,1/25,2/27,3/22,4/22,5/28;0/37,1/35,2/37,3/38,4/35,5/38,6/30,7/34,8/39,9/39,10/39,11/33
479.98;64;25;6;12;0/207.86,1/231.96,2/168.99,3/221.05,4/219.13,5/162.29;0/60.06,1/75.35,2/60.07,3/47.7,4/80.32,5/46.55,6/129.42,7/89.78,8/36.94,9/38.85,10/40.61,11/98.52;0/479.98,1/479.98,2/479.98,3/479.98,4/479.98,5/479.98;0/479.98,1/479.98,2/479.98,3/479.98,4/479.98,5/479.98,6/479.98,7/479.98,8/479.98,9/479.98,10/479.98,11/479.98;0/17,1/18,2/20,3/19,4/18,5/18;0/0,1/0,2/1,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/2,11/0;0/24,1/24,2/22,3/23,4/19,5/24;0/10,1/12,2/8,3/13,4/8,5/8,6/10,7/8,8/11,9/14,10/9,11/10;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/12,1/9,2/11,3/10,4/10,5/12;0/2,1/2,2/2,3/2,4/3,5/2,6/2,7/2,8/2,9/2,10/2,11/2;0/28,1/25,2/32,3/26,4/27,5/32;0/43,1/41,2/43,3/44,4/41,5/44,6/36,7/40,8/45,9/45,10/45,11/39
539.99;72;30;6;12;0/231.55,1/258.14,2/204.71,3/242.88,4/271.33,5/189.94;0/60.81,1/75.8,2/76.56,3/48.1,4/81.03,5/47.47,6/130.38,7/91,8/37.41,9/39.93,10/41.67,11/99.65;0/539.99,1/539.99,2/539.99,3/539.99,4/539.99,5/539.99;0/539.99,1/539.99,2/539.99,3/539.99,4/539.99,5/539.99,6/539.99,7/539.99,8/539.99,9/539.99,10/539.99,11/539.99;0/18,1/21,2/18,3/20,4/16,5/18;0/0,1/0,2/0,3/2,4/0,5/0,6/0,7/0,8/0,9/0,10/4,11/0;0/23,1/23,2/24,3/24,4/20,5/22;0/12,1/9,2/8,3/12,4/8,5/11,6/17,7/10,8/11,9/11,10/10,11/12;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/13,1/11,2/12,3/12,4/10,5/14;0/2,1/3,2/3,3/3,4/3,5/2,6/2,7/2,8/2,9/3,10/2,11/3;0/31,1/29,2/34,3/30,4/27,5/36;0/49,1/47,2/47,3/50,4/47,5/50,6/42,7/46,8/51,9/51,10/51,11/45
599.97;79;34;6;12;0/271.58,1/284.71,2/236.18,3/281.53,4/302.82,5/242.67;0/61.26,1/76.37,2/77.83,3/48.6,4/82.76,5/48.09,6/131.07,7/91.72,8/37.81,9/40.33,10/47.67,11/100.22;0/599.97,1/599.97,2/599.97,3/599.97,4/599.97,5/599.97;0/599.97,1/599.97,2/599.97,3/599.97,4/599.97,5/599.97,6/599.97,7/599.97,8/599.97,9/599.97,10/599.97,11/599.97;0/19,1/18,2/18,3/18,4/17,5/16;0/0,1/0,2/0,3/0,4/3,5/0,6/0,7/1,8/0,9/0,10/0,11/0;0/25,1/22,2/23,3/24,4/19,5/23;0/9,1/13,2/8,3/10,4/11,5/11,6/11,7/12,8/11,9/8,10/8,11/14;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/14,1/13,2/13,3/13,4/12,5/14;0/2,1/3,2/3,3/3,4/4,5/2,6/2,7/3,8/3,9/3,10/3,11/3;0/33,1/32,2/37,3/32,4/30,5/36;0/55,1/53,2/53,3/56,4/53,5/56,6/48,7/52,8/57,9/57,10/56,11/51
