#TimeStamp;Bot;Pod;OutputStation
32.73;13;43;8
33.72;17;1191;9
35.9;3;1077;10
41.85;14;905;3
42.58;46;570;5
42.67;13;43;8
43.75;17;1191;9
45.92;3;1077;10
51.96;14;905;3
52.58;46;570;5
52.77;13;43;8
52.91;8;528;11
53.83;17;1191;9
55.39;37;324;2
55.75;28;936;0
55.96;3;1077;10
62;14;905;3
62.58;46;570;5
62.86;13;43;8
62.96;8;528;11
63.87;17;1191;9
65.4;37;324;2
65.75;28;936;0
66.03;3;1077;10
70.58;55;1104;1
72.24;14;905;3
72.63;46;570;5
72.77;13;43;8
73.13;8;528;11
73.87;17;1191;9
75.31;44;628;4
75.44;37;324;2
75.77;28;936;0
76.09;3;1077;10
80.66;55;1104;1
82.37;14;905;3
82.73;46;570;5
82.92;13;43;8
82.96;8;528;11
83.96;17;1191;9
84.55;31;889;7
85.31;44;628;4
85.53;37;324;2
85.83;28;936;0
86.09;3;1077;10
90.71;55;1104;1
92.54;14;905;3
92.77;46;570;5
92.96;13;43;8
93.22;8;528;11
94.07;17;1191;9
94.6;31;889;7
95.39;44;628;4
95.58;37;324;2
95.86;28;936;0
96.14;3;1077;10
100.76;55;1104;1
102.63;14;905;3
102.78;46;570;5
103.01;13;43;8
103.09;8;528;11
104.11;17;1191;9
104.66;31;889;7
105.48;44;628;4
105.62;37;324;2
105.96;28;936;0
106.18;3;1077;10
110.86;55;1104;1
112.68;14;905;3
112.72;46;570;5
113.01;13;43;8
113.26;8;528;11
114.3;17;1191;9
114.66;31;889;7
115.46;44;628;4
115.67;37;324;2
116.05;28;936;0
116.23;3;1077;10
121.09;55;1104;1
122.57;14;905;3
122.72;46;570;5
123.07;13;43;8
123.67;8;528;11
124.34;17;1191;9
124.7;31;889;7
125.52;5;498;6
125.57;44;628;4
125.71;37;324;2
126.09;28;936;0
126.23;3;1077;10
131.16;55;1104;1
132.73;14;905;3
132.86;46;570;5
133.15;13;43;8
133.71;8;528;11
134.51;17;1191;9
134.55;31;889;7
135.51;5;498;6
135.73;44;628;4
135.77;37;324;2
136.12;28;936;0
136.39;3;1077;10
141.22;55;1104;1
142.78;14;905;3
142.95;46;570;5
143.19;13;43;8
143.78;8;528;11
144.39;17;1191;9
144.73;31;889;7
145.56;5;498;6
145.77;37;324;2
145.77;44;628;4
146.16;28;936;0
146.43;3;1077;10
151.27;55;1104;1
152.82;14;905;3
153.18;46;570;5
153.22;13;43;8
153.83;8;528;11
154.55;17;1191;9
154.79;31;889;7
155.62;5;498;6
155.77;37;324;2
155.82;44;628;4
156.22;28;936;0
156.43;3;1077;10
161.32;55;1104;1
163.2;14;905;3
163.25;46;570;5
163.29;13;43;8
