#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/60,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.9;3;None/0,ParkPod/0,RepositionPod/0,Insert/20,Extract/12,Rest/28
119.97;7;None/0,ParkPod/3,RepositionPod/0,Insert/17,Extract/14,Rest/26
180;4;None/0,ParkPod/3,RepositionPod/0,Insert/17,Extract/23,Rest/17
239.97;7;None/0,ParkPod/7,RepositionPod/0,Insert/15,Extract/19,Rest/19
299.99;4;None/0,ParkPod/3,RepositionPod/0,Insert/18,Extract/24,Rest/15
359.95;7;None/0,ParkPod/6,RepositionPod/0,Insert/17,Extract/20,Rest/17
419.93;6;None/0,ParkPod/6,RepositionPod/0,Insert/17,Extract/17,Rest/20
479.98;3;None/0,ParkPod/4,RepositionPod/0,Insert/16,Extract/21,Rest/19
539.99;6;None/0,ParkPod/4,RepositionPod/0,Insert/17,Extract/21,Rest/18
599.97;6;None/0,ParkPod/0,RepositionPod/0,Insert/20,Extract/21,Rest/19
659.97;3;None/0,ParkPod/9,RepositionPod/0,Insert/14,Extract/21,Rest/16
719.98;5;None/0,ParkPod/4,RepositionPod/0,Insert/16,Extract/24,Rest/16
779.98;5;None/0,ParkPod/6,RepositionPod/0,Insert/18,Extract/23,Rest/13
839.87;10;None/0,ParkPod/9,RepositionPod/0,Insert/12,Extract/22,Rest/17
899.94;6;None/0,ParkPod/7,RepositionPod/0,Insert/15,Extract/21,Rest/17
959.99;8;None/0,ParkPod/5,RepositionPod/0,Insert/15,Extract/25,Rest/15
1019.96;6;None/0,ParkPod/8,RepositionPod/0,Insert/16,Extract/19,Rest/17
1079.96;1;None/0,ParkPod/7,RepositionPod/0,Insert/14,Extract/22,Rest/17
1139.99;11;None/0,ParkPod/6,RepositionPod/0,Insert/15,Extract/22,Rest/17
1199.99;3;None/0,ParkPod/6,RepositionPod/0,Insert/15,Extract/25,Rest/14
1259.9;11;None/0,ParkPod/5,RepositionPod/0,Insert/15,Extract/26,Rest/14
1319.97;8;None/0,ParkPod/7,RepositionPod/0,Insert/15,Extract/24,Rest/14
1380;9;None/0,ParkPod/5,RepositionPod/0,Insert/16,Extract/27,Rest/12
1439.96;6;None/0,ParkPod/9,RepositionPod/0,Insert/15,Extract/21,Rest/15
1499.93;7;None/0,ParkPod/5,RepositionPod/0,Insert/16,Extract/23,Rest/16
