Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;195;0;141;13.8356135839141;35.3152950777335;10.0444444444443;30.2805555555558;1.38297872340426;5261.88879509749;7200
InputStation1;23.50;0.50;162;0;105;15.3221535761629;50.5804604413632;10.0444444444443;40.2121284308095;1.54285714285714;5589.63456009782;7200
InputStation2;33.50;0.50;170;0;108;15.7408344681751;58.8820005091091;10.0444444444443;40.1232395419205;1.57407407407407;5509.03759019458;7200
InputStation3;43.50;0.50;155;0;102;15.1739292774118;51.351748039394;10.0444444444443;40.1259235282432;1.51960784313725;5659.12642845004;7200
InputStation4;53.50;0.50;172;0;107;16.0639583410764;56.6933704101017;10.0444444444443;40.1256493469685;1.60747663551402;5497.71876632575;7200
InputStation5;63.50;0.50;210;0;145;14.495575359484;43.1120732910011;10.0444444444443;40.2604617641427;1.44827586206897;5120.74323954234;7200
OutputStation0;81.50;11.50;706;560;66;108.59983689823;2010.73690477131;22.7312049025277;251.001017319698;10.6969696969697;189.832115179058;7200
OutputStation1;81.50;17.50;708;559;72;100.528196246615;2416.88040076904;12.6617604580833;213.206753265158;9.83333333333333;168.133030380597;7200
OutputStation2;81.50;23.50;704;541;78;92.5494765418365;1683.8920140116;12.5527777777788;210.876298693937;9.02564102564103;210.900346677431;7200
OutputStation3;81.50;29.50;712;550;75;96.9659591154003;2146.42789707598;11.8277777777776;211.740555555556;9.49333333333333;126.41034639391;7200
OutputStation4;81.50;35.50;703;537;69;104.000261518354;2503.22930164869;10.0444444444445;232.482864376296;10.1884057971014;217.255880654446;7200
OutputStation5;81.50;41.50;704;515;69;103.637394648414;2646.76161509866;12.2616666666681;283.304523850013;10.2028985507246;209.483600605291;7200
OutputStation6;0.50;14.50;700;520;70;101.457586993324;2052.48702561644;22.5388888888883;203.32842712474;10;252.305721275837;7200
OutputStation7;0.50;20.50;707;542;70;102.258212016986;1652.45427522024;12.8756493469691;193.524718625761;10.1;176.658426841143;7200
OutputStation8;0.50;26.50;712;546;68;106.453499067485;2540.97735341328;12.1777777777788;241.347222222225;10.4705882352941;122.991327465234;7200
OutputStation9;0.50;32.50;706;505;76;94.1325348423931;1905.45870221594;12.3361111111117;252.995000000012;9.28947368421053;186.09387393621;7200
OutputStation10;0.50;38.50;701;525;67;106.735222261784;2426.5060974238;11.6367604580792;263.898520916143;10.4626865671642;241.350418323342;7200
OutputStation11;0.50;44.50;696;543;64;110.424069715067;1816.5993321173;22.7187950974776;193.768520916171;10.875;286.090815351085;7200
