#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;59;0;0;0;0;0;0;0;0;0
600;0.7;61;0;0;0;0;0;0;0;0;0
1199.96;0.71;63;0;0;0;0;0;0;0;0;0
1799.96;0.72;64;0;0;0;0;0;0;0;0;0
2400;0.73;66;0;0;0;0;0;0;0;0;0
3000;0.76;69;0;0;0;0;0;0;0;0;0
3600;0.78;74;0;0;0;0;0;0;0;0;0
4200;0.78;75;0;0;0;0;0;0;0;0;0
4800;0.76;75;0;0;0;0;0;0;0;0;0
5400;0.77;76;0;0;0;0;0;0;0;0;0
5999.96;0.77;77;0;0;0;0;0;0;0;0;0
6599.96;0.77;80;0;0;0;0;0;0;0;0;0
7199.96;0.78;82;0;0;0;0;0;0;0;0;0
7799.96;0.79;85;0;0;0;0;0;0;0;0;0
8399.96;0.78;86;0;0;0;0;0;0;0;0;0
8999.96;0.79;87;0;0;0;0;0;0;0;0;0
9600;0.79;89;0;0;0;0;0;0;0;0;0
10200;0.78;89;0;0;0;0;0;0;0;0;0
10800;0.78;92;0;0;0;0;0;0;0;0;0
11400;0.78;93;0;0;0;0;0;0;0;0;0
12000;0.78;93;0;0;0;0;0;0;0;0;0
12600;0.79;95;0;0;0;0;0;0;0;0;0
13200;0.8;95;0;0;0;0;0;0;0;0;0
13800;0.76;95;0;0;0;0;0;0;0;0;0
14400;0.76;95;0;0;0;0;0;0;0;0;0
