decision,time,pendingOrders,stationsWithCap,podsInModel,dispatched,children,fastPath,units,decisionSec
0,0.0444444444444444,92,2,99,2,0,12,19,0.0750323
1,42.4888888888888,83,1,98,0,0,1,2,0.0010049
2,52.5777777777776,83,1,98,0,0,1,2,0
3,54.7111111111109,82,1,98,0,0,1,1,0
4,74.755555555557,83,1,98,0,0,1,2,0.0010355
5,82.6666666666694,83,1,97,0,0,1,2,0.0009985
6,84.800000000003,82,1,97,1,0,1,2,0.0019989
7,92.7111111111154,82,1,96,0,0,1,1,0.0009998
8,102.755555555561,81,1,96,1,0,1,2,0.001
9,112.800000000007,81,1,96,0,0,1,1,0.0009992
10,124.844444444454,81,1,96,0,0,1,2,0.0010003
11,132.844444444455,81,1,96,0,0,1,1,0.000999
12,134.8888888889,80,1,96,0,0,1,2,0.0009999
13,144.933333333346,80,1,96,0,0,1,2,0.0009997
14,152.888888888903,80,1,96,0,0,1,2,0.0009996
15,154.977777777792,79,1,96,0,0,1,2,0
16,172.93333333335,80,1,97,0,0,1,2,0.0009998
17,175.022222222239,79,1,96,1,0,1,2,0.0019994
18,182.977777777796,78,1,96,0,0,1,1,0.0010284
19,195.066666666687,78,1,97,0,0,1,3,0.0010003
20,203.022222222244,78,1,95,0,0,1,1,0.0009989
21,213.06666666669,78,1,95,1,0,1,1,0.0020012
22,215.111111111135,77,1,95,0,0,1,1,0.0010086
23,223.111111111136,77,1,95,0,0,1,2,0.0010002
24,235.155555555582,77,1,95,0,0,1,1,0
25,243.155555555583,77,1,95,0,0,1,2,0.0010296
26,255.20000000003,77,1,96,0,0,1,1,0.0010064
27,263.244444444471,76,1,96,0,0,1,1,0.0009939
28,273.333333333355,76,1,96,1,0,1,1,0.0030001
29,275.333333333354,75,1,95,1,0,1,2,0.0020004
30,283.422222222239,75,1,95,0,0,1,2,0.0009698
31,303.555555555562,76,1,94,0,0,1,1,0.0009996
32,313.644444444446,76,1,95,0,0,1,1,0.0009996
33,315.555555555557,75,1,95,0,0,1,2,0.001002
34,325.644444444441,75,1,95,0,0,1,4,0.0009644
35,333.77777777777,74,1,95,0,0,1,2,0.0010003
36,335.733333333325,74,1,95,0,0,1,2,0.0030003
37,343.866666666654,73,1,95,1,0,1,2,0.0020001
38,345.822222222209,71,1,94,0,0,1,4,0.0009696
39,355.911111111093,70,1,94,1,0,1,3,0.0029726
40,374.044444444417,72,1,94,0,0,1,1,0.0009993
41,394.177777777741,72,1,95,0,0,1,2,0.0009998
42,404.266666666625,72,1,96,0,0,1,1,0.0010308
43,414.355555555509,71,1,96,0,0,1,3,0
44,416.222222222175,71,1,96,0,0,1,3,0.0009995
45,424.444444444393,70,1,95,1,0,1,1,0.0009987
46,434.533333333277,70,1,96,0,0,1,3,0.0009967
47,436.355555555498,69,1,96,0,0,1,3,0
48,444.622222222161,69,1,95,0,0,1,1,0.001
49,456.488888888822,69,1,96,0,0,1,1,0
50,464.755555555484,69,1,96,0,0,1,1,0.0009997
51,474.844444444368,69,1,96,1,0,1,2,0.0029954
52,476.622222222145,68,1,95,1,0,1,2,0.0020004
53,496.755555555469,69,1,94,0,0,1,1,0.0009987
54,505.022222222132,68,1,95,0,0,1,7,0.0009998
55,515.11111111102,70,1,96,0,0,1,4,0.0010287
56,526.844444444362,70,1,96,0,0,1,2,0
57,545.155555555488,71,1,95,0,0,1,2,0.0009973
58,555.19999999994,71,1,95,1,0,1,2,0.0020373
59,556.888888888831,70,1,94,0,0,1,1,0
60,565.244444444393,70,1,95,0,0,1,2,0
61,586.933333333299,70,1,95,1,0,1,5,0.0009995
62,596.977777777751,70,1,95,0,0,1,3,0.0010025
63,615.288888888877,71,1,96,0,0,1,2,0.0009654
64,617.022222222212,70,1,97,0,0,1,1,0.0010001
65,627.066666666664,70,1,96,0,0,1,1,0
66,647.111111111125,71,1,96,1,0,1,2,0.00197
67,657.155555555577,71,1,96,0,0,1,3,0
68,685.333333333377,72,1,95,1,0,1,3,0.0020003
69,695.37777777783,72,1,95,0,0,1,1,0.0010001
70,715.42222222229,73,1,95,0,0,1,1,0.002
71,717.200000000069,72,1,95,0,0,1,1,0.0010004
72,735.466666666751,72,1,95,0,0,1,1,0.0010062
73,737.24444444453,71,1,94,1,0,1,5,0.0019989
74,747.288888888982,71,1,95,0,0,1,2,0.0010019
75,755.511111111211,71,1,93,0,0,1,1,0.0010026
76,757.333333333435,70,1,94,0,0,1,3,0.0009989
77,775.555555555671,71,1,93,1,0,1,4,0.0010163
78,795.600000000132,72,1,94,0,0,1,1,0.000969
79,807.377777777919,72,1,92,0,0,1,2,0.001003
80,825.6444444446,72,1,92,0,0,1,1,0.000999
81,827.422222222379,71,1,93,0,0,1,4,0.0010009
82,837.466666666832,71,1,94,1,0,1,2,0.0019973
83,845.688888889061,71,1,93,0,0,1,2,0.0010002
84,855.733333333513,71,1,92,1,0,1,4,0.00197
85,865.777777777965,72,1,93,0,0,1,1,0.0010058
86,875.822222222418,72,1,93,0,0,1,1,0
87,877.511111111308,71,1,93,0,0,1,2,0.0010047
88,905.866666666886,71,1,93,0,0,1,2,0.0009997
89,915.911111111339,71,1,93,1,0,1,3,0.0020071
90,917.555555555784,70,1,92,0,0,1,2,0.0009998
91,925.955555555791,70,1,93,0,0,1,1,0
92,937.600000000245,70,1,92,0,0,1,2,0.001003
93,957.644444444705,71,1,93,1,0,1,1,0.0019983
94,966.000000000267,70,1,92,0,0,1,3,0
95,976.04444444472,70,1,92,0,0,1,1,0.0009995
96,977.688888889166,69,1,93,0,0,1,3,0.0010008
97,986.088888889172,69,1,93,0,0,1,2,0
98,997.733333333626,69,1,94,0,0,1,3,0.0009999
99,1006.13333333363,69,1,93,1,0,1,3,0.0019959
100,1027.77777777809,70,1,93,0,0,1,1,0.0010034
101,1036.1777777781,69,1,94,0,0,1,2,0.0009947
102,1047.82222222255,69,1,92,0,0,1,2,0.0010001
103,1067.86666666702,70,1,91,1,0,1,2,0.002
104,1076.22222222258,70,1,90,0,0,1,4,0.000999
105,1086.26666666703,70,1,90,1,0,1,1,0.0025167
106,1097.91111111148,69,1,89,0,0,1,2,0.001004
107,1106.31111111149,70,1,92,0,0,1,2,0.0010025
108,1107.95555555594,69,1,92,0,0,1,1,0.002001
109,1116.35555555594,68,1,93,0,0,1,1,0.0010014
110,1128.0000000004,68,1,92,0,0,1,2,0.0010282
111,1138.04444444485,68,1,93,0,0,1,2,0.0009995
112,1146.40000000041,68,1,92,1,0,1,4,0.0040097
113,1158.08888888931,68,1,90,0,0,1,2,0.0010022
114,1166.44444444487,68,1,91,0,0,1,3,0.0020012
115,1188.13333333378,69,1,90,1,0,1,2,0.0030042
116,1196.48888888934,68,1,91,1,0,1,4,0.0019997
117,1206.53333333379,68,1,91,0,0,1,2,0.0019989
118,1208.17777777824,67,1,90,0,0,1,3,0.0019934
119,1218.22222222269,67,1,90,1,0,1,2,0.0020003
120,1226.57777777825,67,1,90,0,0,1,3,0.0010004
121,1236.6222222227,67,1,91,1,0,1,3,0.0040014
122,1238.26666666715,66,1,90,0,0,1,4,0.0010017
123,1248.3111111116,66,1,91,0,0,1,2,0.0010007
124,1268.35555555606,67,1,92,0,0,1,3,0.001001
125,1276.66666666718,66,1,92,0,0,1,4,0.0009995
126,1306.71111111165,68,1,92,0,0,1,1,0.0019996
127,1318.40000000055,68,1,91,1,0,1,2,0.0039957
128,1338.44444444501,69,1,90,0,0,1,1,0.0009989
129,1376.75555555615,71,1,92,1,0,1,3,0.0020017
130,1378.48888888948,70,1,91,1,0,1,1,0.0019984
131,1396.80000000061,70,1,91,0,0,1,3,0.0009973
132,1398.53333333394,69,1,92,0,0,1,2,0
133,1408.5777777784,69,1,92,0,0,1,2,0
134,1426.84444444508,70,1,92,0,0,1,1,0.0020062
135,1438.62222222287,70,1,92,0,0,1,3,0
136,1448.66666666732,70,1,93,1,0,1,4,0.0019985
137,1458.71111111177,70,1,94,0,0,1,1,0
138,1476.88888888956,71,1,92,0,0,1,2,0.0009989
139,1486.93333333402,70,1,93,1,0,1,2,0.0029985
140,1488.75555555624,69,1,92,0,0,1,4,0.0010028
141,1496.97777777847,68,1,94,0,0,1,4,0
142,1508.8000000007,68,1,93,1,0,1,2,0.003001
143,1527.02222222294,69,1,93,0,0,1,1,0
144,1528.84444444516,68,1,94,0,0,1,2,0.0009996
145,1537.06666666739,68,1,94,0,0,1,2,0
146,1538.88888888961,67,1,95,0,0,1,2,0.0009974
147,1547.11111111184,67,1,94,0,0,1,2,0.0010012
148,1567.1555555563,67,1,95,0,0,1,1,0.0009686
149,1607.20000000078,69,1,95,1,0,1,2,0.002031
150,1627.24444444524,70,1,94,0,0,1,1,0.0019959
151,1628.93333333413,69,1,93,0,0,1,2,0.0010014
152,1638.97777777858,69,1,93,0,0,1,1,0.0009719
153,1647.2888888897,68,1,93,0,0,1,3,0
154,1649.02222222303,68,1,93,0,0,1,3,0
155,1657.33333333415,67,1,93,0,0,1,4,0.0010007
156,1659.06666666749,67,1,93,1,0,1,2,0.0029734
157,1677.37777777861,67,1,94,1,0,1,2,0.0019942
158,1687.42222222306,67,1,95,0,0,1,2,0.0009727
159,1689.11111111195,66,1,94,0,0,1,2,0.0010002
160,1699.15555555641,66,1,95,0,0,1,3,0.0009999
161,1707.46666666752,66,1,96,0,0,1,2,0.0009963
162,1719.20000000087,66,1,96,0,0,1,2,0.0009977
163,1729.24444444532,66,1,96,1,0,1,1,0.002
164,1747.511111112,66,1,96,1,0,1,1,0.0015248
165,1749.28888888978,64,1,96,0,0,1,3,0.0009999
166,1757.55555555645,64,1,96,0,0,1,2,0.0009998
167,1787.60000000092,66,1,95,0,0,1,1,0
168,1799.33333333426,66,1,94,0,0,1,2,0.0010286
169,1819.37777777872,66,1,94,1,0,1,2,0.0029809
170,1827.6444444454,66,1,93,1,0,1,3,0.0030069
171,1837.68888888985,66,1,94,0,0,1,4,0
172,1839.42222222318,65,1,94,0,0,1,3,0.0009694
173,1847.7333333343,65,1,94,0,0,1,3,0.0009997
174,1859.46666666765,65,1,94,1,0,1,3,0.0029942
175,1867.77777777876,64,1,94,1,0,1,3,0.0010024
