decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec,qmax,rho,unitsFromSunk,unitsFromNew,inboundCoverUnits
0,0,1,100,2,87,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0550003,0,15,0,0,0
1,31.0666666666666,1,100,2,84,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0520023,0,15,0,0,0
2,41.111111111111,1,100,2,84,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0467436,0,15,0,0,0
3,42.9777777777776,1,100,2,84,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0465113,0,15,0,0,0
4,53.022222222222,1,100,2,84,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0495234,0,15,0,0,0
5,55.3777777777776,1,100,2,84,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0460291,0,15,0,0,0
6,63.0666666666665,1,100,2,85,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0525156,0,15,0,0,0
7,69.6000000000007,1,100,2,85,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0435753,0,15,0,0,0
8,73.0666666666679,1,100,2,85,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0522666,0,15,0,0,0
9,87.2444444444479,1,100,2,86,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0429947,0,15,0,0,0
10,97.2444444444494,1,100,2,87,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0453381,0,15,0,0,0
11,107.244444444451,1,100,2,88,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0439688,0,15,0,0,0
12,140.800000000012,1,100,2,88,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0435463,0,15,0,0,0
13,150.800000000013,1,100,2,88,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0428664,0,15,0,0,0
14,177.733333333351,1,100,2,88,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.047966,0,15,0,0,0
15,187.733333333352,1,100,2,89,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0469196,0,15,0,0,0
16,214.444444444468,1,100,2,90,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0460312,0,15,0,0,0
17,224.444444444469,1,100,2,90,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0485214,0,15,0,0,0
18,252.71111111114,1,100,2,91,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0479714,0,15,0,0,0
19,301.644444444452,1,100,2,91,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0455568,0,15,0,0,0
20,320.577777777776,1,100,2,91,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0456012,0,15,0,0,0
21,1228.75555555603,1,100,2,88,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0071672,0,15,0,0,0
22,1229.73333333381,1,100,2,88,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0070055,0,15,0,0,0
23,1244.48888888938,1,100,2,88,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.009001,0,15,0,0,0
24,1248.13333333383,1,100,2,88,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0079998,0,15,0,0,0
25,1258.13333333383,1,100,2,90,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0059982,0,15,0,0,0
