Policy,Bots,Seed,Order batching time per decision (s),Order batching time total (s),Decisions
HGS-M5 no price (λ→∞),6,0,0.0028,2.7,954
HGS-M5 no price (λ→∞),45,0,0.0447,224.9,5026
