Policy,Bots,Seed,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
HGS-M5 no price (λ→∞),6,0,1418.0,930.0,615.0,5.913,104.0,0.1691,9.66,1.157,825.8,1.59
HGS-M5 no price (λ→∞),45,0,8061.0,5265.0,3343.0,8.316,402.0,0.1203,21.98,3.965,396.5,6.74
