decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec,qmax,rho,unitsFromSunk,unitsFromNew,inboundCoverUnits
0,0.0444444444444444,1,92,2,99,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0569992,0,15,0,0,0
1,11.5555555555555,1,93,2,99,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0594971,0,15,0,0,0
2,23.0666666666666,1,94,2,99,0,10,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0565527,0,15,0,0,0
3,34.5777777777777,1,95,2,99,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0097347,0,15,0,0,0
4,46.0888888888887,1,96,2,99,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.009416,0,15,0,0,0
5,57.6444444444443,1,97,2,99,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0109704,0,15,0,0,0
6,69.1555555555561,1,98,2,99,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0119975,0,15,0,0,0
7,80.6666666666691,1,99,2,99,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.011005,0,15,0,0,0
8,92.177777777782,1,100,2,98,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0097832,0,15,0,0,0
9,103.688888888895,1,101,2,98,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0106645,0,15,0,0,0
10,115.200000000008,1,102,2,98,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0095151,0,15,0,0,0
11,126.755555555565,1,103,2,98,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0119977,0,15,0,0,0
12,136.666666666678,1,103,2,98,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.010999,0,15,0,0,0
13,138.266666666678,1,104,2,98,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0093767,0,15,0,0,0
14,146.666666666679,1,104,2,97,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0099693,0,15,0,0,0
15,149.777777777791,1,105,2,97,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0140029,0,15,0,0,0
16,156.666666666681,1,105,2,97,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0119698,0,15,0,0,0
17,161.288888888904,1,106,2,97,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0159984,0,15,0,0,0
18,166.666666666682,1,106,2,97,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0129772,0,15,0,0,0
19,172.800000000017,1,107,2,97,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0084958,0,15,0,0,0
20,180.844444444462,1,107,2,97,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0089991,0,15,0,0,0
21,184.355555555574,1,108,2,97,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0116632,0,15,0,0,0
22,190.844444444464,1,108,2,98,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0119997,0,15,0,0,0
23,195.866666666687,1,109,2,98,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.010262,0,15,0,0,0
24,207.3777777778,1,110,2,98,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0129694,0,15,0,0,0
25,218.888888888913,1,111,2,99,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.009918,0,15,0,0,0
26,230.400000000026,1,112,2,99,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0109998,0,15,0,0,0
27,241.955555555583,1,113,2,99,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0109452,0,15,0,0,0
28,253.466666666696,1,114,2,99,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0119945,0,15,0,0,0
29,264.977777777803,1,115,2,99,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0106546,0,15,0,0,0
30,276.488888888909,1,116,2,99,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0079982,0,15,0,0,0
31,288.000000000014,1,117,2,99,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0102625,0,15,0,0,0
32,299.555555555564,1,118,2,99,0,0,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0100047,0,15,0,0,0
33,311.06666666667,1,119,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.055261,0,15,0,0,0
34,322.577777777775,1,120,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0595192,0,15,0,0,0
35,331.822222222215,1,120,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0585815,0,15,0,0,0
36,334.088888888881,1,121,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0581115,0,15,0,0,0
37,341.866666666655,1,121,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0591645,0,15,0,0,0
38,345.644444444431,1,121,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0606543,0,15,0,0,0
39,351.911111111095,1,121,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0585526,0,15,0,0,0
40,357.155555555536,1,122,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0753926,0,15,0,0,0
41,368.666666666642,1,123,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0588835,0,15,0,0,0
42,380.177777777748,1,123,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0610317,0,15,0,0,0
43,391.688888888853,1,124,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0579737,0,15,0,0,0
44,403.244444444403,1,125,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0621974,0,15,0,0,0
45,414.755555555509,1,126,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0636707,0,15,0,0,0
46,426.266666666614,1,127,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0608819,0,15,0,0,0
47,437.77777777772,1,128,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.061588,0,15,0,0,0
48,449.288888888825,1,129,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0620892,0,15,0,0,0
49,460.844444444375,1,130,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0628927,0,15,0,0,0
50,472.355555555481,1,131,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0640013,0,15,0,0,0
51,483.866666666586,1,132,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0635205,0,15,0,0,0
52,495.377777777692,1,133,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0650658,0,15,0,0,0
53,506.888888888797,1,134,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0635891,0,15,0,0,0
54,518.444444444356,1,135,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0669908,0,15,0,0,0
55,529.955555555476,1,136,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0651292,0,15,0,0,0
56,541.466666666596,1,137,2,97,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0654002,0,15,0,0,0
57,552.977777777716,1,138,2,97,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0681918,0,15,0,0,0
58,556.888888888831,1,138,2,97,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0645579,0,15,0,0,0
59,564.488888888837,1,139,2,97,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0651003,0,15,0,0,0
60,571.06666666662,1,139,2,97,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0640607,0,15,0,0,0
61,576.044444444402,1,140,2,97,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0671344,0,15,0,0,0
62,587.555555555522,1,141,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0708921,0,15,0,0,0
63,599.066666666642,1,142,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0667579,0,15,0,0,0
64,610.577777777762,1,143,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0684222,0,15,0,0,0
65,622.088888888883,1,144,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0699249,0,15,0,0,0
66,633.600000000003,1,145,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0686841,0,15,0,0,0
67,645.155555555568,1,146,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0668946,0,15,0,0,0
68,656.666666666688,1,147,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0686195,0,15,0,0,0
69,668.177777777808,1,148,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0688136,0,15,0,0,0
70,679.688888888928,1,149,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0694084,0,15,0,0,0
71,691.200000000049,1,150,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0695429,0,15,0,0,0
72,702.755555555613,1,151,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0684487,0,15,0,0,0
73,710.400000000064,1,151,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0697046,0,15,0,0,0
74,714.266666666734,1,152,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0707827,0,15,0,0,0
75,725.777777777854,1,153,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0686526,0,15,0,0,0
76,737.288888888974,1,154,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0703518,0,15,0,0,0
77,748.800000000095,1,155,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0715236,0,15,0,0,0
78,760.355555555659,1,156,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0722024,0,15,0,0,0
79,771.86666666678,1,157,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0736236,0,15,0,0,0
80,783.3777777779,1,158,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0738462,0,15,0,0,0
81,794.88888888902,1,159,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0713728,0,15,0,0,0
82,806.40000000014,1,160,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0743294,0,15,0,0,0
83,817.955555555705,1,161,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0925969,0,15,0,0,0
84,829.466666666825,1,162,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0769677,0,15,0,0,0
85,840.977777777946,1,163,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0750464,0,15,0,0,0
86,852.488888889066,1,164,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0756595,0,15,0,0,0
87,864.000000000186,1,165,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.078315,0,15,0,0,0
88,875.555555555751,1,166,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0735816,0,15,0,0,0
89,887.066666666871,1,166,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0775363,0,15,0,0,0
90,898.577777777992,1,167,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0755958,0,15,0,0,0
91,910.088888889112,1,168,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0763522,0,15,0,0,0
92,921.600000000232,1,169,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0758058,0,15,0,0,0
93,925.777777778013,1,169,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0742397,0,15,0,0,0
94,933.155555555797,1,170,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0778333,0,15,0,0,0
95,935.777777778021,1,170,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0808891,0,15,0,0,0
96,944.666666666917,1,171,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0763842,0,15,0,0,0
97,956.177777778037,1,172,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0819246,0,15,0,0,0
98,967.688888889158,1,173,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0813853,0,15,0,0,0
99,979.200000000278,1,174,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0795797,0,15,0,0,0
100,990.755555555843,1,175,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0789533,0,15,0,0,0
101,1002.26666666696,1,176,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0845535,0,15,0,0,0
102,1013.77777777808,1,177,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.08021,0,15,0,0,0
103,1025.2888888892,1,178,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0811682,0,15,0,0,0
104,1031.02222222254,1,178,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0854751,0,15,0,0,0
105,1036.80000000032,1,179,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0831483,0,15,0,0,0
106,1048.35555555589,1,180,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0855129,0,15,0,0,0
107,1059.86666666701,1,181,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0837069,0,15,0,0,0
108,1071.37777777813,1,182,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0871146,0,15,0,0,0
109,1082.88888888925,1,183,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0837464,0,15,0,0,0
110,1094.40000000037,1,184,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0825757,0,15,0,0,0
111,1105.95555555593,1,185,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0852633,0,15,0,0,0
112,1117.46666666705,1,186,2,97,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0847329,0,15,0,0,0
113,1122.88888888928,1,186,2,97,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0878396,0,15,0,0,0
114,1128.97777777817,1,187,2,97,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0824802,0,15,0,0,0
115,1140.4888888893,1,188,2,97,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0852014,0,15,0,0,0
116,1150.35555555597,1,188,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0877543,0,15,0,0,0
117,1152.00000000042,1,189,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1011644,0,15,0,0,0
118,1163.55555555598,1,190,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.095579,0,15,0,0,0
119,1175.0666666671,1,190,2,98,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0989777,0,15,0,0,0
120,1186.57777777822,1,191,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0974693,0,15,0,0,0
121,1198.08888888934,1,192,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.099591,0,15,0,0,0
122,1209.60000000046,1,193,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1015641,0,15,0,0,0
123,1221.15555555603,1,194,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1011045,0,15,0,0,0
124,1232.66666666715,1,195,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.0998071,0,15,0,0,0
125,1244.17777777827,1,196,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1019806,0,15,0,0,0
126,1255.68888888939,1,197,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1027569,0,15,0,0,0
127,1267.20000000051,1,198,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1017978,0,15,0,0,0
128,1278.75555555607,1,199,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1070452,0,15,0,0,0
129,1290.26666666719,1,200,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1011352,0,15,0,0,0
130,1301.77777777831,1,201,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1009258,0,15,0,0,0
131,1313.28888888943,1,202,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1015615,0,15,0,0,0
132,1317.24444444499,1,202,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1016246,0,15,0,0,0
133,1324.80000000055,1,203,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1037786,0,15,0,0,0
134,1336.35555555612,1,204,2,99,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1017482,0,15,0,0,0
135,1347.86666666724,1,205,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1035247,0,15,0,0,0
136,1359.37777777836,1,206,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1047284,0,15,0,0,0
137,1370.88888888948,1,207,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.104318,0,15,0,0,0
138,1382.4000000006,1,207,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.111595,0,15,0,0,0
139,1393.95555555616,1,208,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1045894,0,15,0,0,0
140,1405.46666666728,1,209,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.10493,0,15,0,0,0
141,1416.9777777784,1,210,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1057635,0,15,0,0,0
142,1428.48888888952,1,211,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1045492,0,15,0,0,0
143,1440.00000000064,1,212,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1154077,0,15,0,0,0
144,1451.55555555621,1,213,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1056026,0,15,0,0,0
145,1463.06666666733,1,214,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1124174,0,15,0,0,0
146,1474.57777777845,1,215,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1179845,0,15,0,0,0
147,1486.08888888957,1,215,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1198312,0,15,0,0,0
148,1497.60000000069,1,216,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.119173,0,15,0,0,0
149,1509.15555555626,1,217,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1062712,0,15,0,0,0
150,1520.66666666738,1,218,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1178884,0,15,0,0,0
151,1532.1777777785,1,219,2,100,0,6,10,0,0.05,0.01,0,0,0,0,0,0,0,0.1206035,0,15,0,0,0
