decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec,qmax,rho,unitsFromSunk,unitsFromNew,inboundCoverUnits
56,513.466666666574,1,86,1,93,1,7,9.9699200913242,15.8218297101449,0.029602595296026,0.0099699200913242,4,2,2,1,1,2,-24.8402479739224,0.1338418,0,7.58129340277778,1,1,1
57,521.688888888803,1,86,1,93,1,7,9.83066604938278,15.6872330575257,0.0303643724696356,0.00983066604938278,6,1,3,1,0,1,-35.5739362264052,0.1126702,0,7.60103045055369,1,0,6
58,533.511111111034,1,86,1,93,2,7,9.82998543088045,15.564143598894,0.0306946688206785,0.00982998543088045,3,1,1,1,0,2,-26.0172452952622,0.0666817,0,7.47078892746914,2,0,5
59,541.733333333263,1,86,1,93,1,7,9.8286255411256,15.4449829931974,0.0310609116579266,0.0098286255411256,5,1,2,1,0,1,-34.4774272518371,0.1220234,0,7.49311056105615,1,0,5
60,553.555555555495,1,86,1,93,2,7,9.84615384615385,15.36,0.0314009661835749,0.00984615384615385,2,1,0,0,0,1,-17.5497941285767,0.093897,0,7.38461538461539,1,0,3
61,561.777777777723,1,86,1,93,1,7,9.81102320675114,15.5014166666668,0.0317779565567176,0.00981102320675114,4,1,1,1,0,1,-33.639200688475,0.2085164,0,7.38162698412705,1,0,4
62,563.599999999947,1,85,1,93,2,7,9.72255208333345,15.2510620915034,0.0321285140562249,0.00972255208333344,1,1,0,0,0,2,-9.74199718750011,0.12802,0,7.33777515723279,2,0,2
63,573.6444444444,1,86,1,92,2,7,9.74728504610581,15.4809821320504,0.032517061421116,0.00974728504610581,8,1,4,1,1,1,-5.65641028489765,0.2630249,0,7.31046378457936,0,1,0
64,581.822222222184,1,86,1,91,1,6,9.64805786096056,15.2142450884378,0.0328131252501,0.00964805786096056,7,2,1,1,1,2,-25.1125715811404,0.2373207,0,7.25817196879602,1,1,3
65,591.866666666636,1,86,1,90,2,5,9.5529184005527,15.140474446159,0.0335195530726257,0.0095529184005527,11,2,4,1,1,2,-20.6698088922259,0.181113,0,7.22923554636421,1,1,5
66,601.911111111089,1,86,1,90,3,4,9.61125569731565,15.3068146290583,0.0341676599125944,0.00961125569731565,9,2,3,1,0,2,-45.2080643934361,0.0557943,0,7.31476097317828,2,0,13
67,603.688888888868,1,85,1,90,3,4,9.43661721380485,15.0985875420878,0.0348376880443389,0.00943661721380485,7,1,3,1,0,2,-27.5785773158532,0.0702234,0,7.2844062703055,2,0,10
68,611.955555555541,1,85,1,91,3,4,9.50117041198513,15.3746212121214,0.0351362021318595,0.00950117041198513,7,1,2,1,0,3,-27.4475111984609,0.0630394,0,7.35307971014501,3,0,11
69,621.999999999994,1,84,1,91,3,4,9.59111801761376,15.6945567560952,0.0354330708661417,0.00959111801761376,6,1,1,1,0,1,-26.9944797137448,0.0573541,0,7.37778309047212,1,0,8
70,623.733333333328,1,84,1,91,2,4,9.49799760039345,15.4342461006394,0.0357423409269442,0.00949799760039345,6,1,2,1,0,2,-27.2002991240958,0.0673285,0,7.32472696301529,2,0,8
71,632.044444444446,1,83,1,91,3,5,9.4469402509394,15.247693036604,0.0360501567398119,0.0094469402509394,5,2,0,0,0,2,-19.9344654126547,0.0907089,0,7.30351683265903,2,0,7
72,633.777777777781,1,84,1,92,2,5,9.25531914893617,15.2631578947368,0.0367618302698475,0.00925531914893617,5,1,1,1,0,2,-25.8979575685567,0.1005352,0,7.25,2,0,6
73,653.822222222241,1,84,1,92,2,5,9.23157894736842,15.1206896551724,0.0370804059328649,0.00923157894736842,4,1,0,0,0,1,-17.3403232557862,0.0855167,0,7.07258064516129,1,0,4
74,672.088888888922,1,86,1,92,2,6,9.33064236111119,15.4438218390806,0.0374123148869836,0.00933064236111119,10,2,2,1,1,2,-24.4942044126211,0.0871602,0,7.05308398950137,1,1,8
75,673.866666666702,1,85,1,86,2,5,9.19175166131276,15.2676553018415,0.0380434782608696,0.00919175166131276,3,1,0,0,0,1,-9.900315821987,0.1595804,0,7.03743486569258,1,0,3
76,683.911111111154,1,86,1,86,1,5,9.25221696127957,15.5249064265538,0.0383869716944552,0.00925221696127957,2,1,0,0,0,1,-16.6625528393573,0.0961541,0,7.0459190705129,1,0,2
77,692.133333333383,1,87,1,86,3,6,9.37090335648159,15.882887044884,0.0387446726075165,0.00937090335648159,8,1,2,1,0,3,-28.4387884481362,0.0834978,0,7.15336134082564,3,0,14
78,693.955555555606,1,86,1,86,1,6,9.30614541315245,15.6653447788066,0.0390112012359985,0.00930614541315245,1,1,0,0,0,1,-16.4360628216595,0.0939292,0,7.12061126309392,1,0,1
79,712.177777777843,1,87,1,90,2,7,9.47384977910921,16.1055446244857,0.0393822393822394,0.00947384977910921,6,1,1,1,0,2,-41.7798888687238,0.0803405,0,7.15801983310474,2,0,10
80,714.000000000067,1,86,1,90,1,7,9.38834951456311,16.1166666666667,0.0396764252696456,0.00938834951456311,6,1,3,1,1,1,-6.54549459388825,0.2379088,0,7.11029411764706,0,1,0
81,722.222222222296,1,86,1,89,2,6,9.31687312485659,15.8845049997555,0.0399692544196772,0.00931687312485659,12,2,4,1,1,3,-29.2474248671834,0.0915862,0,7.07266281011011,2,1,8
82,734.044444444527,1,85,1,87,2,5,9.29567610062905,15.8926075268819,0.0405508798775822,0.00929567610062905,5,1,2,1,0,2,-27.3591255782265,0.0549907,0,7.03815476190485,2,0,9
83,752.266666666764,1,88,1,89,3,5,9.43925233644861,16.031746031746,0.0408552882779687,0.00943925233644861,11,2,3,1,0,2,-39.7098827987754,0.0905608,0,7.06293706293707,2,0,17
84,754.088888888988,1,86,1,89,2,5,9.27797496177372,15.8015511067709,0.0414448669201521,0.00927797496177372,5,1,1,1,0,1,-26.6269017938232,0.0657263,0,7.02291160300928,1,0,8
85,762.311111111216,1,87,1,89,3,5,9.2927651515152,15.726217948718,0.0417457305502846,0.0092927651515152,9,1,2,1,0,2,-28.7975372482563,0.0894718,0,7.04968390804601,2,0,15
86,764.13333333344,1,85,1,89,2,5,9.23141109859864,15.7644097222223,0.041981845688351,0.00923141109859864,4,1,0,0,0,1,-17.4216991270391,0.0931677,0,7.01840158866061,1,0,7
87,774.177777777893,1,86,1,87,2,5,9.17878641010803,15.8157550451092,0.0422960725075529,0.00917878641010803,3,1,0,0,0,2,-9.97359721399479,0.1480445,0,6.94610863467635,2,0,6
88,782.355555555677,1,87,1,87,3,5,9.17053834808266,15.9426282051283,0.042625424368163,0.00917053834808266,8,1,1,1,0,1,-27.8586237129598,0.1045324,0,6.95483780760631,1,0,13
89,784.222222222345,1,87,1,87,2,5,9.11465643274862,15.7434974747476,0.0428732606242948,0.00911465643274862,2,1,0,0,0,2,-9.52366078635625,0.1255167,0,6.92713888888895,2,0,4
90,794.266666666797,1,87,1,87,1,5,9.18871130553446,16.0106333354009,0.0432168357760241,0.00918871130553446,1,1,0,0,0,2,-23.1110597825727,0.0861935,0,6.95198552721357,2,0,2
91,804.31111111125,1,88,1,86,1,6,9.27413793103455,16.3000000000001,0.0435762584522915,0.00927413793103455,8,1,4,1,1,1,-6.55750244140316,0.1784756,0,6.98571428571433,0,1,0
92,812.400000000145,1,88,1,87,2,6,9.37830501325385,16.3770400977717,0.0438202247191011,0.00937830501325385,6,2,1,0,0,4,-42.3929295220365,0.0656069,0,7.07910765516581,4,0,10
93,824.35555555571,1,89,1,88,2,6,9.51435392675594,16.8986286161785,0.0444693572496263,0.00951435392675594,7,1,3,1,0,2,-30.4735367793209,0.1005571,0,7.16587416002504,2,0,11
94,834.400000000163,1,89,1,89,2,6,9.60848042052471,16.956141918573,0.0447260529258293,0.00960848042052471,8,2,3,1,0,4,-40.3067957059916,0.0775311,0,7.20636031539353,4,0,12
95,842.444444444614,1,89,1,88,2,6,9.45901639344263,16.7246376811594,0.0453363062058714,0.00945901639344263,4,1,1,1,0,1,-27.4796236818539,0.0745163,0,7.16770186335404,1,0,6
96,854.444444444623,1,89,1,87,2,6,9.41894381085017,16.5504298390653,0.0456400742115028,0.00941894381085017,6,1,2,1,0,1,-28.8835619124194,0.0726335,0,7.06420785813763,1,0,8
97,874.488888889083,1,90,1,88,2,6,9.57296398969535,16.7189793622848,0.0459089226212514,0.00957296398969535,5,1,1,1,0,1,-28.0594541682057,0.0812771,0,7.06575913525133,1,0,7
98,892.488888889098,1,90,1,89,1,7,9.74602049382722,17.1584867849071,0.0461936437546194,0.00974602049382722,2,1,0,0,0,2,-24.4642847069635,0.0845607,0,7.1242839867158,2,0,3
99,894.533333333544,1,90,1,89,1,7,9.70830317337846,17.2288197161364,0.0465288035450517,0.00970830317337846,8,2,4,1,1,3,-32.9016509734595,0.0849086,0,7.11189651073073,2,1,6
100,902.53333333355,1,90,1,87,1,7,9.71285548780003,17.2672986449778,0.0471281296023564,0.00971285548780003,8,2,6,1,1,2,-18.527805047097,0.0935241,0,7.18639018750522,1,1,1
101,904.577777777996,1,89,1,86,2,6,9.60280798907889,17.1008909394556,0.0477239353891336,0.00960280798907889,6,1,4,0,0,3,-36.7110577582717,0.0829922,0,7.17451171597848,3,0,9
102,922.577777778011,1,91,1,87,2,6,9.95575699745552,17.8658105022832,0.047985347985348,0.00995575699745552,7,1,5,1,0,2,-34.1370503335858,0.0545138,0,7.36838512241058,2,0,9
103,924.622222222457,1,90,1,87,2,6,9.91521464646474,17.6865990990993,0.0482279868469127,0.00991521464646474,5,1,4,1,0,2,-32.0933747472269,0.0477038,0,7.35285580524351,2,0,6
104,932.622222222463,1,89,1,87,2,6,9.98826678965941,17.7125264403294,0.0485047410649161,0.00998826678965941,6,1,4,1,0,2,-32.7205857609477,0.0547854,0,7.42144962583632,2,0,7
105,942.666666666915,1,89,1,87,2,6,10.1069057202415,18.0576715534981,0.0487627365356623,0.0101069057202415,5,1,3,1,0,1,-31.9071286635889,0.057191,0,7.48246058846606,1,0,5
106,952.711111111368,1,89,1,87,2,6,10.1679320987656,18.0614583333336,0.0490374137304758,0.0101679320987656,4,1,2,1,0,1,-30.621072848397,0.0595023,0,7.50093351548279,1,0,4
107,964.666666666933,1,89,1,87,2,6,10.121808307235,17.8774796075838,0.049328980776206,0.010121808307235,5,1,4,1,0,2,-32.6623590247339,0.0569058,0,7.40089209561266,2,0,6
108,972.755555555828,1,89,1,87,2,6,10.115945497657,17.767750425372,0.0496017378711079,0.0101159454976571,3,1,1,1,0,1,-28.8973488223131,0.0605539,0,7.41114723625142,1,0,3
109,974.711111111385,1,88,1,87,2,6,10.0460449376007,17.5487873593531,0.0499095840867993,0.0100460449376007,4,1,3,1,0,1,-30.8607654722161,0.0605825,0,7.37422447547283,1,0,4
110,984.755555555838,1,88,1,88,2,6,10.1707433775204,17.6716666184416,0.0501986276634164,0.0101707433775204,3,1,2,1,0,1,-29.7607888718473,0.0608184,0,7.44070173408068,1,0,3
111,992.800000000289,1,88,1,88,1,7,10.2413218086035,17.7010500395615,0.0505050505050505,0.0102413218086035,3,2,1,1,1,2,-27.7214147755676,0.0597359,0,7.50672802724861,1,1,1
112,1012.84444444475,1,88,1,83,2,6,10.2868016713616,17.8137297235773,0.0511711711711712,0.0102868016713616,12,1,5,1,1,1,-15.0563786986448,0.1065841,0,7.49090172991457,0,1,1
113,1032.88888888921,1,89,1,85,3,5,10.4160503000087,17.9457252156776,0.0513096519555077,0.0104160503000087,11,2,4,1,0,4,-46.3918520024122,0.0554819,0,7.48490046684039,4,0,17
114,1034.80000000032,1,88,1,85,1,5,10.298971317582,17.7779862029689,0.0518227305218013,0.010298971317582,1,1,1,1,0,1,-35.5540106971155,0.042162,0,7.46675420524695,1,0,1
115,1042.93333333366,1,88,1,83,3,6,10.3532164299003,17.7831717501817,0.0521614862450875,0.0103532164299003,9,1,3,1,0,2,-34.3326012014294,0.083234,0,7.5202467600271,2,0,13
116,1044.84444444477,1,87,1,82,1,6,10.3106068121693,17.6239442021964,0.0523504273504274,0.0103106068121693,6,1,2,1,1,1,-13.0630426228471,0.1756549,0,7.50326337321235,0,1,0
117,1052.97777777811,1,86,1,82,3,5,10.3568130630631,17.6184865900384,0.0525941719971571,0.0103568130630631,9,1,6,1,0,2,-36.9868259101072,0.0725055,0,7.55077996715932,2,0,12
118,1063.02222222257,1,86,1,82,3,5,10.3625777042423,17.7474031946218,0.0527807297201559,0.0103625777042423,8,1,5,1,0,2,-35.7062005103545,0.0754172,0,7.53182477040049,2,0,10
119,1064.88888888923,1,87,1,82,2,5,10.3080277777778,17.5705018939394,0.0529848110208407,0.0103080277777778,5,1,2,1,0,1,-31.0044830370993,0.0684645,0,7.50584546925568,1,0,5
120,1083.06666666703,1,87,1,81,1,6,10.6455717325327,18.2668333137777,0.0532440056417489,0.0106455717325327,6,1,3,1,0,1,-41.3936120143874,0.0768496,0,7.69129823738009,1,0,7
121,1084.9333333337,1,87,1,81,2,6,10.6068925387833,18.320996203353,0.0534834623504574,0.0106068925387833,4,1,1,1,0,1,-30.6403756479352,0.0736549,0,7.67736983759554,1,0,4
122,1093.11111111148,1,86,1,82,1,7,10.6967592340435,18.5977745773711,0.0537596626844694,0.0106967592340435,5,1,2,1,0,1,-40.3616751647829,0.0698444,0,7.75641783321637,1,0,6
123,1094.97777777815,1,86,1,82,2,7,10.6528001242586,18.4329350464699,0.0540161346895826,0.0106528001242586,14,2,5,1,1,2,-25.9092667327666,0.0637702,0,7.73835480724442,1,1,3
124,1105.0222222226,1,85,1,81,3,6,10.7439452506728,18.6228384344996,0.0544502617801047,0.0107439452506728,12,1,4,1,0,2,-38.8654438051678,0.068644,0,7.83203485563066,2,0,17
125,1115.06666666705,1,86,1,82,2,6,10.8988363509477,18.8034868911955,0.0545707334028502,0.0108988363509477,18,2,9,1,1,2,-38.3480377138018,0.0696737,0,7.92183938471661,1,1,15
126,1125.11111111151,1,86,1,79,3,6,10.9956056370837,19.0032749597425,0.0549222797927461,0.0109956056370837,16,1,8,1,0,2,-46.3853500376817,0.0640206,0,8.01973071695554,2,0,24
127,1133.15555555596,1,86,1,80,1,6,11.1020631028164,19.1003236177486,0.0549639299209893,0.0111020631028164,4,1,2,1,0,2,-49.3272514122991,0.0605165,0,8.11109633082476,2,0,6
128,1135.15555555596,1,85,1,80,3,6,11.0806490067299,18.9785584051438,0.0552315608919383,0.0110806490067299,15,1,7,1,0,2,-44.9386826997802,0.0665477,0,8.10902040947054,2,0,22
129,1145.20000000041,1,85,1,81,3,6,11.2408647929051,19.1686325942172,0.0552901023890785,0.0112408647929051,15,1,7,1,0,2,-61.8976994387568,0.0583644,0,8.20279322725509,2,0,22
130,1153.20000000042,1,85,1,86,1,6,11.3006208816178,19.1875125385803,0.0553480475382003,0.0113006208816178,3,1,1,1,0,1,-40.0104637284868,0.0819766,0,8.26009508387312,1,0,4
131,1173.24444444488,1,85,1,85,1,6,11.4085365853659,19.2886597938144,0.0556309362279511,0.0114085365853659,8,2,4,1,1,4,-31.1785111470331,0.0697233,0,8.24229074889869,2,2,3
132,1185.24444444489,1,85,1,84,2,5,11.4844804914101,19.4533036895314,0.0561569688768606,0.0114844804914101,13,1,6,1,0,1,-52.4394638363006,0.0934084,0,8.28879896336557,1,0,19
133,1193.28888888934,1,85,1,86,2,6,11.5473271050492,19.4788245105376,0.0562478949141125,0.0115473271050492,6,1,3,1,0,3,-36.4996435528587,0.1093676,0,8.34806764737325,3,0,11
134,1195.28888888934,1,84,1,87,2,6,11.5226664691726,19.35807966821,0.0564705882352941,0.0115226664691726,17,2,7,1,1,5,-52.1243749750043,0.0920009,0,8.34399985698706,3,2,18
135,1203.33333333379,1,84,1,86,2,5,11.5310294117648,19.4086633663368,0.0568181818181818,0.0115310294117648,5,1,2,1,0,2,-34.6862083035953,0.105167,0,8.41319742489276,2,0,8
136,1213.37777777824,1,84,1,87,2,5,11.5672514619883,19.3921568627451,0.0570570570570571,0.0115672514619883,4,1,1,1,0,2,-32.9625228076374,0.1205328,0,8.41702127659575,2,0,6
137,1215.3333333338,1,83,1,87,3,5,11.506613372093,19.2149271844661,0.0573142285904698,0.011506613372093,15,1,5,1,0,1,-52.7572753009319,0.1095228,0,8.38617584745765,1,0,20
138,1225.37777777825,1,83,1,88,3,5,11.5433526011561,19.2019230769231,0.0573607427055703,0.0115433526011561,14,1,4,1,0,1,-51.0596436610936,0.1189191,0,8.39075630252102,1,0,19
139,1233.4222222227,1,83,1,88,2,5,11.5157327586207,19.0832142857144,0.0574257425742574,0.0115157327586207,8,2,3,1,1,2,-23.2972438002977,0.08201,0,8.38383891213392,1,1,4
140,1243.46666666715,1,82,1,85,3,4,11.4882559974748,19.0748401467506,0.0579328505595787,0.0114882559974748,6,1,2,1,0,1,-35.0073813533518,0.0525834,0,8.38976371599818,1,0,10
141,1265.42222222273,1,82,1,85,3,4,11.684069649334,19.3278535320759,0.0581471747700394,0.011684069649334,13,2,4,1,1,3,-44.9828079119965,0.1055527,0,8.40683060135007,2,1,17
142,1275.46666666718,1,82,1,84,4,4,11.7456471135941,19.4673225308643,0.0585541380438338,0.0117456471135941,15,2,5,1,1,2,-42.48250836809,0.0995561,0,8.47770497311831,1,1,15
143,1293.51111111164,1,84,1,84,2,3,11.8914522798582,19.7463565381132,0.0589192708333333,0.0118914522798582,12,2,5,1,1,4,-35.2369475970979,0.1045778,0,8.57511100659098,3,1,9
144,1315.51111111166,1,86,1,85,4,3,12.0518670520476,20.0499242774973,0.0593385214007782,0.0120518670520476,12,1,6,1,0,2,-63.1715027246044,0.0634992,0,8.61520183798713,2,0,16
145,1323.55555555611,1,86,1,85,3,3,12.0878715655194,20.0375528653655,0.0594315245478036,0.0120878715655194,10,1,4,1,0,3,-42.1998807116608,0.0936089,0,8.65435162667535,3,0,18
146,1335.55555555612,1,85,1,85,4,3,12.1737066216147,20.1083546874885,0.0595621377978107,0.0121737066216147,11,1,5,1,0,1,-52.9980017806903,0.0643906,0,8.6620604807643,1,0,14
147,1343.60000000057,1,87,1,85,3,3,12.1373207885305,19.9782448377581,0.0596727622714148,0.0121373207885305,9,1,3,1,0,2,-40.3182940416801,0.1033715,0,8.64958492975736,2,0,15
148,1355.60000000058,1,86,1,85,4,3,12.1408422459893,19.9152412280702,0.0598208573256558,0.0121408422459893,10,1,4,1,0,1,-50.7785083125082,0.0640901,0,8.59976325757579,1,0,13
