Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;23.50;3.50;197;9;145;13.5718007662666;34.2898988691714;10.0444444444438;30.1333333333236;1.35862068965517;12433.4222222316;14400
InputStation1;23.50;9.50;264;3;192;13.7518518518346;41.4228496323113;10.0444444444438;40.1777777773386;1.375;11765.1111111231;14400
OutputStation0;0.50;6.50;1429;1216;166;88.6813922352074;1528.33454276373;12.6222222222377;203.422222222072;8.60843373493976;114.577777704013;14400
OutputStation1;0.50;12.50;1431;1217;173;85.6824662809218;1794.11871818613;12.1333333333459;203.244444445587;8.27167630057803;96.3111110373208;14400
