idx;bot_id;task_id;trip_id;src_id;dest_id;path_nodes;path_len_m;expected_sec;actual_sec;gap_sec;abs_err_sec;rel_err_pct;stop_go_count;queue_stop_go_count;conflict_wait_sec
0;13;42697780;1;282;28;18;17;19.5392135623731;18.9502685238027;-0.588945038570433;0.588945038570433;3.01416961685997;0;0;0.177777777777777
1;5;38731421;1;263;28;16;15;19.7009740204526;21.9330136471093;2.23203962665673;2.23203962665673;11.329590224014;0;0;0.177777777777777
2;10;13038474;1;134;16;6;5;7.29411977096024;21.8885692026649;14.5944494317046;14.5944494317046;200.085135560961;0;0;4.26666666666665
3;4;19216572;1;112;16;12;11;11.2941197709602;29.2978715691905;18.0037517982303;18.0037517982303;159.40818906952;2;0;7.24444444444442
4;11;50237402;1;190;24;6;5;6.66911977096024;29.6666666666666;22.9975468957063;22.9975468957063;344.836315518668;2;0;12.3111111111111
5;12;49483440;1;156;16;17;16;16.1225468957064;43.8444444444443;27.7218975487379;27.7218975487379;171.944902552093;5;0;14.4444444444444
6;3;59256190;1;148;20;5;4;3.41911977096024;3.25555555555553;-0.163564215404707;0.163564215404707;4.78381064020962;0;0;0.044444444444423
7;7;29371320;1;219;24;7;6;7.33578643762691;12.8089826802968;5.47319624266986;5.47319624266986;74.6095362672583;0;0;0.177777777777692
8;10;52790403;2;109;16;9;8;9.29411977096024;14.7645382358514;5.47041846489114;5.47041846489114;58.8589193995931;0;0;0.177777777777692
9;11;61169082;2;135;16;7;6;7.33578643762691;12.80898268031;5.4731962426831;5.4731962426831;74.6095362674388;0;0;0.177777777777919
10;3;61379367;2;106;16;6;5;6.66911977096024;5.79968031377825;-0.869439457181985;0.869439457181985;13.0367947651478;0;0;0.0888888888889596
11;12;30130302;2;232;28;5;4;3.41911977096024;3.78888888888935;0.369769117929108;0.369769117929108;10.8147459784733;0;0;0.0444444444444798
12;1;58752938;1;196;24;12;11;10.6691197709602;9.79968031377837;-0.869439457181871;0.869439457181871;8.14912078828055;0;0;0.0888888888889596
