#TimeStamp;TripTime;Type
31;20;I
35;24;I
35;22;O
37;19;O
37;22;O
48;27;O
49;27;O
49;27;I
60;33;I
63;33;O
65;29;O
66;52;O
68;39;I
71;40;I
73;47;O
75;45;O
75;42;O
77;44;O
86;45;I
88;56;O
89;53;I
90;62;O
92;51;O
94;51;O
94;63;O
97;50;I
100;48;O
104;57;O
105;54;O
109;71;O
109;71;I
110;58;I
113;61;O
119;65;O
121;72;O
126;81;O
128;79;O
133;94;O
138;79;O
141;69;I
143;82;O
143;79;O
168;49;I
168;31;I
185;55;I
192;46;O
197;59;O
199;28;O
199;47;O
208;57;O
212;40;O
214;45;O
220;42;O
221;48;O
222;29;O
227;55;O
231;41;O
235;27;O
245;29;I
252;56;O
255;17;O
261;58;O
263;62;I
267;26;O
269;58;O
274;44;O
275;53;O
276;25;O
282;46;O
283;50;O
288;75;O
289;73;O
290;43;I
291;62;O
