decision,time,solved,pendingOrders,stationsWithCap,podsInModel,Ra,R,Pb,Pa,xps,yos,yaos,yrp,sumUs,dops,objective,solveSec
292,2981.82222221932,1,100,1,96,0,6,6,90,6,17,1,0,0,0,-680,0.005108
293,2987.77777777485,1,2,1,93,1,3,2,27,2,0,0,0,1,0,1000,0.004329
294,3001.95555555256,1,100,2,99,2,9,7,92,9,23,2,2,0,2,-857,0.2555948
295,3007.91111110809,1,2,1,92,0,2,2,26,2,0,0,0,1,0,1000,0.0029125
296,3017.99999999694,1,96,1,91,0,1,1,90,1,0,0,0,2,0,2000,0.0039759
297,3022.08888888581,1,100,2,98,1,8,7,91,8,21,3,1,0,1,-820,0.134932
298,3028.08888888578,1,2,1,92,1,3,2,27,2,0,0,0,1,0,1000,0.0029676
299,3049.64444444125,1,2,1,93,2,4,2,27,4,1,1,2,0,2,26,0.0064924
300,3058.26666666343,1,96,1,93,0,4,4,89,4,3,1,0,0,0,-120,0.0049018
301,3062.31111110786,1,91,1,94,0,5,5,89,5,13,1,0,0,0,-520,0.0036759
302,3078.39999999668,1,100,1,95,1,5,4,91,5,6,1,1,0,1,-229,0.0512487
303,3092.4888888855,1,96,1,95,0,5,5,90,5,12,1,0,0,0,-480,0.0029986
304,3108.57777777432,1,100,1,94,0,4,4,90,4,4,1,0,0,0,-160,0.0030175
305,3112.62222221875,1,96,1,93,0,3,3,90,3,5,1,0,0,0,-200,0.0029278
306,3128.71111110757,1,100,1,96,2,6,4,92,6,11,1,2,0,2,-393,0.2598578
307,3132.755555552,1,96,1,94,1,4,3,91,4,9,1,1,0,1,-331,0.0519655
308,3138.79999999642,1,100,1,96,0,6,6,90,6,10,1,0,0,0,-400,0.003005
309,3148.88888888526,1,98,1,95,0,5,5,90,5,8,1,0,0,0,-320,0.0051082
310,3172.97777777405,1,98,1,94,1,4,3,91,4,10,1,1,0,1,-375,0.0501524
311,3189.11111110731,1,100,1,96,2,6,4,92,6,14,1,2,0,2,-518,0.3105643
312,3199.19999999615,1,100,1,95,0,5,5,90,5,11,1,0,0,0,-440,0.0050167
313,3209.288888885,1,100,1,96,1,6,5,91,6,16,1,1,0,1,-613,0.0560003
314,3229.42222221825,1,100,1,96,0,6,6,90,6,15,1,0,0,0,-600,0.003588
315,3233.2888888849,1,99,1,94,0,4,4,90,4,11,1,0,0,0,-440,0.0042131
316,3253.42222221814,1,99,1,93,0,3,3,90,3,9,1,0,0,0,-360,0.0038955
317,3269.6444444403,1,100,1,96,2,7,5,91,7,23,1,2,0,2,-855,0.1534875
318,3273.55555555139,1,97,1,92,0,3,3,89,3,7,1,0,0,0,-280,0.0049583
319,3283.64444444023,1,97,1,92,0,3,3,89,3,6,1,0,0,0,-240,0.0039692
320,3303.77777777348,1,2,1,92,1,3,2,30,2,0,0,0,1,0,1000,0.0039652
321,3309.86666666234,1,100,2,98,2,9,7,91,9,22,2,2,0,2,-823,0.3968619
322,3323.91111110673,1,2,1,94,1,4,3,30,3,0,0,0,1,0,1000,0.0030002
323,3333.99999999557,1,97,1,94,1,4,3,91,4,10,2,1,0,1,-352,0.0479723
324,3344.08888888442,1,97,1,93,0,3,3,90,3,7,1,0,0,0,-280,0.0050149
325,3350.08888888439,1,96,1,95,0,5,5,90,5,12,1,0,0,0,-480,0.0040789
326,3354.17777777326,1,98,1,95,2,5,3,92,5,15,1,2,0,2,-546,0.1680274
327,3364.26666666211,1,98,1,94,0,4,4,90,4,13,1,0,0,0,-520,0.0039686
328,3370.22222221764,1,94,1,94,0,4,4,90,4,9,1,0,0,0,-360,0.002907
329,3375.5111111065,1,96,1,94,1,4,3,91,4,11,1,1,0,1,-413,0.0635712
330,3380.31111110648,1,94,1,91,0,4,4,87,4,8,1,0,0,0,-320,0.0040004
331,3390.39999999533,1,97,1,90,2,5,3,87,5,13,1,2,0,2,-472,0.1800383
332,3420.57777777298,1,97,1,91,2,6,4,87,6,16,1,2,0,2,-599,0.2230495
333,3428.17777777294,1,98,1,89,1,4,3,86,4,11,1,1,0,1,-423,0.05294
334,3438.26666666179,1,98,1,89,0,4,4,85,4,10,1,0,0,0,-400,0.0029698
335,3440.71111110622,1,96,1,91,0,6,6,85,6,17,1,0,0,0,-680,0.0042312
336,3460.84444443947,1,96,1,91,0,5,5,86,5,14,1,0,0,0,-560,0.0039688
337,3468.44444443944,1,2,1,91,1,5,4,12,5,1,1,1,0,1,-28,0.0020004
338,3470.93333332831,1,95,1,91,0,5,5,86,5,13,1,0,0,0,-520,0.0039941
339,3481.02222221716,1,95,1,91,0,4,4,87,4,10,1,0,0,0,-400,0.0041527
340,3511.19999999481,1,2,1,93,2,5,3,34,5,1,1,2,0,2,10,0.0059704
341,3521.28888888365,1,95,1,93,1,6,5,88,6,16,1,1,0,1,-607,0.0548557
342,3528.75555555029,1,98,1,90,0,3,3,87,3,6,1,0,0,0,-240,0.0039592
343,3538.84444443913,1,95,1,91,1,4,3,88,4,10,1,1,0,1,-372,0.0529356
344,3548.93333332798,1,95,1,91,0,4,4,87,4,9,1,0,0,0,-360,0.0059978
345,3561.5111111057,1,92,1,93,0,6,6,87,6,15,1,0,0,0,-600,0.0039661
346,3571.59999999455,1,92,1,93,0,6,6,87,6,14,1,0,0,0,-560,0.0039342
347,3581.68888888339,1,92,1,93,0,5,5,88,5,13,1,0,0,0,-520,0.003
348,3599.19999999443,1,96,1,92,1,4,3,89,4,9,1,1,0,1,-334,0.059134
349,3609.28888888327,1,99,1,93,1,5,4,89,5,11,1,1,0,1,-419,0.0725358
350,3619.37777777212,1,98,1,92,0,4,4,88,4,7,1,0,0,0,-280,0.0051051
351,3621.91111110544,1,97,1,92,0,4,4,88,4,9,1,0,0,0,-360,0.0039711
352,3629.46666666096,1,99,1,94,2,5,3,91,5,14,1,2,0,2,-513,0.2040916
353,3639.55555554981,1,100,1,94,1,6,5,89,6,17,1,1,0,1,-659,0.071322
354,3642.04444443869,1,100,1,92,0,4,4,88,4,8,1,0,0,0,-320,0.0039997
355,3659.68888888305,1,100,1,94,1,6,5,89,6,19,1,1,0,1,-725,0.075511
356,3669.7777777719,1,100,1,94,1,7,6,88,7,22,1,1,0,1,-849,0.0845793
357,3692.31111110514,1,98,1,90,0,3,3,87,3,3,1,0,0,0,-120,0.0038002
358,3699.95555554955,1,100,1,94,1,7,6,88,7,24,1,1,0,1,-945,0.0657718
359,3702.39999999398,1,98,1,90,0,3,3,87,3,2,1,0,0,0,-80,0.001998
360,3710.04444443839,1,100,1,93,0,6,6,87,6,20,1,0,0,0,-800,0.0039954
361,3722.53333332723,1,98,1,92,1,4,3,89,4,7,1,1,0,1,-253,0.0522565
362,3730.17777777164,1,100,1,94,0,6,6,88,6,18,1,0,0,0,-720,0.0042418
363,3732.62222221607,1,98,1,92,0,3,3,89,3,6,1,0,0,0,-240,0.003967
364,3750.31111110489,1,100,1,95,1,6,5,90,6,18,1,1,0,1,-696,0.0647891
365,3752.75555554932,1,98,1,92,0,3,3,89,3,6,1,0,0,0,-240,0.0029255
366,3780.48888888253,1,100,1,95,2,6,4,91,6,19,1,2,0,2,-723,0.2281334
367,3782.93333332697,1,95,1,92,0,3,3,89,3,6,1,0,0,0,-240,0.0039773
368,3790.57777777138,1,98,1,95,0,5,5,90,5,14,1,0,0,0,-560,0.0040019
369,3800.66666666022,1,98,1,95,1,5,4,91,5,16,1,1,0,1,-606,0.0544638
370,3803.06666666021,1,96,1,92,0,2,2,90,2,4,1,0,0,0,-160,0.0051567
371,3813.15555554906,1,98,1,94,2,4,2,92,4,10,1,2,0,2,-354,0.5279496
372,3820.79999999347,1,99,1,96,1,6,5,91,6,20,1,1,0,1,-771,0.0745824
373,3823.2444444379,1,98,1,93,0,3,3,90,3,6,1,0,0,0,-240,0.0029964
374,3830.88888888231,1,100,1,95,0,5,5,90,5,13,1,0,0,0,-520,0.0029937
375,3833.33333332675,1,98,1,93,0,3,3,90,3,6,1,0,0,0,-240,0.0039741
376,3840.97777777116,1,100,1,95,1,5,4,91,5,12,1,1,0,1,-445,0.0625439
377,3853.46666666,1,98,1,95,2,5,3,92,5,12,1,2,0,2,-444,0.4785428
378,3863.55555554884,1,98,1,95,0,5,5,90,5,11,1,0,0,0,-440,0.003969
379,3883.68888888209,1,98,1,94,0,4,4,90,4,8,1,0,0,0,-320,0.0036505
380,3891.24444443761,1,100,1,94,0,4,4,90,4,9,1,0,0,0,-360,0.0042561
381,3903.82222221533,1,98,1,95,2,6,4,91,6,17,1,2,0,2,-625,0.1549649
382,3921.42222221526,1,98,1,92,0,3,3,89,3,5,1,0,0,0,-200,0.0042388
383,3923.95555554858,1,98,1,94,0,5,5,89,5,13,1,0,0,0,-520,0.0030302
384,3941.5555555485,1,100,1,94,2,5,3,91,5,13,1,2,0,2,-490,0.2886668
385,3944.08888888183,1,100,1,94,0,5,5,89,5,12,1,0,0,0,-480,0.0029678
386,3961.68888888175,1,100,1,93,0,4,4,89,4,13,1,0,0,0,-520,0.0034835
387,3971.7777777706,1,100,1,94,1,5,4,90,5,16,1,1,0,1,-626,0.0595256
388,3974.26666665947,1,100,1,94,0,5,5,89,5,11,1,0,0,0,-440,0.0044462
389,4001.95555554824,1,100,1,94,1,5,4,90,5,15,1,1,0,1,-576,0.0568386
390,4012.04444443709,1,100,1,95,1,6,5,90,6,19,1,1,0,1,-735,0.0625886
391,4022.13333332593,1,100,1,95,0,6,6,89,6,18,1,0,0,0,-720,0.0034495
392,4024.53333332592,1,97,1,92,0,3,3,89,3,6,1,0,0,0,-240,0.0039646
393,4034.62222221477,1,97,1,94,1,4,3,91,4,10,1,1,0,1,-383,0.0559623
394,4044.71111110361,1,97,1,93,0,3,3,90,3,7,1,0,0,0,-280,0.0043513
395,4062.35555554798,1,100,1,96,2,6,4,92,6,19,1,2,0,2,-705,0.3082865
396,4064.84444443686,1,95,1,93,0,3,3,90,3,6,1,0,0,0,-240,0.0059757
397,4072.44444443683,1,100,1,97,1,7,6,91,7,22,1,1,0,1,-861,0.0681603
398,4084.97777777011,1,96,1,93,0,3,3,90,3,5,1,0,0,0,-200,0.0050011
399,4092.57777777007,1,100,1,96,0,6,6,90,6,15,1,0,0,0,-600,0.0030009
400,4095.06666665895,1,96,1,92,0,2,2,90,2,3,1,0,0,0,-120,0.0040362
401,4105.11111110345,1,96,1,92,0,2,2,90,2,3,1,0,0,0,-120,0.0040014
402,4112.6222222146,1,100,1,97,2,7,5,92,7,21,1,2,0,2,-794,0.0945467
403,4115.15555554795,1,96,1,93,1,3,2,91,3,6,1,1,0,1,-212,0.0596749
404,4122.6666666591,1,100,1,97,0,7,7,90,7,20,1,0,0,0,-800,0.0039844
405,4145.19999999257,1,96,1,93,0,3,3,90,3,5,1,0,0,0,-200,0.0039848
406,4165.24444443713,1,96,1,92,0,2,2,90,2,4,1,0,0,0,-160,0.0039714
407,4175.28888888164,1,96,1,93,1,3,2,91,3,7,1,1,0,1,-247,0.0550095
408,4185.33333332614,1,96,1,93,0,3,3,90,3,6,1,0,0,0,-240,0.0039692
409,4192.71111110396,1,98,1,95,0,5,5,90,5,10,1,0,0,0,-400,0.0039957
410,4205.3777777707,1,99,1,93,1,3,2,91,3,6,1,1,0,1,-224,0.0526205
411,4215.42222221521,1,99,1,94,1,4,3,91,4,8,1,1,0,1,-297,0.0702542
412,4216.04444443743,1,99,1,94,0,4,4,90,4,6,1,0,0,0,-240,0.0040351
413,4226.08888888194,1,98,1,89,1,4,3,86,4,8,1,1,0,1,-286,0.0499013
414,4235.46666665977,1,98,1,91,2,6,4,87,6,13,1,2,0,2,-462,0.213138
415,4236.13333332644,1,98,1,89,0,4,4,85,4,8,1,0,0,0,-320,0.0040614
416,4246.17777777095,1,98,1,89,0,4,4,85,4,7,1,0,0,0,-280,0.0029421
417,4275.51111110445,1,98,1,91,1,6,5,86,6,14,1,1,0,1,-526,0.0537763
418,4276.22222221557,1,98,1,88,0,3,3,85,3,6,1,0,0,0,-240,0.0043316
419,4285.55555554896,1,98,1,92,1,7,6,86,7,17,1,1,0,1,-661,0.0603422
420,4295.59999999346,1,100,1,93,0,7,7,86,7,16,1,0,0,0,-640,0.0042256
421,4296.26666666013,1,98,1,88,0,2,2,86,2,3,1,0,0,0,-120,0.0042878
422,4316.31111110469,1,98,1,90,1,3,2,88,3,8,1,1,0,1,-288,0.055974
423,4326.3555555492,1,98,1,90,0,3,3,87,3,7,1,0,0,0,-280,0.0037619
424,4335.64444443814,1,99,1,94,0,6,6,88,6,15,1,0,0,0,-600,0.0047563
425,4336.3999999937,1,98,1,90,0,3,3,87,3,7,1,0,0,0,-280,0.0050007
426,4345.68888888265,1,99,1,94,1,6,5,89,6,16,1,1,0,1,-605,0.0600029
427,4355.73333332715,1,99,1,95,1,7,6,89,7,19,1,1,0,1,-747,0.0631696
428,4366.44444443832,1,94,1,91,0,3,3,88,3,7,1,0,0,0,-280,0.0050383
429,4396.48888888295,1,94,1,90,0,2,2,88,2,6,1,0,0,0,-240,0.003
430,4406.53333332745,1,94,1,93,2,4,2,91,4,13,1,2,0,2,-478,0.1444974
431,4425.77777777201,1,93,1,93,1,5,4,89,5,12,1,1,0,1,-448,0.0659804
432,4426.57777777201,1,93,1,92,0,4,4,88,4,11,1,0,0,0,-440,0.0040004
433,4445.82222221657,1,96,1,94,1,6,5,89,6,16,1,1,0,1,-612,0.0580756
434,4446.62222221658,1,98,1,92,0,4,4,88,4,10,1,0,0,0,-400,0.0037833
435,4456.66666666108,1,98,1,92,0,4,4,88,4,10,1,0,0,0,-400,0.003984
436,4465.86666666113,1,98,1,94,0,6,6,88,6,17,1,0,0,0,-680,0.004823
437,4495.91111110576,1,98,1,94,1,6,5,89,6,20,1,1,0,1,-763,0.0617024
438,4515.95555555032,1,99,1,94,2,6,4,90,6,18,1,2,0,2,-672,0.2916022
439,4525.99999999482,1,99,1,93,0,5,5,88,5,15,1,0,0,0,-600,0.0039678
440,4526.71111110594,1,99,1,92,1,4,3,89,4,11,1,1,0,1,-419,0.052587
441,4546.7555555505,1,98,1,92,1,4,3,89,4,9,1,1,0,1,-324,0.0564285
442,4556.04444443944,1,98,1,93,1,5,4,89,5,17,1,1,0,1,-653,0.0580436
443,4576.08888888401,1,97,1,94,1,6,5,89,6,20,1,1,0,1,-769,0.0638384
444,4586.13333332851,1,97,1,93,0,5,5,88,5,11,1,0,0,0,-440,0.0040928
445,4606.17777777307,1,97,1,94,1,6,5,89,6,18,1,1,0,1,-699,0.0535884
446,4606.7999999953,1,97,1,92,0,4,4,88,4,8,1,0,0,0,-320,0.0045196
447,4626.84444443986,1,97,1,93,1,5,4,89,5,10,1,1,0,1,-389,0.0685727
448,4646.22222221776,1,99,1,93,1,5,4,89,5,15,1,1,0,1,-575,0.0635196
449,4656.26666666226,1,98,1,93,1,5,4,89,5,16,1,1,0,1,-623,0.064634
450,4666.88888888454,1,97,1,92,0,4,4,88,4,9,1,0,0,0,-360,0.0039643
451,4676.31111110682,1,100,1,94,1,6,5,89,6,19,1,1,0,1,-732,0.0635961
452,4676.93333332905,1,99,1,91,0,3,3,88,3,6,1,0,0,0,-240,0.0052658
453,4696.97777777361,1,98,1,92,1,4,3,89,4,10,1,1,0,1,-371,0.0624668
454,4707.02222221811,1,98,1,91,0,3,3,88,3,5,1,0,0,0,-200,0.0036828
455,4717.06666666262,1,98,1,93,1,4,3,90,4,8,1,1,0,1,-312,0.0593657
456,4727.11111110712,1,98,1,92,0,4,4,88,4,7,1,0,0,0,-280,0.0039689
457,4747.15555555169,1,98,1,93,1,5,4,89,5,10,1,1,0,1,-380,0.0620313
458,4756.35555555174,1,98,1,93,0,5,5,88,5,15,1,0,0,0,-600,0.0039732
459,4766.39999999624,1,98,1,92,0,4,4,88,4,9,1,0,0,0,-360,0.0039879
460,4786.44444444081,1,98,1,94,2,6,4,90,6,17,1,2,0,2,-619,0.0805574
461,4787.19999999637,1,97,1,91,0,3,3,88,3,4,1,0,0,0,-160,0.0039135
462,4807.24444444093,1,99,1,92,1,4,3,89,4,7,1,1,0,1,-260,0.0595962
463,4817.28888888543,1,99,1,92,0,4,4,88,4,6,1,0,0,0,-240,0.0033783
464,4826.48888888549,1,100,1,93,0,5,5,88,5,10,1,0,0,0,-400,0.0029698
465,4846.53333333005,1,99,1,93,1,5,4,89,5,11,1,1,0,1,-416,0.0584013
466,4857.33333333011,1,98,1,93,1,5,4,89,5,9,1,1,0,1,-330,0.0605498
467,4866.57777777461,1,99,1,92,0,4,4,88,4,10,1,0,0,0,-400,0.0050123
468,4887.37777777474,1,98,1,93,1,5,4,89,5,11,1,1,0,1,-422,0.0735037
469,4896.62222221924,1,98,1,93,1,5,4,89,5,13,1,1,0,1,-491,0.0676053
470,4897.42222221924,1,98,1,92,0,4,4,88,4,8,1,0,0,0,-320,0.0035261
471,4916.6666666638,1,99,1,94,1,6,5,89,6,15,1,1,0,1,-576,0.0737843
472,4927.46666666386,1,99,1,92,0,4,4,88,4,9,1,0,0,0,-360,0.0049545
473,4946.71111110842,1,99,1,93,0,5,5,88,5,12,1,0,0,0,-480,0.0052526
474,4977.5111111086,1,99,1,93,2,5,3,90,5,15,1,2,0,2,-539,0.2010975
475,4986.7555555531,1,98,1,92,0,4,4,88,4,9,1,0,0,0,-360,0.0039689
476,4996.79999999761,1,99,1,92,1,4,3,89,4,7,1,1,0,1,-258,0.0533891
477,5006.84444444211,1,99,1,93,0,4,4,89,4,6,1,0,0,0,-240,0.0039687
478,5007.55555555322,1,100,1,93,0,4,4,89,4,11,1,0,0,0,-440,0.0042775
479,5017.59999999773,1,100,1,95,2,6,4,91,6,18,1,2,0,2,-677,0.2976507
480,5026.88888888667,1,97,1,93,0,4,4,89,4,5,1,0,0,0,-200,0.0040154
481,5027.64444444223,1,100,1,94,0,5,5,89,5,12,1,0,0,0,-480,0.0040258
482,5046.93333333124,1,98,1,94,1,4,3,91,4,7,1,1,0,1,-253,0.062763
483,5057.68888888685,1,100,1,95,1,6,5,90,6,15,1,1,0,1,-571,0.0669623
484,5076.97777777586,1,98,1,93,0,4,4,89,4,7,1,0,0,0,-280,0.0059706
485,5077.73333333142,1,100,1,95,0,6,6,89,6,13,1,0,0,0,-520,0.0056468
486,5097.02222222042,1,97,1,93,0,4,4,89,4,6,1,0,0,0,-240,0.0049676
487,5117.7777777761,1,100,1,95,1,5,4,91,5,12,1,1,0,1,-455,0.0665851
488,5127.8222222206,1,100,1,96,1,6,5,91,6,15,1,1,0,1,-580,0.0739696
489,5167.06666666528,1,99,1,94,1,4,3,91,4,8,1,1,0,1,-297,0.067516
490,5177.11111110978,1,99,1,94,1,5,4,90,5,10,1,1,0,1,-363,0.0811125
491,5177.86666666534,1,100,1,94,0,5,5,89,5,10,1,0,0,0,-400,0.0047314
492,5197.15555555435,1,99,1,93,0,4,4,89,4,9,1,0,0,0,-360,0.0043185
493,5217.91111111002,1,100,1,95,2,6,4,91,6,14,1,2,0,2,-513,0.602123
494,5227.95555555453,1,100,1,95,0,5,5,90,5,12,1,0,0,0,-480,0.0029967
495,5237.19999999903,1,100,1,95,1,5,4,91,5,11,1,1,0,1,-418,0.0715202
496,5247.99999999909,1,100,1,94,0,4,4,90,4,9,1,0,0,0,-360,0.0050135
497,5257.24444444359,1,100,1,96,1,6,5,91,6,13,1,1,0,1,-498,0.0793833
498,5258.04444444359,1,99,1,94,0,4,4,90,4,8,1,0,0,0,-320,0.0048462
499,5278.08888888816,1,99,1,93,1,4,3,90,4,8,1,1,0,1,-294,0.0635242
500,5287.28888888821,1,100,1,93,0,4,4,89,4,6,1,0,0,0,-240,0.0029723
501,5288.13333333266,1,99,1,94,1,5,4,90,5,11,1,1,0,1,-414,0.0665921
502,5297.33333333272,1,100,1,93,1,4,3,90,4,8,1,1,0,1,-286,0.0671891
503,5298.17777777716,1,98,1,94,0,5,5,89,5,11,1,0,0,0,-440,0.0060224
504,5307.37777777722,1,100,1,94,1,5,4,90,5,10,1,1,0,1,-388,0.0678603
505,5317.42222222172,1,100,1,94,0,5,5,89,5,9,1,0,0,0,-360,0.0039849
506,5318.22222222173,1,98,1,93,0,4,4,89,4,8,1,0,0,0,-320,0.0035097
507,5347.46666666635,1,100,1,95,1,5,4,91,5,10,1,1,0,1,-378,0.063686
508,5357.51111111085,1,100,1,95,1,5,4,91,5,11,1,1,0,1,-396,0.0639998
509,5368.26666666647,1,99,1,94,1,4,3,91,4,7,1,1,0,1,-253,0.0635297
510,5377.55555555541,1,100,1,96,1,6,5,91,6,12,1,1,0,1,-456,0.0860948
511,5378.31111111097,1,99,1,93,0,3,3,90,3,2,1,0,0,0,-80,0.0039456
512,5387.59999999992,1,100,1,96,0,6,6,90,6,10,1,0,0,0,-400,0.0030196
513,5388.35555555548,1,99,1,93,0,3,3,90,3,1,1,0,0,0,-40,0.0037667
514,5398.39999999998,1,99,1,93,1,3,2,91,3,5,1,1,0,1,-179,0.042978
515,5408.44444444448,1,4,1,94,1,4,3,22,4,1,1,1,0,1,-23,0.0029676
516,5427.6444444446,1,3,1,90,0,5,5,18,5,0,0,0,1,0,1000,0.0029649
517,5428.48888888905,1,3,2,93,0,8,8,18,8,0,0,0,2,0,2000,0.0029612
518,5438.53333333355,1,99,2,93,1,8,7,86,8,11,3,1,0,1,-429,0.1356172
519,5448.57777777805,1,3,1,90,2,5,3,18,5,1,1,2,0,2,1,0.00497
520,5457.68888888922,1,2,1,89,0,4,4,16,4,0,0,0,1,0,1000,0.001993
521,5458.57777777811,1,2,1,89,0,4,4,16,4,0,0,0,1,0,1000,0.0029716
522,5460.44444444479,1,2,1,89,0,4,4,16,4,0,0,0,1,0,1000,0.0029989
523,5468.62222222262,1,98,2,96,1,10,9,87,10,16,2,1,0,1,-619,0.1923742
524,5477.73333333378,1,3,1,90,0,4,4,20,4,0,0,0,1,0,1000,0.0030099
525,5484.62222222271,1,4,1,90,1,5,4,21,4,0,0,0,1,0,1000,0.0039671
526,5488.66666666718,1,3,2,95,1,10,9,11,9,0,0,0,2,0,2000,0.0033346
527,5498.71111111168,1,100,2,95,1,10,9,86,10,18,3,1,0,1,-698,0.2371814
528,5508.75555555619,1,3,1,90,0,4,4,13,4,0,0,0,1,0,1000,0.002986
529,5509.28888888952,1,3,1,91,1,5,4,13,4,0,0,0,1,0,1000,0.0030048
530,5512.0444444451,1,3,1,89,1,4,3,13,3,0,0,0,1,0,1000,0.0029936
531,5517.77777777846,1,3,2,94,2,9,7,13,9,1,1,2,1,2,1007,0.0070101
532,5517.82222222291,1,3,1,89,0,4,4,19,4,0,0,0,1,0,1000,0.0019662
533,5518.80000000069,1,100,2,94,0,9,9,85,9,13,2,0,0,0,-520,0.0080285
534,5537.82222222303,1,4,1,88,1,4,3,29,3,0,0,0,1,0,1000,0.0031585
535,5541.64444444527,1,4,1,89,2,5,3,29,5,1,1,2,0,2,31,0.0075899
536,5547.86666666753,1,3,1,89,0,5,5,25,5,0,0,0,1,0,1000,0.0039683
537,5556.13333333425,1,3,1,89,0,5,5,26,5,0,0,0,1,0,1000,0.0030007
538,5567.91111111209,1,3,1,89,0,5,5,26,5,0,0,0,2,0,2000,0.0029715
539,5571.06666666767,1,98,2,93,0,9,9,84,9,11,3,0,0,0,-440,0.0072928
540,5581.11111111217,1,3,1,90,1,5,4,28,4,0,0,0,1,0,1000,0.0040094
541,5581.37777777884,1,3,1,90,1,5,4,28,4,0,0,0,1,0,1000,0.0042899
542,5581.55555555662,1,3,1,90,1,5,4,28,4,0,0,0,1,0,1000,0.0036469
543,5597.95555555671,1,100,2,94,1,10,9,85,10,13,2,1,0,1,-500,0.164787
544,5611.15555555679,1,3,1,90,0,4,4,30,4,0,0,0,1,0,1000,0.0029949
545,5623.11111111242,1,3,1,91,1,5,4,31,4,0,0,0,1,0,1000,0.0039715
546,5631.20000000136,1,3,1,93,1,5,4,32,4,0,0,0,2,0,2000,0.0035136
547,5648.00000000146,1,100,2,98,1,9,8,90,9,14,3,1,0,1,-530,0.2051843
548,5651.24444444592,1,3,1,94,1,5,4,32,4,0,0,0,1,0,1000,0.0040023
549,5668.04444444602,1,3,2,98,1,9,8,32,8,0,0,0,2,0,2000,0.0039228
550,5671.28888889048,1,100,2,98,2,9,7,91,9,15,3,2,0,2,-554,0.343638
551,5678.08888889052,1,2,1,93,0,4,4,20,4,0,0,0,1,0,1000,0.0019999
552,5681.33333333499,1,100,2,98,0,9,9,89,9,12,2,0,0,0,-480,0.0060344
553,5708.13333333514,1,2,1,94,2,5,3,20,3,0,0,0,1,0,1000,0.0069951
554,5731.37777777973,1,3,2,97,4,9,5,25,7,1,1,2,1,2,1008,0.0142269
555,5731.42222222417,1,2,1,93,2,5,3,20,3,0,0,0,1,0,1000,0.0059245
556,5738.17777777977,1,99,1,93,2,5,3,90,5,14,2,2,0,2,-491,0.1390449
557,5762.6666666688,1,2,1,92,1,5,4,20,4,0,0,0,1,0,1000,0.0020017
558,5768.22222222439,1,100,2,98,1,10,9,89,10,20,2,1,0,1,-772,0.2136914
559,5782.71111111336,1,2,1,92,0,4,4,21,4,0,0,0,1,0,1000,0.0024424
560,5798.26666666901,1,100,2,98,1,10,9,89,10,19,2,1,0,1,-735,0.1798216
561,5802.75555555793,1,2,1,92,0,4,4,21,4,0,0,0,1,0,1000,0.0019985
562,5822.80000000249,1,100,1,92,1,4,3,89,4,6,2,1,0,1,-224,0.0655482
563,5832.84444444699,1,2,1,92,0,4,4,21,4,0,0,0,1,0,1000,0.0029667
564,5838.31111111369,1,100,2,97,1,10,9,88,10,20,2,1,0,1,-778,0.1971342
565,5862.88888889161,1,100,1,92,0,5,5,87,5,10,1,0,0,0,-400,0.0046377
566,5868.35555555831,1,2,1,91,0,4,4,20,4,0,0,0,1,0,1000,0.0024132
567,5872.88888889167,1,2,1,92,1,5,4,20,4,0,0,0,1,0,1000,0.0038215
568,5878.40000000282,1,99,1,92,1,5,4,88,5,13,2,1,0,1,-502,0.0653319
569,5902.9333333363,1,100,1,93,1,5,4,89,5,13,1,1,0,1,-482,0.0713681
570,5928.44444444756,1,99,1,93,1,5,4,89,5,13,1,1,0,1,-484,0.0620103
571,5942.97777778098,1,99,1,92,1,4,3,89,4,11,1,1,0,1,-418,0.0630025
572,5948.48888889212,1,99,1,92,0,4,4,88,4,8,1,0,0,0,-320,0.0049739
573,5953.02222222548,1,100,1,93,1,5,4,89,5,12,1,1,0,1,-450,0.0704057
574,5958.53333333662,1,100,1,92,0,4,4,88,4,7,1,0,0,0,-280,0.0049989
575,5963.06666666998,1,100,1,94,1,6,5,89,6,15,1,1,0,1,-558,0.071969
576,5978.57777778119,1,100,1,92,0,4,4,88,4,5,1,0,0,0,-200,0.004634
577,5998.62222222575,1,97,1,91,0,3,3,88,3,3,1,0,0,0,-120,0.0058148
578,6013.11111111472,1,100,1,95,2,7,5,90,7,19,1,2,0,2,-714,0.2760022
579,6018.66666667031,1,100,1,91,0,3,3,88,3,3,1,0,0,0,-120,0.0050025
580,6023.15555555923,1,2,1,94,0,6,6,19,6,0,0,0,1,0,1000,0.0028995
581,6043.20000000379,1,100,1,94,1,6,5,89,6,16,2,1,0,1,-619,0.0615774
582,6063.24444444835,1,100,1,94,1,6,5,89,6,15,1,1,0,1,-580,0.0849676
583,6083.28888889292,1,100,1,95,1,7,6,89,7,18,1,1,0,1,-681,0.0775945
584,6098.71111111523,1,100,1,91,1,3,2,89,3,4,1,1,0,1,-134,0.0475636
585,6103.33333333748,1,100,1,94,0,6,6,88,6,12,1,0,0,0,-480,0.0029226
586,6118.75555555979,1,2,1,91,1,3,2,19,2,0,0,0,1,0,1000,0.0029028
587,6123.37777778204,1,100,2,96,1,8,7,89,8,17,2,1,0,1,-655,0.1555318
588,6128.8000000043,1,2,1,91,0,3,3,19,3,0,0,0,1,0,1000,0.0030033
