#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
600;9;34;2;2;0/560.09,1/440.53;0/26.22,1/30.98;0/600,1/600;0/600,1/600;0/0,1/0;0/2,1/3;0/0,1/1;0/7,1/9;0/3,1/2;0/5,1/5;0/2,1/7;0/17,1/17;0/4,1/16;0/58,1/57
659.96;10;39;2;2;0/620.04,1/490.53;0/26.4,1/31.16;0/659.96,1/659.96;0/659.96,1/659.96;0/0,1/0;0/4,1/3;0/0,1/0;0/8,1/10;0/3,1/2;0/5,1/5;0/2,1/8;0/20,1/19;0/4,1/17;0/64,1/63
719.96;10;45;2;2;0/680.04,1/550.53;0/26.62,1/31.56;0/719.96,1/719.96;0/719.96,1/719.96;0/0,1/0;0/1,1/5;0/0,1/0;0/12,1/11;0/3,1/2;0/5,1/5;0/2,1/8;0/24,1/21;0/4,1/17;0/70,1/69
779.96;10;50;2;2;0/740.04,1/610.53;0/26.71,1/31.69;0/779.96,1/779.96;0/779.96,1/779.96;0/0,1/0;0/1,1/3;0/0,1/0;0/11,1/11;0/3,1/2;0/5,1/5;0/2,1/8;0/27,1/23;0/4,1/17;0/76,1/75
839.96;10;51;2;2;0/800.04,1/670.53;0/26.84,1/31.78;0/839.96,1/839.96;0/839.96,1/839.96;0/0,1/0;0/1,1/3;0/0,1/0;0/9,1/10;0/3,1/2;0/5,1/5;0/2,1/8;0/28,1/23;0/4,1/17;0/82,1/81
899.96;10;56;2;2;0/860.04,1/730.53;0/27.02,1/32;0/899.96,1/899.96;0/899.96,1/899.96;0/0,1/0;0/1,1/3;0/0,1/0;0/10,1/12;0/3,1/2;0/5,1/5;0/2,1/8;0/29,1/27;0/4,1/17;0/88,1/87
959.96;10;59;2;2;0/920.04,1/790.53;0/27.16,1/32.09;0/959.96,1/959.96;0/959.96,1/959.96;0/0,1/0;0/3,1/0;0/0,1/0;0/16,1/10;0/3,1/2;0/5,1/5;0/2,1/8;0/31,1/28;0/4,1/17;0/94,1/93
1019.96;10;62;2;2;0/980.04,1/850.53;0/27.29,1/32.22;0/1019.96,1/1019.96;0/1019.96,1/1019.96;0/0,1/0;0/4,1/0;0/0,1/0;0/17,1/11;0/3,1/2;0/5,1/5;0/2,1/8;0/32,1/30;0/4,1/17;0/100,1/99
1079.96;10;65;2;2;0/1040.04,1/910.53;0/27.38,1/32.31;0/1079.96,1/1079.96;0/1079.96,1/1079.96;0/0,1/0;0/2,1/0;0/0,1/0;0/15,1/10;0/3,1/2;0/5,1/5;0/2,1/8;0/34,1/31;0/4,1/17;0/106,1/105
1139.96;10;67;2;2;0/1100.04,1/970.53;0/27.47,1/32.44;0/1139.96,1/1139.96;0/1139.96,1/1139.96;0/0,1/0;0/1,1/0;0/0,1/0;0/13,1/8;0/3,1/2;0/5,1/5;0/2,1/8;0/35,1/32;0/4,1/17;0/112,1/111
1199.96;10;71;2;2;0/1160.04,1/1030.53;0/27.78,1/32.62;0/1199.96,1/1199.96;0/1199.96,1/1199.96;0/0,1/0;0/1,1/0;0/0,1/0;0/8,1/7;0/3,1/2;0/5,1/5;0/2,1/8;0/37,1/34;0/4,1/17;0/118,1/117
1259.96;13;75;2;2;0/1192.53,1/1069.91;0/27.91,1/32.84;0/1259.96,1/1259.96;0/1259.96,1/1259.96;0/0,1/6;0/1,1/0;0/2,1/7;0/8,1/6;0/3,1/2;0/5,1/5;0/3,1/10;0/39,1/36;0/7,1/20;0/124,1/123
1319.96;16;80;2;2;0/1230.27,1/1090.8;0/28.13,1/33.02;0/1319.96,1/1319.96;0/1319.96,1/1319.96;0/0,1/3;0/1,1/0;0/0,1/4;0/12,1/9;0/3,1/2;0/5,1/5;0/5,1/11;0/41,1/39;0/9,1/23;0/130,1/129
1379.96;18;84;2;2;0/1290.27,1/1130.89;0/28.22,1/34.4;0/1379.96,1/1379.96;0/1379.96,1/1379.96;0/0,1/1;0/1,1/0;0/0,1/2;0/10,1/13;0/3,1/2;0/5,1/5;0/5,1/13;0/44,1/40;0/9,1/25;0/136,1/135
1439.96;20;85;2;2;0/1350.27,1/1179.87;0/28.36,1/34.53;0/1439.96,1/1439.96;0/1439.96,1/1439.96;0/0,1/0;0/2,1/0;0/0,1/0;0/13,1/16;0/3,1/2;0/5,1/5;0/5,1/15;0/44,1/41;0/9,1/27;0/142,1/141
1499.96;20;89;2;2;0/1410.27,1/1230.98;0/28.49,1/34.53;0/1499.96,1/1499.96;0/1499.96,1/1499.96;0/0,1/0;0/2,1/0;0/0,1/1;0/12,1/10;0/3,1/2;0/5,1/5;0/5,1/15;0/47,1/42;0/9,1/27;0/148,1/147
1559.96;21;93;2;2;0/1470.27,1/1281.02;0/28.62,1/34.67;0/1559.96,1/1559.96;0/1559.96,1/1559.96;0/0,1/0;0/3,1/0;0/0,1/0;0/11,1/10;0/3,1/2;0/5,1/5;0/5,1/16;0/48,1/45;0/9,1/28;0/154,1/153
1619.96;21;96;2;2;0/1530.27,1/1341.02;0/28.71,1/34.8;0/1619.96,1/1619.96;0/1619.96,1/1619.96;0/0,1/0;0/3,1/0;0/0,1/0;0/9,1/15;0/3,1/2;0/5,1/5;0/5,1/16;0/49,1/47;0/9,1/28;0/160,1/159
1679.96;21;99;2;2;0/1590.27,1/1401.02;0/28.89,1/34.84;0/1679.96,1/1679.96;0/1679.96,1/1679.96;0/0,1/0;0/3,1/0;0/0,1/0;0/8,1/10;0/3,1/2;0/5,1/5;0/5,1/16;0/51,1/48;0/9,1/28;0/166,1/165
1739.96;21;101;2;2;0/1650.27,1/1461.02;0/29.07,1/34.98;0/1739.96,1/1739.96;0/1739.96,1/1739.96;0/0,1/0;0/2,1/0;0/0,1/0;0/10,1/8;0/3,1/2;0/5,1/5;0/5,1/16;0/53,1/48;0/9,1/28;0/172,1/171
1799.96;22;105;2;2;0/1710.27,1/1512.49;0/29.16,1/35.16;0/1799.96,1/1799.96;0/1799.96,1/1799.96;0/0,1/0;0/6,1/0;0/0,1/0;0/13,1/12;0/3,1/2;0/5,1/5;0/5,1/17;0/55,1/50;0/9,1/29;0/178,1/177
1859.96;22;109;2;2;0/1770.27,1/1571.07;0/29.33,1/35.29;0/1859.96,1/1859.96;0/1859.96,1/1859.96;0/0,1/0;0/4,1/0;0/0,1/0;0/18,1/12;0/3,1/2;0/5,1/5;0/5,1/17;0/57,1/52;0/9,1/29;0/184,1/183
1919.96;22;111;2;2;0/1830.27,1/1631.07;0/29.38,1/35.38;0/1919.96,1/1919.96;0/1919.96,1/1919.96;0/0,1/0;0/2,1/1;0/0,1/0;0/15,1/11;0/3,1/2;0/5,1/5;0/5,1/17;0/58,1/53;0/9,1/29;0/190,1/189
1979.96;22;114;2;2;0/1890.27,1/1691.07;0/29.42,1/35.73;0/1979.96,1/1979.96;0/1979.96,1/1979.96;0/0,1/0;0/2,1/0;0/0,1/0;0/9,1/10;0/3,1/2;0/5,1/5;0/5,1/17;0/58,1/56;0/9,1/29;0/196,1/195
2039.96;22;116;2;2;0/1950.27,1/1751.07;0/29.56,1/35.82;0/2039.96,1/2039.96;0/2039.96,1/2039.96;0/0,1/0;0/2,1/0;0/0,1/0;0/8,1/7;0/3,1/2;0/5,1/5;0/5,1/17;0/59,1/57;0/9,1/29;0/202,1/201
2099.96;22;120;2;2;0/2010.27,1/1811.07;0/29.91,1/36.18;0/2099.96,1/2099.96;0/2099.96,1/2099.96;0/0,1/0;0/2,1/0;0/0,1/0;0/7,1/9;0/3,1/2;0/5,1/5;0/5,1/17;0/60,1/60;0/9,1/29;0/208,1/207
2159.96;22;124;2;2;0/2070.27,1/1871.07;0/30.27,1/36.58;0/2159.96,1/2159.96;0/2159.96,1/2159.96;0/0,1/0;0/2,1/0;0/0,1/0;0/6,1/8;0/3,1/2;0/5,1/5;0/5,1/17;0/61,1/63;0/9,1/29;0/213,1/213
2219.96;24;128;2;2;0/2120.27,1/1926.93;0/30.67,1/36.98;0/2219.96,1/2219.96;0/2219.96,1/2219.96;0/4,1/12;0/2,1/0;0/7,1/15;0/6,1/11;0/3,1/2;0/5,1/5;0/6,1/18;0/62,1/66;0/10,1/30;0/219,1/219
2279.96;28;132;2;2;0/2150.04,1/1951.07;0/31.16,1/37.47;0/2279.96,1/2279.96;0/2279.96,1/2279.96;0/0,1/9;0/3,1/0;0/3,1/12;0/8,1/15;0/3,1/2;0/5,1/5;0/9,1/19;0/63,1/69;0/14,1/33;0/225,1/225
2340;32;135;2;2;0/2170.31,1/1981.11;0/31.6,1/37.78;0/2340,1/2340;0/2340,1/2340;0/0,1/8;0/6,1/0;0/1,1/9;0/10,1/10;0/3,1/2;0/5,1/5;0/11,1/21;0/65,1/70;0/17,1/36;0/231,1/231
2400;35;138;2;2;0/2220.31,1/2021.11;0/32,1/38.13;0/2400,1/2400;0/2400,1/2400;0/0,1/6;0/2,1/0;0/0,1/7;0/12,1/7;0/3,1/2;0/5,1/5;0/12,1/23;0/67,1/71;0/18,1/38;0/237,1/237
2460;36;141;2;2;0/2280.31,1/2071.11;0/32.31,1/38.58;0/2460,1/2460;0/2460,1/2460;0/0,1/5;0/2,1/0;0/0,1/7;0/11,1/11;0/3,1/2;0/5,1/5;0/12,1/24;0/68,1/73;0/18,1/39;0/243,1/243
2520;38;142;2;2;0/2340.31,1/2111.11;0/32.71,1/38.93;0/2520,1/2520;0/2520,1/2520;0/0,1/3;0/2,1/0;0/0,1/5;0/12,1/10;0/3,1/2;0/5,1/5;0/12,1/26;0/68,1/74;0/18,1/41;0/249,1/249
2580;40;146;2;2;0/2400.31,1/2151.11;0/33.07,1/39.42;0/2580,1/2580;0/2580,1/2580;0/0,1/1;0/2,1/3;0/0,1/3;0/14,1/12;0/3,1/2;0/5,1/5;0/12,1/28;0/70,1/76;0/18,1/43;0/255,1/255
2640;42;148;2;2;0/2460.31,1/2191.11;0/35.73,1/39.73;0/2640,1/2640;0/2640,1/2640;0/0,1/0;0/2,1/0;0/0,1/1;0/14,1/9;0/3,1/2;0/5,1/5;0/12,1/30;0/71,1/77;0/18,1/45;0/261,1/261
2700;43;151;2;2;0/2520.31,1/2241.11;0/36.09,1/40.09;0/2700,1/2700;0/2700,1/2700;0/0,1/0;0/2,1/0;0/0,1/0;0/13,1/12;0/3,1/2;0/5,1/5;0/12,1/31;0/72,1/79;0/18,1/46;0/267,1/266
2760;43;155;2;2;0/2580.31,1/2301.11;0/36.44,1/40.44;0/2760,1/2760;0/2760,1/2760;0/0,1/0;0/2,1/0;0/0,1/0;0/8,1/17;0/3,1/2;0/5,1/5;0/12,1/31;0/74,1/81;0/18,1/46;0/273,1/272
2820;43;155;2;2;0/2640.31,1/2361.11;0/36.84,1/40.76;0/2820,1/2820;0/2820,1/2820;0/0,1/0;0/2,1/0;0/0,1/0;0/13,1/12;0/3,1/2;0/5,1/5;0/12,1/31;0/74,1/81;0/18,1/46;0/279,1/278
2880;43;158;2;2;0/2700.31,1/2421.11;0/37.16,1/41.11;0/2880,1/2880;0/2880,1/2880;0/0,1/0;0/2,1/0;0/0,1/1;0/10,1/10;0/3,1/2;0/5,1/5;0/12,1/31;0/75,1/83;0/18,1/46;0/285,1/284
2940;44;161;2;2;0/2760.31,1/2471.11;0/37.51,1/41.51;0/2940,1/2940;0/2940,1/2940;0/0,1/0;0/2,1/0;0/0,1/0;0/8,1/12;0/3,1/2;0/5,1/5;0/12,1/32;0/77,1/84;0/18,1/47;0/291,1/290
3000;44;165;2;2;0/2820.31,1/2531.11;0/37.87,1/41.91;0/3000,1/3000;0/3000,1/3000;0/0,1/0;0/2,1/0;0/0,1/0;0/7,1/12;0/3,1/2;0/5,1/5;0/12,1/32;0/77,1/88;0/18,1/47;0/297,1/296
3060;45;168;2;2;0/2870.31,1/2591.11;0/38.31,1/42.27;0/3060,1/3060;0/3060,1/3060;0/0,1/0;0/3,1/0;0/0,1/0;0/10,1/13;0/3,1/2;0/5,1/5;0/13,1/32;0/78,1/90;0/19,1/47;0/303,1/302
3120;45;171;2;2;0/2930.31,1/2651.11;0/38.67,1/42.67;0/3120,1/3120;0/3120,1/3120;0/0,1/0;0/2,1/0;0/0,1/0;0/8,1/16;0/3,1/2;0/5,1/5;0/13,1/32;0/79,1/92;0/19,1/47;0/309,1/308
3180;45;174;2;2;0/2990.31,1/2711.11;0/39.07,1/43.02;0/3180,1/3180;0/3180,1/3180;0/0,1/0;0/2,1/0;0/0,1/0;0/10,1/13;0/3,1/2;0/5,1/5;0/13,1/32;0/81,1/93;0/19,1/47;0/315,1/314
3240;45;175;2;2;0/3050.31,1/2771.11;0/39.51,1/43.33;0/3240,1/3240;0/3240,1/3240;0/1,1/0;0/2,1/0;0/1,1/0;0/14,1/8;0/3,1/2;0/5,1/5;0/13,1/32;0/82,1/93;0/19,1/47;0/321,1/320
3300;46;178;2;2;0/3108.62,1/2831.11;0/39.82,1/43.73;0/3300,1/3300;0/3300,1/3300;0/0,1/0;0/2,1/0;0/0,1/0;0/11,1/6;0/3,1/2;0/5,1/5;0/14,1/32;0/84,1/94;0/20,1/47;0/327,1/326
3360;46;182;2;2;0/3160.31,1/2891.11;0/40.13,1/44.22;0/3360,1/3360;0/3360,1/3360;0/0,1/0;0/2,1/1;0/0,1/0;0/8,1/13;0/3,1/2;0/5,1/5;0/14,1/32;0/86,1/96;0/20,1/47;0/332,1/332
3420;48;188;2;2;0/3206.89,1/2946.76;0/40.53,1/48.13;0/3420,1/3420;0/3420,1/3420;0/1,1/8;0/2,1/0;0/3,1/10;0/8,1/10;0/3,1/2;0/5,1/5;0/15,1/33;0/89,1/99;0/22,1/48;0/338,1/338
3480;51;190;2;2;0/3240.31,1/2981.11;0/40.98,1/48.53;0/3480,1/3480;0/3480,1/3480;0/0,1/7;0/2,1/0;0/1,1/9;0/13,1/11;0/3,1/2;0/5,1/5;0/17,1/34;0/91,1/99;0/24,1/50;0/344,1/344
3540;55;193;2;2;0/3290.31,1/3014.8;0/41.38,1/48.89;0/3540,1/3540;0/3540,1/3540;0/0,1/5;0/2,1/1;0/1,1/6;0/14,1/9;0/3,1/2;0/5,1/5;0/18,1/37;0/92,1/101;0/25,1/53;0/350,1/350
3600;58;195;2;2;0/3340.31,1/3061.02;0/41.78,1/49.24;0/3600,1/3600;0/3600,1/3600;0/0,1/3;0/2,1/1;0/0,1/4;0/15,1/6;0/3,1/2;0/5,1/5;0/19,1/39;0/93,1/102;0/26,1/55;0/356,1/356
3660;59;200;2;2;0/3400.31,1/3101.11;0/42.13,1/49.73;0/3660,1/3660;0/3660,1/3660;0/0,1/2;0/2,1/1;0/0,1/3;0/12,1/10;0/3,1/2;0/5,1/5;0/19,1/40;0/95,1/105;0/26,1/56;0/362,1/362
3720;61;202;2;2;0/3460.31,1/3141.11;0/42.49,1/50.09;0/3720,1/3720;0/3720,1/3720;0/0,1/0;0/2,1/3;0/0,1/1;0/9,1/10;0/3,1/2;0/5,1/5;0/19,1/42;0/95,1/107;0/26,1/58;0/368,1/367
3780;63;206;2;2;0/3510.31,1/3191.11;0/42.89,1/50.44;0/3780,1/3780;0/3780,1/3780;0/0,1/0;0/2,1/0;0/0,1/0;0/7,1/6;0/3,1/2;0/5,1/5;0/20,1/43;0/96,1/110;0/27,1/59;0/374,1/373
3840;63;212;2;2;0/3570.31,1/3251.11;0/43.38,1/50.93;0/3840,1/3840;0/3840,1/3840;0/0,1/0;0/2,1/0;0/0,1/0;0/11,1/13;0/3,1/2;0/5,1/5;0/20,1/43;0/98,1/114;0/27,1/59;0/380,1/379
3900;63;214;2;2;0/3630.31,1/3311.11;0/43.78,1/51.29;0/3900,1/3900;0/3900,1/3900;0/0,1/0;0/2,1/0;0/0,1/0;0/13,1/9;0/3,1/2;0/5,1/5;0/20,1/43;0/99,1/115;0/27,1/59;0/386,1/385
3960;63;217;2;2;0/3690.31,1/3371.11;0/44.18,1/51.64;0/3960,1/3960;0/3960,1/3960;0/0,1/0;0/2,1/0;0/0,1/0;0/12,1/8;0/3,1/2;0/5,1/5;0/20,1/43;0/100,1/117;0/27,1/59;0/392,1/391
4020;63;220;2;2;0/3750.31,1/3431.11;0/44.49,1/52.09;0/4020,1/4020;0/4020,1/4020;0/0,1/0;0/2,1/1;0/0,1/0;0/7,1/10;0/3,1/2;0/5,1/5;0/20,1/43;0/102,1/118;0/27,1/59;0/398,1/397
4080;63;223;2;2;0/3810.31,1/3491.11;0/44.93,1/52.49;0/4080,1/4080;0/4080,1/4080;0/0,1/0;0/2,1/2;0/0,1/0;0/5,1/10;0/3,1/2;0/5,1/5;0/20,1/43;0/103,1/120;0/27,1/59;0/404,1/403
4140;63;226;2;2;0/3870.31,1/3551.11;0/45.2,1/52.71;0/4140,1/4140;0/4140,1/4140;0/0,1/0;0/2,1/0;0/0,1/0;0/7,1/13;0/3,1/2;0/5,1/5;0/20,1/43;0/104,1/122;0/27,1/59;0/410,1/409
4200;63;229;2;2;0/3930.31,1/3611.11;0/45.38,1/56.04;0/4200,1/4200;0/4200,1/4200;0/0,1/0;0/2,1/0;0/0,1/0;0/9,1/8;0/3,1/2;0/5,1/5;0/20,1/43;0/105,1/124;0/27,1/59;0/416,1/415
4260;66;233;2;2;0/3980.04,1/3661.73;0/45.51,1/56.22;0/4260,1/4260;0/4260,1/4260;0/1,1/22;0/2,1/0;0/3,1/27;0/9,1/9;0/3,1/2;0/5,1/5;0/22,1/44;0/106,1/127;0/29,1/60;0/422,1/421
4320;69;235;2;2;0/4005.11,1/3671.38;0/45.64,1/56.36;0/4320,1/4320;0/4320,1/4320;0/0,1/21;0/2,1/0;0/0,1/23;0/11,1/11;0/3,1/2;0/5,1/5;0/24,1/45;0/107,1/128;0/32,1/65;0/428,1/427
4380;71;237;2;2;0/4060.53,1/3701.78;0/45.78,1/56.49;0/4380,1/4380;0/4380,1/4380;0/0,1/18;0/2,1/0;0/0,1/21;0/12,1/10;0/3,1/2;0/5,1/5;0/24,1/47;0/109,1/128;0/32,1/68;0/434,1/433
4440;72;241;2;2;0/4120.53,1/3731.64;0/45.82,1/56.62;0/4440,1/4440;0/4440,1/4440;0/0,1/15;0/5,1/0;0/0,1/18;0/11,1/18;0/3,1/2;0/5,1/5;0/24,1/48;0/112,1/129;0/32,1/71;0/440,1/439
4500;74;243;2;2;0/4180.53,1/3761.78;0/45.96,1/56.71;0/4500,1/4500;0/4500,1/4500;0/0,1/13;0/4,1/0;0/0,1/15;0/10,1/17;0/3,1/2;0/5,1/5;0/24,1/50;0/113,1/130;0/32,1/74;0/446,1/445
4560;76;248;2;2;0/4240.53,1/3801.87;0/46.09,1/56.8;0/4560,1/4560;0/4560,1/4560;0/0,1/12;0/4,1/0;0/0,1/13;0/11,1/14;0/3,1/2;0/5,1/5;0/24,1/52;0/117,1/131;0/32,1/76;0/452,1/451
4620;77;250;2;2;0/4300.53,1/3851.91;0/46.22,1/56.84;0/4620,1/4620;0/4620,1/4620;0/0,1/11;0/2,1/0;0/0,1/13;0/14,1/9;0/3,1/2;0/5,1/5;0/24,1/53;0/119,1/131;0/32,1/77;0/458,1/457
4680;79;254;2;2;0/4360.53,1/3892;0/46.36,1/56.98;0/4680,1/4680;0/4680,1/4680;0/0,1/10;0/5,1/0;0/0,1/11;0/18,1/7;0/3,1/2;0/5,1/5;0/24,1/55;0/121,1/133;0/32,1/79;0/464,1/463
4740;81;256;2;2;0/4420.53,1/3932.09;0/46.36,1/57.16;0/4740,1/4740;0/4740,1/4740;0/0,1/7;0/2,1/0;0/0,1/9;0/12,1/10;0/3,1/2;0/5,1/5;0/24,1/57;0/122,1/134;0/32,1/81;0/470,1/469
4800;83;259;2;2;0/4480.53,1/3972.18;0/46.49,1/57.24;0/4800,1/4800;0/4800,1/4800;0/0,1/6;0/3,1/0;0/0,1/7;0/15,1/12;0/3,1/2;0/5,1/5;0/24,1/59;0/123,1/136;0/32,1/83;0/476,1/475
4860;85;261;2;2;0/4540.53,1/4012.27;0/46.58,1/57.38;0/4860,1/4860;0/4860,1/4860;0/0,1/4;0/2,1/0;0/0,1/5;0/13,1/15;0/3,1/2;0/5,1/5;0/24,1/61;0/125,1/136;0/32,1/85;0/482,1/481
4920;87;264;2;2;0/4600.53,1/4052.36;0/46.71,1/57.47;0/4920,1/4920;0/4920,1/4920;0/0,1/2;0/3,1/0;0/0,1/3;0/13,1/13;0/3,1/2;0/5,1/5;0/24,1/63;0/126,1/138;0/32,1/87;0/488,1/487
4980;89;266;2;2;0/4660.53,1/4095.96;0/46.76,1/57.56;0/4980,1/4980;0/4980,1/4980;0/0,1/0;0/2,1/1;0/0,1/1;0/9,1/13;0/3,1/2;0/5,1/5;0/24,1/65;0/127,1/139;0/32,1/89;0/494,1/493
5040;90;270;2;2;0/4720.53,1/4142.49;0/46.93,1/57.69;0/5040,1/5040;0/5040,1/5040;0/1,1/0;0/2,1/0;0/1,1/0;0/14,1/14;0/3,1/2;0/5,1/5;0/24,1/66;0/129,1/141;0/32,1/90;0/500,1/499
5100;91;272;2;2;0/4770.58,1/4202.49;0/47.07,1/57.78;0/5100,1/5100;0/5100,1/5100;0/0,1/0;0/2,1/0;0/0,1/0;0/17,1/11;0/3,1/2;0/5,1/5;0/25,1/66;0/130,1/142;0/33,1/90;0/506,1/505
5160;91;274;2;2;0/4830.58,1/4262.49;0/47.07,1/57.87;0/5160,1/5160;0/5160,1/5160;0/1,1/0;0/2,1/0;0/1,1/0;0/11,1/10;0/3,1/2;0/5,1/5;0/25,1/66;0/130,1/144;0/33,1/90;0/512,1/511
5220;92;277;2;2;0/4880.62,1/4322.49;0/47.2,1/57.96;0/5220,1/5220;0/5220,1/5220;0/0,1/0;0/2,1/4;0/0,1/0;0/9,1/10;0/3,1/2;0/5,1/5;0/26,1/66;0/132,1/145;0/34,1/90;0/518,1/517
5280;92;281;2;2;0/4940.62,1/4382.49;0/47.29,1/58.13;0/5280,1/5280;0/5280,1/5280;0/0,1/0;0/2,1/0;0/1,1/0;0/7,1/9;0/3,1/2;0/5,1/5;0/26,1/66;0/133,1/148;0/34,1/90;0/524,1/523
5340;93;284;2;2;0/4990.67,1/4442.49;0/47.47,1/58.27;0/5340,1/5340;0/5340,1/5340;0/0,1/0;0/2,1/0;0/0,1/0;0/10,1/8;0/3,1/2;0/5,1/5;0/27,1/66;0/135,1/149;0/35,1/90;0/530,1/529
5400;93;289;2;2;0/5050.67,1/4502.49;0/47.64,1/58.44;0/5400,1/5400;0/5400,1/5400;0/0,1/0;0/2,1/1;0/0,1/0;0/14,1/7;0/3,1/2;0/5,1/5;0/27,1/66;0/137,1/152;0/35,1/90;0/536,1/535
5459.96;95;293;2;2;0/5100.67,1/4561.07;0/47.73,1/58.62;0/5459.96,1/5459.96;0/5459.96,1/5459.96;0/6,1/4;0/2,1/0;0/9,1/5;0/10,1/8;0/3,1/2;0/5,1/5;0/28,1/67;0/140,1/153;0/36,1/91;0/542,1/541
5519.96;100;296;2;2;0/5120.84,1/4594.62;0/47.82,1/59.96;0/5519.96,1/5519.96;0/5519.96,1/5519.96;0/3,1/2;0/2,1/3;0/5,1/3;0/10,1/16;0/3,1/2;0/5,1/5;0/31,1/69;0/141,1/155;0/40,1/93;0/548,1/546
5579.96;103;299;2;2;0/5160.93,1/4642.62;0/47.96,1/61.11;0/5579.96,1/5579.96;0/5579.96,1/5579.96;0/1,1/0;0/2,1/0;0/3,1/2;0/15,1/12;0/3,1/2;0/5,1/5;0/33,1/70;0/142,1/157;0/42,1/94;0/554,1/552
5639.96;108;300;2;2;0/5191.07,1/4682.71;0/48,1/61.24;0/5639.96,1/5639.96;0/5639.96,1/5639.96;0/0,1/0;0/2,1/0;0/0,1/0;0/12,1/9;0/3,1/2;0/5,1/5;0/36,1/72;0/142,1/158;0/45,1/96;0/560,1/558
5699.96;108;304;2;2;0/5251.07,1/4742.71;0/48.13,1/61.38;0/5699.96,1/5699.96;0/5699.96,1/5699.96;0/0,1/1;0/2,1/0;0/0,1/1;0/13,1/13;0/3,1/2;0/5,1/5;0/36,1/72;0/145,1/159;0/45,1/96;0/566,1/564
5759.96;109;307;2;2;0/5311.07,1/4792.76;0/48.22,1/62.67;0/5759.96,1/5759.96;0/5759.96,1/5759.96;0/0,1/0;0/2,1/0;0/0,1/0;0/12,1/10;0/3,1/2;0/5,1/5;0/36,1/73;0/146,1/161;0/45,1/97;0/572,1/570
