#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;39;100;0;0;0;0;0;0.44
60;19;100;59.96;48.69;60;60;0.45;0.43
119.96;19;100;119.91;73.75;119.96;113.39;0.46;0.5
179.96;19;100;179.91;84.28;179.96;179.96;0.34;0.55
239.96;19;100;239.91;59.21;239.96;189.07;0.39;0.6
299.96;19;100;0;88.28;0;254.38;0;0.58
360;19;100;0;80.45;0;280.67;0;0.57
420;19;100;0;86.76;0;315.69;0;0.6
480;19;100;0;111.51;0;306.76;0;0.62
540;19;100;0;109.45;0;348.72;0;0.67
600;18;100;39.07;104.16;600;357.36;0.55;0.56
659.96;18;100;0;92.24;0;522.66;0;0.57
719.96;18;100;0;97.04;0;507.61;0;0.5
779.96;18;100;0;121.04;0;464.64;0;0.51
839.96;18;100;0;139.28;0;478.63;0;0.59
899.96;18;100;0;119.93;0;557.94;0;0.51
959.96;18;100;0;134.82;0;527.14;0;0.48
1019.96;18;100;0;64.52;0;708.22;0;0.46
1079.96;18;100;0;89.46;0;664.51;0;0.49
1139.96;18;100;0;93.52;0;630.56;0;0.62
1199.96;18;100;0;80.04;0;453.33;0;0.7
1259.96;3;100;59.91;56.47;1259.96;368.57;0.54;0.64
1319.96;3;100;119.91;48.73;1319.96;621.07;0.53;0.44
1379.96;3;100;179.91;65.05;1379.96;523.53;0.81;0.5
1439.96;3;100;0;65.45;0;697.52;0;0.47
1499.96;2;100;55.38;92.05;1499.96;605.71;0.52;0.55
1559.96;2;100;0;71.81;0;678.86;0;0.63
1619.96;2;100;0;65.86;0;695.84;0;0.73
1679.96;2;100;0;69.91;0;565.38;0;0.73
1739.96;2;100;0;69.78;0;698.71;0;0.66
1799.96;1;100;0;72.16;0;639.15;0;0.55
1859.96;1;100;0;43.28;0;841.61;0;0.46
