Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;23;0;8;26.4218885221569;55.447604737242;20.0583333333332;40.1611111111111;2.875;372.361702631274;600
InputStation1;23.50;0.50;17;0;7;21.5475396825397;14.2088296149324;20.0727777777779;30.0944444444445;2.42857142857143;431.832640828835;600
InputStation2;33.50;0.50;18;0;5;32.3076479083841;168.756617888315;20.2694444444442;50.2061111111111;3.6;429.070685311578;600
InputStation3;43.50;0.50;14;0;4;30.1822222222222;0.00871172839507199;30.1194444444444;30.3194444444445;3.5;461.518874503046;600
InputStation4;53.50;0.50;15;0;6;23.4775757618703;27.5138547212947;20.0465656823327;30.3805555555556;2.5;455.184523566578;600
InputStation5;63.50;0.50;23;0;8;26.4405438316289;56.3434166328172;20.0888888888888;40.2583333333334;2.875;375.401818284886;600
OutputStation0;81.50;11.50;53;30;5;98.4426868635334;1425.41587133091;52.8613130797788;141.844444444444;10.6;78.5305699413958;600
OutputStation1;81.50;17.50;55;40;4;127.189417400131;1692.85241436074;83.2177777777777;171.223989873223;13.75;57.8045747673366;600
OutputStation2;81.50;23.50;54;30;3;141.259446842085;923.169524533589;110.876298693936;171.643708498984;18;69.3375323681459;600
OutputStation3;81.50;29.50;46;20;4;96.6080790034087;1240.7639867115;50.2222222222223;132.017777777777;11.5;150.016659473746;600
OutputStation4;81.50;35.50;38;16;2;166.559772714389;4161.21224971682;120.94611111111;212.173434317668;19;225.091443119235;600
OutputStation5;81.50;41.50;42;25;3;112.013891286529;3986.38165448246;70.8637950974759;184.707878762112;14;186.159971228315;600
OutputStation6;0.50;14.50;22;12;1;100.513888888889;0;100.513888888889;100.513888888889;22;382.98868692022;600
OutputStation7;0.50;20.50;18;8;1;111.504076471715;0;111.504076471715;111.504076471715;18;421.769271247462;600
OutputStation8;0.50;26.50;10;0;1;50.182683986365;0;50.182683986365;50.182683986365;10;500.603795097476;600
OutputStation9;0.50;32.50;0;0;0;0;0;0;0;0;600;600
OutputStation10;0.50;38.50;0;0;0;0;0;0;0;0;600;600
OutputStation11;0.50;44.50;0;0;0;0;0;0;0;0;600;600
