decision,time,pendingOrders,stationsWithCap,podsInModel,dispatched,children,fastPath,units,decisionSec
0,0,100,2,87,2,0,12,22,0.0795116
1,52.2222222222221,100,1,84,0,0,1,1,0.0009695
2,55.4666666666665,100,1,84,0,0,1,1,0.0020001
3,62.3111111111109,100,1,85,0,0,1,1,0.0009957
4,75.5111111111127,100,1,86,0,0,1,2,0.0009998
5,82.3555555555582,100,1,86,1,0,1,1,0.0019942
6,95.5555555555603,94,1,87,1,0,1,3,0.001998
7,112.400000000007,100,1,87,0,0,1,2,0
8,115.600000000008,95,1,87,0,0,1,1,0
9,122.444444444453,100,1,87,0,0,1,3,0.0009998
10,125.644444444454,96,1,87,0,0,1,2,0.0009995
11,142.488888888901,100,1,87,0,0,1,1,0.0009976
12,145.688888888901,97,1,87,0,0,1,5,0
13,152.533333333347,100,1,87,0,0,1,2,0
14,155.733333333347,98,1,87,0,0,1,1,0
15,162.577777777793,100,1,86,0,0,1,1,0.0010006
16,172.622222222239,100,1,87,0,0,1,1,0.0010302
17,175.777777777795,100,1,88,0,0,1,2,0.0009968
18,192.666666666687,100,1,87,1,0,1,1,0.0019704
19,222.711111111136,100,1,89,0,0,1,2,0.0010059
20,232.755555555582,100,1,90,0,0,1,1,0
21,245.82222222225,99,1,90,0,0,1,1,0.0020006
22,252.800000000029,100,1,90,0,0,1,1,0.0009914
23,255.866666666696,99,1,89,0,0,1,1,0.0009945
24,262.888888888915,100,1,90,0,0,1,1,0.0010005
25,272.977777777799,100,1,89,0,0,1,1,0
26,276.00000000002,99,1,90,0,0,1,2,0.0010303
27,283.066666666683,100,1,90,0,0,1,1,0
28,286.088888888904,100,1,90,1,0,1,2,0.002
29,296.177777777788,100,1,90,0,0,1,1,0.0009998
30,303.200000000007,100,1,89,0,0,1,2,0.0009849
31,313.288888888891,100,1,89,1,0,1,2,0.0009958
32,316.311111111112,100,1,89,0,0,1,1,0
33,323.377777777775,100,1,89,0,0,1,1,0.0010008
34,326.399999999996,100,1,89,0,0,1,1,0.0009992
35,333.466666666659,100,1,89,0,0,1,2,0.0010003
36,336.48888888888,100,1,89,0,0,1,2,0
37,343.555555555543,100,1,90,0,0,1,2,0.0010007
38,353.644444444427,100,1,90,0,0,1,3,0.0009988
39,356.622222222203,100,1,90,0,0,1,1,0.0009991
40,373.777777777751,100,1,91,0,0,1,1,0.0010165
41,376.755555555527,100,1,90,0,0,1,1,0
42,386.844444444411,100,1,90,0,0,1,1,0.0010005
43,396.933333333295,100,1,90,1,0,1,1,0.003034
44,403.955555555514,100,1,89,0,0,1,1,0.0010005
45,407.022222222179,100,1,91,0,0,1,1,0.0010009
46,414.044444444398,100,1,90,0,0,1,1,0.0009991
47,424.133333333282,100,1,90,1,0,1,3,0.0030006
48,427.155555555503,100,1,90,0,0,1,2,0.001004
49,437.244444444387,100,1,91,0,0,1,2,0
50,444.266666666605,100,1,91,0,0,1,2,0
51,447.333333333271,100,1,91,0,0,1,1,0.0010316
52,457.422222222155,100,1,91,0,0,1,1,0
53,464.399999999929,100,1,91,0,0,1,2,0
54,477.555555555478,100,1,91,0,0,1,1,0
55,484.533333333253,100,1,92,0,0,1,4,0.0009954
56,487.644444444362,100,1,91,1,0,1,2,0.0010044
57,494.622222222137,99,1,91,0,0,1,2,0.0009994
58,504.711111111021,99,1,91,0,0,1,1,0
59,507.777777777686,100,1,91,0,0,1,2,0.0010006
60,517.822222222133,100,1,91,0,0,1,2,0.0010004
61,527.866666666585,100,1,92,0,0,1,1,0.0010004
62,534.799999999924,100,1,91,0,0,1,2,0
63,537.911111111038,100,1,92,0,0,1,4,0.001003
64,547.95555555549,100,1,92,1,0,1,2,0.0020002
65,554.844444444385,100,1,90,1,0,1,1,0.0010002
66,574.888888888845,100,1,91,0,0,1,2,0
67,587.999999999967,100,1,91,0,0,1,1,0.0010001
68,608.044444444427,100,1,91,0,0,1,5,0.0010316
69,614.933333333321,100,1,92,0,0,1,2,0
70,628.088888888887,100,1,92,0,0,1,1,0
71,634.977777777782,100,1,92,0,0,1,1,0.0009988
72,638.13333333334,100,1,93,1,0,1,4,0.0019993
73,645.022222222234,100,1,92,1,0,1,2,0.0019998
74,658.1777777778,99,1,92,0,0,1,1,0.0009693
75,665.066666666695,100,1,92,0,0,1,4,0.0010305
76,678.222222222261,99,1,91,0,0,1,2,0.0010003
77,688.266666666713,99,1,92,0,0,1,3,0.0009794
78,695.111111111163,100,1,92,0,0,1,1,0.0009945
79,705.155555555615,100,1,92,0,0,1,1,0
80,725.200000000076,100,1,91,0,0,1,1,0.0020297
81,735.244444444528,100,1,91,1,0,1,1,0.0019985
82,738.311111111197,100,1,90,0,0,1,2,0
83,745.288888888981,100,1,90,0,0,1,1,0.001002
84,748.35555555565,100,1,91,0,0,1,2,0.0010008
85,765.333333333441,100,1,91,0,0,1,2,0.0010007
86,795.377777777909,100,1,92,1,0,1,2,0.0020315
87,798.400000000134,100,1,89,1,0,1,3,0.0020019
88,805.422222222362,100,1,90,0,0,1,2,0
89,808.444444444586,100,1,89,0,0,1,2,0
90,815.466666666814,100,1,90,0,0,1,5,0
91,818.488888889039,100,1,90,0,0,1,2,0
92,825.511111111267,100,1,91,0,0,1,2,0.0009999
93,835.555555555719,100,1,91,0,0,1,1,0.0009979
94,848.533333333507,100,1,92,0,0,1,2,0.0010136
95,855.60000000018,100,1,92,0,0,1,1,0.0010023
96,868.577777777968,100,1,92,1,0,1,1,0.0029766
97,888.622222222428,100,1,92,0,0,1,2,0.0009717
98,905.644444444664,98,1,90,1,0,1,3,0.0030008
99,918.666666666896,100,1,92,0,0,1,1,0.000998
100,925.688888889124,99,1,92,0,0,1,2,0.0009999
101,938.711111111357,100,1,92,0,0,1,5,0.0010002
102,945.733333333585,99,1,91,0,0,1,2,0.0020014
103,958.755555555817,100,1,91,0,0,1,2,0.0009981
104,965.777777778045,100,1,91,0,0,1,2,0.001
105,975.822222222497,100,1,91,0,0,1,2,0.0010046
106,978.800000000278,100,1,91,0,0,1,2,0.0010004
107,985.86666666695,100,1,91,0,0,1,2,0.0019978
108,1018.84444444475,100,1,91,0,0,1,2,0.0010007
109,1025.91111111143,100,1,91,1,0,1,1,0.0029957
110,1038.88888888921,100,1,91,1,0,1,1,0.0039996
111,1048.93333333367,100,1,91,0,0,1,2,0.0020011
112,1055.95555555589,100,1,91,0,0,1,1,0.0019994
113,1066.00000000035,100,1,91,0,0,1,2,0.0010006
114,1068.97777777813,100,1,91,0,0,1,2,0.0010007
115,1086.04444444481,100,1,91,0,0,1,1,0.0009973
116,1089.02222222259,100,1,91,0,0,1,1,0.0009999
117,1106.08888888927,100,1,91,1,0,1,2,0.0050012
118,1109.06666666705,100,1,90,0,0,1,1,0.0029981
119,1116.13333333372,100,1,90,0,0,1,3,0.0009958
120,1126.17777777817,100,1,90,0,0,1,1,0.0019998
121,1129.11111111151,100,1,92,0,0,1,1,0.0029998
122,1136.22222222263,100,1,92,0,0,1,2,0.0020002
