#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;48.53;0.19;PP/0,TA/0,IS/0.01,PS/0,RB/0.01,OB/0.09,RP/0
60;52.1;0.44;PP/0.07,TA/0.03,IS/0.01,PS/0.01,RB/0.01,OB/0.09,RP/0
119.96;51.35;0.49;PP/0.07,TA/0.04,IS/0.01,PS/0.01,RB/0.01,OB/0.09,RP/0
179.96;51.41;0.53;PP/0.07,TA/0.04,IS/0.01,PS/0.01,RB/0.01,OB/0.1,RP/0
239.96;51.61;0.57;PP/0.08,TA/0.04,IS/0.01,PS/0.02,RB/0.01,OB/0.1,RP/0
299.96;51.81;0.6;PP/0.08,TA/0.04,IS/0.01,PS/0.02,RB/0.01,OB/0.11,RP/0
360;51.86;0.64;PP/0.08,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.12,RP/0
420;51.95;0.68;PP/0.09,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.13,RP/0
480;52.37;0.71;PP/0.09,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.13,RP/0
540;52.38;0.74;PP/0.09,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.14,RP/0
600;52.39;0.77;PP/0.09,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.15,RP/0
659.96;52.5;0.81;PP/0.09,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.15,RP/0
719.96;52.52;0.83;PP/0.09,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.16,RP/0
779.96;51.82;0.86;PP/0.09,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.16,RP/0
839.96;51.99;0.9;PP/0.09,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/0.17,RP/0
899.96;52.14;0.93;PP/0.09,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/0.18,RP/0
959.96;52.24;0.98;PP/0.09,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/0.18,RP/0
1019.96;52.27;1.01;PP/0.09,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/0.19,RP/0
1079.96;52.32;1.07;PP/0.1,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/0.2,RP/0
1139.96;52.41;1.13;PP/0.1,TA/0.07,IS/0.01,PS/0.03,RB/0.01,OB/0.22,RP/0
1199.96;52.11;1.17;PP/0.1,TA/0.07,IS/0.01,PS/0.03,RB/0.01,OB/0.24,RP/0
1259.96;52.45;1.22;PP/0.11,TA/0.07,IS/0.01,PS/0.03,RB/0.01,OB/0.24,RP/0
1319.96;52.45;1.27;PP/0.12,TA/0.07,IS/0.01,PS/0.04,RB/0.01,OB/0.25,RP/0
1379.96;52.75;1.3;PP/0.12,TA/0.08,IS/0.01,PS/0.04,RB/0.01,OB/0.26,RP/0
1439.96;52.87;1.34;PP/0.13,TA/0.08,IS/0.01,PS/0.04,RB/0.01,OB/0.26,RP/0
1499.96;52.87;1.36;PP/0.13,TA/0.08,IS/0.01,PS/0.04,RB/0.01,OB/0.27,RP/0
1559.96;52.88;1.39;PP/0.13,TA/0.08,IS/0.01,PS/0.04,RB/0.01,OB/0.27,RP/0
1619.96;52.89;1.42;PP/0.13,TA/0.08,IS/0.01,PS/0.04,RB/0.01,OB/0.28,RP/0
1679.96;52.57;1.46;PP/0.13,TA/0.08,IS/0.01,PS/0.04,RB/0.01,OB/0.29,RP/0
1739.96;52.75;1.49;PP/0.14,TA/0.08,IS/0.01,PS/0.04,RB/0.01,OB/0.29,RP/0
1799.96;52.89;1.52;PP/0.14,TA/0.08,IS/0.01,PS/0.04,RB/0.01,OB/0.3,RP/0
1859.96;52.78;1.56;PP/0.14,TA/0.08,IS/0.01,PS/0.04,RB/0.01,OB/0.31,RP/0
1919.96;52.98;1.6;PP/0.14,TA/0.09,IS/0.01,PS/0.04,RB/0.01,OB/0.33,RP/0
1979.96;53.11;1.64;PP/0.15,TA/0.09,IS/0.01,PS/0.05,RB/0.01,OB/0.33,RP/0
2039.96;53.38;1.67;PP/0.15,TA/0.09,IS/0.01,PS/0.05,RB/0.01,OB/0.34,RP/0
2099.96;53.52;1.72;PP/0.15,TA/0.09,IS/0.01,PS/0.05,RB/0.01,OB/0.35,RP/0
2159.96;53.71;1.75;PP/0.15,TA/0.09,IS/0.01,PS/0.05,RB/0.01,OB/0.36,RP/0
2219.96;53.88;1.8;PP/0.16,TA/0.09,IS/0.01,PS/0.05,RB/0.01,OB/0.37,RP/0
2279.96;53.55;1.86;PP/0.17,TA/0.1,IS/0.01,PS/0.05,RB/0.01,OB/0.39,RP/0
2340;54.02;1.9;PP/0.18,TA/0.1,IS/0.01,PS/0.05,RB/0.01,OB/0.39,RP/0
2400;54.12;1.94;PP/0.18,TA/0.1,IS/0.01,PS/0.06,RB/0.01,OB/0.4,RP/0
2460;54.18;1.98;PP/0.18,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.41,RP/0
2520;53.79;2.02;PP/0.19,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.42,RP/0
2580;53.93;2.06;PP/0.19,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.42,RP/0
2640;54.18;2.1;PP/0.2,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.43,RP/0
2700;54.32;2.13;PP/0.2,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.44,RP/0
2760;54.32;2.17;PP/0.2,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.45,RP/0
2820;54.36;2.22;PP/0.2,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.46,RP/0
2880;54.41;2.26;PP/0.2,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.46,RP/0
2940;54.02;2.31;PP/0.2,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.48,RP/0
3000;54.18;2.37;PP/0.21,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.49,RP/0
3060;54.21;2.43;PP/0.21,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.51,RP/0
3120;54.2;2.48;PP/0.21,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.52,RP/0
3180;54.2;2.51;PP/0.21,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.53,RP/0
3240;54.33;2.53;PP/0.21,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.53,RP/0
3300;54.41;2.57;PP/0.21,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.54,RP/0
3360;54.7;2.61;PP/0.21,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.55,RP/0
3420;55;2.66;PP/0.23,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.56,RP/0
3480;55.19;2.7;PP/0.23,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.57,RP/0
3540;55.34;2.73;PP/0.23,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.57,RP/0
3600;55.49;2.77;PP/0.24,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.58,RP/0
3660;55.56;2.81;PP/0.24,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.59,RP/0
3720;54.78;2.84;PP/0.24,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.6,RP/0
3780;55.09;2.88;PP/0.25,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.61,RP/0
3840;55.53;2.92;PP/0.26,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.62,RP/0
3900;55.31;2.96;PP/0.26,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.62,RP/0
3960;55.58;3;PP/0.27,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.64,RP/0
4020;55.83;3.05;PP/0.27,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.65,RP/0
4080;55.94;3.08;PP/0.27,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.66,RP/0
4140;55.96;3.11;PP/0.27,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.67,RP/0
4200;55.39;3.15;PP/0.27,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.68,RP/0
4260;55.48;3.18;PP/0.27,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.69,RP/0
4320;55.22;3.22;PP/0.28,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.7,RP/0
4380;55.34;3.29;PP/0.3,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.71,RP/0
