#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;6;12;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/9,1/15,2/14,3/14,4/12,5/12,6/16,7/19,8/11,9/14,10/16,11/11;0/0,1/0,2/0,3/0,4/0,5/0;0/9,1/15,2/14,3/14,4/12,5/12,6/16,7/19,8/11,9/14,10/16,11/11;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0
59.98;0;0;6;12;0/41.4,1/54.94,2/38.86,3/59.98,4/59.98,5/59.98;0/57.6,1/59.98,2/51.16,3/59.98,4/59.98,5/59.98,6/59.98,7/59.98,8/49.98,9/59.98,10/59.98,11/55.46;0/59.98,1/59.98,2/59.98,3/59.98,4/59.98,5/59.98;0/59.98,1/59.98,2/59.98,3/59.98,4/59.98,5/59.98,6/59.98,7/59.98,8/59.98,9/59.98,10/59.98,11/59.98;0/0,1/0,2/0,3/0,4/0,5/0;0/5,1/10,2/11,3/10,4/8,5/7,6/11,7/16,8/9,9/10,10/12,11/7;0/25,1/19,2/22,3/18,4/17,5/16;0/8,1/15,2/13,3/14,4/12,5/12,6/16,7/19,8/10,9/14,10/16,11/10;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/2,1/1,2/3,3/0,4/0,5/0;0/1,1/0,2/1,3/0,4/0,5/0,6/0,7/0,8/1,9/0,10/0,11/1
119.95;0;12;6;12;0/42.15,1/55.39,2/39.89,3/73.26,4/94.69,5/73.77;0/65.39,1/74.35,2/103.73,3/80.41,4/90.06,5/109.95,6/89.91,7/92.02,8/99.95,9/76.23,10/109.95,11/76.77;0/119.95,1/119.95,2/119.95,3/119.95,4/119.95,5/119.95;0/119.95,1/119.95,2/119.95,3/119.95,4/119.95,5/119.95,6/119.95,7/119.95,8/119.95,9/119.95,10/119.95,11/119.95;0/0,1/0,2/11,3/9,4/8,5/0;0/3,1/10,2/9,3/10,4/8,5/9,6/11,7/16,8/11,9/13,10/12,11/9;0/30,1/21,2/27,3/22,4/22,5/19;0/8,1/10,2/12,3/10,4/13,5/15,6/12,7/16,8/12,9/14,10/18,11/12;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/0,1/0,2/0,3/0,4/0,5/0;0/2,1/1,2/1,3/1,4/1,5/0,6/2,7/1,8/1,9/1,10/0,11/1;0/8,1/7,2/9,3/5,4/3,5/5;0/6,1/5,2/2,3/4,4/3,5/1,6/4,7/3,8/2,9/5,10/1,11/5
179.99;6;21;6;12;0/48.44,1/60.59,2/45.38,3/79.41,4/107.95,5/79.95;0/112.58,1/129.99,2/149.99,3/138.49,4/99.99,5/125.01,6/129.99,7/149.99,8/155.95,9/119.99,10/120.96,11/99.99;0/179.99,1/179.99,2/179.99,3/179.99,4/179.99,5/179.99;0/179.99,1/179.99,2/179.99,3/179.99,4/179.99,5/179.99,6/179.99,7/179.99,8/179.99,9/179.99,10/179.99,11/179.99;0/0,1/0,2/11,3/11,4/8,5/0;0/4,1/7,2/7,3/11,4/7,5/8,6/7,7/14,8/9,9/12,10/11,11/5;0/24,1/15,2/22,3/27,4/17,5/13;0/11,1/10,2/11,3/11,4/11,5/10,6/11,7/16,8/11,9/13,10/13,11/9;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/1,1/1,2/1,3/1,4/1,5/1;0/3,1/1,2/1,3/2,4/2,5/2,6/2,7/1,8/2,9/1,10/2,11/2;0/14,1/13,2/14,3/11,4/8,5/11;0/7,1/5,2/3,3/5,4/8,5/6,6/5,7/3,8/3,9/6,10/6,11/8
239.99;6;31;6;12;0/49.89,1/61.33,2/46.01,3/79.95,4/108.73,5/81.28;0/112.73,1/162.01,2/191.1,3/189.99,4/159.99,5/169.99,6/179.99,7/201.34,8/189.99,9/179.99,10/140.81,11/159.99;0/239.99,1/239.99,2/239.99,3/239.99,4/239.99,5/239.99;0/239.99,1/239.99,2/239.99,3/239.99,4/239.99,5/239.99,6/239.99,7/239.99,8/239.99,9/239.99,10/239.99,11/239.99;0/0,1/0,2/9,3/11,4/7,5/0;0/5,1/7,2/7,3/7,4/3,5/8,6/6,7/14,8/10,9/11,10/9,11/2;0/26,1/21,2/25,3/21,4/18,5/16;0/10,1/9,2/9,3/11,4/11,5/15,6/10,7/15,8/12,9/13,10/13,11/9;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/1,1/1,2/1,3/1,4/1,5/1;0/4,1/3,2/3,3/2,4/2,5/2,6/3,7/3,8/3,9/1,10/3,11/2;0/20,1/18,2/20,3/17,4/14,5/16;0/13,1/8,2/5,3/5,4/8,5/7,6/6,7/4,8/5,9/6,10/10,11/8
299.99;10;42;6;12;0/50.34,1/66.23,2/51.23,3/85.66,4/130.96,5/85.02;0/118.28,1/162.44,2/229.99,3/209.99,4/187.36,5/193.95,6/189.9,7/249.99,8/249.99,9/199.99,10/189.99,11/177.03;0/299.99,1/299.99,2/299.99,3/299.99,4/299.99,5/299.99;0/299.99,1/299.99,2/299.99,3/299.99,4/299.99,5/299.99,6/299.99,7/299.99,8/299.99,9/299.99,10/299.99,11/299.99;0/0,1/9,2/16,3/19,4/7,5/0;0/3,1/9,2/6,3/8,4/3,5/5,6/4,7/11,8/7,9/12,10/8,11/6;0/20,1/24,2/26,3/24,4/15,5/18;0/10,1/13,2/9,3/8,4/7,5/15,6/9,7/14,8/12,9/12,10/12,11/14;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/1,1/2,2/2,3/2,4/1,5/2;0/5,1/3,2/3,3/4,4/3,5/3,6/5,7/3,8/3,9/3,10/3,11/4;0/26,1/24,2/26,3/22,4/17,5/22;0/19,1/14,2/7,3/9,4/12,5/11,6/12,7/5,8/5,9/10,10/11,11/13
359.97;14;56;6;12;0/56.34,1/77.09,2/51.81,3/92.38,4/171.31,5/92.37;0/128.86,1/179.97,2/289.97,3/269.97,4/188.91,5/215.53,6/203.28,7/299.97,8/256.24,9/259.97,10/223.04,11/177.23;0/359.97,1/359.97,2/359.97,3/359.97,4/359.97,5/359.97;0/359.97,1/359.97,2/359.97,3/359.97,4/359.97,5/359.97,6/359.97,7/359.97,8/359.97,9/359.97,10/359.97,11/359.97;0/7,1/0,2/9,3/8,4/8,5/9;0/8,1/11,2/6,3/6,4/5,5/5,6/5,7/11,8/7,9/10,10/9,11/8;0/22,1/19,2/20,3/19,4/21,5/22;0/15,1/11,2/9,3/8,4/8,5/14,6/12,7/13,8/9,9/12,10/15,11/15;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/2,1/3,2/2,3/2,4/2,5/3;0/7,1/4,2/3,3/4,4/5,5/5,6/6,7/4,8/5,9/3,10/5,11/5;0/31,1/29,2/32,3/27,4/19,5/27;0/24,1/18,2/7,3/9,4/18,5/15,6/16,7/6,8/11,9/10,10/14,11/19
419.92;15;64;6;12;0/56.79,1/77.58,2/62.52,3/152.33,4/172.15,5/98.08;0/128.97,1/239.92,2/315.97,3/276.41,4/219.92,5/215.84,6/203.7,7/339.92,8/256.64,9/319.92,10/250.65,11/177.29;0/419.92,1/419.92,2/419.92,3/419.92,4/419.92,5/419.92;0/419.92,1/419.92,2/419.92,3/419.92,4/419.92,5/419.92,6/419.92,7/419.92,8/419.92,9/419.92,10/419.92,11/419.92;0/0,1/9,2/9,3/0,4/8,5/10;0/6,1/8,2/8,3/7,4/4,5/5,6/6,7/10,8/8,9/10,10/5,11/7;0/16,1/22,2/16,3/19,4/15,5/26;0/13,1/11,2/12,3/12,4/8,5/16,6/9,7/11,8/11,9/12,10/15,11/9;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/2,1/3,2/2,3/2,4/2,5/4;0/7,1/4,2/5,3/6,4/5,5/5,6/7,7/5,8/5,9/3,10/6,11/6;0/37,1/35,2/36,3/27,4/25,5/33;0/30,1/18,2/11,3/15,4/20,5/21,6/22,7/8,8/17,9/10,10/17,11/25
479.97;20;74;6;12;0/62.79,1/83.31,2/87.28,3/157.25,4/180.01,5/99.21;0/129.97,1/299.97,2/329.97,3/309.97,4/228.96,5/215.96,6/209.97,7/389.97,8/289.97,9/329.61,10/250.71,11/209.97;0/479.97,1/479.97,2/479.97,3/479.97,4/479.97,5/479.97;0/479.97,1/479.97,2/479.97,3/479.97,4/479.97,5/479.97,6/479.97,7/479.97,8/479.97,9/479.97,10/479.97,11/479.97;0/9,1/8,2/9,3/8,4/10,5/0;0/8,1/8,2/5,3/7,4/6,5/6,6/4,7/11,8/8,9/11,10/5,11/8;0/19,1/25,2/20,3/21,4/19,5/20;0/12,1/11,2/10,3/10,4/9,5/14,6/8,7/12,8/9,9/15,10/9,11/8;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/3,1/4,2/3,3/3,4/3,5/4;0/8,1/4,2/5,3/6,4/7,5/6,6/8,7/6,8/5,9/5,10/7,11/7;0/43,1/40,2/40,3/33,4/31,5/39;0/35,1/18,2/15,3/17,4/26,5/27,6/27,7/9,8/19,9/16,10/23,11/27
539.92;24;84;6;12;0/67.7,1/83.96,2/100.12,3/163.23,4/222.05,5/107.51;0/181.37,1/318.45,2/374.27,3/339.92,4/259.92,5/216.06,6/239.92,7/439.92,8/339.92,9/369.92,10/268.06,11/269.92;0/539.92,1/539.92,2/539.92,3/539.92,4/539.92,5/539.92;0/539.92,1/539.92,2/539.92,3/539.92,4/539.92,5/539.92,6/539.92,7/539.92,8/539.92,9/539.92,10/539.92,11/539.92;0/10,1/0,2/20,3/16,4/18,5/9;0/5,1/10,2/4,3/9,4/3,5/4,6/4,7/10,8/9,9/11,10/6,11/3;0/24,1/19,2/26,3/23,4/26,5/24;0/11,1/10,2/8,3/12,4/11,5/8,6/10,7/13,8/10,9/16,10/11,11/8;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/4,1/4,2/4,3/4,4/3,5/5;0/9,1/6,2/6,3/7,4/7,5/7,6/9,7/7,8/6,9/5,10/8,11/7;0/48,1/46,2/45,3/39,4/32,5/44;0/36,1/23,2/17,3/20,4/28,5/33,6/30,7/10,8/20,9/17,10/28,11/27
599.94;27;91;6;12;0/74.84,1/90.77,2/100.52,3/163.83,4/224.74,5/112.54;0/197.94,1/369.94,2/399.94,3/399.94,4/271.13,5/249.94,6/282.71,7/499.94,8/399.94,9/389.94,10/279.94,11/311.31;0/599.94,1/599.94,2/599.94,3/599.94,4/599.94,5/599.94;0/599.94,1/599.94,2/599.94,3/599.94,4/599.94,5/599.94,6/599.94,7/599.94,8/599.94,9/599.94,10/599.94,11/599.94;0/0,1/9,2/11,3/8,4/18,5/8;0/4,1/9,2/4,3/7,4/5,5/3,6/5,7/8,8/5,9/11,10/5,11/4;0/19,1/22,2/20,3/18,4/20,5/26;0/10,1/10,2/10,3/12,4/12,5/10,6/12,7/13,8/10,9/12,10/11,11/9;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/4,1/5,2/4,3/4,4/4,5/6;0/11,1/6,2/6,3/7,4/8,5/7,6/10,7/7,8/6,9/6,10/8,11/9;0/53,1/52,2/51,3/44,4/38,5/50;0/41,1/23,2/20,3/20,4/33,5/35,6/32,7/10,8/20,9/21,10/32,11/29
659.99;28;106;6;12;0/81.56,1/93.73,2/153.74,3/204.01,4/262.56,5/113.68;0/209.99,1/420.5,2/417.51,3/409.32,4/271.4,5/282.18,6/282.83,7/522.09,8/429.99,9/439.99,10/307.03,11/311.64;0/659.99,1/659.99,2/659.99,3/659.99,4/659.99,5/659.99;0/659.99,1/659.99,2/659.99,3/659.99,4/659.99,5/659.99,6/659.99,7/659.99,8/659.99,9/659.99,10/659.99,11/659.99;0/11,1/8,2/18,3/16,4/16,5/0;0/3,1/8,2/3,3/8,4/4,5/3,6/5,7/9,8/5,9/12,10/5,11/5;0/24,1/25,2/27,3/24,4/26,5/20;0/8,1/9,2/12,3/11,4/12,5/10,6/9,7/12,8/13,9/13,10/13,11/10;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/5,1/5,2/4,3/4,4/4,5/6;0/11,1/7,2/7,3/9,4/9,5/9,6/11,7/9,8/7,9/7,10/10,11/10;0/59,1/57,2/51,3/46,4/40,5/56;0/45,1/24,2/25,3/26,4/39,5/38,6/38,7/14,8/23,9/22,10/36,11/35
