#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;48.52;0.19;PP/0,TA/0,IS/0.01,PS/0,RB/0.01,OB/0.09,RP/0
60;52.1;0.49;PP/0.09,TA/0.03,IS/0.01,PS/0.01,RB/0.01,OB/0.1,RP/0
119.96;51.52;0.55;PP/0.09,TA/0.04,IS/0.01,PS/0.01,RB/0.01,OB/0.11,RP/0
179.96;51.59;0.6;PP/0.09,TA/0.04,IS/0.01,PS/0.02,RB/0.01,OB/0.12,RP/0
239.96;51.79;0.64;PP/0.1,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.12,RP/0
299.96;51.99;0.69;PP/0.1,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.14,RP/0
360;52.12;0.74;PP/0.1,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.15,RP/0
420;52.13;0.79;PP/0.1,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.17,RP/0
480;52.55;0.83;PP/0.1,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.18,RP/0
540;52.55;0.86;PP/0.11,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.19,RP/0
600;52.56;0.89;PP/0.11,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.19,RP/0
659.96;52.66;0.93;PP/0.11,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/0.2,RP/0
719.96;52.71;0.97;PP/0.11,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/0.21,RP/0
779.96;51.91;1.01;PP/0.11,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/0.22,RP/0
839.96;51.97;1.07;PP/0.12,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/0.24,RP/0
899.96;52.2;1.12;PP/0.12,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/0.25,RP/0
959.96;52.34;1.17;PP/0.12,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/0.26,RP/0
1019.96;52.46;1.2;PP/0.12,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/0.27,RP/0
1079.96;52.55;1.23;PP/0.12,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/0.28,RP/0
1139.96;52.61;1.26;PP/0.12,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/0.28,RP/0
1199.96;52.78;1.3;PP/0.12,TA/0.07,IS/0.01,PS/0.03,RB/0.01,OB/0.3,RP/0
1259.96;53.08;1.35;PP/0.14,TA/0.07,IS/0.01,PS/0.03,RB/0.01,OB/0.3,RP/0
