parent,units,children,firstChildDone,lastChildDone,consolidated,consolidationWait,placed,submitted
128,3,2,2048.44444444557,2061.15555555663,2061.15555555663,12.7111111110562,175.777777777795,1948.22222222327
64,3,2,2232.35555555589,2269.95555555572,2269.95555555572,37.5999999998376,0,2151.77777777846
106,3,2,2421.02222222174,2463.82222222155,2463.82222222155,42.7999999998151,0,2332.97777777767
278,3,2,2534.22222222125,2561.99999999891,2561.99999999891,27.7777777776578,1610.04444444522,2441.19999999943
26,4,2,2614.75555555424,2642.48888888745,2642.48888888745,27.7333333332135,0,2534.22222222125
387,2,2,2977.11111110823,2994.71111110815,2994.71111110815,17.599999999924,2582.13333333215,2886.44444444195
218,3,2,3115.55555555207,3118.08888888539,3118.08888888539,2.53333333332239,985.86666666695,3045.11111110793
222,2,2,3168.44444444073,3276.48888888471,3276.48888888471,108.044444443978,1048.93333333367,3087.8666666633
359,3,2,3269.06666666252,3306.7111111068,3306.7111111068,37.6444444442818,2332.97777777767,3155.77777777412
348,5,2,3309.33333332901,3326.84444444005,3326.84444444005,17.5111111110355,2249.82222222248,3185.95555555177
377,3,2,3336.93333332889,3349.64444443995,3349.64444443995,12.7111111110562,2491.51111111032,3258.97777777367
246,3,2,3357.11111110658,3455.64444443949,3455.64444443949,98.5333333329077,1249.42222222272,3326.84444444005
32,3,2,3508.13333332815,3516.08888888367,3516.08888888367,7.95555555552119,0,3407.42222221748
162,3,2,3526.17777777252,3568.53333332789,3568.53333332789,42.3555555553726,447.333333333271,3455.64444443949
421,5,2,3628.93333332763,3646.93333332755,3646.93333332755,17.9999999999222,2994.71111110815,3508.13333332815
424,2,2,3639.02222221648,3667.11111110524,3667.11111110524,28.0888888887675,3014.88888888584,3568.53333332789
437,3,2,3677.19999999409,3689.37777777182,3689.37777777182,12.1777777777252,3087.8666666633,3578.62222221674
628,2,2,5534.93333333412,5622.97777777909,5622.97777777909,88.0444444449649,5043.86666666455,5484.75555555605
592,4,2,5727.64444444637,5803.37777778015,5803.37777778015,75.733333333781,4563.06666666171,5703.15555555734
685,3,2,5773.33333333553,5817.86666666913,5817.86666666913,44.5333333335966,5643.02222222365,5703.15555555734
596,3,2,5837.95555555813,5893.55555555846,5893.55555555846,55.6000000003287,4621.02222221761,5763.28888889103
695,2,2,5888.08888889176,5923.60000000308,5923.60000000308,35.511111111321,5763.28888889103,5823.42222222471
565,4,2,5943.64444444765,5988.22222222569,5988.22222222569,44.5777777780413,4280.39999999337,5868.00000000276
725,4,2,6138.48888889324,6214.17777778258,6214.17777778258,75.6888888893363,6043.82222222602,6078.44444444844
720,2,2,6244.31111111609,6248.80000000501,6248.80000000501,4.48888888891543,5968.17777778113,6148.53333333775
677,5,2,6278.84444444963,6284.40000000522,6284.40000000522,5.5555555555884,5565.02222222319,6198.66666667138
71,5,2,6314.53333333873,6388.97777778361,6388.97777778361,74.4444444448845,0,6234.26666667159
723,2,2,6459.20000000625,6474.71111111745,6474.71111111745,15.5111111112028,5988.22222222569,6354.57777778341
622,5,2,6745.1555555635,6750.08888889686,6750.08888889686,4.9333333333625,4943.73333333063,6639.60000000732
751,3,2,6765.20000000806,6780.13333334148,6780.13333334148,14.9333333334216,6284.40000000522,6730.0444444523
194,3,2,6820.17777778616,6855.37777778637,6855.37777778637,35.2000000002081,745.288888888981,6730.0444444523
800,3,2,6910.31111112003,6935.55555556462,6935.55555556462,25.2444444445937,6780.13333334148,6840.22222223073
722,2,2,6885.42222223099,6950.4444444536,6950.4444444536,65.0222222226066,5988.22222222569,6780.13333334148
773,2,2,6980.35555556489,6990.53333334273,6990.53333334273,10.1777777778379,6539.3777777845,6910.31111112003
696,3,2,7000.40000000945,7000.57777778723,7000.57777778723,0.177777777778829,5763.28888889103,6910.31111112003
706,2,2,7010.62222223173,7080.62222223215,7080.62222223215,70.0000000004138,5823.42222222471,6980.35555556489
