decision,time,pendingOrders,stationsWithCap,podsInModel,dispatched,children,fastPath,units,decisionSec
0,0,100,2,87,2,0,12,22,0.0874832
1,52.2222222222221,100,1,84,0,0,1,1,0.0010008
2,55.4666666666665,100,1,84,0,0,1,1,0.002003
3,62.3111111111109,100,1,85,0,0,1,1,0.0009945
4,75.5111111111127,100,1,86,0,0,1,2,0.0009996
5,82.3555555555582,100,1,86,1,0,1,1,0.0040051
6,95.5555555555603,94,1,87,1,0,1,3,0.0030014
7,112.400000000007,100,1,87,0,0,1,2,0.0009979
8,115.600000000008,95,1,87,0,0,1,1,0.0020064
9,122.444444444453,100,1,87,0,0,1,3,0.0010014
10,125.644444444454,96,1,87,0,0,1,2,0.0010026
11,142.488888888901,100,1,87,0,0,1,1,0.0010009
12,145.688888888901,97,1,87,0,0,1,5,0.000999
13,152.533333333347,100,1,87,0,0,1,2,0.0019944
14,155.733333333347,98,1,87,0,0,1,1,0.0009971
15,162.577777777793,100,1,86,0,0,1,1,0.0010025
16,172.622222222239,100,1,87,0,0,1,1,0.0009992
17,175.777777777795,100,1,88,0,0,1,2,0.0009968
18,192.666666666687,100,1,87,1,0,1,1,0.0019991
19,222.711111111136,100,1,89,0,0,1,2,0.0010019
20,232.755555555582,100,1,90,0,0,1,1,0.0009963
21,245.82222222225,99,1,90,0,0,1,1,0.0020014
22,252.800000000029,100,1,90,0,0,1,1,0.0009968
23,255.866666666696,99,1,89,0,0,1,1,0.000998
24,262.888888888915,100,1,90,0,0,1,1,0.0009976
25,272.977777777799,100,1,89,0,0,1,1,0.0020208
26,276.00000000002,99,1,90,0,0,1,2,0.0010006
27,283.066666666683,100,1,90,0,0,1,1,0.001003
28,286.088888888904,100,1,90,1,0,1,2,0.0030013
29,296.177777777788,100,1,90,0,0,1,1,0.000999
30,303.200000000007,100,1,89,0,0,1,2,0.0020002
31,313.288888888891,100,1,89,1,0,1,2,0.0029982
32,316.311111111112,100,1,89,0,0,1,1,0.0010032
33,323.377777777775,100,1,89,0,0,1,1,0.0019979
34,326.399999999996,100,1,89,0,0,1,1,0.0010003
35,333.466666666659,100,1,89,0,0,1,2,0.0009764
36,336.48888888888,100,1,89,0,0,1,2,0.0010002
37,343.555555555543,100,1,90,0,0,1,2,0.0009974
38,353.644444444427,100,1,90,0,0,1,3,0.0009994
39,356.622222222203,100,1,90,0,0,1,1,0.0009983
40,373.777777777751,100,1,91,0,0,1,1,0.0020026
41,376.755555555527,100,1,90,0,0,1,1,0.0019981
42,386.844444444411,100,1,90,0,0,1,1,0.0020015
43,396.933333333295,100,1,90,1,0,1,1,0.0049982
44,403.955555555514,100,1,89,0,0,1,1,0.0009986
45,407.022222222179,100,1,91,0,0,1,1,0.0010005
46,414.044444444398,100,1,90,0,0,1,1,0.0009989
47,424.133333333282,100,1,90,1,0,1,3,0.0030044
48,427.155555555503,100,1,90,0,0,1,2,0.0009998
49,437.244444444387,100,1,91,0,0,1,2,0.0009992
50,444.266666666605,100,1,91,0,0,1,2,0
51,447.333333333271,100,1,91,0,0,1,1,0.0015028
52,457.422222222155,100,1,91,0,0,1,1,0.0010001
53,464.399999999929,100,1,91,0,0,1,2,0.0019958
54,477.555555555478,100,1,91,0,0,1,1,0.0009998
55,484.533333333253,100,1,92,0,0,1,4,0.0009992
56,487.644444444362,100,1,91,1,0,1,2,0.0020065
57,494.622222222137,99,1,91,0,0,1,2,0.0020011
58,504.711111111021,99,1,91,0,0,1,1,0.0009994
59,507.777777777686,100,1,91,0,0,1,2,0
60,517.822222222133,100,1,91,0,0,1,2,0
61,527.866666666585,100,1,92,0,0,1,1,0.0009986
62,534.799999999924,100,1,91,0,0,1,2,0
63,537.911111111038,100,1,92,0,0,1,4,0.0009984
64,547.95555555549,100,1,92,1,0,1,2,0.0019984
65,554.844444444385,100,1,90,1,0,1,1,0.0019992
66,574.888888888845,100,1,91,0,0,1,2,0.0009976
67,587.999999999967,100,1,91,0,0,1,1,0.0010005
68,608.044444444427,100,1,91,0,0,1,5,0.0010001
69,614.933333333321,100,1,92,0,0,1,2,0.0009988
70,628.088888888887,100,1,92,0,0,1,1,0.0010002
71,634.977777777782,100,1,92,0,0,1,1,0
72,638.13333333334,100,1,93,1,0,1,4,0.0030029
