kind,visit_id,leg_index,source_scope,bot_id,station_queue_wp_id,from_id,to_id,pod_id,station_id,loaded,orientation_bucket,from_x,from_y,to_x,to_y,abs_dx,abs_dy,euclid,manhattan,same_tier,from_storage,to_storage,from_queue,to_queue,from_degree,to_degree,path_found,path_hops,path_distance,path_turns,path_segments,eta_sec,actual_sec,wait_sec,turn_count,stop_go_count,queue_stop_go_count
bot_to_pod,31783374,1,actual_sim,9,24,183,200,67,1,0,0,12.5,7.5,15.5,8.5,3,1,3.1622776601683795,4,1,1,1,0,0,4,4,1,4,4,1,2,6.75,106.62222222230707,0.088888888888959627,4,0,0
bot_to_pod,53661838,1,actual_sim,13,24,140,235,0,1,0,4.7123889803846897,11.5,4.5,8.5,11.5,3,7,7.6157731058639087,10,1,1,1,0,0,4,4,1,10,10,1,2,11.541666666666666,62.177777777827259,0.22222222222239907,8,0,0
pod_to_station_queue,35329809,2,actual_sim,10,16,105,16,39,0,1,4.7123889803846897,18.5,1.5,1.5,3.5,17,2,17.11724276862369,19,1,1,0,0,1,4,1,1,21,21,2,3,20.203427124746192,31.900000000019872,7.1111111111167702,3,3,0
pod_to_station_queue,21749220,2,actual_sim,4,20,151,20,6,0,1,4.7123889803846897,8.5,5.5,1.5,5.5,7,0,7,7,1,1,0,0,1,4,1,1,17,17,4,5,21.625,23.113888888905194,0.22222222222239907,5,0,0
bot_to_pod,54427232,1,actual_sim,12,16,196,229,33,0,0,0,11.5,8.5,16.5,10.5,5,2,5.3851648071345037,7,1,1,1,0,0,4,4,1,7,7,1,2,8.9117604580795238,92.755555555629371,5.0666666666706988,8,0,0
bot_to_pod,3150961,1,actual_sim,2,16,140,219,59,0,0,3.1415926535897931,11.5,4.5,6.5,10.5,5,6,7.810249675906654,11,1,1,1,0,0,4,4,1,11,11,1,2,11.583333333333332,91.111111111183618,6.4888888888940528,7,0,0
pod_to_station_queue,60181840,2,actual_sim,11,24,179,24,10,1,1,3.1415926535897931,8.5,7.5,1.5,9.5,7,2,7.2801098892805181,9,1,1,0,0,1,4,1,1,11,11,2,3,14.161760458079524,19.897871569203744,0.22222222222239907,5,0,0
pod_to_station_queue,43960571,2,actual_sim,3,28,142,28,9,1,1,4.7123889803846897,13.5,4.5,1.5,11.5,12,7,13.892443989449804,19,1,1,0,0,1,4,1,1,21,21,3,4,21.703427124746192,19.733013647123016,0.17777777777791925,3,0,0
pod_to_station_queue,47542785,2,actual_sim,14,24,221,24,5,1,1,1.5707963267948966,8.5,10.5,1.5,9.5,7,1,7.0710678118654755,8,1,1,0,0,1,4,1,1,8,8,1,2,10.041666666666666,11.466346980447042,2.0888888888905512,2,0,0
bot_to_pod,60181840,1,actual_sim,11,24,139,179,10,1,0,4.7123889803846897,10.5,4.5,8.5,7.5,2,3,3.6055512754639891,5,1,1,1,0,0,4,4,1,5,5,1,2,8.2034271247461898,86.355555555624278,0.22222222222239907,5,0,0
pod_to_station_queue,5485596,2,actual_sim,5,24,240,24,7,1,1,0,13.5,11.5,1.5,9.5,12,2,12.165525060596439,14,1,1,0,0,1,4,1,1,16,16,2,3,16.245093791412856,16.355235869336866,0.3111111111113587,2,0,0
bot_to_pod,35329809,1,actual_sim,10,16,225,105,39,0,0,0,12.5,10.5,18.5,1.5,6,9,10.816653826391969,15,1,1,1,0,0,4,4,1,15,15,1,2,14.25,170.66666666680248,7.1111111111167702,5,0,0
pod_to_station_queue,61830130,2,actual_sim,6,16,158,16,65,0,1,0,15.5,5.5,1.5,3.5,14,2,14.142135623730951,16,1,1,0,0,1,4,1,1,16,16,2,3,17.495093791412856,16.888569202670624,0.13333333333343944,3,0,0
pod_to_station_queue,16750948,2,actual_sim,9,24,272,24,82,1,1,0,17.5,13.5,1.5,9.5,16,4,16.492422502470642,20,1,1,0,0,1,4,1,1,26,26,3,4,25.666666666666664,24.444124758232192,2.1333333333350311,4,0,0
pod_to_station_queue,19600264,2,actual_sim,12,20,229,20,13,0,1,4.7123889803846897,16.5,10.5,1.5,5.5,15,5,15.811388300841896,20,1,1,0,0,1,4,1,1,20,20,3,4,20.875,22.480555555564933,0.17777777777791925,3,0,0
pod_to_station_queue,27556864,2,actual_sim,1,24,181,24,49,1,1,4.7123889803846897,10.5,7.5,1.5,9.5,9,2,9.2195444572928871,11,1,1,0,0,1,4,1,1,11,11,2,3,13.536760458079524,30.533333333348082,13.111111111121545,4,2,0
pod_to_station_queue,16662877,2,actual_sim,8,20,149,20,25,0,1,1.5707963267948966,6.5,5.5,1.5,5.5,5,0,5,5,1,1,0,0,1,4,1,1,19,19,5,6,24.458333333333332,23.733013647120515,0.17777777777791925,3,0,0
bot_to_pod,43960571,1,actual_sim,3,24,196,142,9,1,0,4.7123889803846897,11.5,8.5,13.5,4.5,2,4,4.4721359549995796,6,1,1,1,0,0,4,4,1,6,6,1,2,8.2450937914128559,135.51111111121895,0.17777777777791925,6,0,0
pod_to_station_queue,7566645,2,actual_sim,2,20,176,20,31,0,1,3.1415926535897931,5.5,7.5,1.5,5.5,4,2,4.4721359549995796,6,1,1,0,0,1,4,1,1,6,6,2,3,9.5784271247461898,11.025000000006685,0.13333333333343944,2,0,0
bot_to_pod,21749220,1,actual_sim,4,16,195,151,6,0,0,4.7123889803846897,10.5,8.5,8.5,5.5,2,3,3.6055512754639891,5,1,1,1,0,0,4,4,1,5,5,1,2,7.5784271247461898,222.84444444462179,0.26666666666687888,6,0,0
bot_to_pod,52874399,1,actual_sim,10,16,149,179,33,0,0,4.7123889803846897,6.5,5.5,8.5,7.5,2,2,2.8284271247461903,4,1,1,1,0,0,4,4,1,4,4,1,2,7.5318542494923797,6.9777777777833307,0.088888888888959627,2,0,0
pod_to_station_queue,52874399,2,actual_sim,10,20,179,20,33,0,1,1.5707963267948966,8.5,7.5,1.5,5.5,7,2,7.2801098892805181,9,1,1,0,0,1,4,1,1,15,15,4,5,20.286760458079524,21.7805555555708,0.22222222222239907,5,0,0
bot_to_pod,47542785,1,actual_sim,14,24,137,221,5,1,0,1.5707963267948966,8.5,4.5,8.5,10.5,0,6,6,6,1,1,1,0,0,4,4,1,6,6,0,1,5.5,178.93333333347573,2.0888888888905512,4,0,0
bot_to_pod,61830130,1,actual_sim,6,16,192,158,65,0,0,1.5707963267948966,7.5,8.5,15.5,5.5,8,3,8.5440037453175304,11,1,1,1,0,0,4,4,1,11,11,1,2,11.583333333333334,151.15555555567585,0.13333333333343944,6,0,0
pod_to_station_queue,24949608,2,actual_sim,11,24,105,24,67,1,1,4.7123889803846897,18.5,1.5,1.5,9.5,17,8,18.788294228055936,25,1,1,0,0,1,4,1,1,27,27,2,3,24.208333333333336,24.347222222230357,0.13333333333343944,3,0,0
bot_to_pod,19600264,1,actual_sim,12,16,191,229,13,0,0,1.5707963267948966,6.5,8.5,16.5,10.5,10,2,10.198039027185569,12,1,1,1,0,0,4,4,1,12,12,1,2,11.620093791412858,170.80000000013592,0.17777777777791925,5,0,0
pod_to_station_queue,9743886,2,actual_sim,0,24,153,24,29,1,1,1.5707963267948966,10.5,5.5,1.5,9.5,9,4,9.8488578017961039,13,1,1,0,0,1,4,1,1,13,13,2,3,14.875000000000002,15.013888888894826,0.13333333333343944,3,0,0
bot_to_pod,5485596,1,actual_sim,5,24,196,240,7,1,0,3.1415926535897931,11.5,8.5,13.5,11.5,2,3,3.6055512754639891,5,1,1,1,0,0,4,4,1,5,5,1,2,7.5784271247461898,195.86666666682254,0.3111111111113587,4,0,0
bot_to_pod,16662877,1,actual_sim,8,16,139,149,25,0,0,4.7123889803846897,10.5,4.5,6.5,5.5,4,1,4.1231056256176606,5,1,1,1,0,0,4,4,1,5,5,1,2,8.0416666666666679,144.75555555567075,0.17777777777791925,4,0,0
bot_to_pod,16750948,1,actual_sim,9,24,225,272,82,1,0,4.7123889803846897,12.5,10.5,17.5,13.5,5,3,5.8309518948453007,8,1,1,1,0,0,4,4,1,8,8,1,2,10.208333333333332,209.28888888905544,2.1333333333350311,5,0,0
bot_to_pod,7566645,1,actual_sim,2,16,181,176,31,0,0,4.7123889803846897,10.5,7.5,5.5,7.5,5,0,5,5,1,1,1,0,0,4,4,1,5,5,0,1,5.458333333333333,140.35555555566725,0.17777777777791925,2,0,0
pod_to_station_queue,45052529,2,actual_sim,7,24,203,24,22,1,1,0,18.5,8.5,1.5,9.5,17,1,17.029386365926403,18,1,1,0,0,1,4,1,1,18,18,1,2,16.083333333333336,16.213888888891006,0.088888888888959627,2,0,0
pod_to_station_queue,2819581,2,actual_sim,3,24,268,24,55,1,1,1.5707963267948966,13.5,13.5,1.5,9.5,12,4,12.649110640673518,16,1,1,0,0,1,4,1,1,18,18,2,3,18.208333333333336,23.458333333343489,5.0222222222262189,3,0,0
pod_to_station_queue,1598569,2,actual_sim,6,16,184,16,18,0,1,4.7123889803846897,13.5,7.5,1.5,3.5,12,4,12.649110640673518,16,1,1,0,0,1,4,1,1,18,18,2,3,18.208333333333336,19.644124758228372,2.0888888888905512,3,0,0
pod_to_station_queue,44335814,2,actual_sim,14,28,144,28,32,1,1,0,15.5,4.5,1.5,11.5,14,7,15.652475842498529,21,1,1,0,0,1,4,1,1,23,23,3,4,23.661760458079527,32.800000000024511,2.2666666666684705,6,0,0
bot_to_pod,27556864,1,actual_sim,1,24,195,181,49,1,0,0,10.5,8.5,10.5,7.5,0,1,1,1,1,1,1,0,0,4,4,1,1,1,0,1,2.625,258.62222222242804,13.111111111121545,4,0,0
bot_to_pod,24949608,1,actual_sim,11,24,196,105,67,1,0,0,11.5,8.5,18.5,1.5,7,7,9.8994949366116654,14,1,1,1,0,0,4,4,1,14,14,1,2,12.958333333333332,169.86666666680185,0.13333333333343944,4,0,0
pod_to_station_queue,14007894,2,actual_sim,4,20,266,20,72,0,1,3.1415926535897931,11.5,13.5,1.5,5.5,10,8,12.806248474865697,18,1,1,0,0,1,4,1,1,24,24,5,6,28.583333333333336,23.861379634931154,0.17777777777791925,4,0,0
pod_to_station_queue,58962188,2,actual_sim,12,20,239,20,45,0,1,1.5707963267948966,12.5,11.5,1.5,5.5,11,6,12.529964086141668,17,1,1,0,0,1,4,1,1,23,23,5,6,27.120093791412859,33.910791424906392,9.9555555555634783,3,1,0
pod_to_station_queue,25167636,2,actual_sim,5,28,146,28,78,1,1,0,17.5,4.5,1.5,11.5,16,7,17.464249196572979,23,1,1,0,0,1,4,1,1,25,25,3,4,24.995093791412856,23.808982680317968,0.17777777777791925,4,0,0
pod_to_station_queue,15913018,2,actual_sim,8,16,147,16,64,0,1,0,18.5,4.5,1.5,3.5,17,1,17.029386365926403,18,1,1,0,0,1,4,1,1,18,18,1,2,16.083333333333336,16.213888888891006,0.088888888888959627,2,0,0
bot_to_pod,9743886,1,actual_sim,0,24,140,153,29,1,0,4.7123889803846897,11.5,4.5,10.5,5.5,1,1,1.4142135623730951,2,1,1,1,0,0,4,4,1,2,2,1,2,5.875,209.51111111127784,0.13333333333343944,3,0,0
bot_to_pod,1598569,1,actual_sim,6,16,225,184,18,0,0,0,12.5,10.5,13.5,7.5,1,3,3.1622776601683795,4,1,1,1,0,0,4,4,1,4,4,1,2,6.125,157.55555555568094,2.0888888888905512,6,0,0
bot_to_pod,45052529,1,actual_sim,7,24,183,203,22,1,0,0,12.5,7.5,18.5,8.5,6,1,6.0827625302982193,7,1,1,1,0,0,4,4,1,7,7,1,2,8.125,204.57777777794058,0.088888888888959627,3,0,0
pod_to_station_queue,64243102,2,actual_sim,13,16,182,16,53,0,1,4.7123889803846897,11.5,7.5,1.5,3.5,10,4,10.770329614269007,14,1,1,0,0,1,4,1,1,20,20,3,4,21.041666666666668,22.4441247582306,2.1333333333350311,3,0,0
bot_to_pod,2819581,1,actual_sim,3,24,196,268,55,1,0,0,11.5,8.5,13.5,13.5,2,5,5.3851648071345037,7,1,1,1,0,0,4,4,1,7,7,1,2,8.9117604580795238,230.088888889072,5.0222222222262189,3,0,0
pod_to_station_queue,29507743,2,actual_sim,2,20,190,20,24,0,1,4.7123889803846897,5.5,8.5,1.5,5.5,4,3,5,7,1,1,0,0,1,4,1,1,7,7,2,3,10.875,30.880555555575256,10.222222222230357,5,1,0
bot_to_pod,14007894,1,actual_sim,4,16,181,266,72,0,0,0,10.5,7.5,11.5,13.5,1,6,6.0827625302982193,7,1,1,1,0,0,4,4,1,7,7,1,2,8.75,190.48888888902047,0.17777777777791925,6,0,0
bot_to_pod,58962188,1,actual_sim,12,16,139,239,45,0,0,3.1415926535897931,10.5,4.5,12.5,11.5,2,7,7.2801098892805181,9,1,1,1,0,0,4,4,1,9,9,1,2,10.245093791412856,198.75555555564233,9.9555555555634783,4,0,0
pod_to_station_queue,55331235,2,actual_sim,10,16,182,16,29,0,1,4.7123889803846897,11.5,7.5,1.5,3.5,10,4,10.770329614269007,14,1,1,0,0,1,4,1,1,20,20,3,4,21.041666666666668,21.380555555503406,0.17777777777746451,4,0,0
pod_to_station_queue,36391162,2,actual_sim,11,24,151,24,23,1,1,3.1415926535897931,8.5,5.5,1.5,9.5,7,4,8.0622577482985491,11,1,1,0,0,1,4,1,1,13,13,2,3,15.500000000000002,14.888569202629242,0.13333333333275732,3,0,0
bot_to_pod,44335814,1,actual_sim,14,24,140,144,32,1,0,3.1415926535897931,11.5,4.5,15.5,4.5,4,0,4,4,1,1,1,0,0,4,4,1,4,4,0,1,5.416666666666667,278.48888888885404,2.2666666666684705,6,0,0
bot_to_pod,15913018,1,actual_sim,8,16,196,147,64,0,0,3.1415926535897931,11.5,8.5,18.5,4.5,7,4,8.0622577482985491,11,1,1,1,0,0,4,4,1,11,11,1,2,12.208333333333332,189.91111111087821,0.13333333333343944,3,0,0
pod_to_station_queue,26731201,2,actual_sim,1,24,150,24,38,1,1,3.1415926535897931,7.5,5.5,1.5,9.5,6,4,7.2111025509279782,10,1,1,0,0,1,4,1,1,14,14,3,4,17.661760458079524,17.244124758174621,0.17777777777700976,4,0,0
pod_to_station_queue,50226059,2,actual_sim,6,16,92,16,98,0,1,4.7123889803846897,5.5,1.5,1.5,3.5,4,2,4.4721359549995796,6,1,1,0,0,1,4,1,1,6,6,2,3,10.36028137423857,10.475649346938098,0.13333333333275732,3,0,0
bot_to_pod,25105132,1,actual_sim,12,16,150,178,70,0,0,4.7123889803846897,7.5,5.5,7.5,7.5,0,2,2,2,1,1,1,0,0,4,4,1,2,2,0,1,4.0784271247461898,4.1333333333154769,0.04444444444425244,1,0,0
bot_to_pod,25167636,1,actual_sim,5,24,140,146,78,1,0,4.7123889803846897,11.5,4.5,17.5,4.5,6,0,6,6,1,1,1,0,0,4,4,1,6,6,0,1,6.125,258.13333333302489,0.17777777777791925,4,0,0
pod_to_station_queue,49381354,2,actual_sim,4,20,230,20,3,0,1,1.5707963267948966,17.5,10.5,1.5,5.5,16,5,16.763054614240211,21,1,1,0,0,1,4,1,1,21,21,3,4,22.791666666666668,35.058591280947894,2.5333333333223891,6,0,0
pod_to_station_queue,56577386,2,actual_sim,0,28,119,28,92,1,1,0,18.5,2.5,1.5,11.5,17,9,19.235384061671343,26,1,1,0,0,1,4,1,1,26,26,3,4,25.661760458079527,23.05833333329474,0.13333333333275732,2,0,0
pod_to_station_queue,28655997,2,actual_sim,7,24,272,24,5,1,1,3.1415926535897931,17.5,13.5,1.5,9.5,16,4,16.492422502470642,20,1,1,0,0,1,4,1,1,26,26,3,4,25.666666666666664,32.036369058738728,4.3111111110924867,4,2,0
pod_to_station_queue,25105132,2,actual_sim,12,20,178,20,70,0,1,1.5707963267948966,7.5,7.5,1.5,5.5,6,2,6.324555320336759,8,1,1,0,0,1,4,1,1,18,18,5,6,25.036760458079524,33.406204902391892,4.3111111110924867,4,2,0
bot_to_pod,64243102,1,actual_sim,13,16,195,182,53,0,0,4.7123889803846897,10.5,8.5,11.5,7.5,1,1,1.4142135623730951,2,1,1,1,0,0,4,4,1,2,2,1,2,5.25,167.19999999949505,2.1333333333350311,4,0,0
bot_to_pod,5180964,1,actual_sim,8,16,92,107,42,0,0,0,5.5,1.5,6.5,2.5,1,1,1.4142135623730951,2,1,1,1,0,0,4,4,1,2,2,1,2,5.25,4.7555555555350111,0.08888888888850488,1,0,0
bot_to_pod,29507743,1,actual_sim,2,16,196,190,24,0,0,1.5707963267948966,11.5,8.5,5.5,8.5,6,0,6,6,1,1,1,0,0,4,4,1,6,6,0,1,6.125,184.79999999940651,10.266666666674837,5,0,0
pod_to_station_queue,51071544,2,actual_sim,3,24,149,24,39,1,1,3.1415926535897931,6.5,5.5,1.5,9.5,5,4,6.4031242374328485,9,1,1,0,0,1,4,1,1,15,15,3,4,18.333333333333336,18.48055555550809,0.17777777777700976,4,0,0
pod_to_station_queue,5180964,2,actual_sim,8,16,107,16,42,0,1,1.5707963267948966,6.5,2.5,1.5,3.5,5,1,5.0990195135927845,6,1,1,0,0,1,4,1,1,6,6,1,2,7.458333333333333,7.591666666657602,0.08888888888850488,1,0,0
bot_to_pod,55331235,1,actual_sim,10,16,196,182,29,0,0,3.1415926535897931,11.5,8.5,11.5,7.5,0,1,1,1,1,1,1,0,0,4,4,1,1,1,0,1,2.625,170.44444444373676,0.17777777777746451,4,0,0
bot_to_pod,36391162,1,actual_sim,11,24,225,151,23,1,0,4.7123889803846897,12.5,10.5,8.5,5.5,4,5,6.4031242374328485,9,1,1,1,0,0,4,4,1,9,9,1,2,10.25,166.57777777705815,0.13333333333275732,5,0,0
bot_to_pod,26731201,1,actual_sim,1,24,184,150,38,1,0,4.7123889803846897,13.5,7.5,7.5,5.5,6,2,6.324555320336759,8,1,1,1,0,0,4,4,1,8,8,1,2,9.5784271247461898,114.6666666661713,0.17777777777700976,6,0,0
bot_to_pod,50226059,1,actual_sim,6,16,225,92,98,0,0,1.5707963267948966,12.5,10.5,5.5,1.5,7,9,11.401754250991379,16,1,1,1,0,0,4,4,1,16,16,1,2,14.916666666666666,109.82222222174778,0.13333333333275732,4,0,0
bot_to_pod,7693179,1,actual_sim,5,24,272,188,35,1,0,1.5707963267948966,17.5,13.5,17.5,7.5,0,6,6,6,1,1,1,0,0,4,4,1,6,6,0,1,6.75,6.7999999999706233,0.04444444444425244,1,0,0
bot_to_pod,49381354,1,actual_sim,4,16,140,230,3,0,0,0,11.5,4.5,17.5,10.5,6,6,8.4852813742385695,12,1,1,1,0,0,4,4,1,12,12,1,2,12.25,142.39999999938482,2.5333333333223891,7,0,0
pod_to_station_queue,7693179,2,actual_sim,5,24,188,24,35,1,1,4.7123889803846897,17.5,7.5,1.5,9.5,16,2,16.124515496597098,18,1,1,0,0,1,4,1,1,24,24,3,4,23.703427124746192,23.110791424844138,0.17777777777700976,3,0,0
bot_to_pod,56577386,1,actual_sim,0,24,195,119,92,1,0,4.7123889803846897,10.5,8.5,18.5,2.5,8,6,10,14,1,1,1,0,0,4,4,1,14,14,1,2,13.583333333333334,195.37777777693373,0.13333333333275732,4,0,0
bot_to_pod,28655997,1,actual_sim,7,24,196,272,5,1,0,4.7123889803846897,11.5,8.5,17.5,13.5,6,5,7.810249675906654,11,1,1,1,0,0,4,4,1,11,11,1,2,12.208333333333332,234.22222222121036,4.3111111110924867,5,0,0
pod_to_station_queue,33018140,2,actual_sim,4,20,179,20,6,0,1,3.1415926535897931,8.5,7.5,1.5,5.5,7,2,7.2801098892805181,9,1,1,0,0,1,4,1,1,15,15,4,5,20.911760458079524,17.275649346908722,0.17777777777700976,4,0,0
pod_to_station_queue,4606636,2,actual_sim,10,20,271,20,62,0,1,1.5707963267948966,16.5,13.5,1.5,5.5,15,8,17,23,1,1,0,0,1,4,1,1,31,31,5,6,33.708333333333336,25.1107914248214,0.17777777777700976,3,0,0
pod_to_station_queue,25151854,2,actual_sim,11,24,94,24,36,1,1,3.1415926535897931,7.5,1.5,1.5,9.5,6,8,10,14,1,1,0,0,1,4,1,1,20,20,3,4,21.661760458079524,17.199680313713088,0.17777777777700976,4,0,0
bot_to_pod,51071544,1,actual_sim,3,24,196,149,39,1,0,1.5707963267948966,11.5,8.5,6.5,5.5,5,3,5.8309518948453007,8,1,1,1,0,0,4,4,1,8,8,1,2,9.5833333333333321,244.62222222116543,0.17777777777700976,4,0,0
bot_to_pod,33018140,1,actual_sim,4,16,139,179,6,0,0,4.7123889803846897,10.5,4.5,8.5,7.5,2,3,3.6055512754639891,5,1,1,1,0,0,4,4,1,5,5,1,2,8.2034271247461898,51.199999999778811,0.17777777777700976,4,0,0
bot_to_pod,4606636,1,actual_sim,10,16,184,271,62,0,0,0,13.5,7.5,16.5,13.5,3,6,6.7082039324993694,9,1,1,1,0,0,4,4,1,9,9,1,2,10.25,53.644444444212695,0.17777777777700976,6,0,0
pod_to_station_queue,50069818,2,actual_sim,12,20,268,20,38,0,1,0,13.5,13.5,1.5,5.5,12,8,14.422205101855956,20,1,1,0,0,1,4,1,1,22,22,4,5,24.500000000000004,20.977458091505923,0.13333333333275732,2,0,0
pod_to_station_queue,50842877,2,actual_sim,0,24,230,24,44,1,1,1.5707963267948966,17.5,10.5,1.5,9.5,16,1,16.031219541881399,17,1,1,0,0,1,4,1,1,17,17,1,2,16.041666666666664,16.621902535977824,1.0666666666620586,2,0,0
bot_to_pod,25151854,1,actual_sim,11,24,225,94,36,1,0,0,12.5,10.5,7.5,1.5,5,9,10.295630140987001,14,1,1,1,0,0,4,4,1,14,14,1,2,13.583333333333332,55.066666666428773,0.17777777777700976,7,0,0
pod_to_station_queue,64826129,2,actual_sim,6,20,228,20,17,0,1,1.5707963267948966,15.5,10.5,1.5,5.5,14,5,14.866068747318506,19,1,1,0,0,1,4,1,1,19,19,3,4,21.458333333333336,19.599680313734098,0.13333333333275732,3,0,0
pod_to_station_queue,55305800,2,actual_sim,2,20,148,20,42,0,1,4.7123889803846897,5.5,5.5,1.5,5.5,4,0,4,4,1,1,0,0,1,4,1,1,4,4,0,1,4.791666666666667,20.180555555488354,8.2222222221867014,3,1,0
bot_to_pod,50069818,1,actual_sim,12,16,139,268,38,0,0,4.7123889803846897,10.5,4.5,13.5,13.5,3,9,9.4868329805051381,12,1,1,1,0,0,4,4,1,12,12,1,2,12.875,100.39999999956626,0.13333333333275732,3,0,0
pod_to_station_queue,62725128,2,actual_sim,7,24,188,24,3,1,1,1.5707963267948966,17.5,7.5,1.5,9.5,16,2,16.124515496597098,18,1,1,0,0,1,4,1,1,24,24,3,4,24.953427124746192,24.355235869283206,0.17777777777700976,4,0,0
bot_to_pod,64826129,1,actual_sim,6,16,140,228,17,0,0,0,11.5,4.5,15.5,10.5,4,6,7.2111025509279782,10,1,1,1,0,0,4,4,1,10,10,1,2,10.916666666666668,81.77777777742449,0.13333333333275732,6,0,0
pod_to_station_queue,50810959,2,actual_sim,3,24,230,24,18,1,1,1.5707963267948966,17.5,10.5,1.5,9.5,16,1,16.031219541881399,17,1,1,0,0,1,4,1,1,17,17,1,2,16.041666666666664,21.555235869289845,5.955555555529827,2,0,0
pod_to_station_queue,54645451,2,actual_sim,5,24,272,24,78,1,1,0,17.5,13.5,1.5,9.5,16,4,16.492422502470642,20,1,1,0,0,1,4,1,1,26,26,3,4,25.666666666666664,30.577458091481276,5.0666666666447782,4,0,0
bot_to_pod,50842877,1,actual_sim,0,24,184,230,44,1,0,0,13.5,7.5,17.5,10.5,4,3,5,7,1,1,1,0,0,4,4,1,7,7,1,2,8.9166666666666679,146.57777777714455,1.0666666666620586,5,0,0
pod_to_station_queue,34708966,2,actual_sim,10,20,195,20,27,0,1,3.1415926535897931,10.5,8.5,1.5,5.5,9,3,9.4868329805051381,12,1,1,0,0,1,4,1,1,14,14,3,4,17.5,23.861379634819514,4.1333333333154769,4,0,0
bot_to_pod,62725128,1,actual_sim,7,24,182,188,3,1,0,3.1415926535897931,11.5,7.5,17.5,7.5,6,0,6,6,1,1,1,0,0,4,4,1,6,6,0,1,6.75,123.37777777724477,0.17777777777700976,7,0,0
pod_to_station_queue,3805200,2,actual_sim,13,24,270,24,48,1,1,0,15.5,13.5,1.5,9.5,14,4,14.560219778561036,18,1,1,0,0,1,4,1,1,18,18,2,3,18.833333333333336,20.399680313730642,2.1333333333241171,3,0,0
bot_to_pod,55305800,1,actual_sim,2,16,196,148,42,0,0,1.5707963267948966,11.5,8.5,5.5,5.5,6,3,6.7082039324993694,9,1,1,1,0,0,4,4,1,9,9,1,2,10.25,175.55555555479714,8.2222222221867014,5,0,0
bot_to_pod,16146366,1,actual_sim,0,24,176,109,98,1,0,0,5.5,7.5,8.5,2.5,3,5,5.8309518948453007,8,1,1,1,0,0,4,4,1,8,8,1,2,8.9583333333333321,9.0222222221832453,0.08888888888850488,1,0,0
pod_to_station_queue,17474517,2,actual_sim,11,24,266,24,49,1,1,1.5707963267948966,11.5,13.5,1.5,9.5,10,4,10.770329614269007,14,1,1,0,0,1,4,1,1,20,20,3,4,22.291666666666668,20.172490745946561,0.53333333333102928,3,0,0
bot_to_pod,50810959,1,actual_sim,3,24,196,230,18,1,0,4.7123889803846897,11.5,8.5,17.5,10.5,6,2,6.324555320336759,8,1,1,1,0,0,4,4,1,8,8,1,2,9.5784271247461898,125.86666666612291,5.955555555529827,4,0,0
pod_to_station_queue,16146366,2,actual_sim,0,28,109,28,98,1,1,4.7123889803846897,8.5,2.5,1.5,11.5,7,9,11.401754250991379,16,1,1,0,0,1,4,1,1,16,16,3,4,19.620093791412856,17.01388888884776,0.13333333333275732,3,0,0
bot_to_pod,34708966,1,actual_sim,10,16,196,195,27,0,0,0,11.5,8.5,10.5,8.5,1,0,1,1,1,1,1,0,0,4,4,1,1,1,0,1,3.25,99.955555555123738,4.1333333333154769,7,0,0
bot_to_pod,55223077,1,actual_sim,2,16,221,106,97,0,0,3.1415926535897931,8.5,10.5,5.5,2.5,3,8,8.5440037453175304,11,1,1,1,0,0,4,4,1,11,11,1,2,10.958333333333334,11.644444444394139,0.08888888888850488,2,0,0
pod_to_station_queue,37494699,2,actual_sim,12,20,229,20,10,0,1,0,16.5,10.5,1.5,5.5,15,5,15.811388300841896,20,1,1,0,0,1,4,1,1,20,20,3,4,21.5,30.180555555436513,7.1999999999688953,4,1,0
pod_to_station_queue,55223077,2,actual_sim,2,16,106,16,97,0,1,3.1415926535897931,5.5,2.5,1.5,3.5,4,1,4.1231056256176606,5,1,1,0,0,1,4,1,1,5,5,1,2,7.416666666666667,6.799680313763929,0.08888888888850488,2,0,0
bot_to_pod,54645451,1,actual_sim,5,24,195,272,78,1,0,4.7123889803846897,10.5,8.5,17.5,13.5,7,5,8.6023252670426267,12,1,1,1,0,0,4,4,1,12,12,1,2,12.25,159.4222222215335,5.0666666666447782,5,0,0
bot_to_pod,3805200,1,actual_sim,13,24,221,270,48,1,0,1.5707963267948966,8.5,10.5,15.5,13.5,7,3,7.6157731058639087,10,1,1,1,0,0,4,4,1,10,10,1,2,10.916666666666666,104.48888888843749,2.1333333333241171,5,0,0
bot_to_pod,38378011,1,actual_sim,3,24,262,95,15,1,0,1.5707963267948966,7.5,13.5,8.5,1.5,1,12,12.041594578792296,13,1,1,1,0,0,4,4,1,13,13,1,2,12.75,17.777777777700976,0.13333333333275732,3,0,0
pod_to_station_queue,64685500,2,actual_sim,7,28,142,28,70,1,1,0,13.5,4.5,1.5,11.5,12,7,13.892443989449804,19,1,1,0,0,1,4,1,1,21,21,3,4,22.328427124746192,20.621902535920526,0.17777777777700976,4,0,0
bot_to_pod,11982196,1,actual_sim,5,24,263,230,31,1,0,1.5707963267948966,8.5,13.5,17.5,10.5,9,3,9.4868329805051381,12,1,1,1,0,0,4,4,1,12,12,1,2,12.25,12.311111111057926,0.08888888888850488,2,0,0
