kind,visit_id,leg_index,source_scope,bot_id,station_queue_wp_id,from_id,to_id,pod_id,station_id,loaded,orientation_bucket,from_x,from_y,to_x,to_y,abs_dx,abs_dy,euclid,manhattan,same_tier,from_storage,to_storage,from_queue,to_queue,from_degree,to_degree,path_found,path_hops,path_distance,path_turns,path_segments,eta_sec,actual_sec,wait_sec,turn_count,stop_go_count,queue_stop_go_count
pod_to_station_queue,66288034,2,actual_sim,1,24,147,24,19,1,1,4.7123889803846897,18.5,4.5,1.5,9.5,17,5,17.720045146669349,22,1,1,0,0,1,4,1,1,24,24,2,3,22.208333333333332,44.888569202664826,5.2888888888888701,7,2,0
pod_to_station_queue,28190407,2,actual_sim,11,16,118,16,49,0,1,0,17.5,2.5,1.5,3.5,16,1,16.031219541881399,17,1,1,0,0,1,4,1,1,17,17,1,2,15.416666666666666,60.21916451335106,42.000000000000178,2,0,0
pod_to_station_queue,59078165,2,actual_sim,14,20,275,20,6,0,1,1.5707963267948966,6.5,14.5,1.5,5.5,5,9,10.295630140987001,14,1,1,0,0,1,4,1,1,16,16,3,4,18.208333333333336,19.061379634916491,0.17777777777780557,3,0,0
pod_to_station_queue,49229794,2,actual_sim,7,28,109,28,48,1,1,3.1415926535897931,8.5,2.5,1.5,11.5,7,9,11.401754250991379,16,1,1,0,0,1,4,1,1,16,16,3,4,18.995093791412856,66.917316013639436,12.444444444445388,11,4,0
pod_to_station_queue,53618895,2,actual_sim,5,28,285,28,8,1,1,1.5707963267948966,16.5,14.5,1.5,11.5,15,3,15.297058540778355,18,1,1,0,0,1,4,1,1,20,20,3,4,20.875,23.291666666669897,0.5777777777778681,3,0,0
pod_to_station_queue,38535158,2,actual_sim,13,24,228,24,24,1,1,4.7123889803846897,15.5,10.5,1.5,9.5,14,1,14.035668847618199,15,1,1,0,0,1,4,1,1,15,15,1,2,13.458333333333332,31.68081350332001,12.177777777779681,3,2,0
pod_to_station_queue,56165728,2,actual_sim,12,20,284,20,22,0,1,0,15.5,14.5,1.5,5.5,14,9,16.643316977093239,23,1,1,0,0,1,4,1,1,23,23,4,5,26.25,22.888569202666986,0.13333333333335418,3,0,0
pod_to_station_queue,35729512,2,actual_sim,4,20,228,20,70,0,1,1.5707963267948966,15.5,10.5,1.5,5.5,14,5,14.866068747318506,19,1,1,0,0,1,4,1,1,19,19,3,4,21.458333333333336,32.755555555560051,11.022222222223945,3,1,0
bot_to_pod,53618895,1,actual_sim,5,24,197,285,8,1,0,4.7123889803846897,12.5,8.5,16.5,14.5,4,6,7.2111025509279782,10,1,1,1,0,0,4,4,1,10,10,1,2,11.541666666666668,122.80000000001918,0.5777777777778681,5,0,0
pod_to_station_queue,64935954,2,actual_sim,10,20,178,20,7,0,1,4.7123889803846897,7.5,7.5,1.5,5.5,6,2,6.324555320336759,8,1,1,0,0,1,4,1,1,18,18,5,6,23.786760458079524,13.599680313777242,0.13333333333335418,3,0,0
bot_to_pod,59078165,1,actual_sim,14,16,181,275,6,0,0,3.1415926535897931,10.5,7.5,6.5,14.5,4,7,8.0622577482985491,11,1,1,1,0,0,4,4,1,11,11,1,2,11.583333333333332,171.42222222224899,0.17777777777780557,4,0,0
pod_to_station_queue,26561495,2,actual_sim,3,28,233,28,30,1,1,1.5707963267948966,6.5,11.5,1.5,11.5,5,0,5,5,1,1,0,0,1,4,1,1,19,19,5,6,24.458333333333332,25.328046301583697,0.26666666666667993,5,0,0
bot_to_pod,56165728,1,actual_sim,12,16,225,284,22,0,0,0,12.5,10.5,15.5,14.5,3,4,5,7,1,1,1,0,0,4,4,1,7,7,1,2,8.9166666666666679,125.33333333332607,0.13333333333335418,6,0,0
pod_to_station_queue,46888886,2,actual_sim,0,16,154,16,37,0,1,0,11.5,5.5,1.5,3.5,10,2,10.198039027185569,12,1,1,0,0,1,4,1,1,20,20,3,4,21.666666666666668,21.066346980437345,0.17777777777769188,4,0,0
pod_to_station_queue,59404709,2,actual_sim,11,20,178,20,49,0,1,4.7123889803846897,7.5,7.5,1.5,5.5,6,2,6.324555320336759,8,1,1,0,0,1,4,1,1,18,18,5,6,23.786760458079524,18.394712968239276,0.17777777777769188,4,0,0
bot_to_pod,35729512,1,actual_sim,4,16,197,228,70,0,0,1.5707963267948966,12.5,8.5,15.5,10.5,3,2,3.6055512754639891,5,1,1,1,0,0,4,4,1,5,5,1,2,6.9534271247461898,173.19999999996867,11.022222222223945,5,0,0
pod_to_station_queue,57297510,2,actual_sim,2,24,189,24,5,1,1,0,18.5,7.5,1.5,9.5,17,2,17.11724276862369,19,1,1,0,0,1,4,1,1,21,21,2,3,19.578427124746192,18.977458091551057,0.13333333333326891,2,0,0
bot_to_pod,38535158,1,actual_sim,13,24,225,228,24,1,0,4.7123889803846897,12.5,10.5,15.5,10.5,3,0,3,3,1,1,1,0,0,4,4,1,3,3,0,1,4.125,250.17777777774739,12.177777777779681,4,0,0
pod_to_station_queue,16135397,2,actual_sim,1,24,221,24,12,1,1,3.1415926535897931,8.5,10.5,1.5,9.5,7,1,7.0710678118654755,8,1,1,0,0,1,4,1,1,8,8,1,2,9.4166666666666661,8.7996803137746724,0.088888888888845941,2,0,0
pod_to_station_queue,11000853,2,actual_sim,9,24,190,24,28,1,1,1.5707963267948966,5.5,8.5,1.5,9.5,4,1,4.1231056256176606,5,1,1,0,0,1,4,1,1,5,5,1,2,6.791666666666667,10.266346980439664,3.9999999999980673,1,0,0
bot_to_pod,26561495,1,actual_sim,3,24,225,233,30,1,0,0,12.5,10.5,6.5,11.5,6,1,6.0827625302982193,7,1,1,1,0,0,4,4,1,7,7,1,2,9.375,191.59999999992183,0.26666666666667993,8,0,0
bot_to_pod,19660823,1,actual_sim,13,24,190,261,17,1,0,0,5.5,8.5,6.5,13.5,1,5,5.0990195135927845,6,1,1,1,0,0,4,4,1,6,6,1,2,7.458333333333333,8.1777777777738265,0.088888888888845941,2,0,0
pod_to_station_queue,36319496,2,actual_sim,14,20,223,20,27,0,1,0,10.5,10.5,1.5,5.5,9,5,10.295630140987001,14,1,1,0,0,1,4,1,1,14,14,3,4,17.5,22.177458091544736,2.2222222222211485,4,1,0
pod_to_station_queue,63687823,2,actual_sim,5,24,178,24,22,1,1,1.5707963267948966,7.5,7.5,1.5,9.5,6,2,6.324555320336759,8,1,1,0,0,1,4,1,1,14,14,3,4,18.286760458079524,16.924999999994441,4.1777777777757592,3,0,0
bot_to_pod,57297510,1,actual_sim,2,24,154,189,5,1,0,3.1415926535897931,11.5,5.5,18.5,7.5,7,2,7.2801098892805181,9,1,1,1,0,0,4,4,1,9,9,1,2,10.870093791412856,122.35555555549644,0.13333333333326891,4,0,0
pod_to_station_queue,58440016,2,actual_sim,7,24,195,24,72,1,1,4.7123889803846897,10.5,8.5,1.5,9.5,9,1,9.0553851381374173,10,1,1,0,0,1,4,1,1,10,10,1,2,11.375,39.814146836630073,7.466666666663059,8,1,0
bot_to_pod,64935954,1,actual_sim,10,16,226,178,7,0,0,1.5707963267948966,13.5,10.5,7.5,7.5,6,3,6.7082039324993694,9,1,1,1,0,0,4,4,1,9,9,1,2,10.25,249.19999999989699,0.13333333333335418,4,0,0
pod_to_station_queue,19660823,2,actual_sim,13,28,261,28,17,1,1,0,6.5,13.5,1.5,11.5,5,2,5.3851648071345037,7,1,1,0,0,1,4,1,1,19,19,5,6,25.083333333333332,55.647222222196604,3.4666666666649917,10,2,0
pod_to_station_queue,32010697,2,actual_sim,6,24,203,24,87,1,1,0,18.5,8.5,1.5,9.5,17,1,17.029386365926403,18,1,1,0,0,1,4,1,1,18,18,1,2,16.083333333333336,80.088888888850192,29.866666666652236,7,10,0
bot_to_pod,46888886,1,actual_sim,0,16,181,154,37,0,0,3.1415926535897931,10.5,7.5,11.5,5.5,1,2,2.2360679774997898,3,1,1,1,0,0,4,4,1,3,3,1,2,6.7034271247461898,249.06666666656707,0.17777777777769188,6,0,0
bot_to_pod,59404709,1,actual_sim,11,16,226,178,49,0,0,4.7123889803846897,13.5,10.5,7.5,7.5,6,3,6.7082039324993694,9,1,1,1,0,0,4,4,1,9,9,1,2,10.25,252.3999999999383,0.17777777777769188,5,0,0
bot_to_pod,16135397,1,actual_sim,1,24,196,221,12,1,0,1.5707963267948966,11.5,8.5,8.5,10.5,3,2,3.6055512754639891,5,1,1,1,0,0,4,4,1,5,5,1,2,6.9534271247461898,168.88888888887658,0.088888888888845941,4,0,0
pod_to_station_queue,44319244,2,actual_sim,12,16,146,16,10,0,1,4.7123889803846897,17.5,4.5,1.5,3.5,16,1,16.031219541881399,17,1,1,0,0,1,4,1,1,17,17,1,2,14.791666666666666,14.844124758222847,0.22222222222239907,1,0,0
bot_to_pod,36319496,1,actual_sim,14,16,179,223,27,0,0,1.5707963267948966,8.5,7.5,10.5,10.5,2,3,3.6055512754639891,5,1,1,1,0,0,4,4,1,5,5,1,2,6.9534271247461898,156.93333333334249,2.2222222222211485,5,0,0
pod_to_station_queue,23414560,2,actual_sim,3,24,240,24,2,1,1,0,13.5,11.5,1.5,9.5,12,2,12.165525060596439,14,1,1,0,0,1,4,1,1,16,16,2,3,16.245093791412856,64.077777777821211,44.488888888924293,2,0,0
bot_to_pod,11000853,1,actual_sim,9,24,139,190,28,1,0,3.1415926535897931,10.5,4.5,5.5,8.5,5,4,6.4031242374328485,9,1,1,1,0,0,4,4,1,9,9,1,2,10.25,183.77777777778311,3.9999999999980673,2,0,0
pod_to_station_queue,20409871,2,actual_sim,8,16,145,16,71,0,1,0,16.5,4.5,1.5,3.5,15,1,15.033296378372908,16,1,1,0,0,1,4,1,1,16,16,1,2,14.75,14.133013647111738,0.088888888888959627,2,0,0
bot_to_pod,63687823,1,actual_sim,5,24,158,178,22,1,0,4.7123889803846897,15.5,5.5,7.5,7.5,8,2,8.2462112512353212,10,1,1,1,0,0,4,4,1,10,10,1,2,10.911760458079524,188.48888888893038,4.1777777777757592,4,0,0
pod_to_station_queue,14515408,2,actual_sim,0,20,266,20,5,0,1,0,11.5,13.5,1.5,5.5,10,8,12.806248474865697,18,1,1,0,0,1,4,1,1,24,24,5,6,28.583333333333336,23.861379634931154,0.17777777777791925,4,0,0
bot_to_pod,58440016,1,actual_sim,7,24,225,195,72,1,0,4.7123889803846897,12.5,10.5,10.5,8.5,2,2,2.8284271247461903,4,1,1,1,0,0,4,4,1,4,4,1,2,6.9068542494923797,231.91111111118278,7.466666666663059,9,0,0
pod_to_station_queue,857158,2,actual_sim,10,20,243,20,65,0,1,0,16.5,11.5,1.5,5.5,15,6,16.15549442140351,21,1,1,0,0,1,4,1,1,31,31,5,6,33.083333333333336,37.285831180041555,6.1777777777826941,4,0,0
bot_to_pod,32010697,1,actual_sim,6,24,197,203,87,1,0,1.5707963267948966,12.5,8.5,18.5,8.5,6,0,6,6,1,1,1,0,0,4,4,1,6,6,0,1,6.125,284.35555555567868,29.866666666652236,7,0,0
pod_to_station_queue,20888703,2,actual_sim,1,28,184,28,13,1,1,4.7123889803846897,13.5,7.5,1.5,11.5,12,4,12.649110640673518,16,1,1,0,0,1,4,1,1,26,26,4,5,27.786760458079527,24.399680313785552,0.17777777777791925,3,0,0
bot_to_pod,44319244,1,actual_sim,12,16,154,146,10,0,0,0,11.5,5.5,17.5,4.5,6,1,6.0827625302982193,7,1,1,1,0,0,4,4,1,7,7,1,2,8.125,166.17777777791002,0.22222222222239907,5,0,0
pod_to_station_queue,53780604,2,actual_sim,9,24,240,24,12,1,1,0,13.5,11.5,1.5,9.5,12,2,12.165525060596439,14,1,1,0,0,1,4,1,1,16,16,2,3,16.245093791412856,43.006204902554373,19.06666666668184,2,6,0
pod_to_station_queue,19182316,2,actual_sim,7,24,179,24,7,1,1,3.1415926535897931,8.5,7.5,1.5,9.5,7,2,7.2801098892805181,9,1,1,0,0,1,4,1,1,11,11,2,3,14.161760458079524,13.555235869337139,0.13333333333343944,3,0,0
bot_to_pod,23414560,1,actual_sim,3,24,196,240,2,1,0,4.7123889803846897,11.5,8.5,13.5,11.5,2,3,3.6055512754639891,5,1,1,1,0,0,4,4,1,5,5,1,2,8.2034271247461898,254.93333333353621,44.488888888924293,2,0,0
bot_to_pod,20409871,1,actual_sim,8,16,181,145,71,0,0,3.1415926535897931,10.5,7.5,16.5,4.5,6,3,6.7082039324993694,9,1,1,1,0,0,4,4,1,9,9,1,2,10.875,203.82222222238443,0.088888888888959627,5,0,0
bot_to_pod,14515408,1,actual_sim,0,16,195,266,5,0,0,0,10.5,8.5,11.5,13.5,1,5,5.0990195135927845,6,1,1,1,0,0,4,4,1,6,6,1,2,8.0833333333333321,175.02222222236151,0.17777777777791925,6,0,0
pod_to_station_queue,48704899,2,actual_sim,11,24,149,24,82,1,1,4.7123889803846897,6.5,5.5,1.5,9.5,5,4,6.4031242374328485,9,1,1,0,0,1,4,1,1,15,15,3,4,18.958333333333336,18.355235869340959,0.17777777777791925,4,0,0
bot_to_pod,20888703,1,actual_sim,1,24,223,184,13,1,0,1.5707963267948966,10.5,10.5,13.5,7.5,3,3,4.2426406871192848,6,1,1,1,0,0,4,4,1,6,6,1,2,8.25,125.20000000009964,0.17777777777791925,6,0,0
pod_to_station_queue,63819464,2,actual_sim,2,16,147,16,98,0,1,0,18.5,4.5,1.5,3.5,17,1,17.029386365926403,18,1,1,0,0,1,4,1,1,18,18,1,2,16.083333333333336,15.46634698044511,0.088888888888959627,2,0,0
bot_to_pod,53780604,1,actual_sim,9,24,195,240,12,1,0,4.7123889803846897,10.5,8.5,13.5,11.5,3,3,4.2426406871192848,6,1,1,1,0,0,4,4,1,6,6,1,2,8.875,163.55555555568571,19.06666666668184,4,0,0
bot_to_pod,857158,1,actual_sim,10,16,196,243,65,0,0,0,11.5,8.5,16.5,11.5,5,3,5.8309518948453007,8,1,1,1,0,0,4,4,1,8,8,1,2,9.5833333333333321,193.51111111126511,6.1777777777826941,5,0,0
pod_to_station_queue,38327532,2,actual_sim,4,16,140,16,18,0,1,3.1415926535897931,11.5,4.5,1.5,3.5,10,1,10.04987562112089,11,1,1,0,0,1,4,1,1,11,11,1,2,11.416666666666668,10.799680313778367,0.088888888888959627,2,0,0
bot_to_pod,63819464,1,actual_sim,2,16,154,147,98,0,0,3.1415926535897931,11.5,5.5,18.5,4.5,7,1,7.0710678118654755,8,1,1,1,0,0,4,4,1,8,8,1,2,10.041666666666666,114.31111111120208,0.088888888888959627,5,0,0
bot_to_pod,19182316,1,actual_sim,7,24,195,179,7,1,0,4.7123889803846897,10.5,8.5,8.5,7.5,2,1,2.2360679774997898,3,1,1,1,0,0,4,4,1,3,3,1,2,6.0784271247461898,198.53333333349133,0.13333333333343944,4,0,0
pod_to_station_queue,61498985,2,actual_sim,8,16,188,16,25,0,1,1.5707963267948966,17.5,7.5,1.5,3.5,16,4,16.492422502470642,20,1,1,0,0,1,4,1,1,26,26,3,4,26.291666666666664,23.102777777785491,2.0888888888905512,3,0,0
pod_to_station_queue,19171695,2,actual_sim,14,16,161,16,44,0,1,1.5707963267948966,18.5,5.5,1.5,3.5,17,2,17.11724276862369,19,1,1,0,0,1,4,1,1,25,25,3,4,24.370093791412856,43.591924614460027,12.488888888898828,5,1,0
pod_to_station_queue,23115188,2,actual_sim,5,24,240,24,17,1,1,0,13.5,11.5,1.5,9.5,12,2,12.165525060596439,14,1,1,0,0,1,4,1,1,16,16,2,3,16.245093791412856,15.599680313780595,0.13333333333343944,2,0,0
bot_to_pod,38327532,1,actual_sim,4,16,197,140,18,0,0,1.5707963267948966,12.5,8.5,11.5,4.5,1,4,4.1231056256176606,5,1,1,1,0,0,4,4,1,5,5,1,2,7.416666666666667,65.466666666718766,0.088888888888959627,6,0,0
pod_to_station_queue,52453505,2,actual_sim,0,16,92,16,37,0,1,3.1415926535897931,5.5,1.5,1.5,3.5,4,2,4.4721359549995796,6,1,1,0,0,1,4,1,1,6,6,2,3,9.7352813742385713,41.377458091584685,31.06666666669139,2,1,0
bot_to_pod,61498985,1,actual_sim,8,16,158,188,25,0,0,4.7123889803846897,15.5,5.5,17.5,7.5,2,2,2.8284271247461903,4,1,1,1,0,0,4,4,1,4,4,1,2,7.5318542494923797,65.244444444496366,2.1333333333350311,6,0,0
bot_to_pod,48704899,1,actual_sim,11,24,184,149,82,1,0,4.7123889803846897,13.5,7.5,6.5,5.5,7,2,7.2801098892805181,9,1,1,1,0,0,4,4,1,9,9,1,2,10.245093791412856,221.86666666684323,0.17777777777791925,5,0,0
bot_to_pod,19171695,1,actual_sim,14,16,139,161,44,0,0,0,10.5,4.5,18.5,5.5,8,1,8.0622577482985491,9,1,1,1,0,0,4,4,1,9,9,1,2,9.4583333333333339,86.088888888957399,12.488888888898828,7,0,0
pod_to_station_queue,12614887,2,actual_sim,9,24,149,24,71,1,1,4.7123889803846897,6.5,5.5,1.5,9.5,5,4,6.4031242374328485,9,1,1,0,0,1,4,1,1,15,15,3,4,18.958333333333336,18.399680313785439,0.17777777777791925,4,0,0
pod_to_station_queue,2319502,2,actual_sim,12,20,286,20,14,0,1,1.5707963267948966,17.5,14.5,1.5,5.5,16,9,18.357559750685819,25,1,1,0,0,1,4,1,1,27,27,3,4,25.541666666666668,75.421902536056223,38.933333333364317,7,0,0
pod_to_station_queue,59827780,2,actual_sim,10,16,103,16,29,0,1,4.7123889803846897,16.5,1.5,1.5,3.5,15,2,15.132745950421556,17,1,1,0,0,1,4,1,1,25,25,3,4,24.375,68.255555555607089,38.400000000030559,3,2,0
pod_to_station_queue,52664332,2,actual_sim,13,24,181,24,49,1,1,3.1415926535897931,10.5,7.5,1.5,9.5,9,2,9.2195444572928871,11,1,1,0,0,1,4,1,1,11,11,2,3,12.911760458079524,12.266346980447224,0.13333333333343944,2,0,0
pod_to_station_queue,21331933,2,actual_sim,7,24,228,24,89,1,1,1.5707963267948966,15.5,10.5,1.5,9.5,14,1,14.035668847618199,15,1,1,0,0,1,4,1,1,15,15,1,2,14.708333333333332,14.088569202667713,0.088888888888959627,2,0,0
pod_to_station_queue,21938602,2,actual_sim,8,20,272,20,28,0,1,0,17.5,13.5,1.5,5.5,16,8,17.888543819998318,24,1,1,0,0,1,4,1,1,30,30,5,6,32.416666666666671,27.066346980456501,0.26666666666687888,4,0,0
bot_to_pod,52453505,1,actual_sim,0,16,137,92,37,0,0,4.7123889803846897,8.5,4.5,5.5,1.5,3,3,4.2426406871192848,6,1,1,1,0,0,4,4,1,6,6,1,2,8.25,134.0888888889956,31.06666666669139,5,0,0
pod_to_station_queue,57769674,2,actual_sim,3,24,177,24,47,1,1,1.5707963267948966,6.5,7.5,1.5,9.5,5,2,5.3851648071345037,7,1,1,0,0,1,4,1,1,15,15,3,4,18.958333333333336,31.333333333355085,6.6222222222274922,5,3,0
bot_to_pod,2319502,1,actual_sim,12,16,184,286,14,0,0,0,13.5,7.5,17.5,14.5,4,7,8.0622577482985491,11,1,1,1,0,0,4,4,1,11,11,1,2,11.583333333333332,159.73333333346045,38.933333333364317,10,0,0
pod_to_station_queue,6915811,2,actual_sim,1,28,119,28,4,1,1,0,18.5,2.5,1.5,11.5,17,9,19.235384061671343,26,1,1,0,0,1,4,1,1,26,26,3,4,25.661760458079527,23.013888888895963,0.13333333333343944,2,0,0
bot_to_pod,23115188,1,actual_sim,5,24,196,240,17,1,0,4.7123889803846897,11.5,8.5,13.5,11.5,2,3,3.6055512754639891,5,1,1,1,0,0,4,4,1,5,5,1,2,8.2034271247461898,166.08888888902106,0.13333333333343944,5,0,0
bot_to_pod,12614887,1,actual_sim,9,24,196,149,71,1,0,3.1415926535897931,11.5,8.5,6.5,5.5,5,3,5.8309518948453007,8,1,1,1,0,0,4,4,1,8,8,1,2,8.9583333333333321,173.46666666680471,0.17777777777791925,7,0,0
bot_to_pod,52664332,1,actual_sim,13,24,225,181,49,1,0,3.1415926535897931,12.5,10.5,10.5,7.5,2,3,3.6055512754639891,5,1,1,1,0,0,4,4,1,5,5,1,2,6.9534271247461898,146.22222222233859,0.13333333333343944,4,0,0
bot_to_pod,59827780,1,actual_sim,10,16,184,103,29,0,0,1.5707963267948966,13.5,7.5,16.5,1.5,3,6,6.7082039324993694,9,1,1,1,0,0,4,4,1,9,9,1,2,10.875,222.80000000017731,38.444444444475039,5,0,0
pod_to_station_queue,64163862,2,actual_sim,2,20,234,20,35,0,1,3.1415926535897931,7.5,11.5,1.5,5.5,6,6,8.4852813742385695,12,1,1,0,0,1,4,1,1,24,24,5,6,28.578427124746192,27.733013647123698,0.17777777777791925,4,0,0
pod_to_station_queue,31771169,2,actual_sim,0,20,177,20,44,0,1,4.7123889803846897,6.5,7.5,1.5,5.5,5,2,5.3851648071345037,7,1,1,0,0,1,4,1,1,19,19,5,6,24.458333333333332,24.302777777793835,4.1777777777811025,4,2,0
bot_to_pod,21331933,1,actual_sim,7,24,139,228,89,1,0,1.5707963267948966,10.5,4.5,15.5,10.5,5,6,7.810249675906654,11,1,1,1,0,0,4,4,1,11,11,1,2,10.958333333333332,182.00000000014484,0.088888888888959627,3,0,0
bot_to_pod,21938602,1,actual_sim,8,16,137,272,28,0,0,0,8.5,4.5,17.5,13.5,9,9,12.727922061357855,18,1,1,1,0,0,4,4,1,18,18,1,2,16.25,198.13333333349101,0.26666666666687888,6,0,0
bot_to_pod,64163862,1,actual_sim,2,16,196,234,35,0,0,1.5707963267948966,11.5,8.5,7.5,11.5,4,3,5,7,1,1,1,0,0,4,4,1,7,7,1,2,8.2916666666666679,106.80000000008499,0.17777777777791925,7,0,0
bot_to_pod,57769674,1,actual_sim,3,24,154,177,47,1,0,0,11.5,5.5,6.5,7.5,5,2,5.3851648071345037,7,1,1,1,0,0,4,4,1,7,7,1,2,8.9117604580795238,252.0888888890895,6.6222222222274922,5,0,0
pod_to_station_queue,31783374,2,actual_sim,9,24,200,24,67,1,1,1.5707963267948966,15.5,8.5,1.5,9.5,14,1,14.035668847618199,15,1,1,0,0,1,4,1,1,15,15,1,2,13.458333333333332,12.799680313777799,0.088888888888959627,1,0,0
bot_to_pod,31771169,1,actual_sim,0,16,225,177,44,0,0,1.5707963267948966,12.5,10.5,6.5,7.5,6,3,6.7082039324993694,9,1,1,1,0,0,4,4,1,9,9,1,2,10.25,152.8000000001216,4.1777777777811025,6,0,0
bot_to_pod,6915811,1,actual_sim,1,24,192,119,4,1,0,0,7.5,8.5,18.5,2.5,11,6,12.529964086141668,17,1,1,1,0,0,4,4,1,17,17,1,2,14.958333333333332,279.82222222244491,0.13333333333343944,2,0,0
pod_to_station_queue,60002101,2,actual_sim,8,16,97,16,23,0,1,0,10.5,1.5,1.5,3.5,9,2,9.2195444572928871,11,1,1,0,0,1,4,1,1,11,11,2,3,14.161760458079524,19.897871569203744,0.22222222222239907,5,0,0
pod_to_station_queue,53661838,2,actual_sim,13,28,235,28,0,1,1,1.5707963267948966,8.5,11.5,1.5,11.5,7,0,7,7,1,1,0,0,1,4,1,1,17,17,4,5,21.625,22.52804630159676,0.22222222222239907,5,0,0
bot_to_pod,60002101,1,actual_sim,8,16,192,97,23,0,0,1.5707963267948966,7.5,8.5,10.5,1.5,3,7,7.6157731058639087,10,1,1,1,0,0,4,4,1,10,10,1,2,11.541666666666666,43.422222222256778,0.22222222222239907,5,0,0
pod_to_station_queue,54427232,2,actual_sim,12,20,229,20,33,0,1,1.5707963267948966,16.5,10.5,1.5,5.5,15,5,15.811388300841896,20,1,1,0,0,1,4,1,1,20,20,3,4,22.125,28.128046301601216,5.0666666666706988,4,0,0
pod_to_station_queue,3150961,2,actual_sim,2,20,219,20,59,0,1,3.1415926535897931,6.5,10.5,1.5,5.5,5,5,7.0710678118654755,10,1,1,0,0,1,4,1,1,10,10,3,4,14.833333333333336,22.750268523819159,6.4888888888940528,4,0,0
