Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;509;0;83;61.2180230883789;448.835627369426;30.1055555555567;150.676111111111;6.13253012048193;23747.4104911027;28800
InputStation1;23.50;0.50;512;0;81;62.8396143955856;356.30242312003;30.0966666666654;110.391111111111;6.32098765432099;23715.0598127008;28800
InputStation2;33.50;0.50;423;0;69;60.9693718764323;403.711373807517;30.1055555555531;130.720555555556;6.1304347826087;24596.7554905355;28800
InputStation3;43.50;0.50;433;0;71;60.8120819889984;356.269676013164;30.1187950974818;110.448888888889;6.09859154929577;24503.9642062275;28800
InputStation4;53.50;0.50;427;0;70;60.5471092574569;353.443397573876;30.0937950974821;100.611666666667;6.1;24560.7232683134;28800
InputStation5;63.50;0.50;508;0;81;62.4642661179688;304.182410770581;20.1660173196979;100.368795097477;6.27160493827161;23754.6071787813;28800
OutputStation0;81.50;11.50;2474;1663;550;46.5756303830526;632.96282951846;10.0444444444438;143.658059152018;4.49818181818182;4068.43306606002;28800
OutputStation1;81.50;17.50;2331;1546;551;43.8571207015079;554.713653567792;10.0444444444438;123.798333333312;4.23049001814882;5497.34417717114;28800
OutputStation2;81.50;23.50;2171;1504;449;49.6493245258783;701.635838057864;10.0444444444438;143.284632027237;4.83518930957684;7090;28800
OutputStation3;81.50;29.50;2312;1540;542;44.1641962842202;599.761894057636;10.0444444444438;143.629819610078;4.26568265682657;5680;28800
OutputStation4;81.50;35.50;2498;1709;567;45.6776790132951;597.999472278098;10.0444444444438;163.424999999974;4.40564373897707;3828.47751050447;28800
OutputStation5;81.50;41.50;2459;1615;574;44.3894275275852;584.82099487587;10.0444444444438;163.221572875234;4.28397212543554;4216.49908337974;28800
OutputStation6;0.50;14.50;2502;1709;565;45.9943212872232;557.699852712232;10.0444444444438;140.478333333311;4.4283185840708;3780;28800
OutputStation7;0.50;20.50;1995;1317;478;42.695457426991;546.331239466141;10.0444444444438;140.327777777748;4.17364016736402;8856.54352782419;28800
OutputStation8;0.50;26.50;2096;1429;475;45.2061241268399;534.965168422396;10.0444444444438;130.567871569163;4.41263157894737;7848.25741671306;28800
OutputStation9;0.50;32.50;2381;1584;543;45.3708130001945;567.19262065268;10.0444444444438;143.955555555556;4.38489871086556;4990.20121181054;28800
OutputStation10;0.50;38.50;2520;1734;552;47.2801016604991;562.761119387293;10.0444444444438;143.147308820746;4.56521739130435;3600;28800
OutputStation11;0.50;44.50;2479;1660;554;46.3247657324586;600.97823826844;10.0444444444438;152.990375165655;4.47472924187726;4013.05528828226;28800
