#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;94;0;0;0;0;0;0;0;0;0
599.77;0.71;95;0;0;0;0;0;0;0;0;0
1199.93;0.72;96;0;0;0;0;0;0;0;0;0
1799.88;0.73;96;0;0;0;0;0;0;0;0;0
2399.97;0.73;96;0;0;0;0;0;0;0;0;0
2999.99;0.74;96;0;0;0;0;0;0;0;0;0
3599.61;0.74;96;0;0;0;0;0;0;0;0;0
4199.99;0.75;96;0;0;0;0;0;0;0;0;0
4799.96;0.75;96;0;0;0;0;0;0;0;0;0
5399.98;0.76;96;0;0;0;0;0;0;0;0;0
5999.95;0.76;96;0;0;0;0;0;0;0;0;0
6599.91;0.76;97;0;0;0;0;0;0;0;0;0
7199.98;0.76;97;0;0;0;0;0;0;0;0;0
