Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;138;0;99;13.9748305542693;48.7606513871805;10.0444444444443;40.2076624076153;1.39393939393939;5838.70900537817;7200
InputStation1;23.50;0.50;70;0;55;12.6695909744813;23.3301547507658;10.0444444444443;30.2833333333334;1.27272727272727;6507.29297115112;7200
InputStation2;33.50;0.50;77;0;55;13.9716421385864;61.3877595731297;10.0444444444443;50.1772222222223;1.4;6439.15898268036;7200
InputStation3;43.50;0.50;82;0;60;13.6490571140218;40.2778221824881;10.0444444444443;30.381204902524;1.36666666666667;6390.35133465851;7200
InputStation4;53.50;0.50;72;0;53;13.5399147800538;34.5081001457413;10.0444444444443;30.4210173196983;1.35849056603774;6487.26416307019;7200
InputStation5;63.50;0.50;87;0;62;14.0247404914143;50.7515708864182;10.0444444444443;40.1784271247462;1.40322580645161;6339.78225847037;7200
OutputStation0;81.50;11.50;255;129;46;54.7571017620107;1543.93795848816;10.0444444444443;181.376111111108;5.54347826086957;4681.81723520551;7200
OutputStation1;81.50;17.50;229;111;49;46.5156627171192;1374.56094449684;10.0444444444445;151.089538235857;4.6734693877551;4939.01562029188;7200
OutputStation2;81.50;23.50;213;89;48;43.4661279477383;1082.45592899623;10.0444444444443;131.336111111111;4.4375;5103.63550678818;7200
OutputStation3;81.50;29.50;178;53;54;33.0421865469956;946.581338985178;10.0444444444443;130.633975487381;3.2962962962963;5441.54648767906;7200
OutputStation4;81.50;35.50;208;98;49;42.7728187138513;1424.90896756586;10.0444444444443;151.18676045808;4.24489795918367;5148.51457448348;7200
OutputStation5;81.50;41.50;241;111;51;47.0381595195057;1382.18128174328;10.0444444444443;131.491111111111;4.72549019607843;4830.42953283154;7200
OutputStation6;0.50;14.50;231;112;47;49.0992158670345;1164.59399065656;10.0444444444443;140.864538235857;4.91489361702128;4925.53729415126;7200
OutputStation7;0.50;20.50;162;57;49;32.0936588904762;826.589783923556;10.0444444444443;100.787409805048;3.30612244897959;5599.26725127731;7200
OutputStation8;0.50;26.50;199;82;46;42.4766431375496;1914.43958058968;10.0444444444443;161.277135623731;4.32608695652174;5236.11308129759;7200
OutputStation9;0.50;32.50;254;133;42;59.4692714858538;1699.21845135918;10.0444444444444;201.056760458074;6.04761904761905;4695.37566923955;7200
OutputStation10;0.50;38.50;235;104;57;41.1207759510356;873.581567224618;10.0444444444443;120.824163070228;4.12280701754386;4886.34206387477;7200
OutputStation11;0.50;44.50;443;259;81;55.4084021833447;915.086764276504;10.0444444444445;131.196111111113;5.46913580246914;2825.14698951254;7200
