#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;6;12;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/20,1/13,2/12,3/20,4/15,5/10,6/12,7/11,8/16,9/10,10/14,11/16;0/0,1/0,2/0,3/0,4/0,5/0;0/20,1/13,2/12,3/20,4/15,5/10,6/12,7/11,8/16,9/10,10/14,11/16;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0
59.89;0;0;6;12;0/36.58,1/59.89,2/59.89,3/48.21,4/59,5/53.82;0/59.89,1/56.57,2/59.89,3/59.89,4/59.89,5/59.89,6/59.89,7/59.89,8/59.89,9/59.89,10/59.89,11/59.89;0/59.89,1/59.89,2/59.89,3/59.89,4/59.89,5/59.89;0/59.89,1/59.89,2/59.89,3/59.89,4/59.89,5/59.89,6/59.89,7/59.89,8/59.89,9/59.89,10/59.89,11/59.89;0/22,1/22,2/21,3/23,4/21,5/21;0/16,1/9,2/8,3/15,4/10,5/4,6/8,7/7,8/13,9/7,10/12,11/12;0/26,1/25,2/26,3/24,4/23,5/24;0/20,1/12,2/12,3/20,4/15,5/10,6/12,7/11,8/16,9/10,10/14,11/16;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/3,1/0,2/0,3/2,4/1,5/1;0/0,1/1,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0
119.99;1;1;6;12;0/56.89,1/90.38,2/97.45,3/90.66,4/90.23,5/80.45;0/102.45,1/57.7,2/74.77,3/105.03,4/87.9,5/119.99,6/70.14,7/119.99,8/112.03,9/84.64,10/73.02,11/70.16;0/119.99,1/119.99,2/119.99,3/119.99,4/119.99,5/119.99;0/119.99,1/119.99,2/119.99,3/119.99,4/119.99,5/119.99,6/119.99,7/119.99,8/119.99,9/119.99,10/119.99,11/119.99;0/21,1/22,2/22,3/23,4/21,5/21;0/16,1/10,2/12,3/15,4/11,5/4,6/8,7/7,8/13,9/11,10/14,11/15;0/24,1/24,2/24,3/26,4/24,5/24;0/18,1/11,2/13,3/18,4/15,5/10,6/12,7/11,8/15,9/16,10/14,11/23;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/1,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/1;0/7,1/3,2/3,3/3,4/3,5/4;0/2,1/7,2/5,3/2,4/4,5/0,6/6,7/0,8/1,9/4,10/5,11/6
179.99;6;2;6;12;0/81.23,1/147.9,2/130.13,3/127.38,4/140.32,5/121.08;0/103.14,1/101,2/120.68,3/106.69,4/88.76,5/128.01,6/71.19,7/123.97,8/112.76,9/91.32,10/130.78,11/70.68;0/179.99,1/179.99,2/179.99,3/179.99,4/179.99,5/179.99;0/179.99,1/179.99,2/179.99,3/179.99,4/179.99,5/179.99,6/179.99,7/179.99,8/179.99,9/179.99,10/179.99,11/179.99;0/19,1/24,2/20,3/25,4/21,5/21;0/18,1/9,2/10,3/20,4/12,5/7,6/10,7/7,8/13,9/11,10/12,11/15;0/24,1/25,2/24,3/25,4/23,5/22;0/19,1/11,2/13,3/23,4/12,5/11,6/12,7/8,8/15,9/11,10/14,11/21;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/2,1/1,2/0,3/1,4/1,5/1;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/2;0/10,1/4,2/5,3/6,4/4,5/6;0/8,1/8,2/6,3/8,4/10,5/6,6/12,7/6,8/7,9/9,10/5,11/12
240;8;5;6;12;0/134.37,1/190.74,2/151.31,3/181.1,4/180.36,5/170.99;0/150.61,1/161.01,2/175.73,3/131.54,4/141.31,5/129.14,6/101.48,7/151.25,8/113.89,9/120.96,10/170.87,11/71.32;0/240,1/240,2/240,3/240,4/240,5/240;0/240,1/240,2/240,3/240,4/240,5/240,6/240,7/240,8/240,9/240,10/240,11/240;0/19,1/23,2/22,3/22,4/21,5/20;0/13,1/9,2/10,3/17,4/11,5/9,6/8,7/13,8/17,9/12,10/12,11/15;0/23,1/25,2/22,3/25,4/24,5/23;0/19,1/11,2/12,3/20,4/12,5/9,6/11,7/14,8/17,9/14,10/14,11/16;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/3,1/1,2/1,3/1,4/1,5/1;0/0,1/0,2/1,3/0,4/0,5/0,6/0,7/0,8/0,9/1,10/1,11/2;0/11,1/5,2/9,3/6,4/6,5/7;0/9,1/8,2/7,3/11,4/10,5/12,6/14,7/9,8/13,9/13,10/7,11/17
299.98;12;8;6;12;0/152.06,1/250.73,2/210.42,3/228.81,4/225.18,5/211.22;0/210.6,1/207.96,2/176.98,3/191.53,4/201.3,5/172.45,6/161.47,7/211.24,8/171.46,9/152.27,10/230.85,11/121.55;0/299.98,1/299.98,2/299.98,3/299.98,4/299.98,5/299.98;0/299.98,1/299.98,2/299.98,3/299.98,4/299.98,5/299.98,6/299.98,7/299.98,8/299.98,9/299.98,10/299.98,11/299.98;0/22,1/23,2/20,3/24,4/23,5/23;0/13,1/11,2/13,3/17,4/11,5/8,6/8,7/13,8/13,9/12,10/12,11/11;0/24,1/25,2/23,3/25,4/24,5/23;0/19,1/14,2/14,3/20,4/12,5/11,6/11,7/14,8/17,9/13,10/14,11/18;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/4,1/1,2/1,3/2,4/2,5/2;0/0,1/1,2/1,3/0,4/0,5/1,6/0,7/0,8/0,9/1,10/1,11/3;0/15,1/5,2/9,3/8,4/8,5/10;0/9,1/10,2/13,3/11,4/10,5/13,6/14,7/9,8/13,9/15,10/7,11/18
359.7;14;16;6;12;0/211.77,1/301.18,2/240.4,3/271.23,4/270.41,5/261.47;0/235.51,1/211.7,2/221.44,3/224.67,4/251.05,5/173.87,6/196.37,7/261.02,8/198.38,9/211.99,10/290.57,11/139.53;0/359.7,1/359.7,2/359.7,3/359.7,4/359.7,5/359.7;0/359.7,1/359.7,2/359.7,3/359.7,4/359.7,5/359.7,6/359.7,7/359.7,8/359.7,9/359.7,10/359.7,11/359.7;0/20,1/24,2/19,3/22,4/21,5/20;0/13,1/14,2/8,3/17,4/11,5/10,6/8,7/12,8/14,9/12,10/12,11/12;0/24,1/25,2/21,3/25,4/23,5/23;0/15,1/14,2/13,3/17,4/13,5/12,6/11,7/14,8/16,9/13,10/14,11/18;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/4,1/2,2/2,3/2,4/2,5/2;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/5;0/15,1/6,2/12,3/9,4/9,5/10;0/13,1/15,2/14,3/14,4/11,5/19,6/17,7/10,8/17,9/15,10/7,11/23
419.93;20;19;6;12;0/240.15,1/350.79,2/290.36,3/325.16,4/310.82,5/317.31;0/251.71,1/271.94,2/246.47,3/282,4/311.29,5/203.37,6/197.57,7/321.26,8/212.61,9/262.26,10/330.87,11/140.41;0/419.93,1/419.93,2/419.93,3/419.93,4/419.93,5/419.93;0/419.93,1/419.93,2/419.93,3/419.93,4/419.93,5/419.93,6/419.93,7/419.93,8/419.93,9/419.93,10/419.93,11/419.93;0/22,1/22,2/20,3/22,4/22,5/20;0/11,1/11,2/8,3/18,4/11,5/7,6/11,7/12,8/14,9/15,10/11,11/14;0/22,1/24,2/20,3/24,4/22,5/22;0/15,1/14,2/9,3/20,4/13,5/11,6/13,7/14,8/17,9/15,10/14,11/20;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/6,1/2,2/3,3/3,4/3,5/3;0/1,1/1,2/2,3/1,4/1,5/1,6/1,7/1,8/1,9/2,10/2,11/5;0/19,1/7,2/14,3/10,4/11,5/11;0/17,1/15,2/18,3/14,4/11,5/22,6/23,7/10,8/21,9/16,10/9,11/29
479.99;21;25;6;12;0/292.5,1/391.12,2/340.95,3/361.96,4/370.87,5/351.97;0/311.76,1/331.99,2/263.04,3/322.39,4/359.99,5/252.74,6/223.07,7/361.65,8/272.66,9/298.82,10/390.92,11/156.42;0/479.99,1/479.99,2/479.99,3/479.99,4/479.99,5/479.99;0/479.99,1/479.99,2/479.99,3/479.99,4/479.99,5/479.99,6/479.99,7/479.99,8/479.99,9/479.99,10/479.99,11/479.99;0/18,1/23,2/18,3/20,4/20,5/19;0/11,1/11,2/11,3/19,4/11,5/7,6/11,7/12,8/14,9/12,10/11,11/13;0/22,1/23,2/20,3/23,4/22,5/21;0/15,1/14,2/13,3/19,4/11,5/11,6/14,7/13,8/17,9/12,10/14,11/19;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/6,1/3,2/3,3/3,4/3,5/3;0/1,1/1,2/2,3/2,4/2,5/2,6/1,7/2,8/1,9/3,10/2,11/6;0/19,1/9,2/14,3/12,4/11,5/13;0/17,1/15,2/22,3/16,4/13,5/24,6/26,7/12,8/21,9/19,10/9,11/33
539.71;24;32;6;12;0/332.28,1/431.31,2/400.67,3/421.68,4/410.62,5/411.69;0/371.48,1/334.03,2/306.54,3/382.11,4/401.69,5/254.25,6/280.6,7/421.37,8/302.77,9/352.24,10/425.62,11/164.68;0/539.71,1/539.71,2/539.71,3/539.71,4/539.71,5/539.71;0/539.71,1/539.71,2/539.71,3/539.71,4/539.71,5/539.71,6/539.71,7/539.71,8/539.71,9/539.71,10/539.71,11/539.71;0/20,1/24,2/19,3/20,4/20,5/19;0/11,1/13,2/12,3/15,4/10,5/9,6/11,7/12,8/11,9/12,10/11,11/13;0/22,1/24,2/21,3/23,4/22,5/21;0/15,1/13,2/14,3/19,4/11,5/13,6/13,7/13,8/15,9/14,10/11,11/14;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/7,1/4,2/3,3/3,4/4,5/3;0/1,1/2,2/3,3/2,4/3,5/2,6/2,7/2,8/2,9/3,10/3,11/7;0/21,1/11,2/14,3/12,4/13,5/13;0/17,1/21,2/24,3/16,4/14,5/29,6/27,7/12,8/24,9/19,10/12,11/38
599.77;28;36;6;12;0/372.44,1/491,2/440.83,3/451.86,4/470.68,5/464.79;0/392,1/392.65,2/323.75,3/433.84,4/403,5/255.13,6/281.53,7/478.2,8/362.83,9/397.8,10/480.99,11/213.71;0/599.77,1/599.77,2/599.77,3/599.77,4/599.77,5/599.77;0/599.77,1/599.77,2/599.77,3/599.77,4/599.77,5/599.77,6/599.77,7/599.77,8/599.77,9/599.77,10/599.77,11/599.77;0/19,1/22,2/21,3/20,4/20,5/19;0/11,1/11,2/13,3/15,4/14,5/11,6/13,7/12,8/11,9/12,10/9,11/10;0/21,1/24,2/21,3/22,4/22,5/20;0/13,1/13,2/13,3/18,4/16,5/11,6/13,7/12,8/15,9/12,10/12,11/18;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/8,1/4,2/4,3/4,4/4,5/4;0/2,1/2,2/3,3/3,4/3,5/2,6/2,7/3,8/2,9/4,10/3,11/7;0/23,1/11,2/16,3/15,4/13,5/14;0/21,1/21,2/28,3/17,4/20,5/35,6/33,7/13,8/24,9/21,10/12,11/39
659.66;33;39;6;12;0/418.78,1/549.84,2/490.52,3/491.89,4/510.63,5/511.93;0/402.25,1/452.54,2/383.64,3/434.64,4/442.17,5/314.45,6/333.55,7/531.48,8/402.72,9/452.31,10/527.29,11/249.83;0/659.66,1/659.66,2/659.66,3/659.66,4/659.66,5/659.66;0/659.66,1/659.66,2/659.66,3/659.66,4/659.66,5/659.66,6/659.66,7/659.66,8/659.66,9/659.66,10/659.66,11/659.66;0/19,1/22,2/20,3/21,4/19,5/19;0/12,1/11,2/9,3/16,4/6,5/9,6/9,7/13,8/11,9/12,10/9,11/11;0/21,1/23,2/20,3/21,4/21,5/21;0/15,1/13,2/13,3/20,4/14,5/12,6/16,7/14,8/12,9/14,10/12,11/18;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/9,1/5,2/5,3/5,4/5,5/4;0/2,1/2,2/3,3/3,4/3,5/2,6/2,7/3,8/3,9/4,10/4,11/8;0/25,1/12,2/18,3/17,4/15,5/15;0/26,1/21,2/28,3/23,4/22,5/35,6/33,7/13,8/27,9/21,10/14,11/42
719.94;36;46;6;12;0/452.84,1/591.55,2/541.08,3/552.17,4/552.29,5/561.04;0/462.53,1/502.16,2/426.62,3/436.16,4/502.45,5/365.85,6/379,7/581.82,8/404.01,9/497.58,10/532.4,11/250.86;0/719.94,1/719.94,2/719.94,3/719.94,4/719.94,5/719.94;0/719.94,1/719.94,2/719.94,3/719.94,4/719.94,5/719.94,6/719.94,7/719.94,8/719.94,9/719.94,10/719.94,11/719.94;0/19,1/21,2/18,3/20,4/22,5/21;0/12,1/11,2/9,3/16,4/6,5/9,6/9,7/14,8/11,9/12,10/12,11/13;0/20,1/23,2/20,3/22,4/22,5/21;0/15,1/13,2/11,3/16,4/14,5/11,6/14,7/14,8/13,9/12,10/12,11/17;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/10,1/5,2/5,3/5,4/6,5/5;0/2,1/3,2/4,3/3,4/3,5/3,6/3,7/4,8/3,9/5,10/4,11/9;0/27,1/13,2/18,3/17,4/17,5/17;0/26,1/23,2/30,3/29,4/22,5/36,6/35,7/14,8/33,9/23,10/19,11/48
