>>> Bots
Bot0:
DistanceTraveled: 6251.76636851768
DistanceEstimated: 6029
NumberOfPickups: 62
NumberOfSetdowns: 62
NumCollisions: 0
TotalTimeMoving: 5199.68540860871
None: 0.42
ParkPod: 1363.53112549695
RepositionPod: 0
Insert: 4617.91773433685
Extract: 1171.61194804093
Rest: 0
PickupPod: 138.739992807092
SetdownPod: 138.452604580817
GetItems: 722.594956842458
PutItems: 234.092712758168
Rest: 22.0390546093292
Move: 5897.56148627686
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 62
SetdownPod_Count: 62
GetItems_Count: 54
PutItems_Count: 8
Rest_Count: 0
Move_Count: 187
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 8
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 8
StatSlowStartImmediateReleaseCount: 8
StatSlowStartSearchFailures: 1
StatSlowStartExpectedArrivalMissingCount: 0
Bot1:
DistanceTraveled: 5691.01416321385
DistanceEstimated: 5454
NumberOfPickups: 49
NumberOfSetdowns: 48
NumCollisions: 0
TotalTimeMoving: 4626.19139658987
None: 0.42
ParkPod: 1170.34341245531
RepositionPod: 0
Insert: 0
Extract: 5988.64997403326
Rest: 0
PickupPod: 109.569285633303
SetdownPod: 107.412864376267
GetItems: 0
PutItems: 1799.72150785562
Rest: 18.5316766644003
Move: 5124.17805195898
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 49
SetdownPod_Count: 48
GetItems_Count: 0
PutItems_Count: 49
Rest_Count: 0
Move_Count: 147
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 49
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 49
StatSlowStartImmediateReleaseCount: 49
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot2:
DistanceTraveled: 6588.00000000144
DistanceEstimated: 6201
NumberOfPickups: 52
NumberOfSetdowns: 51
NumCollisions: 0
TotalTimeMoving: 5390.47975599262
None: 0.42
ParkPod: 1573.85201137478
RepositionPod: 0
Insert: 4918.39540505631
Extract: 440.799184649025
Rest: 215.612147204702
PickupPod: 116.466024512619
SetdownPod: 114.180092388977
GetItems: 672.490649346982
PutItems: 49.1607503313617
Rest: 169.594923579974
Move: 6027.1863081249
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 52
SetdownPod_Count: 51
GetItems_Count: 49
PutItems_Count: 3
Rest_Count: 30
Move_Count: 159
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 4
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 4
StatSlowStartImmediateReleaseCount: 4
StatSlowStartSearchFailures: 3
StatSlowStartExpectedArrivalMissingCount: 0
Bot3:
DistanceTraveled: 6243.00000000124
DistanceEstimated: 5977
NumberOfPickups: 50
NumberOfSetdowns: 50
NumCollisions: 0
TotalTimeMoving: 5038.69346999874
None: 0.42
ParkPod: 1481.69040113241
RepositionPod: 0
Insert: 0
Extract: 5672.0310057387
Rest: 0
PickupPod: 111.889257145076
SetdownPod: 111.781370906586
GetItems: 0
PutItems: 1278.152751811
Rest: 16.4356709256835
Move: 5635.88235608277
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 50
SetdownPod_Count: 50
GetItems_Count: 0
PutItems_Count: 50
Rest_Count: 0
Move_Count: 151
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 50
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 50
StatSlowStartImmediateReleaseCount: 50
StatSlowStartSearchFailures: 1
StatSlowStartExpectedArrivalMissingCount: 0
Bot4:
DistanceTraveled: 6222.00000000112
DistanceEstimated: 5890
NumberOfPickups: 63
NumberOfSetdowns: 62
NumCollisions: 0
TotalTimeMoving: 5190.30800627984
None: 0.42
ParkPod: 1562.51691039039
RepositionPod: 0
Insert: 4753.79367393684
Extract: 838.798092311856
Rest: 0
PickupPod: 140.959148684354
SetdownPod: 138.766204902524
GetItems: 772.957691179241
PutItems: 244.159920594479
Rest: 20.8351585277303
Move: 5837.85055275076
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 63
SetdownPod_Count: 62
GetItems_Count: 56
PutItems_Count: 7
Rest_Count: 0
Move_Count: 188
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 7
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 7
StatSlowStartImmediateReleaseCount: 7
StatSlowStartSearchFailures: 3
StatSlowStartExpectedArrivalMissingCount: 0
Bot5:
DistanceTraveled: 5553.00000000095
DistanceEstimated: 5273
NumberOfPickups: 47
NumberOfSetdowns: 46
NumCollisions: 0
TotalTimeMoving: 4489.8172399799
None: 0.42
ParkPod: 1461.48918464903
RepositionPod: 0
Insert: 0
Extract: 5700.29530323642
Rest: 0
PickupPod: 105.049545428771
SetdownPod: 102.901803615643
GetItems: 0
PutItems: 1954.80759019498
Rest: 16.4166232257055
