#TimeStamp;TripTime;Type
24;16;O
35;29;O
98;4;O
111;26;I
126;12;O
173;7;I
246;16;I
248;17;O
279;10;O
313;15;I
355;15;O
359;15;O
370;15;I
386;15;O
423;20;I
470;14;I
527;17;O
532;15;I
539;16;O
544;32;O
554;17;O
560;10;O
565;15;I
657;13;I
679;22;O
704;15;O
706;21;I
723;14;O
740;18;O
819;26;I
824;13;I
825;8;O
857;22;I
892;8;O
910;23;I
938;20;O
954;20;I
962;21;O
972;20;O
1060;21;O
1078;24;I
1102;20;I
1125;20;I
1149;7;O
1150;22;I
1154;4;I
1164;11;O
1191;15;I
1248;21;I
1299;17;O
1338;14;I
1359;18;O
1359;25;I
1371;18;O
1391;8;O
1406;15;I
1436;25;I
1454;7;O
1456;15;I
1536;21;I
1542;19;O
1560;26;I
1565;20;I
1603;23;O
1617;18;O
1619;12;O
1620;19;O
1633;14;I
1657;16;I
1660;21;I
1681;16;O
1791;11;O
1797;14;I
1799;15;O
1807;20;I
1819;12;O
1832;23;O
1837;14;O
1890;14;I
1941;25;I
1951;11;O
1969;21;O
2033;14;I
2049;8;O
2057;8;O
2064;21;O
2067;13;O
2067;25;I
2097;16;O
2115;12;O
2136;22;I
2196;15;I
2208;12;O
2243;14;I
2249;15;I
2283;25;I
2298;15;I
2353;26;I
2361;19;O
2366;20;I
2370;7;O
2490;25;I
2513;15;I
2513;14;O
2538;5;I
2547;23;I
2549;18;O
2576;12;O
2576;19;I
2576;25;I
2612;22;I
2623;17;O
2625;12;O
2628;18;O
2651;24;I
2663;30;I
2665;15;O
2684;16;O
2688;18;O
2695;15;I
2713;19;I
2724;17;I
2773;22;O
2776;15;I
2778;19;I
2791;21;I
2842;20;O
2847;18;I
2848;25;O
2856;18;O
2856;9;O
2872;25;O
2883;15;I
2886;8;O
2895;27;I
2902;18;I
2935;17;I
2954;15;I
2999;18;I
3002;15;I
3027;22;I
3053;26;O
3072;53;O
3075;18;I
3079;15;I
3098;17;I
3103;24;O
3122;15;I
3160;22;I
3206;27;O
3210;10;O
3254;26;O
3261;22;O
3261;15;I
3273;24;I
3291;16;I
3303;9;O
3319;14;I
3338;17;I
3350;16;O
3380;13;I
3387;8;O
3422;16;I
3433;8;O
3462;15;O
3478;28;O
3521;25;I
3527;17;I
3530;17;O
3545;10;O
3558;16;I
3571;18;O
3617;21;I
3625;15;I
3646;16;O
3652;11;O
3652;22;I
3667;31;I
3708;16;O
3734;15;I
3804;14;I
3830;16;O
3849;10;O
3854;19;I
3854;14;I
3924;14;I
3940;15;O
3962;27;O
3970;40;O
3976;16;I
3986;12;O
4016;19;I
4031;11;O
4031;20;I
4051;15;I
4132;22;O
4146;15;I
4157;15;I
4174;24;I
4193;22;O
4201;7;O
4228;29;O
4230;13;O
4253;28;O
4304;16;O
4305;14;I
4320;14;O
4369;14;I
4388;15;I
4404;22;I
4406;20;O
4443;7;O
4458;11;O
4463;22;I
4496;22;I
4501;15;I
4516;15;O
4564;11;O
4619;15;I
4643;16;I
4657;21;O
4673;8;O
4684;32;I
4703;20;I
4714;9;O
4734;18;O
4772;25;O
4788;17;I
4789;22;O
4793;18;I
4812;15;I
4870;15;I
4912;22;I
4914;16;I
4920;18;O
4930;22;O
4945;20;I
4952;14;I
4997;15;I
5007;14;O
5011;12;I
5016;16;I
5038;21;O
5070;13;O
5090;15;I
5100;18;O
5168;15;I
5177;24;O
5184;31;I
5186;16;O
5196;36;O
5202;22;I
5232;12;O
5259;15;I
5265;15;I
5282;16;I
5300;25;O
5309;20;O
5320;19;O
5354;20;I
5366;7;O
5418;11;O
5423;11;O
5439;11;O
5453;23;O
5460;27;O
5484;11;O
5486;14;I
5541;7;O
5554;16;I
5567;22;I
5589;15;I
5595;11;O
5611;15;I
5618;10;O
5631;17;I
5676;10;O
5683;14;I
5691;12;O
5692;16;I
5718;11;O
5732;7;O
5740;16;I
5758;11;O
5791;12;I
5802;18;O
5807;16;I
5808;16;I
5825;8;O
5849;21;O
5871;10;O
5878;17;I
5884;17;O
5946;15;I
5962;15;I
5974;8;O
5978;10;O
6006;21;I
6016;20;I
6029;27;O
6062;23;I
6071;22;O
6087;19;I
6147;17;I
6173;8;O
6209;25;I
6219;19;O
6222;20;O
6238;39;O
6251;15;I
6251;9;O
6303;23;I
6306;21;O
6343;15;I
6351;7;O
6363;14;I
6416;23;O
6459;20;I
6505;13;O
6544;22;I
6556;14;I
6576;15;O
6597;22;I
6617;10;O
6641;18;O
6644;15;I
6662;8;O
6667;8;I
6677;26;O
6695;15;I
6761;15;I
6766;10;O
6770;15;I
6839;4;O
6855;22;I
6890;10;O
6893;11;O
6896;13;I
6908;38;O
6913;15;I
6927;20;I
6946;8;O
6946;11;O
6997;15;I
