#TimeStamp;TripTime;Type
25;20;O
28;18;O
33;21;O
37;27;O
38;26;O
38;25;O
38;30;O
48;42;O
54;44;O
56;44;O
101;15;I
135;25;O
172;7;I
173;19;O
220;7;O
235;26;O
240;11;O
271;32;O
299;24;O
313;14;I
337;21;O
353;12;O
376;24;I
383;11;O
392;9;O
396;17;O
424;24;I
433;10;O
470;11;O
472;22;I
504;9;O
547;16;O
549;21;O
587;23;O
594;19;I
597;22;O
631;11;O
642;13;O
669;6;O
688;14;O
734;10;O
760;21;I
768;11;O
776;3;I
780;25;O
802;22;I
810;12;O
824;14;I
838;28;O
866;10;O
877;10;O
882;15;I
931;20;O
939;14;I
956;20;O
963;7;O
973;10;O
982;18;O
1016;13;O
1024;22;I
1063;26;I
1068;8;O
1081;16;O
1100;13;O
1121;16;I
1133;24;O
1150;32;O
1153;13;O
1156;15;I
1174;12;O
1187;15;I
1205;20;O
1220;8;O
1233;15;O
1247;9;I
1254;13;I
1260;11;O
1262;11;O
1297;14;O
1321;19;I
1347;20;I
1361;16;I
1366;31;I
1376;16;O
1380;21;O
1387;12;O
1412;30;O
1414;20;I
1416;33;I
1444;8;O
1449;11;I
1463;13;I
1505;15;I
1511;9;O
1515;19;O
1534;13;O
1536;7;I
1556;12;O
1559;22;I
1584;21;I
1598;17;O
1617;14;O
1626;17;I
1640;20;I
1641;8;O
1655;18;O
1664;14;O
1709;9;O
1718;20;I
1724;20;I
1742;26;I
1744;15;I
1749;15;O
1760;24;O
1767;11;O
1792;22;I
1803;20;O
1816;32;O
1836;10;O
1843;27;I
1847;14;I
1859;23;O
1888;22;O
1893;24;I
1899;20;I
1910;24;I
1912;30;O
1916;23;I
1937;20;I
1955;17;O
1959;17;O
1964;22;I
1972;16;O
1983;22;I
2033;20;I
2044;14;O
2046;16;I
2062;24;O
2071;12;O
2095;16;O
2100;15;I
2109;10;O
2133;22;I
2164;23;O
2192;20;O
2228;15;I
2233;18;O
2243;26;O
2260;27;I
2265;16;I
2287;18;O
2292;24;O
2295;22;I
2302;14;O
2333;19;O
2356;14;O
2361;9;O
2379;16;O
2402;14;I
2407;14;I
2415;13;O
2422;9;O
2462;13;I
2491;19;O
2492;16;I
2502;13;I
2502;23;O
2507;12;O
2535;4;I
2558;19;I
2574;12;O
2578;14;I
2591;14;I
2593;12;O
2627;22;O
2629;14;I
2630;13;I
2633;12;O
2645;24;I
2662;22;I
2668;18;O
2685;21;O
2691;31;O
2704;16;O
2726;28;I
2738;14;O
2751;18;O
2752;30;I
2788;15;I
2790;24;I
2808;16;O
2832;10;O
2848;27;O
2870;26;I
2878;23;O
2898;32;O
2935;27;O
2946;36;O
2961;15;I
2966;16;O
2967;25;I
2972;21;O
2978;18;O
2990;36;O
3015;12;O
3040;21;O
3052;16;I
3054;16;O
3082;23;I
3114;21;O
3121;22;O
3126;26;O
3128;16;I
3129;32;O
3141;16;I
3144;14;I
3158;16;O
3162;15;O
3201;10;O
3204;12;O
3207;22;I
3207;15;I
3244;22;I
3247;17;O
3258;18;O
3269;20;I
3274;23;I
3286;7;O
3302;27;I
3306;12;O
3318;15;I
3319;13;O
3322;7;O
3347;14;O
3354;19;I
3355;11;O
3358;15;I
3390;23;I
3400;17;I
3430;16;I
3436;19;O
3441;18;O
3449;24;O
3458;30;O
3465;20;I
3475;32;O
3497;19;O
3508;13;I
3525;11;O
3544;14;I
3550;15;O
3564;11;O
3565;10;I
3584;14;I
3619;31;O
3647;39;O
3660;10;O
3673;19;I
3691;39;O
3712;11;O
3723;8;O
3750;7;O
3754;22;O
3763;15;I
3781;11;O
3791;14;O
3815;15;I
3827;11;O
3839;9;O
3860;24;I
3880;24;O
3887;23;O
3918;18;O
3925;12;O
3926;20;I
3935;16;O
3938;19;O
3939;13;I
3948;7;O
3973;14;O
3978;23;O
3992;10;O
3998;18;I
4005;24;I
4030;23;I
4034;16;O
4052;27;I
4056;19;O
4081;15;I
4108;14;O
4114;10;O
4115;24;I
4123;15;I
4131;32;O
4164;13;O
4182;24;I
4194;12;O
4196;29;O
4213;15;O
4231;17;O
4257;24;O
4280;30;O
4282;31;I
4287;15;I
4292;17;O
4306;12;O
4313;20;I
4323;15;I
4348;22;O
4364;14;I
4367;20;I
4369;23;O
4373;10;O
4386;15;I
4395;20;I
4404;11;O
4417;24;O
4423;13;I
4441;10;O
4442;15;I
4476;18;O
4511;18;I
4519;16;I
4525;9;O
4534;14;O
4541;20;I
4551;29;O
4580;19;O
4584;23;O
4632;21;O
4641;27;O
4653;30;O
4694;21;O
4699;21;I
4729;15;I
4747;24;O
4753;15;O
4756;13;I
4781;26;O
4793;19;I
4816;27;O
4820;22;I
4841;47;O
4866;24;I
4881;15;I
4884;11;O
4897;20;O
4931;13;I
4949;14;I
4961;24;I
4968;11;O
4971;7;O
4992;8;O
4993;13;I
5022;20;I
5042;32;O
5052;31;O
5064;12;I
5096;9;O
5098;11;O
5102;12;O
5102;14;I
5151;26;I
5155;11;O
5169;18;O
5174;17;O
5188;7;O
5225;24;O
5256;26;I
5270;23;O
5272;45;I
5291;11;O
5319;24;O
5330;11;I
5333;30;O
5354;32;O
5371;16;I
5372;23;O
5381;22;O
5401;20;I
5406;6;O
5416;33;I
5427;10;O
5427;13;I
5428;17;I
5436;10;O
5456;12;O
5479;15;I
5493;14;I
5493;12;O
5516;7;O
5528;10;O
5555;13;O
5577;9;O
5584;32;O
5599;19;I
5612;17;I
5638;26;O
5640;14;O
5640;30;I
5646;13;O
5646;19;I
5687;11;O
5715;21;I
5727;15;I
5733;10;O
5746;24;I
5764;21;O
5779;19;I
5784;14;I
5786;9;O
5820;16;I
5828;26;O
5844;23;I
5845;30;O
5857;34;I
5860;12;O
5864;13;O
5872;32;O
5881;25;I
5890;25;I
5914;11;O
5917;18;O
5957;10;O
5973;11;O
6011;26;I
6011;10;O
6027;18;I
6035;21;I
6047;18;O
6052;12;O
6078;25;I
6082;22;O
6102;28;I
6111;16;O
6133;20;O
6152;33;O
6161;33;O
6174;25;I
6182;16;O
6189;26;O
6209;24;O
6227;22;I
6239;15;I
6240;14;O
6257;19;I
6266;7;O
6286;20;O
6297;23;I
6327;23;O
6328;9;O
6348;40;O
6407;15;O
6421;11;O
6435;9;O
6470;15;I
6481;21;I
6485;13;O
6510;11;I
6512;9;O
6522;18;O
6532;22;O
6562;12;O
6569;11;I
6594;20;O
6599;21;O
6605;10;I
6614;16;O
6645;11;I
6656;15;I
6663;18;O
6667;15;O
6675;18;I
6687;18;I
6699;11;O
6729;17;O
6735;22;O
6754;14;O
6757;26;O
6768;13;I
6772;16;O
6791;15;I
6803;22;I
6827;26;O
6832;20;I
6842;14;I
6844;35;O
6856;14;O
6870;22;O
6895;17;O
6917;23;I
6927;12;I
6929;14;O
6948;20;O
6948;11;O
6951;23;I
6970;12;O
6980;23;I
6989;10;O
6998;11;O
7035;16;I
7045;8;O
7063;26;O
7087;17;I
7104;15;I
7123;11;O
7133;20;I
7142;35;I
7142;20;O
7148;16;O
7161;24;O
7171;24;I
7194;37;O
7221;11;O
7223;34;O
7237;20;I
7242;14;I
7259;8;O
7271;20;O
7299;13;I
7301;9;O
7311;22;I
7329;18;O
7362;13;I
7364;23;O
7382;16;O
7383;17;O
7396;18;O
7402;18;I
7433;16;O
7435;21;I
7447;10;O
7476;9;O
7490;21;I
7495;7;I
7506;30;O
7522;32;O
7535;10;I
7565;11;O
7574;15;I
7583;19;O
7602;21;I
7612;10;O
7635;26;O
7637;17;I
7654;11;O
7664;24;O
7673;24;I
7698;15;O
7704;26;I
7719;14;I
7721;24;O
7721;26;I
7733;22;O
7745;20;O
7753;40;O
7770;21;I
7809;28;I
7832;25;O
7838;11;O
7841;16;O
7858;28;O
7887;13;I
7890;14;O
7909;25;O
7913;26;I
7915;16;O
7943;10;O
7952;11;I
7952;20;I
7970;20;O
7974;26;I
7979;9;O
8017;18;O
8024;26;I
8026;22;O
8038;9;O
8092;15;I
8104;7;O
8156;17;O
8163;22;I
8170;25;O
8189;20;O
8198;26;O
8233;14;O
8243;10;O
8265;11;O
8278;26;I
8282;10;O
8292;15;O
8300;22;I
8306;12;O
8325;20;I
8330;18;O
8380;19;I
8385;15;I
8394;20;O
8402;27;I
8413;22;I
8416;26;O
8421;17;I
8434;12;O
8455;32;O
8469;22;I
8476;32;O
8491;26;O
8497;22;I
8522;55;O
8522;15;I
8531;22;O
8552;34;O
8591;15;I
8593;23;O
8617;6;O
8629;17;O
8657;11;O
8664;20;I
8675;14;O
8677;16;I
8681;14;O
8702;20;O
8709;10;O
8712;16;I
8718;22;I
8721;9;O
8746;16;I
8757;18;O
8771;16;I
8789;12;O
8807;16;I
8823;16;O
8834;20;I
8852;29;O
8859;43;O
8877;68;O
8878;16;I
8891;13;I
8900;17;O
8928;8;O
8928;32;O
8928;14;O
8944;12;O
8944;14;I
8970;14;O
8979;17;I
9004;25;O
9012;20;I
9029;19;I
9032;13;O
9087;25;I
9105;23;O
9107;19;O
9110;27;O
9125;24;O
9146;15;I
9158;24;I
9173;20;I
9173;16;O
9185;26;O
9194;14;O
9199;13;O
9228;15;I
9235;13;I
9250;7;O
9252;11;O
9272;22;O
9292;20;I
9292;14;O
9310;26;I
9314;18;O
9331;33;O
9349;13;I
9359;9;O
9361;24;I
9372;12;O
9386;22;O
9388;15;I
9408;14;O
9412;11;I
9427;16;O
9446;11;O
9452;12;O
9488;21;O
9495;24;I
9522;22;O
9524;26;I
9548;7;O
9549;46;O
9555;32;O
9575;8;O
