decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec,qmax,rho,unitsFromSunk,unitsFromNew,inboundCoverUnits
0,0.0444444444444444,1,92,2,99,0,10,10,24,0.5,0.01,94,27,58,12,10,41,-1223.41,6.9896603,0,15,0,41,0
1,99.0222222222275,1,88,1,89,5,1,10,22.5,0.5,0.01,48,2,36,1,1,4,-634.29,0.183171,0,15,2,2,55
2,139.066666666678,1,91,1,90,5,2,10,22.3076923076923,0.5,0.01,59,2,41,1,2,3,-736.491538461539,0.254553,0,15,1,2,59
3,152.755555555569,1,91,1,88,3,1,10,22.1428571428571,0.5,0.01,42,2,28,1,1,2,-498.091428571429,0.1327546,0,15,2,0,35
4,189.11111111113,1,93,1,91,5,3,10,22,0.5,0.01,71,2,49,1,3,5,-847.05,0.2403765,0,15,3,2,58
5,202.800000000021,1,92,1,90,2,2,10,21.875,0.5,0.01,43,3,30,1,2,4,-517.1025,0.0779687,0,15,3,1,22
6,209.155555555578,1,93,1,90,5,1,10,22.3529411764706,0.5,0.01,56,2,41,1,1,2,-744.431764705882,0.1750267,0,15,2,0,65
7,219.200000000024,1,93,1,91,5,2,10,22.2222222222222,0.5,0.01,61,2,45,1,2,4,-794.151111111111,0.1015422,0,15,0,4,63
8,239.244444444472,1,93,1,89,6,0,10,22.1052631578947,0.5,0.01,51,2,39,1,0,4,-707.145263157895,0.0159709,0,15,4,0,69
9,242.844444444472,1,92,1,89,3,0,10,22,0.5,0.01,22,2,16,1,0,2,-307.02,0.0100003,0,15,2,0,27
10,252.888888888918,1,91,1,90,3,1,10,21.9047619047619,0.5,0.01,37,2,28,1,1,3,-477.649047619048,0.1100326,0,15,1,2,25
11,259.333333333362,1,92,1,88,6,0,10,21.8181818181818,0.5,0.01,48,2,38,1,0,2,-675.474545454545,0.016011,0,15,2,0,64
12,293.111111111123,1,93,1,88,3,1,14.189715972222,30.8472086352652,0.0791139240506329,0.014189715972222,36,2,27,1,1,2,-151.875096560106,0.1820975,0,13.3865245020962,2,0,39
13,303.200000000007,1,93,1,89,3,2,14.1361775878442,30.6283847736625,0.0778443113772455,0.0141361775878442,38,2,29,1,1,4,-138.331315610147,0.2091423,0,13.36511335578,1,3,38
14,309.600000000004,1,93,1,88,4,1,14.0832401691813,30.4197987654316,0.0764872521246459,0.0140832401691813,40,2,32,1,1,2,-156.676133913442,0.1781688,0,13.5802673059962,1,1,41
15,313.288888888891,1,92,1,87,4,0,13.8845889136903,29.9052684294868,0.0750670241286863,0.0138845889136903,36,2,28,1,0,4,-153.779613509372,0.0100036,0,13.6409996345027,4,0,46
16,329.733333333327,1,93,1,88,5,1,13.919332628246,29.9007886088247,0.0741687979539642,0.013919332628246,45,1,37,1,1,2,-154.110087117813,0.3035804,0,13.4553548739711,2,0,51
17,359.911111111091,1,94,1,90,4,3,15.2147813350073,33.24711476909,0.0713422007255139,0.0152147813350073,54,3,43,1,3,5,-171.946525951454,0.2564365,0,13.6010924055368,2,3,41
18,363.555555555533,1,92,1,88,3,1,14.5637769439466,32.2483632330246,0.0703745743473326,0.0145637769439466,33,2,26,1,1,2,-126.914173275774,0.5496086,0,13.4769279182789,1,1,33
19,373.644444444417,1,92,1,87,3,0,14.7179383077737,32.4809672999145,0.0700218818380744,0.0147179383077737,23,2,20,1,0,4,-126.831038778479,0.0100087,0,13.6514210390945,4,0,28
20,393.777777777741,1,92,1,88,3,1,15.565897776196,34.2449751076312,0.0704375667022412,0.015565897776196,28,1,25,1,1,2,-119.336636918087,0.4182019,0,14.0732774414923,2,0,24
21,403.866666666625,1,92,1,90,3,2,15.7462686567164,34.0322580645161,0.0694300518134715,0.0157462686567164,31,2,28,1,2,2,-129.058212679493,0.2901171,0,14.0666666666667,1,1,22
22,440.311111111052,1,93,1,88,4,1,16.4189108069421,35.4032764274689,0.0692771084337349,0.0164189108069421,41,2,32,1,1,2,-167.666402991318,0.1085906,0,13.815912752183,1,1,38
23,444.088888888828,1,93,1,87,4,0,16.1390322878628,34.7233724981292,0.068466730954677,0.0161390322878628,23,1,21,1,0,2,-122.752308097419,0.007987,0,13.8056782221477,2,0,27
24,460.444444444375,1,92,1,90,5,2,16.7535147140774,35.4780311592228,0.0679245283018868,0.0167535147140774,48,2,39,1,1,2,-197.938882696672,0.1574891,0,14.0261983652741,2,0,53
25,480.577777777699,1,93,1,90,5,2,16.7567567567568,35.4285714285714,0.0667870036101083,0.0167567567567568,50,2,43,1,2,4,-188.1065848933,0.1561099,0,13.7777777777778,2,2,51
26,484.311111111031,1,94,1,89,3,1,16.3159909539474,34.4448697916667,0.0656303972366149,0.0163159909539474,23,1,20,1,1,2,-95.3036212717073,0.2271014,0,13.6265418956044,2,0,10
27,500.711111111023,1,93,1,90,5,2,16.4752755308009,34.2863842127478,0.065198983911939,0.0164752755308009,50,3,41,1,2,4,-198.681655955734,0.1275163,0,13.4957044241667,3,1,52
28,514.488888888797,1,94,1,90,3,1,16.1749860628858,34.972942838672,0.0649878147847279,0.0161749860628858,22,1,19,1,1,2,-92.1656682102683,0.3139915,0,13.3401946910398,0,2,8
29,520.799999999913,1,93,1,89,6,0,16.0404694406341,34.1915269655622,0.0646448523543496,0.0160404694406341,39,2,33,1,0,4,-175.432976334583,0.0150105,0,13.2579390274629,4,0,55
30,554.533333333273,1,96,1,91,3,2,16.5461416964153,35.2135836103197,0.0642414860681115,0.0165461416964153,35,3,29,1,2,5,-135.289941154226,0.1805461,0,13.0793310552616,0,5,19
31,564.577777777726,1,94,1,88,4,0,16.2669148812088,34.9738669945989,0.0648078372268274,0.0162669148812088,29,2,26,1,0,3,-152.685050924836,0.0119997,0,13.0743428017192,3,0,41
32,574.622222222178,1,95,1,89,4,1,16.1940913036617,34.7580496273714,0.0648967551622419,0.0161940913036617,37,2,32,1,1,3,-161.904077487033,0.1205829,0,13.0741287589195,3,0,38
33,590.844444444413,1,97,1,90,4,2,16.4962078189302,35.3490167548505,0.0646087580760948,0.0164962078189302,41,2,36,1,2,4,-162.908560240659,0.1480556,0,13.2558812830689,2,2,36
34,594.666666666639,1,96,1,89,4,1,16.3234289033147,34.9245455605803,0.0641562064156206,0.0163234289033147,38,1,34,1,1,3,-135.985837574039,0.2110606,0,13.2898713195129,3,0,35
35,614.711111111099,1,97,1,89,4,1,16.4115143369176,34.6879734848486,0.063179347826087,0.0164115143369176,38,1,34,1,1,3,-133.834463844623,0.2041305,0,13.0450498575499,0,3,32
36,644.755555555567,1,98,1,91,3,2,17.2197405273183,35.9701246570648,0.0622516556291391,0.0172197405273183,47,3,40,1,2,3,-188.175921893574,0.0865478,0,13.1598017038042,2,1,37
37,650.888888888906,1,98,1,90,4,1,16.8779508320607,35.5904615371714,0.0622992935131663,0.0168779508320607,32,1,29,1,1,2,-139.181482135356,0.2512942,0,13.2029131508862,2,0,36
38,660.933333333358,1,98,1,91,4,2,16.9382174744898,36.0857676630435,0.0616740088105727,0.0169382174744898,41,2,33,1,2,7,-141.039759800049,0.2807103,0,13.1741691468254,3,4,34
39,700.977777777834,1,100,1,91,4,2,17.1720416666667,36.5362588652483,0.0613496932515337,0.0171720416666667,37,2,32,1,2,2,-143.273304880445,0.2030454,0,12.8149564676617,1,1,26
40,711.022222222287,1,100,1,90,5,1,16.8940943854394,35.8999505690588,0.0611877624475105,0.0168940943854394,36,1,31,1,1,2,-133.90687675295,0.3486235,0,12.6705707890796,2,0,31
41,724.800000000075,1,100,1,90,3,1,16.9697051045787,35.6710127708491,0.0604815032295948,0.0169697051045787,44,2,36,1,1,3,-165.278446200616,0.2146584,0,12.5746735667022,3,0,42
42,744.844444444536,1,101,1,90,3,2,16.9701984126985,35.6374166666668,0.0601030337721809,0.0169701984126985,51,2,42,1,2,3,-164.425375251202,0.1925605,0,12.4606351981352,0,3,40
43,754.888888888988,1,101,1,87,5,0,16.8296342808931,35.3092327069717,0.0595105672969967,0.0168296342808931,49,1,41,1,0,2,-184.297397030901,0.0070385,0,12.4191094348659,2,0,62
44,761.066666666771,1,101,1,87,4,0,16.8467832247592,34.989472851423,0.0584731997834326,0.0168467832247592,24,1,20,1,0,2,-113.399894321257,0.0080275,0,12.4620040292739,2,0,28
45,771.111111111223,1,100,1,87,3,1,17.1215451565864,35.21223437864,0.0582576162479957,0.0171215451565864,27,2,22,1,1,3,-115.522197100882,0.2202428,0,12.6097866355941,1,2,20
46,784.933333333457,1,101,1,88,5,1,17.2994207054277,35.5599203389347,0.0584826132771338,0.0172994207054277,61,2,48,1,1,2,-198.627507381542,0.1166465,0,12.7167927039899,1,1,61
47,791.155555555684,1,100,1,87,4,0,17.217418913198,35.3739697671158,0.0576824910668709,0.017217418913198,24,1,21,1,0,2,-116.277300511036,0.0190097,0,12.7997916920485,2,0,29
48,811.200000000144,1,101,1,87,4,0,17.5170907311082,35.6597918454703,0.0574886535552194,0.0175170907311082,23,1,20,1,0,2,-114.317298851287,0.0195244,0,12.8009509188868,2,0,27
49,824.977777777933,1,101,1,88,5,1,17.8272060856147,35.9671701727314,0.0573280159521436,0.0178272060856147,61,2,47,1,1,3,-212.821586147983,0.1060004,0,12.893891193998,1,2,70
50,855.022222222401,1,103,1,88,6,1,18.0188034188035,36.3482758620691,0.0566037735849057,0.0180188034188035,61,3,47,1,1,3,-227.25749467661,0.1080449,0,12.7769696969697,2,1,78
51,861.244444444628,1,102,1,87,3,0,17.675200456533,35.9495602505756,0.056390977443609,0.017675200456533,17,1,14,1,0,2,-95.9616613276839,0.0069735,0,12.777253342072,2,0,19
52,875.066666666862,1,103,1,88,6,0,17.8798067161515,36.0576102109056,0.0564102564102564,0.0178798067161515,48,2,38,1,0,2,-193.507493791057,0.010037,0,12.801518418073,2,0,64
53,885.111111111314,1,103,1,89,6,1,17.8396705623307,35.9717947404373,0.0560875512995896,0.0178396705623307,56,1,44,1,1,2,-188.634738686911,0.1920987,0,12.8320437378168,2,0,62
54,901.288888889105,1,103,1,89,2,1,17.7928853357726,35.5857706715452,0.0551356158292574,0.0177928853357726,18,2,15,1,1,4,-95.4076672605897,0.4000711,0,12.6799872507805,0,4,13
55,911.333333333557,1,103,1,89,3,1,17.6369934352342,35.2739868704685,0.0555800617556242,0.0176369934352342,27,1,24,1,1,2,-105.525347563171,0.2715939,0,12.6264839365881,2,0,18
56,915.155555555782,1,102,1,89,5,1,17.6202756209294,35.5202381564768,0.0553618134263296,0.0176202756209294,45,2,36,1,1,2,-159.568385560491,0.200028,0,12.6427966319663,1,1,50
57,931.377777778018,1,101,1,89,2,1,17.8148064109007,35.9079691719717,0.0551517742625053,0.0178148064109007,19,1,18,1,1,2,-88.1103320363293,0.5627256,0,12.7672779278122,0,2,11
58,951.422222222478,1,102,1,90,3,2,18.2580128205129,36.5160256410258,0.0551314673452078,0.0182580128205129,40,2,34,1,2,2,-143.754035218352,0.1561153,0,12.8996829710145,1,1,21
59,955.200000000259,1,102,1,89,5,1,18.0194079393472,36.0388158786944,0.055045871559633,0.0180194079393472,41,2,34,1,1,3,-158.28056155725,0.2491848,0,12.8570910702369,1,2,49
