Policy,Bots,Seed,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
"HGS-M5 (dynamic), 60 robots",60,0,8318.0,5402.0,3436.0,7.373,466.0,0.1356,20.20,3.428,382.6,3.78
"HGS-M5 fixed λ=13, 60 robots",60,0,8343.0,5396.0,3404.0,8.066,422.0,0.1240,19.30,3.405,369.9,3.52
