layer,metric,empty,loaded,total,unit
L1,orders_completed,,,111,orders
L1,orders_per_hour,,,666,orders/h
L1,total_energy_with_support_kJ,,,1840.10391249686,kJ
L1,total_energy_mech_kJ,,,766.842208587197,kJ
L1,energy_total_with_support_per_order_kJ,,,16.577512725197,kJ/order
L1,energy_mech_per_order_kJ,,,6.90848836565042,kJ/order
L1,total_distance_m,,,8717.22999537332,m
L1,order_distance_m,,,78.5336035619218,m/order
L1,system_order_pile_on,,,2.41304347826087,orders/output_station_arrival
L1,input_station_arrivals,,,35,count
L1,output_station_arrivals,,,46,count
L1,station_arrivals_total,,,81,count
L2,trip_count,95,173,268,trips
L2,distance_m,3283,5598,8881,m
L2,total_time_sec,2704.11346308935,5312.17850624688,8016.29196933623,s
L2,total_move_turn_energy_kJ,208.084684910349,523.643556761975,731.728241672325,kJ
L2,move_turn_pct_of_mech,27.1352675400741,68.285698269885,,%
L2,avg_distance_per_trip_m,34.5578947368421,32.3583815028902,,m/trip
L2,avg_time_per_trip_sec,28.4643522430458,30.7062341401554,,s/trip
L2,avg_energy_per_trip_kJ,2.19036510431947,3.02684136856633,,kJ/trip
L3,e1_accel_kJ,,,116.675719891756,kJ
L3,e2_decel_kJ,,,0,kJ
L3,e3_cruise_kJ,,,512.450030405266,kJ
L3,e4_rotation_kJ,,,102.602491375303,kJ
L3,e5_lift_kJ,,,35.1139669148718,kJ
L3,e1_pct_of_mech,,,15.2150883956577,%
L3,e2_pct_of_mech,,,0,%
L3,e3_pct_of_mech,,,66.8260073150363,%
L3,e4_pct_of_mech,,,13.3798700992651,%
L3,e5_pct_of_mech,,,4.57903419004082,%
L4,turn_count,179,613,792,events
L4,turn_energy_kJ,18.2579599103492,84.3445314649534,102.602491375303,kJ
L4,turn_pct_of_total,0.992224394848155,4.58368306768639,,%
L4,turn_pct_of_state,8.77429298471218,16.1072413430445,,%
L4,turn_per_trip,1.88421052631579,3.54335260115607,,per trip
L4,turn_per_m,0.0545233018580567,0.10950339406931,,per m
L5,wait_time_sec,66.5768614424139,139.257618966635,205.834480409049,s
L5,wait_energy_kJ,5.99191752981725,12.5331857069972,18.5251032368144,kJ
L5,wait_pct_of_total,0.325629302189067,0.681112931823003,,%
L5,wait_ratio_mean,0.0192343237660601,0.0168008549677338,0.0176720968831839,ratio
L5,wait_ratio_median,0.0107262600866087,0.00589046809226174,0.00651996740016797,ratio
L5,wait_ratio_p95,0.0449861004910574,0.064422958206263,0.0630397323489256,ratio
L6,composition_move_pct,,,34.1896860293804,%
L6,composition_turn_pct,,,5.57590746253454,%
L6,composition_lift_pct,,,1.90825999968802,%
L6,composition_wait_pct,,,1.00674223401207,%
L6,composition_support_pct,,,57.319404274385,%
L6,energy_empty_to_loaded_ratio,,,0.397378488140044,ratio
L6,effective_motion_ratio,,,0.974322981099441,ratio
L6,wait_energy_per_order_kJ,,,0.166892821953283,kJ/order
L6,energy_per_m_empty_J,63.3824809352267,,,J/m
L6,energy_per_m_loaded_J,,93.5411855594811,,J/m
