Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;24;0;9;24.6478002187409;78.0422423892982;10.0444444444445;40.1355555555556;2.66666666666667;363.514718625761;600
InputStation1;23.50;0.50;11;0;4;22.704698774369;25.5430343024634;20.0888888888888;30.2833333333334;2.75;491.922215029301;600
InputStation2;33.50;0.50;16;0;4;35.2079870102263;167.010069026897;20.0888888888888;50.1834271247463;4;441.758152943429;600
InputStation3;43.50;0.50;15;0;4;30.27786797273;0.0124876563742125;30.1333333333334;30.381204902524;3.75;451.721753265158;600
InputStation4;53.50;0.50;13;0;4;27.7349531042936;25.9987728709152;20.0888888888888;30.4210173196983;3.25;471.591572875254;600
InputStation5;63.50;0.50;15;0;4;32.6622673196984;25.1095173315896;30.113787904555;40.1784271247462;3.75;451.997583002031;600
OutputStation0;81.50;11.50;21;7;2;85.4429220613573;50.3644426781382;80.4247330116035;90.4611111111111;10.5;395.837893147953;600
OutputStation1;81.50;17.50;26;17;2;90.4837049025239;204.480370524686;80.3723160136352;100.595093791413;13;346.542705565129;600
OutputStation2;81.50;23.50;29;13;3;67.363152943429;35.7612486824557;60.4583333333334;70.8775973878735;9.66666666666667;319.639725818683;600
OutputStation3;81.50;29.50;17;6;3;53.55345599091;2460.95120027217;20.0444444444444;110.542409805048;5.66666666666667;432.573989873223;600
OutputStation4;81.50;35.50;13;5;2;55.2261111111111;4082.76600555556;10.0444444444444;100.407777777778;6.5;471.735728752539;600
OutputStation5;81.50;41.50;34;20;2;110.965140687119;208.27830719138;100.760281374238;121.17;17;263.763831062082;600
OutputStation6;0.50;14.50;33;23;2;126.122918464897;429.660078253319;111.465836929794;140.78;16.5;276.914624834349;600
OutputStation7;0.50;20.50;13;5;3;40.3258946621216;1942.45517532667;10.0444444444444;90.888795097476;4.33333333333333;471.520461764143;600
OutputStation8;0.50;26.50;24;14;2;105.688758991151;1256.89259584933;80.6199277873504;130.757590194952;12;362.020353586889;600
OutputStation9;0.50;32.50;25;15;3;53.7865079500049;1656.46968029933;10.2309163353644;90.8500000000001;8.33333333333333;353.316933655063;600
OutputStation10;0.50;38.50;18;7;3;30.3448773424234;305.285735132572;20.1784271247461;50.5200937914129;6;428.182510789382;600
OutputStation11;0.50;44.50;39;20;7;53.5445382358573;1060.57644701108;10.0472222222222;90.3568614424136;5.57142857142857;214.713578742964;600
