#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;6;12;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/20,1/13,2/12,3/20,4/15,5/10,6/12,7/11,8/16,9/10,10/14,11/16;0/0,1/0,2/0,3/0,4/0,5/0;0/20,1/13,2/12,3/20,4/15,5/10,6/12,7/11,8/16,9/10,10/14,11/16;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0
59.89;0;0;6;12;0/36.58,1/59.89,2/59.89,3/48.21,4/59,5/53.82;0/59.89,1/56.57,2/59.89,3/59.89,4/59.89,5/59.89,6/59.89,7/59.89,8/59.89,9/59.89,10/59.89,11/59.89;0/59.89,1/59.89,2/59.89,3/59.89,4/59.89,5/59.89;0/59.89,1/59.89,2/59.89,3/59.89,4/59.89,5/59.89,6/59.89,7/59.89,8/59.89,9/59.89,10/59.89,11/59.89;0/22,1/22,2/21,3/23,4/21,5/21;0/16,1/9,2/8,3/15,4/10,5/4,6/8,7/7,8/13,9/7,10/12,11/12;0/26,1/25,2/26,3/24,4/23,5/24;0/20,1/12,2/12,3/20,4/15,5/10,6/12,7/11,8/16,9/10,10/14,11/16;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/3,1/0,2/0,3/2,4/1,5/1;0/0,1/1,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0
119.96;1;1;6;12;0/56.93,1/90.35,2/97.45,3/90.63,4/90.2,5/80.42;0/102.45,1/57.61,2/74.77,3/105.03,4/87.92,5/119.96,6/70.14,7/119.96,8/112.03,9/84.64,10/73.19,11/70.13;0/119.96,1/119.96,2/119.96,3/119.96,4/119.96,5/119.96;0/119.96,1/119.96,2/119.96,3/119.96,4/119.96,5/119.96,6/119.96,7/119.96,8/119.96,9/119.96,10/119.96,11/119.96;0/21,1/22,2/22,3/23,4/21,5/21;0/16,1/10,2/12,3/15,4/11,5/4,6/8,7/7,8/13,9/11,10/14,11/15;0/24,1/24,2/24,3/26,4/24,5/24;0/18,1/11,2/13,3/18,4/15,5/10,6/12,7/11,8/15,9/16,10/14,11/23;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/1,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/1;0/7,1/3,2/3,3/3,4/3,5/4;0/2,1/7,2/5,3/2,4/4,5/0,6/6,7/0,8/1,9/4,10/5,11/6
179.99;6;2;6;12;0/81.32,1/147.8,2/130.25,3/127.27,4/140.7,5/121.31;0/102.95,1/100.89,2/120.64,3/106.48,4/88.69,5/127.64,6/70.85,7/123.97,8/112.79,9/91.44,10/130.94,11/70.75;0/179.99,1/179.99,2/179.99,3/179.99,4/179.99,5/179.99;0/179.99,1/179.99,2/179.99,3/179.99,4/179.99,5/179.99,6/179.99,7/179.99,8/179.99,9/179.99,10/179.99,11/179.99;0/19,1/24,2/20,3/25,4/21,5/21;0/18,1/9,2/10,3/20,4/12,5/7,6/10,7/7,8/13,9/11,10/12,11/15;0/24,1/25,2/24,3/25,4/23,5/22;0/19,1/11,2/13,3/23,4/12,5/11,6/12,7/8,8/15,9/11,10/14,11/21;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/2,1/1,2/0,3/1,4/1,5/1;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/2;0/10,1/4,2/5,3/6,4/4,5/6;0/8,1/8,2/6,3/8,4/10,5/6,6/12,7/6,8/7,9/9,10/5,11/12
239.96;8;5;6;12;0/134.9,1/190.98,2/151.39,3/180.76,4/180.24,5/170.82;0/150.16,1/160.86,2/175.61,3/131.96,4/141.21,5/129.05,6/101.27,7/151.06,8/113.28,9/120.9,10/171.08,11/71.43;0/239.96,1/239.96,2/239.96,3/239.96,4/239.96,5/239.96;0/239.96,1/239.96,2/239.96,3/239.96,4/239.96,5/239.96,6/239.96,7/239.96,8/239.96,9/239.96,10/239.96,11/239.96;0/20,1/23,2/24,3/22,4/22,5/19;0/13,1/9,2/10,3/17,4/11,5/9,6/8,7/13,8/17,9/12,10/12,11/15;0/24,1/25,2/24,3/25,4/25,5/22;0/19,1/11,2/12,3/20,4/12,5/9,6/11,7/14,8/17,9/14,10/14,11/16;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/3,1/1,2/1,3/1,4/1,5/1;0/0,1/0,2/1,3/0,4/0,5/0,6/0,7/0,8/0,9/1,10/1,11/2;0/11,1/5,2/9,3/6,4/6,5/7;0/9,1/8,2/7,3/11,4/10,5/12,6/14,7/9,8/13,9/13,10/7,11/17
299.89;12;8;6;12;0/152.13,1/250.92,2/210.61,3/228.89,4/224.86,5/211.24;0/210.09,1/207.08,2/177.05,3/191.89,4/201.14,5/171.94,6/161.21,7/210.99,8/170.44,9/151.99,10/231.01,11/121.47;0/299.89,1/299.89,2/299.89,3/299.89,4/299.89,5/299.89;0/299.89,1/299.89,2/299.89,3/299.89,4/299.89,5/299.89,6/299.89,7/299.89,8/299.89,9/299.89,10/299.89,11/299.89;0/20,1/23,2/21,3/24,4/24,5/21;0/13,1/9,2/13,3/17,4/11,5/8,6/8,7/13,8/13,9/12,10/12,11/11;0/22,1/25,2/24,3/25,4/25,5/22;0/19,1/12,2/13,3/20,4/12,5/11,6/11,7/14,8/17,9/13,10/14,11/18;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/4,1/1,2/1,3/2,4/2,5/2;0/0,1/1,2/1,3/0,4/0,5/1,6/0,7/0,8/0,9/1,10/1,11/3;0/15,1/5,2/9,3/8,4/8,5/9;0/9,1/10,2/13,3/11,4/10,5/13,6/14,7/9,8/13,9/15,10/7,11/18
359.91;15;16;6;12;0/192.52,1/298.97,2/241.13,3/270.83,4/270.7,5/261.24;0/235.89,1/208.12,2/231.56,3/223.75,4/251.17,5/173.34,6/197.02,7/261.01,8/197.06,9/212.01,10/291.03,11/140.06;0/359.91,1/359.91,2/359.91,3/359.91,4/359.91,5/359.91;0/359.91,1/359.91,2/359.91,3/359.91,4/359.91,5/359.91,6/359.91,7/359.91,8/359.91,9/359.91,10/359.91,11/359.91;0/20,1/24,2/21,3/22,4/22,5/19;0/13,1/14,2/8,3/17,4/11,5/10,6/8,7/12,8/14,9/12,10/12,11/12;0/22,1/24,2/23,3/25,4/24,5/22;0/15,1/16,2/13,3/17,4/13,5/12,6/10,7/14,8/16,9/13,10/14,11/18;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/5,1/2,2/2,3/2,4/2,5/2;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/5;0/17,1/7,2/12,3/9,4/9,5/10;0/13,1/16,2/13,3/14,4/11,5/19,6/17,7/10,8/17,9/15,10/7,11/23
419.94;17;19;6;12;0/252.54,1/351.02,2/301.16,3/325.45,4/311.41,5/321.27;0/251.25,1/241.96,2/247.4,3/282.23,4/311.19,5/202.59,6/198.95,7/321.03,8/211.56,9/262.19,10/331.49,11/141.26;0/419.94,1/419.94,2/419.94,3/419.94,4/419.94,5/419.94;0/419.94,1/419.94,2/419.94,3/419.94,4/419.94,5/419.94,6/419.94,7/419.94,8/419.94,9/419.94,10/419.94,11/419.94;0/18,1/22,2/21,3/22,4/24,5/19;0/12,1/11,2/8,3/18,4/11,5/7,6/11,7/12,8/14,9/13,10/10,11/14;0/22,1/24,2/23,3/24,4/24,5/22;0/16,1/14,2/9,3/20,4/13,5/11,6/12,7/14,8/17,9/13,10/15,11/20;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/5,1/2,2/2,3/3,4/3,5/2;0/1,1/1,2/2,3/1,4/1,5/1,6/1,7/1,8/1,9/2,10/2,11/5;0/17,1/7,2/12,3/10,4/11,5/10;0/17,1/18,2/18,3/14,4/11,5/22,6/23,7/10,8/21,9/16,10/9,11/29
479.81;22;26;6;12;0/272.88,1/391.13,2/341.19,3/361.28,4/371.29,5/351.56;0/311.13,1/301.84,2/282.37,3/322.37,4/361.58,5/251.94,6/232.61,7/361.31,8/266.66,9/307.28,10/391.37,11/156.04;0/479.81,1/479.81,2/479.81,3/479.81,4/479.81,5/479.81;0/479.81,1/479.81,2/479.81,3/479.81,4/479.81,5/479.81,6/479.81,7/479.81,8/479.81,9/479.81,10/479.81,11/479.81;0/19,1/22,2/20,3/21,4/22,5/19;0/12,1/11,2/8,3/19,4/11,5/7,6/9,7/15,8/14,9/10,10/10,11/13;0/21,1/24,2/22,3/24,4/24,5/21;0/16,1/14,2/12,3/19,4/12,5/11,6/12,7/16,8/16,9/13,10/15,11/19;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/7,1/3,2/3,3/3,4/3,5/3;0/1,1/1,2/2,3/2,4/2,5/2,6/1,7/2,8/2,9/3,10/2,11/6;0/21,1/9,2/14,3/12,4/11,5/13;0/17,1/18,2/20,3/16,4/12,5/24,6/25,7/12,8/22,9/18,10/9,11/33
539.7;25;31;6;12;0/332.77,1/431.62,2/397.37,3/421.16,4/411.29,5/411.45;0/371.01,1/345.49,2/318.51,3/382.26,4/411.44,5/253.24,6/276.16,7/421.2,8/301.72,9/308.33,10/427.65,11/164.88;0/539.7,1/539.7,2/539.7,3/539.7,4/539.7,5/539.7;0/539.7,1/539.7,2/539.7,3/539.7,4/539.7,5/539.7,6/539.7,7/539.7,8/539.7,9/539.7,10/539.7,11/539.7;0/18,1/23,2/20,3/21,4/24,5/19;0/12,1/11,2/8,3/18,4/9,5/11,6/9,7/15,8/12,9/10,10/10,11/8;0/21,1/23,2/21,3/24,4/24,5/21;0/16,1/14,2/11,3/19,4/12,5/13,6/10,7/16,8/15,9/11,10/12,11/14;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/7,1/4,2/4,3/3,4/4,5/3;0/1,1/2,2/3,3/2,4/2,5/2,6/2,7/2,8/2,9/3,10/3,11/7;0/21,1/11,2/15,3/12,4/13,5/13;0/17,1/20,2/23,3/16,4/13,5/30,6/27,7/12,8/24,9/24,10/12,11/38
599.94;29;34;6;12;0/363.45,1/491.86,2/441.7,3/451.66,4/471.53,5/451.94;0/395.84,1/346.54,2/319.64,3/432.51,4/471.68,5/263.7,6/276.91,7/471.46,8/361.96,9/353.26,10/428.18,11/214.65;0/599.94,1/599.94,2/599.94,3/599.94,4/599.94,5/599.94;0/599.94,1/599.94,2/599.94,3/599.94,4/599.94,5/599.94,6/599.94,7/599.94,8/599.94,9/599.94,10/599.94,11/599.94;0/18,1/21,2/19,3/19,4/22,5/19;0/14,1/13,2/9,3/19,4/9,5/9,6/12,7/16,8/12,9/17,10/12,11/8;0/20,1/23,2/21,3/21,4/24,5/21;0/15,1/14,2/9,3/21,4/12,5/13,6/13,7/18,8/15,9/18,10/12,11/16;0/2,1/1,2/1,3/1,4/1,5/1;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/9,1/4,2/4,3/4,4/4,5/4;0/2,1/2,2/3,3/3,4/2,5/2,6/2,7/3,8/2,9/3,10/3,11/7;0/24,1/11,2/16,3/15,4/13,5/15;0/21,1/26,2/29,3/17,4/13,5/34,6/33,7/13,8/24,9/25,10/18,11/39
