#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;2;2;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/6,1/6;0/0,1/0;0/6,1/6;0/3,1/2;0/5,1/5;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0
1679.96;21;4;2;2;0/1590.27,1/1400.98;0/1379.96,1/1219.96;0/1679.96,1/1679.96;0/1679.96,1/1679.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
1739.96;21;4;2;2;0/1650.27,1/1460.98;0/1439.96,1/1279.96;0/1739.96,1/1739.96;0/1739.96,1/1739.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
1799.96;21;4;2;2;0/1710.27,1/1520.98;0/1499.96,1/1339.96;0/1799.96,1/1799.96;0/1799.96,1/1799.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
1859.96;21;4;2;2;0/1770.27,1/1580.98;0/1559.96,1/1399.96;0/1859.96,1/1859.96;0/1859.96,1/1859.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
1919.96;21;4;2;2;0/1830.27,1/1640.98;0/1619.96,1/1459.96;0/1919.96,1/1919.96;0/1919.96,1/1919.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
1979.96;21;4;2;2;0/1890.27,1/1700.98;0/1679.96,1/1519.96;0/1979.96,1/1979.96;0/1979.96,1/1979.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2039.96;21;4;2;2;0/1950.27,1/1760.98;0/1739.96,1/1579.96;0/2039.96,1/2039.96;0/2039.96,1/2039.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2099.96;21;4;2;2;0/2010.27,1/1820.98;0/1799.96,1/1639.96;0/2099.96,1/2099.96;0/2099.96,1/2099.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2159.96;21;4;2;2;0/2070.27,1/1880.98;0/1859.96,1/1699.96;0/2159.96,1/2159.96;0/2159.96,1/2159.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2219.96;21;4;2;2;0/2130.27,1/1940.98;0/1919.96,1/1759.96;0/2219.96,1/2219.96;0/2219.96,1/2219.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2279.96;21;4;2;2;0/2190.27,1/2000.98;0/1979.96,1/1819.96;0/2279.96,1/2279.96;0/2279.96,1/2279.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2340;21;4;2;2;0/2250.31,1/2061.02;0/2040,1/1880;0/2340,1/2340;0/2340,1/2340;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2400;21;4;2;2;0/2310.31,1/2121.02;0/2100,1/1940;0/2400,1/2400;0/2400,1/2400;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2460;21;4;2;2;0/2370.31,1/2181.02;0/2160,1/2000;0/2460,1/2460;0/2460,1/2460;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2520;21;4;2;2;0/2430.31,1/2241.02;0/2220,1/2060;0/2520,1/2520;0/2520,1/2520;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2580;21;4;2;2;0/2490.31,1/2301.02;0/2280,1/2120;0/2580,1/2580;0/2580,1/2580;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2640;21;4;2;2;0/2550.31,1/2361.02;0/2340,1/2180;0/2640,1/2640;0/2640,1/2640;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2700;21;4;2;2;0/2610.31,1/2421.02;0/2400,1/2240;0/2700,1/2700;0/2700,1/2700;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2760;21;4;2;2;0/2670.31,1/2481.02;0/2460,1/2300;0/2760,1/2760;0/2760,1/2760;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2820;21;4;2;2;0/2730.31,1/2541.02;0/2520,1/2360;0/2820,1/2820;0/2820,1/2820;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2880;21;4;2;2;0/2790.31,1/2601.02;0/2580,1/2420;0/2880,1/2880;0/2880,1/2880;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
2940;21;4;2;2;0/2850.31,1/2661.02;0/2640,1/2480;0/2940,1/2940;0/2940,1/2940;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3000;21;4;2;2;0/2910.31,1/2721.02;0/2700,1/2540;0/3000,1/3000;0/3000,1/3000;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3060;21;4;2;2;0/2970.31,1/2781.02;0/2760,1/2600;0/3060,1/3060;0/3060,1/3060;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3120;21;4;2;2;0/3030.31,1/2841.02;0/2820,1/2660;0/3120,1/3120;0/3120,1/3120;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3180;21;4;2;2;0/3090.31,1/2901.02;0/2880,1/2720;0/3180,1/3180;0/3180,1/3180;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3240;21;4;2;2;0/3150.31,1/2961.02;0/2940,1/2780;0/3240,1/3240;0/3240,1/3240;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3300;21;4;2;2;0/3210.31,1/3021.02;0/3000,1/2840;0/3300,1/3300;0/3300,1/3300;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3360;21;4;2;2;0/3270.31,1/3081.02;0/3060,1/2900;0/3360,1/3360;0/3360,1/3360;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3420;21;4;2;2;0/3330.31,1/3141.02;0/3120,1/2960;0/3420,1/3420;0/3420,1/3420;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3480;21;4;2;2;0/3390.31,1/3201.02;0/3180,1/3020;0/3480,1/3480;0/3480,1/3480;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3540;21;4;2;2;0/3450.31,1/3261.02;0/3240,1/3080;0/3540,1/3540;0/3540,1/3540;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3600;21;4;2;2;0/3510.31,1/3321.02;0/3300,1/3140;0/3600,1/3600;0/3600,1/3600;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3660;21;4;2;2;0/3570.31,1/3381.02;0/3360,1/3200;0/3660,1/3660;0/3660,1/3660;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3720;21;4;2;2;0/3630.31,1/3441.02;0/3420,1/3260;0/3720,1/3720;0/3720,1/3720;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3780;21;4;2;2;0/3690.31,1/3501.02;0/3480,1/3320;0/3780,1/3780;0/3780,1/3780;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3840;21;4;2;2;0/3750.31,1/3561.02;0/3540,1/3380;0/3840,1/3840;0/3840,1/3840;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3900;21;4;2;2;0/3810.31,1/3621.02;0/3600,1/3440;0/3900,1/3900;0/3900,1/3900;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
3960;21;4;2;2;0/3870.31,1/3681.02;0/3660,1/3500;0/3960,1/3960;0/3960,1/3960;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4020;21;4;2;2;0/3930.31,1/3741.02;0/3720,1/3560;0/4020,1/4020;0/4020,1/4020;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4080;21;4;2;2;0/3990.31,1/3801.02;0/3780,1/3620;0/4080,1/4080;0/4080,1/4080;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4140;21;4;2;2;0/4050.31,1/3861.02;0/3840,1/3680;0/4140,1/4140;0/4140,1/4140;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4200;21;4;2;2;0/4110.31,1/3921.02;0/3900,1/3740;0/4200,1/4200;0/4200,1/4200;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4260;21;4;2;2;0/4170.31,1/3981.02;0/3960,1/3800;0/4260,1/4260;0/4260,1/4260;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4320;21;4;2;2;0/4230.31,1/4041.02;0/4020,1/3860;0/4320,1/4320;0/4320,1/4320;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4380;21;4;2;2;0/4290.31,1/4101.02;0/4080,1/3920;0/4380,1/4380;0/4380,1/4380;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4440;21;4;2;2;0/4350.31,1/4161.02;0/4140,1/3980;0/4440,1/4440;0/4440,1/4440;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4500;21;4;2;2;0/4410.31,1/4221.02;0/4200,1/4040;0/4500,1/4500;0/4500,1/4500;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4560;21;4;2;2;0/4470.31,1/4281.02;0/4260,1/4100;0/4560,1/4560;0/4560,1/4560;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4620;21;4;2;2;0/4530.31,1/4341.02;0/4320,1/4160;0/4620,1/4620;0/4620,1/4620;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4680;21;4;2;2;0/4590.31,1/4401.02;0/4380,1/4220;0/4680,1/4680;0/4680,1/4680;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4740;21;4;2;2;0/4650.31,1/4461.02;0/4440,1/4280;0/4740,1/4740;0/4740,1/4740;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4800;21;4;2;2;0/4710.31,1/4521.02;0/4500,1/4340;0/4800,1/4800;0/4800,1/4800;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4860;21;4;2;2;0/4770.31,1/4581.02;0/4560,1/4400;0/4860,1/4860;0/4860,1/4860;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4920;21;4;2;2;0/4830.31,1/4641.02;0/4620,1/4460;0/4920,1/4920;0/4920,1/4920;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
4980;21;4;2;2;0/4890.31,1/4701.02;0/4680,1/4520;0/4980,1/4980;0/4980,1/4980;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
5040;21;4;2;2;0/4950.31,1/4761.02;0/4740,1/4580;0/5040,1/5040;0/5040,1/5040;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
5100;21;4;2;2;0/5010.31,1/4821.02;0/4800,1/4640;0/5100,1/5100;0/5100,1/5100;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
5160;21;4;2;2;0/5070.31,1/4881.02;0/4860,1/4700;0/5160,1/5160;0/5160,1/5160;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
5220;21;4;2;2;0/5130.31,1/4941.02;0/4920,1/4760;0/5220,1/5220;0/5220,1/5220;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
5280;21;4;2;2;0/5190.31,1/5001.02;0/4980,1/4820;0/5280,1/5280;0/5280,1/5280;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
5340;21;4;2;2;0/5250.31,1/5061.02;0/5040,1/4880;0/5340,1/5340;0/5340,1/5340;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
5400;21;4;2;2;0/5310.31,1/5121.02;0/5100,1/4940;0/5400,1/5400;0/5400,1/5400;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
5459.96;21;4;2;2;0/5370.27,1/5180.98;0/5159.96,1/4999.96;0/5459.96,1/5459.96;0/5459.96,1/5459.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
5519.96;21;4;2;2;0/5430.27,1/5240.98;0/5219.96,1/5059.96;0/5519.96,1/5519.96;0/5519.96,1/5519.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
5579.96;21;4;2;2;0/5490.27,1/5300.98;0/5279.96,1/5119.96;0/5579.96,1/5579.96;0/5579.96,1/5579.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
5639.96;21;4;2;2;0/5550.27,1/5360.98;0/5339.96,1/5179.96;0/5639.96,1/5639.96;0/5639.96,1/5639.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
5699.96;21;4;2;2;0/5610.27,1/5420.98;0/5399.96,1/5239.96;0/5699.96,1/5699.96;0/5699.96,1/5699.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
5759.96;21;4;2;2;0/5670.27,1/5480.98;0/5459.96,1/5299.96;0/5759.96,1/5759.96;0/5759.96,1/5759.96;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/5,1/16;0/2,1/2;0/9,1/28;0/30,1/46
