#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;66.61;2.3;PP/0,TA/0,IS/0,PS/0,RB/0.01,OB/2.21,RP/0
59.9;79.07;3.23;PP/0.38,TA/0.02,IS/0.01,PS/0,RB/0.01,OB/2.41,RP/0
119.97;111;10;PP/0.46,TA/4.57,IS/0.04,PS/4.55,RB/0.01,OB/4.4,RP/0
180;112.83;14.87;PP/0.54,TA/4.89,IS/0.07,PS/4.86,RB/0.01,OB/8.69,RP/0
239.94;129;22.14;PP/0.64,TA/9.58,IS/0.11,PS/9.55,RB/0.01,OB/10.97,RP/0
299.99;129.31;27.08;PP/0.76,TA/10.78,IS/0.14,PS/10.74,RB/0.01,OB/14.37,RP/0
360;134.3;34.18;PP/0.86,TA/14.8,IS/0.18,PS/14.76,RB/0.01,OB/17.14,RP/0
419.99;135.93;38.21;PP/1.24,TA/15.26,IS/0.22,PS/15.21,RB/0.01,OB/20.1,RP/0
479.99;135.62;41.89;PP/1.38,TA/16.07,IS/0.26,PS/16.02,RB/0.01,OB/22.64,RP/0
539.82;136.64;46.95;PP/1.57,TA/16.56,IS/0.29,PS/16.5,RB/0.01,OB/26.8,RP/0
599.97;133.22;50.33;PP/1.69,TA/16.96,IS/0.33,PS/16.89,RB/0.01,OB/29.45,RP/0
660;134.87;54.21;PP/1.82,TA/17.87,IS/0.36,PS/17.8,RB/0.01,OB/32.06,RP/0
719.95;134.39;59.23;PP/1.94,TA/18.22,IS/0.4,PS/18.15,RB/0.01,OB/36.41,RP/0
779.97;134.48;63.39;PP/2.06,TA/19.02,IS/0.44,PS/18.94,RB/0.01,OB/39.44,RP/0
839.99;135.87;67.46;PP/2.23,TA/19.5,IS/0.47,PS/19.41,RB/0.01,OB/42.64,RP/0
899.98;135.13;71.34;PP/2.35,TA/20.12,IS/0.5,PS/20.03,RB/0.01,OB/45.59,RP/0
959.96;136.05;75.68;PP/2.47,TA/20.71,IS/0.53,PS/20.62,RB/0.01,OB/49,RP/0
1019.97;135.16;79.29;PP/2.58,TA/21.18,IS/0.56,PS/21.08,RB/0.01,OB/51.82,RP/0
1079.96;134.84;83.58;PP/2.72,TA/21.55,IS/0.59,PS/21.45,RB/0.01,OB/55.41,RP/0
1139.88;131.15;88.49;PP/2.88,TA/22.62,IS/0.61,PS/22.51,RB/0.01,OB/58.88,RP/0
1199.99;132.25;93.12;PP/3.01,TA/22.87,IS/0.64,PS/22.77,RB/0.01,OB/62.96,RP/0
1259.8;131.32;97.04;PP/3.18,TA/23.48,IS/0.68,PS/23.36,RB/0.01,OB/65.88,RP/0
1319.93;131.73;102.03;PP/3.26,TA/23.92,IS/0.72,PS/23.8,RB/0.01,OB/70.16,RP/0
1379.98;131.2;105.42;PP/3.39,TA/24.67,IS/0.76,PS/24.53,RB/0.01,OB/72.49,RP/0
1439.98;133.44;110.07;PP/3.51,TA/25.22,IS/0.79,PS/25.08,RB/0.01,OB/76.28,RP/0
1499.89;138.95;114.35;PP/3.63,TA/25.9,IS/0.82,PS/25.75,RB/0.01,OB/79.55,RP/0
1559.78;141.68;118.8;PP/3.77,TA/26.37,IS/0.85,PS/26.23,RB/0.01,OB/83.19,RP/0
1619.92;139.89;122.9;PP/3.89,TA/26.85,IS/0.89,PS/26.7,RB/0.01,OB/86.47,RP/0
1679.98;139.82;127.26;PP/4.01,TA/27.36,IS/0.92,PS/27.21,RB/0.01,OB/90.03,RP/0
1739.98;139.93;131.75;PP/4.14,TA/27.93,IS/0.94,PS/27.77,RB/0.01,OB/93.63,RP/0
1800;139.17;135.43;PP/4.31,TA/28.29,IS/0.95,PS/28.12,RB/0.01,OB/96.6,RP/0
1859.96;227.2;175.07;PP/4.52,TA/28.9,IS/0.97,PS/28.73,RB/0.01,OB/135.12,RP/0
1919.84;234.44;208.65;PP/4.69,TA/29.72,IS/0.98,PS/29.55,RB/0.01,OB/167.46,RP/0
1979.89;234.95;211.53;PP/4.8,TA/30.08,IS/0.99,PS/29.9,RB/0.01,OB/169.71,RP/0
2039.9;4401.64;238.2;PP/4.99,TA/30.42,IS/1,PS/30.25,RB/0.01,OB/195.67,RP/0
2099.79;4442.97;243.03;PP/5.17,TA/30.75,IS/1.01,PS/30.57,RB/0.01,OB/199.79,RP/0
2159.96;4452.18;247.88;PP/5.33,TA/31.4,IS/1.02,PS/31.21,RB/0.01,OB/203.65,RP/0
2219.99;4473.77;251.87;PP/5.67,TA/31.81,IS/1.02,PS/31.62,RB/0.01,OB/206.73,RP/0
2279.98;4482.54;256.71;PP/5.8,TA/32.13,IS/1.03,PS/31.94,RB/0.01,OB/210.91,RP/0
2339.96;4492.56;261.72;PP/5.95,TA/32.36,IS/1.03,PS/32.16,RB/0.01,OB/215.36,RP/0
2399.96;4503.77;265.13;PP/6.11,TA/32.87,IS/1.03,PS/32.67,RB/0.01,OB/217.92,RP/0
