Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;193;0;133;14.5216098138604;41.9911575149046;10.0444444444443;30.4656565398899;1.45112781954887;5280.44126963887;7200
InputStation1;23.50;0.50;164;0;106;15.4708145484424;57.981892273402;10.0444444444443;40.169357845953;1.54716981132075;5569.78681800153;7200
InputStation2;33.50;0.50;165;0;104;15.8677786796184;60.0902570709514;10.0444444444443;40.3111111111112;1.58653846153846;5560.33208527341;7200
InputStation3;43.50;0.50;149;0;98;15.1946984397433;54.3617076554304;10.0444444444443;40.1083333333363;1.52040816326531;5725.09249668699;7200
InputStation4;53.50;0.50;145;0;94;15.2912106626643;49.2319349539062;10.0444444444443;30.1900431575395;1.54255319148936;5758.50056246526;7200
InputStation5;63.50;0.50;196;0;137;14.3201801654097;47.0236708591199;10.0444444444443;40.2604617641427;1.43065693430657;5257.79596668583;7200
OutputStation0;81.50;11.50;706;541;72;100.260889147849;2656.10151925001;12.3566307021379;261.238708498985;9.80555555555556;191.777574958264;7200
OutputStation1;81.50;17.50;701;507;72;99.5268648784389;2454.539490863;12.4966666666674;281.552878762112;9.73611111111111;237.455663732603;7200
OutputStation2;81.50;23.50;706;548;67;107.68744319572;2227.10440580986;21.5617604580802;251.363059152016;10.5373134328358;184.092266230577;7200
OutputStation3;81.50;29.50;709;557;67;107.975684240638;1740.3346762696;12.6027777777745;223.62990620859;10.5820895522388;162.970686162249;7200
OutputStation4;81.50;35.50;709;550;76;94.8868609953019;2227.44568830745;21.686111111112;223.495093791416;9.32894736842105;159.87350681368;7200
OutputStation5;81.50;41.50;703;513;69;104.034956185689;2083.12606946249;10.0444444444447;213.777597387875;10.1884057971014;218.35450255474;7200
OutputStation6;0.50;14.50;697;545;65;108.290526696661;2130.82133561006;11.875;243.699725818686;10.7230769230769;286.169978704911;7200
OutputStation7;0.50;20.50;705;547;72;99.7919724995851;2057.27998897974;10.0472222222234;184.126204902525;9.79166666666667;203.965742003936;7200
OutputStation8;0.50;26.50;712;564;71;101.049384691264;1921.95987537826;22.0395382358583;202.950468957064;10.0281690140845;126.199091140992;7200
OutputStation9;0.50;32.50;709;520;76;95.5395101392759;2358.05939211017;12.9027777777801;232.601702631186;9.32894736842105;160.969048267836;7200
OutputStation10;0.50;38.50;708;543;72;100.382144666061;1982.3513708532;10.0444444444443;243.267777777776;9.83333333333333;163.188658148713;7200
OutputStation11;0.50;44.50;705;531;77;94.063204498129;1967.29395940141;11.8737013060627;223.556760458083;9.15584415584416;195.949884630354;7200
