#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;6;12;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/10,1/8,2/7,3/6,4/8,5/13,6/13,7/9,8/10,9/10,10/10,11/11;0/0,1/0,2/0,3/0,4/0,5/0;0/10,1/8,2/7,3/6,4/8,5/13,6/13,7/9,8/10,9/10,10/10,11/11;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0
59.99;0;0;6;12;0/59.99,1/43.62,2/35.65,3/59.99,4/54.5,5/59.99;0/50.57,1/52.11,2/49.23,3/39.75,4/59.99,5/42.54,6/59.99,7/59.99,8/32.86,9/34.01,10/36.15,11/50.15;0/59.99,1/59.99,2/59.99,3/59.99,4/59.99,5/59.99;0/59.99,1/59.99,2/59.99,3/59.99,4/59.99,5/59.99,6/59.99,7/59.99,8/59.99,9/59.99,10/59.99,11/59.99;0/17,1/20,2/19,3/17,4/19,5/16;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/27,1/29,2/27,3/25,4/26,5/29;0/9,1/7,2/5,3/6,4/8,5/11,6/13,7/9,8/8,9/9,10/8,11/10;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/2,2/3,3/0,4/1,5/0;0/1,1/1,2/2,3/3,4/0,5/2,6/0,7/0,8/3,9/3,10/3,11/1
119.99;8;0;6;12;0/89.4,1/50.46,2/44.88,3/70.29,4/63.69,5/74.58;0/51.19,1/52.71,2/49.93,3/40.61,4/75.92,5/43.04,6/91.37,7/92.44,8/33.5,9/34.86,10/36.65,11/50.83;0/119.99,1/119.99,2/119.99,3/119.99,4/119.99,5/119.99;0/119.99,1/119.99,2/119.99,3/119.99,4/119.99,5/119.99,6/119.99,7/119.99,8/119.99,9/119.99,10/119.99,11/119.99;0/19,1/20,2/19,3/19,4/20,5/20;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/2,10/2,11/0;0/25,1/26,2/25,3/25,4/25,5/30;0/8,1/7,2/12,3/8,4/5,5/10,6/10,7/10,8/7,9/11,10/9,11/8;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/1,1/1,2/2,3/1,4/2,5/1;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/4,1/7,2/8,3/5,4/6,5/5;0/7,1/7,2/8,3/9,4/5,5/8,6/3,7/3,8/9,9/9,10/9,11/7
179.99;17;0;6;12;0/99.59,1/58.68,2/49.77,3/84.24,4/100.55,5/83.49;0/52.25,1/53.44,2/50.31,3/41.07,4/76.96,5/43.95,6/92.09,7/93.18,8/34.49,9/35.5,10/37.25,11/51.55;0/179.99,1/179.99,2/179.99,3/179.99,4/179.99,5/179.99;0/179.99,1/179.99,2/179.99,3/179.99,4/179.99,5/179.99,6/179.99,7/179.99,8/179.99,9/179.99,10/179.99,11/179.99;0/22,1/23,2/17,3/20,4/18,5/18;0/0,1/0,2/2,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/28,1/25,2/23,3/25,4/25,5/27;0/12,1/11,2/9,3/9,4/9,5/9,6/7,7/9,8/10,9/8,10/9,11/9;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/3,1/3,2/3,3/3,4/2,5/3;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/9,1/13,2/14,3/10,4/8,5/10;0/13,1/13,2/14,3/14,4/11,5/14,6/9,7/9,8/15,9/15,10/15,11/13
240;26;5;6;12;0/120.64,1/90.73,2/60.65,3/94.86,4/115.52,5/90.52;0/52.78,1/54.15,2/50.98,3/41.55,4/77.45,5/44.5,6/92.88,7/93.67,8/35.1,9/36.3,10/37.87,11/77.47;0/240,1/240,2/240,3/240,4/240,5/240;0/240,1/240,2/240,3/240,4/240,5/240,6/240,7/240,8/240,9/240,10/240,11/240;0/20,1/18,2/20,3/22,4/18,5/18;0/0,1/2,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/27,1/24,2/23,3/24,4/22,5/26;0/11,1/11,2/10,3/5,4/8,5/7,6/7,7/6,8/12,9/8,10/8,11/11;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/4,1/4,2/5,3/5,4/4,5/4;0/0,1/0,2/0,3/0,4/0,5/1,6/0,7/0,8/1,9/1,10/1,11/1;0/12,1/15,2/19,3/15,4/13,5/15;0/19,1/19,2/19,3/20,4/17,5/20,6/15,7/15,8/21,9/21,10/21,11/17
300;31;11;6;12;0/166.11,1/150.73,2/100.74,3/131.14,4/150.77,5/98.75;0/53.22,1/54.58,2/51.79,3/42.58,4/78.09,5/45.08,6/93.7,7/94.67,8/35.52,9/36.84,10/38.39,11/77.88;0/300,1/300,2/300,3/300,4/300,5/300;0/300,1/300,2/300,3/300,4/300,5/300,6/300,7/300,8/300,9/300,10/300,11/300;0/18,1/18,2/17,3/18,4/17,5/18;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/25,1/24,2/23,3/24,4/21,5/22;0/10,1/10,2/9,3/11,4/10,5/8,6/8,7/8,8/12,9/11,10/10,11/14;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/5,1/4,2/5,3/6,4/5,5/6;0/0,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/1;0/14,1/15,2/20,3/17,4/15,5/21;0/25,1/25,2/25,3/26,4/23,5/26,6/21,7/21,8/27,9/27,10/27,11/23
359.94;46;16;6;12;0/175.6,1/166.07,2/110.89,3/148.5,4/170.76,5/110.73;0/53.85,1/54.98,2/52.39,3/43.47,4/78.58,5/46.18,6/94.54,7/95.74,8/36.02,9/37.28,10/39.21,11/78.4;0/359.94,1/359.94,2/359.94,3/359.94,4/359.94,5/359.94;0/359.94,1/359.94,2/359.94,3/359.94,4/359.94,5/359.94,6/359.94,7/359.94,8/359.94,9/359.94,10/359.94,11/359.94;0/17,1/20,2/19,3/19,4/17,5/16;0/4,1/0,2/0,3/0,4/0,5/6,6/0,7/4,8/0,9/0,10/0,11/0;0/23,1/23,2/21,3/22,4/21,5/23;0/16,1/12,2/12,3/9,4/7,5/13,6/12,7/10,8/12,9/9,10/12,11/16;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/7,1/7,2/8,3/9,4/7,5/8;0/1,1/1,2/1,3/2,4/1,5/2,6/1,7/2,8/1,9/2,10/1,11/1;0/19,1/20,2/26,3/22,4/19,5/25;0/31,1/31,2/31,3/32,4/29,5/32,6/27,7/27,8/33,9/33,10/33,11/29
419.99;54;22;6;12;0/191.21,1/206.19,2/132.03,3/171.54,4/230.81,5/147.91;0/54.7,1/55.36,2/52.92,3/44.29,4/79.43,5/46.68,6/95.22,7/96.2,8/36.38,9/37.88,10/39.91,11/78.84;0/419.99,1/419.99,2/419.99,3/419.99,4/419.99,5/419.99;0/419.99,1/419.99,2/419.99,3/419.99,4/419.99,5/419.99,6/419.99,7/419.99,8/419.99,9/419.99,10/419.99,11/419.99;0/17,1/19,2/20,3/20,4/15,5/18;0/0,1/0,2/0,3/0,4/0,5/0,6/2,7/0,8/0,9/0,10/0,11/0;0/23,1/24,2/23,3/24,4/21,5/24;0/14,1/9,2/8,3/16,4/12,5/11,6/10,7/8,8/8,9/7,10/8,11/11;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/9,1/8,2/10,3/10,4/7,5/10;0/1,1/1,2/2,3/2,4/2,5/2,6/2,7/2,8/2,9/2,10/2,11/2;0/23,1/22,2/29,3/25,4/19,5/28;0/37,1/37,2/37,3/38,4/35,5/38,6/33,7/33,8/39,9/39,10/39,11/35
479.99;65;27;6;12;0/211.34,1/216.69,2/161.51,3/211.61,4/241.54,5/157.6;0/55.33,1/56.38,2/53.53,3/45.07,4/79.99,5/47.63,6/96.07,7/119.97,8/37.41,9/38.62,10/40.83,11/79.24;0/479.99,1/479.99,2/479.99,3/479.99,4/479.99,5/479.99;0/479.99,1/479.99,2/479.99,3/479.99,4/479.99,5/479.99,6/479.99,7/479.99,8/479.99,9/479.99,10/479.99,11/479.99;0/18,1/21,2/17,3/20,4/17,5/16;0/0,1/0,2/0,3/0,4/2,5/2,6/0,7/0,8/3,9/0,10/0,11/0;0/24,1/23,2/22,3/24,4/20,5/21;0/12,1/8,2/9,3/15,4/13,5/9,6/6,7/8,8/8,9/6,10/12,11/9;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/11,1/10,2/11,3/11,4/10,5/12;0/1,1/2,2/3,3/2,4/2,5/3,6/2,7/3,8/2,9/3,10/2,11/2;0/27,1/27,2/32,3/27,4/24,5/33;0/43,1/43,2/43,3/44,4/41,5/44,6/39,7/37,8/45,9/45,10/45,11/41
539.99;73;31;6;12;0/231.68,1/265.51,2/214.14,3/249.17,4/291.02,5/166.86;0/55.78,1/57.26,2/54.37,3/45.51,4/80.5,5/48.38,6/102.1,7/120.74,8/43.12,9/39.58,10/41.38,11/79.99;0/539.99,1/539.99,2/539.99,3/539.99,4/539.99,5/539.99;0/539.99,1/539.99,2/539.99,3/539.99,4/539.99,5/539.99,6/539.99,7/539.99,8/539.99,9/539.99,10/539.99,11/539.99;0/18,1/17,2/17,3/16,4/15,5/15;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/5,9/3,10/0,11/3;0/22,1/22,2/21,3/21,4/19,5/19;0/10,1/7,2/8,3/11,4/11,5/9,6/13,7/9,8/13,9/10,10/10,11/9;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/13,1/11,2/12,3/13,4/10,5/14;0/1,1/2,2/3,3/2,4/3,5/3,6/3,7/3,8/2,9/3,10/3,11/3;0/31,1/28,2/33,3/30,4/25,5/38;0/49,1/49,2/49,3/50,4/47,5/50,6/45,7/43,8/50,9/51,10/51,11/47
599.99;82;39;6;12;0/271.76,1/299.4,2/231.69,3/271.8,4/321.14,5/190.81;0/56.19,1/63.27,2/55.5,3/45.87,4/81.12,5/48.92,6/102.67,7/132.19,8/63.96,9/60.26,10/41.84,11/80.51;0/599.99,1/599.99,2/599.99,3/599.99,4/599.99,5/599.99;0/599.99,1/599.99,2/599.99,3/599.99,4/599.99,5/599.99,6/599.99,7/599.99,8/599.99,9/599.99,10/599.99,11/599.99;0/17,1/17,2/15,3/15,4/14,5/15;0/0,1/0,2/0,3/0,4/0,5/3,6/0,7/0,8/1,9/0,10/0,11/3;0/21,1/20,2/17,3/18,4/16,5/17;0/9,1/10,2/12,3/8,4/13,5/14,6/12,7/9,8/13,9/8,10/12,11/12;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/14,1/12,2/14,3/14,4/12,5/16;0/2,1/3,2/3,3/3,4/4,5/4,6/3,7/4,8/3,9/4,10/3,11/3;0/33,1/31,2/37,3/33,4/28,5/42;0/55,1/54,2/55,3/56,4/53,5/56,6/51,7/48,8/54,9/55,10/57,11/53
