#TimeStamp;Bot;Pod;OutputStation
32.62;13;43;8
33.8;17;1191;9
35.79;3;1077;10
39.52;14;905;3
42.44;46;570;5
42.63;13;43;8
43.81;17;1191;9
45.92;3;1077;10
49.14;37;324;2
49.57;14;905;3
50.1;8;528;11
50.52;28;936;0
52.04;55;1104;1
52.44;46;570;5
52.71;13;43;8
53.85;17;1191;9
55.98;3;1077;10
59.18;37;324;2
59.61;14;905;3
60.08;8;528;11
60.56;28;936;0
62.11;55;1104;1
62.47;46;570;5
62.83;13;43;8
63.92;17;1191;9
66.05;3;1077;10
69.23;37;324;2
69.66;14;905;3
70.15;8;528;11
70.49;28;936;0
72.14;55;1104;1
72.52;46;570;5
72.74;13;43;8
74.07;17;1191;9
75.56;44;628;4
76.09;3;1077;10
79.28;37;324;2
79.72;14;905;3
80.19;8;528;11
80.62;28;936;0
82.21;55;1104;1
82.56;46;570;5
82.88;13;43;8
84.12;17;1191;9
85.53;44;628;4
86.14;3;1077;10
89.32;37;324;2
89.76;14;905;3
90.25;8;528;11
90.62;28;936;0
91.23;5;498;6
91.9;31;889;7
92.28;55;1104;1
92.56;46;570;5
92.82;13;43;8
94.15;17;1191;9
95.61;44;628;4
96.19;3;1077;10
99.39;37;324;2
99.81;14;905;3
100.28;8;528;11
100.66;28;936;0
101.23;5;498;6
102.1;31;889;7
102.33;55;1104;1
102.57;46;570;5
102.92;13;43;8
104.19;17;1191;9
105.7;44;628;4
106.23;3;1077;10
109.46;37;324;2
109.88;14;905;3
110.32;8;528;11
110.7;28;936;0
111.23;5;498;6
112.22;31;889;7
112.37;55;1104;1
112.59;46;570;5
112.93;13;43;8
114.23;17;1191;9
115.73;44;628;4
116.31;3;1077;10
119.51;37;324;2
119.9;14;905;3
120.29;8;528;11
120.75;28;936;0
121.31;5;498;6
122.24;31;889;7
122.42;55;1104;1
122.59;46;570;5
123;13;43;8
124.07;17;1191;9
125.77;44;628;4
126.31;3;1077;10
129.55;37;324;2
129.95;14;905;3
130.42;8;528;11
130.78;28;936;0
131.35;5;498;6
132.32;31;889;7
132.59;55;1104;1
132.68;46;570;5
133.18;13;43;8
134.29;17;1191;9
135.91;44;628;4
136.37;3;1077;10
139.55;37;324;2
140.02;14;905;3
140.46;8;528;11
140.83;28;936;0
141.37;5;498;6
142.18;31;889;7
142.66;55;1104;1
142.72;46;570;5
143.26;13;43;8
144.3;17;1191;9
146.02;44;628;4
146.51;3;1077;10
149.59;37;324;2
150.06;14;905;3
150.54;8;528;11
150.93;28;936;0
151.36;5;498;6
152.23;31;889;7
152.72;55;1104;1
152.72;46;570;5
153.34;13;43;8
154.35;17;1191;9
156.11;44;628;4
156.52;3;1077;10
159.61;37;324;2
160.11;14;905;3
160.6;8;528;11
161.12;28;936;0
161.44;5;498;6
162.4;31;889;7
162.69;55;1104;1
162.81;46;570;5
163.38;13;43;8
164.31;17;1191;9
166.17;44;628;4
166.52;3;1077;10
169.66;37;324;2
170.17;14;905;3
170.66;8;528;11
171.18;28;936;0
171.32;5;498;6
172.49;31;889;7
172.81;55;1104;1
172.85;46;570;5
173.46;13;43;8
174.41;17;1191;9
176.43;44;628;4
176.57;3;1077;10
179.71;37;324;2
180.22;14;905;3
180.72;8;528;11
181.2;28;936;0
181.61;5;498;6
182.64;31;889;7
182.8;55;1104;1
183.16;46;570;5
183.62;13;43;8
184.45;17;1191;9
186.48;44;628;4
186.7;3;1077;10
189.78;37;324;2
190.17;14;905;3
190.66;8;528;11
191.24;28;936;0
191.94;5;498;6
192.72;31;889;7
192.87;55;1104;1
193.19;46;570;5
193.72;13;43;8
194.48;17;1191;9
196.5;44;628;4
196.54;51;164;10
199.77;37;324;2
200.25;14;905;3
201.29;28;936;0
201.98;5;498;6
202.78;31;889;7
203.1;55;1104;1
203.15;46;570;5
203.76;49;574;8
204.52;17;1191;9
206.48;44;628;4
206.75;51;164;10
209.85;37;324;2
210.33;14;905;3
211.34;28;936;0
212.02;5;498;6
212.82;31;889;7
213.06;55;1104;1
213.24;46;570;5
213.69;49;574;8
214.59;54;265;9
216.58;44;628;4
216.77;51;164;10
220.03;37;324;2
220.42;14;905;3
221.41;28;936;0
222.09;5;498;6
222.89;31;889;7
223.18;55;1104;1
223.3;52;462;5
223.82;49;574;8
224.67;54;265;9
225.98;50;72;11
226.65;44;628;4
226.84;51;164;10
230.22;37;324;2
230.45;14;905;3
231.45;28;936;0
232.14;5;498;6
232.93;31;889;7
233.25;55;1104;1
233.34;52;462;5
233.88;49;574;8
234.51;54;265;9
236.24;50;72;11
236.65;44;628;4
236.91;51;164;10
240.24;37;324;2
240.51;14;905;3
241.5;28;936;0
242.18;5;498;6
242.96;31;889;7
243.33;55;1104;1
243.48;52;462;5
243.92;49;574;8
244.73;54;265;9
246.31;50;72;11
246.72;42;163;4
246.95;51;164;10
250.28;37;324;2
250.57;14;905;3
251.58;28;936;0
252.2;16;588;6
253;31;889;7
253.33;55;1104;1
253.52;52;462;5
253.95;49;574;8
254.73;54;265;9
256.37;50;72;11
256.76;42;163;4
257;51;164;10
260.35;37;324;2
260.62;48;431;3
261.58;28;936;0
262.24;16;588;6
263.07;31;889;7
263.4;55;1104;1
263.62;52;462;5
264;49;574;8
264.79;54;265;9
266.4;50;72;11
266.8;42;163;4
267.02;51;164;10
270.16;37;324;2
270.79;48;431;3
271.61;28;936;0
272.39;16;588;6
273.41;55;1104;1
273.41;53;525;7
273.66;52;462;5
274.02;49;574;8
274.83;54;265;9
276.44;50;72;11
276.8;42;163;4
277.11;51;164;10
280.41;33;23;2
280.95;48;431;3
281.66;28;936;0
282.6;16;588;6
283.45;55;1104;1
283.5;53;525;7
283.73;52;462;5
284.07;49;574;8
284.89;54;265;9
286.45;50;72;11
286.86;42;163;4
287.17;51;164;10
290.4;33;23;2
290.99;48;431;3
291.75;28;936;0
292.75;16;588;6
293.48;29;980;1
293.7;53;525;7
293.74;52;462;5
294.15;49;574;8
294.98;54;265;9
296.52;50;72;11
297.07;42;163;4
297.26;51;164;10
300.46;33;23;2
300.8;48;431;3
301.78;28;936;0
302.87;16;588;6
303.48;29;980;1
303.76;53;525;7
303.8;52;462;5
304.21;49;574;8
304.97;54;265;9
306.52;50;72;11
307.19;42;163;4
307.34;51;164;10
310.51;33;23;2
311.08;48;431;3
311.84;28;936;0
313;16;588;6
313.52;29;980;1
313.73;53;525;7
313.95;44;119;5
314.26;49;574;8
315.02;54;265;9
316.48;50;72;11
317.12;42;163;4
317.4;51;164;10
320.51;33;23;2
321.06;48;431;3
321.85;28;936;0
323.03;16;588;6
323.59;29;980;1
323.8;44;119;5
323.8;35;287;7
324.3;49;574;8
325.07;54;265;9
326.59;50;72;11
327.29;42;163;4
327.48;51;164;10
330.56;33;23;2
331.12;48;431;3
331.99;30;413;0
333.08;16;588;6
333.6;29;980;1
333.83;35;287;7
334.03;44;119;5
334.3;49;574;8
335.12;8;1001;9
336.65;50;72;11
337.31;42;163;4
337.49;51;164;10
340.6;33;23;2
341.12;48;431;3
342.06;30;413;0
343.03;16;588;6
343.65;29;980;1
344.03;44;119;5
344.03;35;287;7
344.21;49;574;8
345.19;8;1001;9
346.69;50;72;11
347.35;42;163;4
347.55;51;164;10
350.65;33;23;2
351.19;25;720;3
352.11;30;413;0
353.12;16;588;6
353.73;29;980;1
354.2;44;119;5
354.2;35;287;7
354.35;49;574;8
355.24;8;1001;9
356.74;50;72;11
357.33;42;163;4
357.69;51;164;10
360.69;33;23;2
361.21;25;720;3
361.83;30;413;0
363.11;16;588;6
363.78;29;980;1
364.23;44;119;5
364.23;35;287;7
364.36;49;574;8
365.29;8;1001;9
366.74;50;72;11
367.43;40;779;4
367.57;51;164;10
370.73;33;23;2
371.25;25;720;3
372.08;30;413;0
373.19;16;588;6
373.86;29;980;1
374.28;44;119;5
374.28;35;287;7
374.37;49;574;8
375.29;8;1001;9
376.75;50;72;11
377.56;40;779;4
377.77;1;340;10
380.8;33;23;2
381.36;25;720;3
382.12;30;413;0
383.13;19;433;6
383.88;29;980;1
384.33;44;119;5
384.33;35;287;7
384.38;27;286;8
385.33;8;1001;9
386.76;50;72;11
387.7;40;779;4
387.86;1;340;10
390.82;32;132;2
391.44;25;720;3
392.17;30;413;0
393.17;19;433;6
393.91;29;980;1
394.35;44;119;5
394.35;35;287;7
394.44;27;286;8
395.35;8;1001;9
396.71;20;358;11
397.84;40;779;4
397.84;1;340;10
400.75;32;132;2
401.46;25;720;3
402.24;30;413;0
403.26;19;433;6
403.95;29;980;1
404.28;44;119;5
404.39;35;287;7
404.44;27;286;8
405.3;8;1001;9
406.84;20;358;11
407.82;40;779;4
407.82;1;340;10
410.85;32;132;2
411.56;25;720;3
412.07;30;413;0
413.45;19;433;6
413.93;29;980;1
414.39;44;119;5
414.39;35;287;7
414.48;27;286;8
415.43;8;1001;9
416.77;20;358;11
417.78;1;340;10
417.9;40;779;4
420.9;32;132;2
421.7;25;720;3
422.29;30;413;0
423.51;19;433;6
423.98;29;980;1
424.41;44;119;5
424.45;27;286;8
425.56;8;1001;9
426.88;20;358;11
427.84;1;340;10
427.95;40;779;4
430.97;32;132;2
431.54;25;720;3
432.19;30;413;0
433.56;19;433;6
434.03;46;840;1
434.45;44;119;5
434.53;27;286;8
435.6;8;1001;9
436.94;20;358;11
437.9;1;340;10
437.99;40;779;4
441.04;32;132;2
441.74;25;720;3
442.23;30;413;0
443.41;19;433;6
444.26;46;840;1
444.53;52;1138;5
444.53;27;286;8
445.65;8;1001;9
446.98;20;358;11
447.77;53;892;7
447.81;1;340;10
448.05;40;779;4
451.07;32;132;2
451.98;25;720;3
452.32;30;413;0
453.61;19;433;6
454.32;46;840;1
454.32;52;1138;5
454.57;27;286;8
455.69;8;1001;9
457.02;20;358;11
457.79;53;892;7
457.96;1;340;10
458.01;40;779;4
461.1;32;132;2
461.97;25;720;3
462.34;30;413;0
463.57;19;433;6
464.42;46;840;1
464.42;52;1138;5
464.79;27;286;8
465.75;17;706;9
467.02;20;358;11
467.83;53;892;7
468.01;40;779;4
468.01;1;340;10
471.17;32;132;2
472.03;25;720;3
472.4;30;413;0
473.63;19;433;6
474.57;46;840;1
474.57;52;1138;5
474.82;27;286;8
475.69;17;706;9
477.07;20;358;11
477.86;53;892;7
478.1;40;779;4
478.1;1;340;10
481.35;39;215;2
482.07;25;720;3
482.42;30;413;0
483.73;19;433;6
484.53;52;1138;5
484.61;46;840;1
484.86;27;286;8
485.84;17;706;9
486.9;20;358;11
487.92;53;892;7
488.17;40;779;4
488.22;1;340;10
491.42;39;215;2
492.09;25;720;3
492.5;30;413;0
493.81;19;433;6
494.48;52;1138;5
494.85;46;840;1
494.94;27;286;8
496.05;17;706;9
497.13;20;358;11
497.92;53;892;7
498.22;40;779;4
498.22;1;340;10
501.43;39;215;2
502.12;25;720;3
