Policy,Bots,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
HGS-M5 (dynamic),45,17.5,35.9,42.4,0.129,9.4,0.0022,0.29,0.066,15.1,0.21
HGS-M5 fixed λ=4,45,116.5,74.2,60.0,0.145,8.7,0.0023,0.40,0.054,15.4,1.35
HGS-M5 fixed λ=6,45,45.6,27.9,29.1,0.189,9.2,0.0028,0.33,0.054,12.9,0.53
HGS-M5 fixed λ=8,45,27.1,45.2,41.5,0.245,11.7,0.0037,0.39,0.062,9.7,0.31
HGS-M5 fixed λ=13,45,33.2,35.4,44.0,0.214,13.1,0.0032,0.34,0.053,10.7,0.39
HGS-M5 fixed λ=20,45,16.8,27.5,50.5,0.211,10.2,0.0032,0.33,0.069,13.5,0.19
HGS-M5 fixed λ=45,45,17.4,38.5,39.9,0.135,8.0,0.0019,0.32,0.061,12.9,0.20
