run_label,n_segments,n_legs,wait_gt0_frac_all,wait_mean_all,wait_p95_all,wait_max_all,wait_gt0_frac_extract,wait_gt0_frac_insert,wait_mean_extract,wait_mean_insert,n_regimeA,n_regimeBC,wait_gt0_frac_regimeA,wait_gt0_frac_regimeBC,wait_mean_regimeA,wait_mean_regimeBC,n_leg2_regimeBC,wait_gt0_frac_leg2_regimeBC,wait_mean_leg2_regimeBC
1-6-12-60-0.89-large-large_7200_300-hadgs-0,21015,4709,0.04254104211277659,0.11734475374732334,0.0,20.0,0.029154518950437316,0.023650697392359005,0.0641399416909621,0.04972710733778047,10451,10564,0.04248397282556693,0.04259750094661113,0.1217108410678404,0.11302536917834154,394,0.050761421319796954,0.10152284263959391
