#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;3;6;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/45,1/50,2/39,3/32,4/41,5/44;0/0,1/0,2/0;0/45,1/50,2/39,3/32,4/41,5/44;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0
2580;105;262;3;6;0/227.47,1/243.91,2/256.68;0/86.21,1/86.94,2/75.21,3/96.21,4/76.69,5/104.22;0/2580,1/2580,2/2580;0/2580,1/2580,2/2580,3/2580,4/2580,5/2580;0/5,1/0,2/0;0/13,1/9,2/19,3/8,4/15,5/10;0/23,1/22,2/19;0/33,1/34,2/31,3/25,4/34,5/32;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/36,1/35,2/34;0/45,1/41,2/46,3/46,4/38,5/46;0/238,1/236,2/235;0/252,1/253,2/254,3/252,4/254,5/251
2639.99;107;267;3;6;0/231.25,1/250.07,2/262.09;0/87.47,1/87.86,2/76.03,3/97.61,4/77.67,5/104.88;0/2639.99,1/2639.99,2/2639.99;0/2639.99,1/2639.99,2/2639.99,3/2639.99,4/2639.99,5/2639.99;0/0,1/0,2/0;0/13,1/9,2/14,3/10,4/13,5/10;0/18,1/16,2/13;0/35,1/32,2/28,3/32,4/36,5/30;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/36,1/36,2/35;0/45,1/41,2/48,3/47,4/39,5/47;0/243,1/242,2/241;0/258,1/259,2/260,3/258,4/260,5/257
2699.93;111;272;3;6;0/238.53,1/256.27,2/277.5;0/88.31,1/88.57,2/76.56,3/98.46,4/78.05,5/105.94;0/2699.93,1/2699.93,2/2699.93;0/2699.93,1/2699.93,2/2699.93,3/2699.93,4/2699.93,5/2699.93;0/0,1/0,2/0;0/13,1/12,2/14,3/10,4/14,5/10;0/12,1/11,2/9;0/33,1/36,2/26,3/26,4/33,5/27;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/38,1/37,2/36;0/47,1/42,2/49,3/47,4/39,5/48;0/249,1/247,2/245;0/264,1/265,2/265,3/264,4/266,5/263
2759.99;114;279;3;6;0/244.41,1/261.02,2/282.48;0/89.34,1/89.09,2/77.23,3/99.32,4/78.92,5/106.82;0/2759.99,1/2759.99,2/2759.99;0/2759.99,1/2759.99,2/2759.99,3/2759.99,4/2759.99,5/2759.99;0/0,1/0,2/0;0/11,1/12,2/12,3/9,4/13,5/9;0/7,1/5,2/3;0/33,1/30,2/30,3/28,4/33,5/26;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/39,1/38,2/37;0/47,1/43,2/50,3/49,4/41,5/49;0/254,1/253,2/251;0/270,1/271,2/271,3/269,4/271,5/269
2819.99;116;282;3;6;0/249.52,1/266.62,2/306.53;0/90.1,1/90.23,2/77.54,3/99.68,4/79.28,5/108.17;0/2819.99,1/2819.99,2/2819.99;0/2819.99,1/2819.99,2/2819.99,3/2819.99,4/2819.99,5/2819.99;0/0,1/0,2/0;0/13,1/14,2/9,3/9,4/14,5/11;0/1,1/0,2/0;0/34,1/33,2/26,3/29,4/36,5/29;0/6,1/6,2/0;0/5,1/5,2/6,3/5,4/6,5/6;0/40,1/39,2/37;0/47,1/43,2/51,3/50,4/42,5/49;0/260,1/258,2/254;0/276,1/277,2/277,3/275,4/277,5/275
2879.99;116;289;3;6;0/293.28,1/324.99,2/366.54;0/90.62,1/92.85,2/78.24,3/100.66,4/79.71,5/111.68;0/2879.99,1/2879.99,2/2879.99;0/2879.99,1/2879.99,2/2879.99,3/2879.99,4/2879.99,5/2879.99;0/0,1/0,2/0;0/13,1/10,2/7,3/5,4/11,5/8;0/0,1/0,2/0;0/37,1/35,2/26,3/26,4/30,5/32;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/40,1/39,2/37;0/49,1/44,2/52,3/50,4/43,5/51;0/261,1/258,2/254;0/282,1/282,2/283,3/281,4/283,5/280
2939.87;116;294;3;6;0/353.15,1/384.86,2/426.41;0/91.43,1/93.26,2/78.9,3/101.13,4/80.18,5/115.56;0/2939.87,1/2939.87,2/2939.87;0/2939.87,1/2939.87,2/2939.87,3/2939.87,4/2939.87,5/2939.87;0/0,1/0,2/0;0/13,1/10,2/7,3/4,4/8,5/8;0/0,1/0,2/0;0/34,1/33,2/29,3/24,4/28,5/33;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/40,1/39,2/37;0/50,1/45,2/53,3/51,4/43,5/52;0/261,1/258,2/254;0/288,1/288,2/289,3/287,4/289,5/286
2999.88;116;302;3;6;0/413.16,1/444.87,2/486.42;0/92.72,1/94.22,2/79.87,3/101.74,4/80.74,5/116.25;0/2999.88,1/2999.88,2/2999.88;0/2999.88,1/2999.88,2/2999.88,3/2999.88,4/2999.88,5/2999.88;0/0,1/0,2/0;0/13,1/9,2/10,3/4,4/9,5/7;0/0,1/0,2/0;0/36,1/31,2/34,3/23,4/29,5/35;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/40,1/39,2/37;0/50,1/46,2/55,3/52,4/45,5/54;0/261,1/258,2/254;0/294,1/294,2/295,3/293,4/295,5/292
3059.96;116;307;3;6;0/473.24,1/504.95,2/546.51;0/94.07,1/94.95,2/81.31,3/103.1,4/82.21,5/117.38;0/3059.96,1/3059.96,2/3059.96;0/3059.96,1/3059.96,2/3059.96,3/3059.96,4/3059.96,5/3059.96;0/3,1/0,2/0;0/12,1/8,2/6,3/7,4/13,5/8;0/3,1/0,2/0;0/37,1/32,2/38,3/25,4/33,5/34;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/40,1/39,2/37;0/51,1/47,2/56,3/52,4/46,5/55;0/261,1/258,2/254;0/300,1/300,2/301,3/299,4/301,5/298
3119.97;117;314;3;6;0/517.96,1/564.96,2/606.51;0/94.62,1/95.88,2/82.46,3/103.99,4/83.31,5/118.65;0/3119.97,1/3119.97,2/3119.97;0/3119.97,1/3119.97,2/3119.97,3/3119.97,4/3119.97,5/3119.97;0/0,1/0,2/0;0/12,1/9,2/4,3/8,4/11,5/7;0/1,1/0,2/0;0/31,1/31,2/35,3/29,4/29,5/34;0/7,1/0,2/0;0/6,1/6,2/7,3/6,4/6,5/7;0/41,1/39,2/37;0/51,1/48,2/57,3/54,4/47,5/57;0/263,1/258,2/254;0/306,1/306,2/307,3/305,4/307,5/304
3179.89;117;323;3;6;0/563.67,1/624.88,2/666.43;0/95.36,1/97.16,2/83.39,3/105.31,4/84.84,5/119.64;0/3179.89,1/3179.89,2/3179.89;0/3179.89,1/3179.89,2/3179.89,3/3179.89,4/3179.89,5/3179.89;0/0,1/0,2/0;0/14,1/10,2/4,3/10,4/9,5/4;0/0,1/0,2/0;0/31,1/33,2/29,3/29,4/27,5/34;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/53,1/50,2/58,3/56,4/49,5/57;0/264,1/258,2/254;0/312,1/312,2/313,3/311,4/313,5/310
3239.96;117;331;3;6;0/623.74,1/684.95,2/726.5;0/96.07,1/97.93,2/88.78,3/106.11,4/85.83,5/120.64;0/3239.96,1/3239.96,2/3239.96;0/3239.96,1/3239.96,2/3239.96,3/3239.96,4/3239.96,5/3239.96;0/0,1/0,2/0;0/15,1/7,2/0,3/10,4/9,5/4;0/0,1/0,2/0;0/35,1/31,2/30,3/34,4/34,5/33;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/54,1/51,2/60,3/57,4/50,5/59;0/264,1/258,2/254;0/318,1/318,2/319,3/317,4/319,5/316
3299.99;117;335;3;6;0/683.78,1/744.98,2/786.53;0/97.13,1/99.01,2/89.46,3/107,4/86.71,5/121.67;0/3299.99,1/3299.99,2/3299.99;0/3299.99,1/3299.99,2/3299.99,3/3299.99,4/3299.99,5/3299.99;0/0,1/0,2/0;0/15,1/8,2/3,3/8,4/8,5/4;0/0,1/0,2/0;0/32,1/31,2/37,3/31,4/30,5/32;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/55,1/52,2/60,3/58,4/51,5/59;0/264,1/258,2/254;0/324,1/324,2/325,3/323,4/325,5/322
3359.86;117;345;3;6;0/743.65,1/804.85,2/846.41;0/98.37,1/99.82,2/89.92,3/108.13,4/87.71,5/123.32;0/3359.86,1/3359.86,2/3359.86;0/3359.86,1/3359.86,2/3359.86,3/3359.86,4/3359.86,5/3359.86;0/0,1/0,2/0;0/15,1/8,2/4,3/6,4/9,5/7;0/0,1/0,2/0;0/32,1/33,2/41,3/31,4/32,5/37;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/56,1/53,2/62,3/60,4/53,5/61;0/264,1/258,2/254;0/330,1/330,2/331,3/329,4/331,5/328
3419.76;117;351;3;6;0/803.55,1/864.76,2/906.31;0/99.45,1/100.94,2/90.72,3/108.69,4/91.52,5/124.19;0/3419.76,1/3419.76,2/3419.76;0/3419.76,1/3419.76,2/3419.76,3/3419.76,4/3419.76,5/3419.76;0/0,1/0,2/0;0/14,1/9,2/5,3/7,4/9,5/6;0/0,1/0,2/0;0/30,1/32,2/42,3/32,4/34,5/34;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/57,1/54,2/62,3/61,4/55,5/62;0/264,1/258,2/254;0/336,1/336,2/337,3/335,4/337,5/334
3479.85;117;356;3;6;0/863.64,1/924.84,2/966.4;0/100.83,1/102.11,2/92.09,3/110.27,4/92.41,5/126.12;0/3479.85,1/3479.85,2/3479.85;0/3479.85,1/3479.85,2/3479.85,3/3479.85,4/3479.85,5/3479.85;0/0,1/0,2/0;0/14,1/8,2/6,3/6,4/5,5/6;0/0,1/0,2/0;0/31,1/32,2/41,3/29,4/28,5/36;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/58,1/55,2/63,3/62,4/56,5/62;0/264,1/258,2/254;0/342,1/342,2/343,3/341,4/343,5/340
3539.85;117;364;3;6;0/923.64,1/984.84,2/1026.4;0/101.63,1/103.29,2/92.86,3/111.94,4/93.45,5/127.03;0/3539.85,1/3539.85,2/3539.85;0/3539.85,1/3539.85,2/3539.85,3/3539.85,4/3539.85,5/3539.85;0/0,1/0,2/0;0/14,1/7,2/3,3/6,4/7,5/4;0/0,1/0,2/0;0/29,1/28,2/50,3/28,4/33,5/35;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/60,1/56,2/65,3/63,4/57,5/63;0/264,1/258,2/254;0/348,1/348,2/349,3/347,4/349,5/346
3599.82;117;369;3;6;0/983.61,1/1044.81,2/1086.37;0/102.76,1/104.68,2/93.86,3/113.23,4/94.2,5/128.31;0/3599.82,1/3599.82,2/3599.82;0/3599.82,1/3599.82,2/3599.82,3/3599.82,4/3599.82,5/3599.82;0/0,1/0,2/0;0/13,1/6,2/5,3/5,4/8,5/4;0/0,1/0,2/0;0/31,1/24,2/48,3/26,4/30,5/29;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/61,1/57,2/65,3/64,4/59,5/63;0/264,1/258,2/254;0/354,1/354,2/355,3/353,4/355,5/352
3659.95;117;377;3;6;0/1043.73,1/1104.94,2/1146.49;0/104.21,1/105.92,2/95.07,3/114.85,4/95.08,5/128.95;0/3659.95,1/3659.95,2/3659.95;0/3659.95,1/3659.95,2/3659.95,3/3659.95,4/3659.95,5/3659.95;0/0,1/0,2/0;0/14,1/6,2/4,3/6,4/4,5/2;0/0,1/0,2/0;0/37,1/24,2/46,3/29,4/27,5/23;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/63,1/58,2/66,3/65,4/61,5/64;0/264,1/258,2/254;0/360,1/360,2/361,3/359,4/361,5/358
3719.97;117;384;3;6;0/1103.76,1/1164.96,2/1206.52;0/105.59,1/106.79,2/96.11,3/116.38,4/95.8,5/129.97;0/3719.97,1/3719.97,2/3719.97;0/3719.97,1/3719.97,2/3719.97,3/3719.97,4/3719.97,5/3719.97;0/0,1/0,2/0;0/8,1/5,2/3,3/8,4/5,5/0;0/0,1/0,2/0;0/36,1/20,2/43,3/33,4/29,5/24;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/65,1/59,2/67,3/66,4/61,5/66;0/264,1/258,2/254;0/366,1/366,2/367,3/365,4/367,5/364
3779.99;117;389;3;6;0/1163.78,1/1224.98,2/1266.54;0/106.51,1/108.07,2/96.37,3/117.6,4/97.04,5/130.97;0/3779.99,1/3779.99,2/3779.99;0/3779.99,1/3779.99,2/3779.99,3/3779.99,4/3779.99,5/3779.99;0/0,1/0,2/0;0/6,1/5,2/3,3/8,4/4,5/1;0/0,1/0,2/0;0/30,1/24,2/37,3/30,4/32,5/22;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/66,1/60,2/67,3/67,4/62,5/67;0/264,1/258,2/254;0/372,1/372,2/373,3/371,4/373,5/370
3839.98;117;397;3;6;0/1223.77,1/1284.97,2/1326.52;0/107.63,1/109.35,2/97.62,3/118.4,4/97.81,5/131.83;0/3839.98,1/3839.98,2/3839.98;0/3839.98,1/3839.98,2/3839.98,3/3839.98,4/3839.98,5/3839.98;0/0,1/0,2/0;0/7,1/5,2/3,3/8,4/3,5/0;0/0,1/0,2/0;0/31,1/27,2/34,3/29,4/26,5/20;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/67,1/63,2/68,3/68,4/63,5/68;0/264,1/258,2/254;0/378,1/378,2/379,3/377,4/379,5/376
3899.93;117;403;3;6;0/1283.72,1/1344.93,2/1386.48;0/109.17,1/110.96,2/98.62,3/119.12,4/98.33,5/132.8;0/3899.93,1/3899.93,2/3899.93;0/3899.93,1/3899.93,2/3899.93,3/3899.93,4/3899.93,5/3899.93;0/0,1/0,2/0;0/8,1/5,2/1,3/10,4/4,5/0;0/0,1/0,2/0;0/28,1/33,2/35,3/29,4/24,5/24;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/67,1/64,2/69,3/69,4/65,5/69;0/264,1/258,2/254;0/384,1/384,2/385,3/383,4/385,5/382
3959.99;117;408;3;6;0/1343.78,1/1404.98,2/1446.54;0/111.08,1/111.98,2/99.14,3/120.74,4/99.8,5/133.47;0/3959.99,1/3959.99,2/3959.99;0/3959.99,1/3959.99,2/3959.99,3/3959.99,4/3959.99,5/3959.99;0/0,1/0,2/0;0/7,1/7,2/1,3/11,4/3,5/0;0/0,1/0,2/0;0/31,1/31,2/29,3/31,4/25,5/18;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/69,1/64,2/70,3/70,4/65,5/70;0/264,1/258,2/254;0/390,1/390,2/391,3/389,4/391,5/388
4019.96;117;413;3;6;0/1403.75,1/1464.95,2/1506.51;0/112.16,1/112.86,2/99.99,3/121.97,4/100.66,5/135.08;0/4019.96,1/4019.96,2/4019.96;0/4019.96,1/4019.96,2/4019.96,3/4019.96,4/4019.96,5/4019.96;0/0,1/0,2/0;0/7,1/5,2/3,3/10,4/4,5/0;0/0,1/0,2/0;0/29,1/27,2/36,3/25,4/24,5/19;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/70,1/65,2/71,3/71,4/66,5/70;0/264,1/258,2/254;0/396,1/396,2/396,3/395,4/397,5/394
4079.94;117;421;3;6;0/1463.73,1/1524.93,2/1566.49;0/113.59,1/114.54,2/100.77,3/122.98,4/102.36,5/136.1;0/4079.94,1/4079.94,2/4079.94;0/4079.94,1/4079.94,2/4079.94,3/4079.94,4/4079.94,5/4079.94;0/0,1/0,2/0;0/10,1/2,2/2,3/9,4/4,5/0;0/0,1/0,2/0;0/35,1/29,2/30,3/34,4/26,5/19;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/71,1/67,2/71,3/72,4/68,5/72;0/264,1/258,2/254;0/402,1/402,2/402,3/401,4/403,5/399
4139.9;117;428;3;6;0/1523.69,1/1584.89,2/1626.45;0/114.36,1/115.61,2/101.33,3/124.1,4/103.68,5/136.56;0/4139.9,1/4139.9,2/4139.9;0/4139.9,1/4139.9,2/4139.9,3/4139.9,4/4139.9,5/4139.9;0/0,1/0,2/0;0/9,1/3,2/2,3/9,4/5,5/0;0/0,1/0,2/0;0/34,1/28,2/28,3/30,4/32,5/23;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/72,1/68,2/73,3/73,4/69,5/73;0/264,1/258,2/254;0/408,1/408,2/408,3/407,4/409,5/405
4199.79;117;435;3;6;0/1583.58,1/1644.79,2/1686.34;0/125.77,1/116.78,2/102.38,3/124.88,4/105.11,5/137.94;0/4199.79,1/4199.79,2/4199.79;0/4199.79,1/4199.79,2/4199.79,3/4199.79,4/4199.79,5/4199.79;0/0,1/0,2/0;0/10,1/3,2/1,3/8,4/5,5/2;0/0,1/0,2/0;0/35,1/34,2/28,3/24,4/31,5/34;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/74,1/69,2/74,3/73,4/70,5/75;0/264,1/258,2/254;0/413,1/414,2/414,3/413,4/415,5/411
4259.92;117;440;3;6;0/1643.71,1/1704.91,2/1746.47;0/127.16,1/117.81,2/102.92,3/125.61,4/105.87,5/139.07;0/4259.92,1/4259.92,2/4259.92;0/4259.92,1/4259.92,2/4259.92,3/4259.92,4/4259.92,5/4259.92;0/0,1/0,2/0;0/9,1/3,2/3,3/8,4/6,5/1;0/0,1/0,2/0;0/35,1/32,2/29,3/24,4/31,5/30;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/75,1/71,2/74,3/74,4/71,5/75;0/264,1/258,2/254;0/419,1/420,2/420,3/419,4/420,5/417
4319.9;117;447;3;6;0/1703.69,1/1764.89,2/1806.45;0/127.75,1/118.66,2/103.44,3/127,4/106.85,5/139.81;0/4319.9,1/4319.9,2/4319.9;0/4319.9,1/4319.9,2/4319.9,3/4319.9,4/4319.9,5/4319.9;0/0,1/0,2/0;0/5,1/3,2/2,3/6,4/3,5/1;0/0,1/0,2/0;0/29,1/33,2/28,3/29,4/25,5/29;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/76,1/71,2/75,3/76,4/72,5/77;0/264,1/258,2/254;0/425,1/426,2/426,3/425,4/426,5/423
4379.92;117;455;3;6;0/1763.7,1/1824.91,2/1866.46;0/128.32,1/119.24,2/104.68,3/127.43,4/107.43,5/141.05;0/4379.92,1/4379.92,2/4379.92;0/4379.92,1/4379.92,2/4379.92,3/4379.92,4/4379.92,5/4379.92;0/0,1/0,2/0;0/5,1/2,2/1,3/3,4/3,5/3;0/0,1/0,2/0;0/27,1/30,2/26,3/32,4/23,5/35;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/77,1/72,2/76,3/78,4/74,5/78;0/264,1/258,2/254;0/431,1/432,2/432,3/431,4/432,5/429
4439.89;117;462;3;6;0/1823.68,1/1884.88,2/1926.44;0/128.87,1/120.13,2/105.55,3/127.9,4/108.43,5/142.19;0/4439.89,1/4439.89,2/4439.89;0/4439.89,1/4439.89,2/4439.89,3/4439.89,4/4439.89,5/4439.89;0/0,1/0,2/0;0/5,1/4,2/1,3/3,4/0,5/4;0/0,1/0,2/0;0/25,1/33,2/25,3/33,4/24,5/41;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/78,1/73,2/77,3/80,4/76,5/78;0/264,1/258,2/254;0/436,1/438,2/438,3/437,4/438,5/435
4499.89;117;466;3;6;0/1883.68,1/1944.88,2/1986.43;0/129.66,1/120.88,2/106.09,3/128.65,4/109.44,5/143.14;0/4499.89,1/4499.89,2/4499.89;0/4499.89,1/4499.89,2/4499.89,3/4499.89,4/4499.89,5/4499.89;0/0,1/0,2/0;0/5,1/3,2/1,3/3,4/3,5/3;0/0,1/0,2/0;0/25,1/27,2/22,3/27,4/25,5/40;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/78,1/74,2/77,3/81,4/77,5/79;0/264,1/258,2/254;0/442,1/444,2/444,3/443,4/444,5/441
4559.78;117;473;3;6;0/1943.57,1/2004.77,2/2046.33;0/130.96,1/122.12,2/106.67,3/129.85,4/110.26,5/143.71;0/4559.78,1/4559.78,2/4559.78;0/4559.78,1/4559.78,2/4559.78,3/4559.78,4/4559.78,5/4559.78;0/0,1/0,2/0;0/7,1/3,2/0,3/7,4/2,5/3;0/0,1/0,2/0;0/28,1/28,2/18,3/33,4/27,5/34;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/80,1/75,2/79,3/81,4/78,5/80;0/264,1/258,2/254;0/448,1/450,2/450,3/449,4/450,5/447
4619.92;117;481;3;6;0/2003.71,1/2064.91,2/2106.47;0/131.74,1/123.25,2/108.23,3/131.12,4/110.93,5/144.7;0/4619.92,1/4619.92,2/4619.92;0/4619.92,1/4619.92,2/4619.92,3/4619.92,4/4619.92,5/4619.92;0/0,1/0,2/0;0/10,1/4,2/0,3/8,4/4,5/1;0/0,1/0,2/0;0/34,1/29,2/24,3/33,4/32,5/28;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/82,1/76,2/80,3/82,4/81,5/80;0/264,1/258,2/254;0/454,1/456,2/456,3/455,4/456,5/453
4679.88;117;486;3;6;0/2063.67,1/2124.87,2/2166.43;0/132.62,1/124.36,2/109.1,3/132.14,4/111.62,5/147.95;0/4679.88,1/4679.88,2/4679.88;0/4679.88,1/4679.88,2/4679.88,3/4679.88,4/4679.88,5/4679.88;0/0,1/0,2/0;0/9,1/3,2/3,3/6,4/1,5/0;0/0,1/0,2/0;0/35,1/26,2/26,3/36,4/33,5/31;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/82,1/76,2/81,3/83,4/82,5/82;0/264,1/258,2/254;0/460,1/462,2/462,3/461,4/462,5/459
4739.97;117;493;3;6;0/2123.76,1/2184.97,2/2226.52;0/133.39,1/125.84,2/110.91,3/133.69,4/113.11,5/152.65;0/4739.97,1/4739.97,2/4739.97;0/4739.97,1/4739.97,2/4739.97,3/4739.97,4/4739.97,5/4739.97;0/0,1/0,2/0;0/7,1/3,2/3,3/6,4/2,5/2;0/0,1/0,2/0;0/29,1/28,2/24,3/37,4/30,5/30;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/84,1/77,2/82,3/84,4/83,5/83;0/264,1/258,2/254;0/466,1/468,2/468,3/466,4/468,5/464
4799.96;117;500;3;6;0/2183.75,1/2244.96,2/2286.51;0/134.73,1/126.1,2/111.93,3/134.62,4/114.19,5/156.23;0/4799.96,1/4799.96,2/4799.96;0/4799.96,1/4799.96,2/4799.96,3/4799.96,4/4799.96,5/4799.96;0/0,1/0,2/0;0/8,1/3,2/4,3/4,4/1,5/0;0/0,1/0,2/0;0/34,1/23,2/23,3/34,4/31,5/28;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/84,1/78,2/84,3/86,4/84,5/84;0/264,1/258,2/254;0/472,1/473,2/474,3/472,4/474,5/470
4860;117;505;3;6;0/2243.79,1/2304.99,2/2346.55;0/135.61,1/127.2,2/113.72,3/135.65,4/115.52,5/157.24;0/4860,1/4860,2/4860;0/4860,1/4860,2/4860,3/4860,4/4860,5/4860;0/0,1/0,2/0;0/7,1/5,2/3,3/4,4/2,5/1;0/0,1/0,2/0;0/31,1/22,2/30,3/37,4/28,5/29;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/86,1/79,2/85,3/87,4/84,5/84;0/264,1/258,2/254;0/478,1/479,2/480,3/478,4/480,5/476
4919.82;117;509;3;6;0/2303.61,1/2364.82,2/2406.37;0/136.66,1/129.04,2/114.97,3/136.79,4/117.67,5/158.17;0/4919.82,1/4919.82,2/4919.82;0/4919.82,1/4919.82,2/4919.82,3/4919.82,4/4919.82,5/4919.82;0/0,1/0,2/0;0/9,1/7,2/3,3/4,4/1,5/1;0/0,1/0,2/0;0/32,1/32,2/31,3/31,4/32,5/23;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/86,1/80,2/86,3/87,4/86,5/84;0/264,1/258,2/254;0/484,1/485,2/486,3/484,4/486,5/482
4979.98;117;516;3;6;0/2363.76,1/2424.97,2/2466.52;0/137.93,1/130.48,2/115.96,3/137.93,4/118.24,5/159.31;0/4979.98,1/4979.98,2/4979.98;0/4979.98,1/4979.98,2/4979.98,3/4979.98,4/4979.98,5/4979.98;0/0,1/0,2/0;0/13,1/7,2/2,3/4,4/1,5/1;0/0,1/0,2/0;0/37,1/31,2/25,3/29,4/28,5/23;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/87,1/82,2/87,3/88,4/86,5/86;0/264,1/258,2/254;0/490,1/491,2/492,3/490,4/492,5/488
5039.92;117;524;3;6;0/2423.71,1/2484.91,2/2526.47;0/140.65,1/131.84,2/116.27,3/139.02,4/119.95,5/161.39;0/5039.92,1/5039.92,2/5039.92;0/5039.92,1/5039.92,2/5039.92,3/5039.92,4/5039.92,5/5039.92;0/0,1/0,2/0;0/13,1/8,2/2,3/1,4/3,5/1;0/0,1/0,2/0;0/38,1/35,2/22,3/32,4/35,5/26;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/89,1/83,2/88,3/89,4/88,5/87;0/264,1/258,2/254;0/496,1/497,2/498,3/496,4/498,5/494
5099.97;117;531;3;6;0/2483.76,1/2544.97,2/2586.52;0/141.73,1/132.59,2/117.01,3/139.92,4/121.04,5/162.42;0/5099.97,1/5099.97,2/5099.97;0/5099.97,1/5099.97,2/5099.97,3/5099.97,4/5099.97,5/5099.97;0/0,1/0,2/0;0/12,1/7,2/3,3/1,4/2,5/2;0/0,1/0,2/0;0/46,1/31,2/29,3/29,4/29,5/24;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/41,1/39,2/37;0/90,1/85,2/91,3/89,4/89,5/87;0/264,1/258,2/254;0/502,1/503,2/504,3/502,4/504,5/500
