>>> Bots
Bot0:
DistanceTraveled: 1597.00000000001
DistanceEstimated: 1443
NumberOfPickups: 20
NumberOfSetdowns: 19
NumCollisions: 0
TotalTimeMoving: 1511.0718974069
None: 0.42
ParkPod: 416.347128430808
RepositionPod: 0
Insert: 2175.1061398828
Extract: 4140.51150785551
Rest: 437.603549971243
PickupPod: 44.7459235282815
SetdownPod: 42.4337156918872
GetItems: 511.932157202497
PutItems: 564.813044766205
Rest: 353.945699980802
Move: 5652.11778497068
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 20
SetdownPod_Count: 19
GetItems_Count: 8
PutItems_Count: 11
Rest_Count: 69
Move_Count: 66
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot1:
DistanceTraveled: 1565.00000000001
DistanceEstimated: 1389
NumberOfPickups: 21
NumberOfSetdowns: 20
NumCollisions: 0
TotalTimeMoving: 1499.45172421013
None: 0.42
ParkPod: 444.45944444436
RepositionPod: 0
Insert: 0
Extract: 6645.51215000963
Rest: 87.334069278792
PickupPod: 46.9579581676865
SetdownPod: 44.7158225439495
GetItems: 0
PutItems: 1044.66134932773
Rest: 72.690173196989
Move: 5968.70036049643
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 21
SetdownPod_Count: 20
GetItems_Count: 0
PutItems_Count: 21
Rest_Count: 13
Move_Count: 64
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot2:
DistanceTraveled: 1606.00000000001
DistanceEstimated: 1412
NumberOfPickups: 21
NumberOfSetdowns: 21
NumCollisions: 0
TotalTimeMoving: 1536.55826140431
None: 0.42
ParkPod: 420.624141491437
RepositionPod: 0
Insert: 1994.90937970811
Extract: 4082.95564934698
Rest: 669.10658726109
PickupPod: 46.9707431383777
SetdownPod: 45.2090764716701
GetItems: 562.033217963153
PutItems: 462.617337592384
Rest: 580.660065019797
Move: 5470.52531762223
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 21
SetdownPod_Count: 21
GetItems_Count: 8
PutItems_Count: 13
Rest_Count: 114
Move_Count: 71
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot3:
DistanceTraveled: 1595.00000000001
DistanceEstimated: 1438
NumberOfPickups: 20
NumberOfSetdowns: 19
NumCollisions: 0
TotalTimeMoving: 1497.08224380108
None: 0.42
ParkPod: 414.840786295925
RepositionPod: 0
Insert: 0
Extract: 6674.37362909347
Rest: 90.1103823586227
PickupPod: 44.633131364639
SetdownPod: 42.5047186257606
GetItems: 0
PutItems: 971.483643479277
Rest: 80.3995526217181
Move: 6040.72375165662
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 20
SetdownPod_Count: 19
GetItems_Count: 0
PutItems_Count: 19
Rest_Count: 15
Move_Count: 60
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot4:
DistanceTraveled: 1626.00000000001
DistanceEstimated: 1448
NumberOfPickups: 19
NumberOfSetdowns: 18
NumCollisions: 0
TotalTimeMoving: 1508.22422780664
None: 0.42
ParkPod: 340.032849990343
RepositionPod: 0
Insert: 2079.91696961967
Extract: 4170.92533920102
Rest: 578.035995740914
PickupPod: 42.3919986747677
SetdownPod: 40.2464718908775
GetItems: 521.900743138383
PutItems: 545.912878762137
Rest: 505.797258470301
Move: 5513.08180361548
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 19
SetdownPod_Count: 18
GetItems_Count: 8
PutItems_Count: 10
Rest_Count: 99
Move_Count: 64
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot5:
DistanceTraveled: 1767.15042970687
DistanceEstimated: 1585
NumberOfPickups: 22
NumberOfSetdowns: 21
NumCollisions: 0
TotalTimeMoving: 1642.21924247554
None: 0.42
ParkPod: 406.532626159525
RepositionPod: 0
Insert: 0
Extract: 6769.90741699813
Rest: 0
PickupPod: 49.2734271247441
SetdownPod: 46.9930591520137
GetItems: 0
PutItems: 1216.60212095463
Rest: 6.36666695007666
Move: 5857.62476897619
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 22
SetdownPod_Count: 21
GetItems_Count: 0
PutItems_Count: 22
Rest_Count: 0
Move_Count: 66
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot6:
DistanceTraveled: 1739
DistanceEstimated: 1502
NumberOfPickups: 22
NumberOfSetdowns: 21
NumCollisions: 0
TotalTimeMoving: 1649.96432907403
None: 0.42
ParkPod: 450.550692504579
RepositionPod: 0
Insert: 0
Extract: 6728.66494245664
Rest: 0
PickupPod: 49.0388745030456
SetdownPod: 46.9173882263171
GetItems: 0
PutItems: 1238.02101012673
Rest: 6.42133465863769
Move: 5839.23702744649
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 22
SetdownPod_Count: 21
GetItems_Count: 0
PutItems_Count: 21
Rest_Count: 0
Move_Count: 65
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot7:
DistanceTraveled: 1676.00000000001
DistanceEstimated: 1504
NumberOfPickups: 20
NumberOfSetdowns: 20
NumCollisions: 0
TotalTimeMoving: 1580.71302290397
None: 0.42
ParkPod: 407.85634213491
RepositionPod: 0
Insert: 2298.18394699907
Extract: 4032.445945107
Rest: 431.342395419145
PickupPod: 44.692337592413
SetdownPod: 44.6845382358513
GetItems: 592.0539826803
PutItems: 448.658694113128
Rest: 309.726471890873
Move: 5730.43260514757
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 20
SetdownPod_Count: 20
GetItems_Count: 9
PutItems_Count: 11
Rest_Count: 61
Move_Count: 68
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
