Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;264;0;41;63.9503454407366;426.448335568111;30.125;110.343333333333;6.4390243902439;4583.78782150213;7200
InputStation1;23.50;0.50;258;0;39;65.6961797468405;269.364754170047;40.1361111111105;110.436111111111;6.61538461538461;4644.99163041864;7200
InputStation2;33.50;0.50;254;0;37;67.9129404003803;276.528689702856;40.1645382358583;110.441940847984;6.86486486486486;4686.54693337168;7200
OutputStation0;51.50;11.50;710;482;131;56.1015851543115;863.733989536939;11.5199999999986;163.02064934697;5.41984732824428;182.666501796617;7200
OutputStation1;51.50;17.50;711;479;130;57.0096056713138;946.566866841353;11.6010173196937;192.82860751465;5.46923076923077;176.468446593055;7200
OutputStation2;51.50;23.50;712;473;135;54.7875936624111;1118.09807022132;10.0444444444444;182.917316013637;5.27407407407407;154.857776517998;7200
OutputStation3;0.50;14.50;711;505;129;57.3109422023526;875.065657479211;10.0444444444444;141.574076471701;5.51162790697674;177.729228089773;7200
OutputStation4;0.50;20.50;712;499;128;57.9798019835119;1033.36566104047;11.4479797464173;142.996111111112;5.5625;161.345851598969;7200
OutputStation5;0.50;26.50;708;492;130;56.1453411610507;1076.23139421295;10.0444444444445;180.543975487377;5.44615384615385;209.078492144688;7200
