#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;47.86;0.12;PP/0,TA/0,IS/0,PS/0,RB/0.01,OB/0.01,RP/0
60;107.21;10.08;PP/0.1,TA/0.03,IS/0,PS/0.01,RB/0.01,OB/9.66,RP/0
119.96;144.88;10.85;PP/0.11,TA/0.03,IS/0,PS/0.01,RB/0.01,OB/10.39,RP/0
179.96;156.21;11.65;PP/0.11,TA/0.04,IS/0,PS/0.02,RB/0.01,OB/11.15,RP/0
239.96;195.73;14.31;PP/0.12,TA/0.04,IS/0,PS/0.02,RB/0.01,OB/13.75,RP/0
299.96;210.54;15.37;PP/0.13,TA/0.04,IS/0,PS/0.02,RB/0.01,OB/14.76,RP/0
360;235.86;16.82;PP/0.16,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/16.13,RP/0
420;246.96;17.34;PP/0.16,TA/0.05,IS/0,PS/0.03,RB/0.01,OB/16.61,RP/0
480;298.01;20.18;PP/0.16,TA/0.05,IS/0,PS/0.03,RB/0.01,OB/19.42,RP/0
540;330.1;21.45;PP/0.17,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/20.64,RP/0
600;376.4;24.38;PP/0.18,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/23.52,RP/0
659.96;390.99;25.63;PP/0.23,TA/0.06,IS/0,PS/0.04,RB/0.01,OB/24.68,RP/0
719.96;404.3;26.28;PP/0.23,TA/0.06,IS/0,PS/0.04,RB/0.01,OB/25.29,RP/0
779.96;437.57;27.58;PP/0.24,TA/0.07,IS/0,PS/0.04,RB/0.01,OB/26.53,RP/0
839.96;474.79;29.44;PP/0.24,TA/0.07,IS/0,PS/0.04,RB/0.01,OB/28.36,RP/0
899.96;514.79;31.42;PP/0.24,TA/0.07,IS/0,PS/0.04,RB/0.01,OB/30.29,RP/0
959.96;531.57;32.25;PP/0.25,TA/0.07,IS/0,PS/0.04,RB/0.01,OB/31.09,RP/0
1019.96;565.2;34.41;PP/0.26,TA/0.07,IS/0,PS/0.04,RB/0.01,OB/33.2,RP/0
1079.96;598.07;35.97;PP/0.26,TA/0.08,IS/0,PS/0.04,RB/0.01,OB/34.72,RP/0
1139.96;625.13;37.82;PP/0.27,TA/0.08,IS/0,PS/0.04,RB/0.01,OB/36.51,RP/0
1199.96;658.38;39.18;PP/0.27,TA/0.08,IS/0.01,PS/0.04,RB/0.01,OB/37.82,RP/0
1259.96;685.12;40.66;PP/0.28,TA/0.09,IS/0.01,PS/0.05,RB/0.01,OB/39.25,RP/0
