decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec,qmax
661,7437.28888890092,1,80,1,88,6,1,25.8126700029992,40.8046687407412,0.898780487804878,0.0258126700029992,39,2,29,1,1,2,-1958.76314926446,0.0855414,12
662,7454.57777778991,1,77,1,89,3,1,25.827311946627,40.8451099475411,0.901219512195122,0.025827311946627,25,1,18,1,1,2,-1230.12690695262,0.0995402,13
663,7457.33333334548,1,80,1,89,6,1,25.8069575290269,40.7889870993073,0.900121802679659,0.0258069575290269,37,2,28,1,1,2,-1877.79022384436,0.080581,12
664,7474.62222223448,1,76,1,88,3,0,25.7793261161466,40.7625331740981,0.902557856272838,0.0257793261161466,17,1,12,1,0,1,-843.540961801633,0.0049717,13
665,7497.37777779017,1,81,1,88,5,1,25.8059088559135,40.7807208311257,0.902676399026764,0.0258059088559135,35,2,27,1,1,3,-1797.29130726706,0.1390896,13
666,7507.42222223467,1,81,1,89,5,2,25.7929444088084,40.777416874878,0.902794653705954,0.0257929444088084,39,1,30,1,2,3,-1968.10095256077,0.2025384,13
667,7514.66666667916,1,77,1,89,3,2,25.7841660513951,40.7397996089397,0.900726392251816,0.0257841660513951,29,1,21,1,2,1,-1402.74341249429,0.106589,13
668,7547.46666667935,1,83,1,89,4,3,25.8377421200428,40.8007383477891,0.901937046004843,0.0258377421200428,43,2,29,1,3,3,-1999.40995251107,0.3025915,13
669,7574.71111112396,1,83,1,91,3,3,25.8583996875003,40.8505524289104,0.894357743097239,0.0258583996875003,36,1,25,1,3,2,-1690.03395736775,0.1065212,13
670,7584.75555556846,1,83,1,91,3,2,25.851929553426,40.8166900362452,0.895558223289316,0.025851929553426,33,1,23,1,2,1,-1563.73742370919,0.1420834,12
671,7587.51111112403,1,86,1,90,4,1,25.8322272160928,40.7620341268109,0.896758703481393,0.0258322272160928,32,1,24,1,1,3,-1608.53057432203,0.1180553,12
672,7594.80000001296,1,80,1,89,4,1,25.8300353799715,40.735102965584,0.893540669856459,0.0258300353799715,32,1,22,1,1,1,-1517.44466397318,0.1055522,13
673,7614.84444445753,1,81,1,91,3,2,25.8976898362887,40.8183368848254,0.894736842105263,0.0258976898362887,27,1,22,1,2,1,-1383.15903891212,0.1245501,12
674,7627.55555556871,1,85,1,90,3,2,25.9237880044226,40.8360610414494,0.894862604540024,0.0259237880044226,36,2,23,1,2,4,-1639.46570635002,0.1165077,13
675,7644.88888890215,1,83,1,88,4,1,25.9258984944895,40.8566193802049,0.894862604540024,0.0259258984944895,26,1,21,1,1,1,-1367.03258669408,0.1941199,12
676,7654.93333334665,1,83,1,88,3,1,25.9549026609225,40.8789716909529,0.896057347670251,0.0259549026609225,22,1,17,1,1,2,-1101.36293732442,0.2585507,13
677,7674.97777779122,1,84,1,89,4,1,25.9862215408547,40.9049883537011,0.894988066825776,0.0259862215408547,28,1,22,1,1,2,-1449.69085867785,0.2109564,13
678,7677.60000001345,1,87,1,89,5,1,25.9642611882719,40.8472021809261,0.895113230035757,0.0259642611882719,41,2,27,1,1,3,-1927.88545968675,0.0985035,12
679,7685.02222223572,1,78,1,87,3,0,25.9490216700547,40.84045090217,0.895362663495838,0.0259490216700547,17,1,13,1,0,1,-877.360162893332,0.0025099,13
680,7687.64444445796,1,84,1,87,5,0,25.9420253601334,40.806322499713,0.896551724137931,0.0259420253601334,34,1,23,1,0,1,-1639.16995294832,0.0059733,12
681,7695.06666668022,1,83,1,89,3,2,25.9450640488475,40.7880541791183,0.897740784780024,0.0259450640488475,31,1,22,1,2,1,-1502.47642324007,0.1424818,13
682,7697.68888890246,1,90,1,89,5,2,25.9323739661257,40.7451386619468,0.898929845422117,0.0259323739661257,45,2,28,1,2,3,-2019.00680768574,0.0746324,13
683,7705.11111112473,1,81,1,89,2,1,25.9248617370447,40.7505168262356,0.895857988165681,0.0259248617370447,20,1,14,1,1,1,-964.562986798862,0.114555,13
684,7715.15555556923,1,78,1,88,3,1,25.9403739820578,40.7520072742821,0.897041420118343,0.0259403739820578,25,1,17,1,1,1,-1195.08829524463,0.2180361,13
685,7717.73333334702,1,85,1,88,5,1,25.9232958775551,40.7023705689194,0.898224852071006,0.0259232958775551,35,1,23,1,1,1,-1627.65721953644,0.1225537,13
686,7725.20000001374,1,77,1,89,3,2,25.9293923421995,40.6892002908362,0.899408284023669,0.0259293923421995,29,1,19,1,2,1,-1350.36727826283,0.0954834,13
687,7735.24444445824,1,77,1,89,4,1,25.9518446534809,40.7017410003133,0.900591715976331,0.0259518446534809,29,1,19,1,1,3,-1361.94961171871,0.1301006,13
688,7745.28888890274,1,76,1,89,3,1,25.9614167155458,40.6941225203801,0.900591715976331,0.0259614167155458,26,1,17,1,1,1,-1220.57805547088,0.1005175,13
689,7747.77777779165,1,82,1,89,5,1,25.9416266231614,40.7028896249909,0.901775147928994,0.0259416266231614,35,1,23,1,1,1,-1629.55673506556,0.1135707,13
690,7765.33333334731,1,78,1,89,4,1,25.9672675879211,40.7204931240906,0.901891252955083,0.0259672675879211,32,1,21,1,1,2,-1496.25802306128,0.1075716,13
691,7785.37777779187,1,80,1,89,4,1,25.9850217178563,40.7257603376189,0.900826446280992,0.0259850217178563,30,1,20,1,1,2,-1409.64459763075,0.1044921,13
692,7787.82222223633,1,83,1,88,5,0,25.9679192274027,40.6764658432292,0.902007083825266,0.0259679192274027,29,1,18,1,0,2,-1346.28506528271,0.0059984,13
693,7797.86666668083,1,82,1,89,4,0,25.9857659413474,40.681984179518,0.902007083825266,0.0259857659413474,23,1,16,1,0,1,-1132.79089366655,0.003545,13
694,7815.42222223649,1,80,1,90,4,1,26.0147459760513,40.7049602182356,0.90318772136954,0.0260147459760513,31,1,21,1,1,2,-1471.94211524867,0.1410833,14
695,7817.91111112539,1,82,1,89,4,0,25.9981674045283,40.6567086006985,0.902122641509434,0.0259981674045283,23,1,15,1,0,1,-1096.14137715812,0.0030001,14
696,7825.46666668099,1,79,1,90,4,1,25.9956645691001,40.6305531201413,0.903301886792453,0.0259956645691001,29,1,23,1,1,3,-1508.6347410729,0.1440138,14
697,7835.5111111255,1,77,1,89,4,0,26.02000127603,40.708074833971,0.901176470588235,0.02602000127603,23,1,16,1,0,1,-1132.90096828302,0.0049685,14
698,7845.55555557,1,79,1,91,4,2,26.0415959922902,40.719586460672,0.900234741784038,0.0260415959922902,34,2,26,1,2,5,-1676.55622870005,0.1310625,14
699,7857.95555557008,1,82,1,92,3,2,26.038257105631,40.7315549882337,0.899297423887588,0.026038257105631,29,1,21,1,2,1,-1388.04335084132,0.1674791,14
700,7865.60000001457,1,77,1,90,4,1,26.0591954471585,40.74209560092,0.900468384074941,0.0260591954471585,25,1,17,1,1,2,-1196.01647202267,0.1940801,14
701,7868.00000001458,1,74,1,90,3,1,26.0483239228815,40.7029616653172,0.900584795321637,0.0260483239228815,23,1,16,1,1,1,-1107.7162982256,0.3286324,14
702,7878.04444445908,1,80,1,92,3,3,26.0539112276304,40.6896173841155,0.901754385964912,0.0260539112276304,36,1,23,1,3,4,-1626.37065015955,0.2465627,14
703,7885.64444445913,1,82,1,91,4,2,26.0666238641504,40.6874519864483,0.899649941656943,0.0260666238641504,32,1,20,1,2,2,-1447.26695720397,0.243536,14
704,7888.08888890359,1,74,1,90,3,1,26.051596928879,40.6420558695274,0.8997668997669,0.026051596928879,25,1,16,1,1,1,-1153.81410400769,0.1324973,14
705,7895.68888890363,1,80,1,91,4,2,26.0667316632542,40.643779504924,0.900932400932401,0.0260667316632542,33,3,19,1,2,5,-1441.61656375018,0.1584933,14
706,7898.13333334809,1,74,1,89,3,0,26.0036710677004,40.6015403048076,0.901162790697674,0.0260036710677004,17,1,10,1,0,1,-770.865243956968,0.0049938,14
707,7915.73333334819,1,80,1,89,5,1,26.0816559791983,40.7014182993768,0.902325581395349,0.0260816559791983,34,2,21,1,1,4,-1545.58032813957,0.1514658,14
708,7918.17777779265,1,74,1,89,3,1,26.0451228924714,40.6614903664553,0.902552204176334,0.0260451228924714,22,1,14,1,1,1,-1006.46993376874,0.1460097,14
709,7928.22222223716,1,74,1,90,2,2,26.0697804168586,40.6781819619239,0.903712296983759,0.0260697804168586,23,1,14,1,2,1,-1015.98266964473,0.1760643,14
710,7938.26666668166,1,74,1,90,3,2,26.0746556639339,40.6640463330398,0.904872389791183,0.0260746556639339,31,2,15,1,2,4,-1260.29131878354,0.2140287,14
711,7945.77777779282,1,74,1,88,5,0,26.0543726594653,40.6494670021376,0.905092592592593,0.0260543726594653,25,1,16,1,0,2,-1184.5877933235,0.0060032,14
712,7948.31111112617,1,73,1,88,5,0,26.0395384209339,40.6046808314563,0.90625,0.0260395384209339,29,3,14,0,0,4,-1206.95128550884,0.0030282,14
713,7958.35555557067,1,76,1,89,4,0,26.0115178325665,40.6767652752597,0.909722222222222,0.0260115178325665,23,1,12,1,0,2,-994.382064165059,0.0049754,14
714,7995.82222223756,1,77,1,89,4,2,26.0643788872802,40.7376588534527,0.909722222222222,0.0260643788872802,32,2,22,1,2,5,-1521.59610333397,0.1015322,14
715,7998.40000001535,1,78,1,87,4,0,26.0221368164327,40.6884594895997,0.90668202764977,0.0260221368164327,23,1,12,1,0,1,-991.606745909648,0.0060023,13
716,8008.44444445985,1,79,1,88,4,0,26.0430405537472,40.6994636718827,0.907834101382488,0.0260430405537472,22,1,11,1,0,1,-932.750124245268,0.0050005,13
717,8015.86666668212,1,76,1,88,5,0,26.0455098275805,40.6817034032562,0.908986175115207,0.0260455098275805,23,1,15,1,0,2,-1105.33697173841,0.0049698,14
718,8028.48888890442,1,78,1,89,3,1,26.0567064334385,40.6776271273119,0.910138248847926,0.0260567064334385,20,1,12,1,1,1,-902.594195914939,0.2700309,13
719,8035.91111112668,1,76,1,90,5,2,26.0572586243764,40.6569873536226,0.911290322580645,0.0260572586243764,34,2,22,1,2,3,-1584.7696616677,0.1520755,14
720,8038.53333334892,1,70,1,89,3,1,26.0192772355496,40.6145252590151,0.909403669724771,0.0260192772355496,20,1,11,1,1,2,-859.614322026118,0.1420317,13
721,8055.95555557125,1,77,1,90,5,0,26.0428273591969,40.6298655574568,0.910550458715596,0.0260428273591969,24,1,15,1,0,3,-1130.09451264913,0.0075298,13
722,8068.57777779354,1,79,1,91,3,1,26.0574968628647,40.6313823703527,0.911697247706422,0.0260574968628647,24,1,14,1,1,1,-1044.68129789416,0.1065462,13
723,8118.62222223828,1,82,1,91,3,2,26.1578138499471,40.8261047789804,0.911798396334479,0.0261578138499471,33,2,20,1,2,3,-1483.86880069545,0.1615505,13
724,8128.66666668279,1,82,1,90,4,2,26.1353770532786,40.8078694340666,0.907639680729761,0.0261353770532786,37,1,23,1,2,2,-1679.82422233624,0.1296204,13
725,8136.00000001616,1,83,1,90,4,2,26.1310555093439,40.7797056050928,0.907744874715262,0.0261310555093439,34,2,20,1,2,4,-1507.53076190302,0.1551239,13
726,8138.71111112729,1,79,1,90,4,1,26.0872819765769,40.7281034940436,0.903628117913832,0.0260872819765769,32,2,18,1,1,2,-1385.80289904148,0.1205255,13
727,8146.04444446067,1,82,1,90,4,1,26.0665457627171,40.7123778797604,0.904761904761905,0.0260665457627171,27,1,16,1,1,1,-1206.51457602224,0.1385779,13
728,8148.75555557179,1,78,1,90,4,1,26.0533900403837,40.6705536386222,0.905895691609977,0.0260533900403837,29,1,16,1,1,2,-1240.27154631209,0.2031146,13
729,8178.80000001642,1,79,1,92,3,3,26.0968413436695,40.7171327205293,0.90702947845805,0.0260968413436695,34,3,23,1,3,7,-1593.47514326262,0.1450388,13
730,8186.13333334979,1,82,1,91,3,2,26.0390013084361,40.6812223340495,0.910430839002268,0.0260390013084361,28,2,18,1,2,5,-1294.90034444685,0.1260318,13
731,8216.31111112725,1,84,1,90,4,2,26.0603412279952,40.7310687789215,0.910633484162896,0.0260603412279952,33,1,20,1,2,2,-1488.97937571964,0.1395215,13
732,8249.11111112677,1,82,1,91,3,3,26.0692144654871,40.7237295335138,0.910734463276836,0.0260692144654871,36,2,21,1,3,4,-1550.96900401438,0.2755635,13
733,8259.20000001552,1,80,1,90,3,2,26.0492058774496,40.7089321288282,0.905723905723906,0.0260492058774496,30,2,17,1,2,3,-1281.43721726374,0.1765307,13
734,8266.57777779319,1,85,1,89,3,2,26.028615541617,40.6931525398479,0.907968574635241,0.026028615541617,30,1,18,1,2,1,-1327.22734338882,0.290578,13
735,8276.66666668193,1,85,1,90,3,2,26.0394339833615,40.6889572747202,0.906040268456376,0.0260394339833615,29,1,17,1,2,1,-1263.20549223906,0.2130821,13
736,8279.33333334856,1,82,1,91,4,3,26.0225193930515,40.6414922129986,0.907158836689038,0.0260225193930515,42,2,24,1,3,3,-1812.99757770678,0.1950456,13
737,8299.4666666816,1,83,1,89,5,2,26.041448576676,40.6874282639888,0.905239687848383,0.026041448576676,41,2,24,1,2,2,-1801.3318885647,0.1829467,13
738,8306.84444445927,1,80,1,88,2,1,26.0163479605867,40.6645209527221,0.905450500556173,0.0260163479605867,17,1,10,1,1,3,-752.040560157772,0.3931017,14
739,8319.60000001464,1,83,1,87,6,1,26.0402774888923,40.6809485234198,0.906562847608454,0.0260402774888923,39,2,24,1,1,2,-1789.51430457793,0.166547,13
740,8326.97777779231,1,79,1,88,3,1,26.0250340839202,40.6734104111553,0.905764966740576,0.0260250340839202,23,1,13,1,1,1,-984.407483160367,0.2140886,13
741,8359.82222223627,1,92,1,89,4,2,26.0866676496703,40.7487889820099,0.905869324473976,0.0260866676496703,38,2,25,1,2,4,-1767.66037376735,0.155095,13
742,8367.20000001395,1,89,1,89,3,2,26.0618808872683,40.7263295346629,0.899012074643249,0.0260618808872683,31,3,18,1,2,4,-1329.48355080448,0.1285309,13
743,8377.28888890269,1,89,1,87,4,1,26.0265104789267,40.7242695971825,0.900328587075575,0.0260265104789267,29,1,17,1,1,3,-1265.5799646734,0.1095764,13
744,8390.00000001361,1,85,1,87,5,1,26.052840466299,40.7445701042545,0.900328587075575,0.026052840466299,36,2,23,1,1,4,-1663.49946909911,0.1146127,13
745,8407.46666668003,1,89,1,86,4,0,26.0845260435906,40.8102584767099,0.900437636761488,0.0260845260435906,26,1,14,1,0,2,-1131.84638331987,0.0099995,13
746,8427.60000001307,1,94,1,87,4,0,26.1256717995169,40.8537417374881,0.901531728665208,0.0261256717995169,26,1,14,1,0,1,-1134.63586805128,0.0110018,13
747,8457.7777777904,1,96,1,90,3,2,26.1700083689461,40.9022054422707,0.901639344262295,0.0261700083689461,38,2,23,1,2,3,-1682.11229213413,0.1275125,13
748,8460.35555556815,1,92,1,89,5,1,26.127371664046,40.8516955255634,0.898692810457516,0.026127371664046,38,2,24,1,1,3,-1767.88401597925,0.1255728,13
749,8467.86666667915,1,95,1,89,4,1,26.111637023539,40.8431670791322,0.900871459694989,0.026111637023539,34,1,23,1,1,3,-1630.77743950082,0.2080235,13
750,8480.48888890119,1,92,1,89,4,1,26.1212923409522,40.8375133781083,0.900979325353645,0.0261212923409522,31,1,21,1,1,3,-1491.95460516815,0.1185488,13
751,8490.57777778993,1,92,1,89,4,2,26.1314032194524,40.8326145946717,0.900979325353645,0.0261314032194524,37,2,25,1,2,3,-1761.15290395384,0.1215569,12
752,8498.04444445649,1,95,1,87,4,0,26.1159272569964,40.8244761756137,0.901086956521739,0.0261159272569964,24,1,20,1,0,2,-1307.18688447326,0.0089763,13
753,8518.17777778953,1,96,1,88,4,0,26.1614406362902,40.8749577402907,0.902173913043478,0.0261614406362902,25,2,20,1,0,3,-1336.77630736865,0.0139691,13
754,8520.75555556727,1,91,1,89,5,1,26.1181638291518,40.8233485060692,0.902173913043478,0.0261181638291518,37,3,26,1,1,3,-1809.14648226719,0.1381085,12
755,8538.31111112257,1,96,1,87,4,0,26.0765434029503,40.8107021928691,0.903365906623236,0.0260765434029503,23,1,19,1,0,1,-1248.76579389602,0.0125052,12
756,8560.9777777889,1,89,1,87,5,1,26.1183976245591,40.8555940495897,0.904451682953312,0.0261183976245591,38,1,27,1,1,2,-1869.82057061115,0.1501364,12
757,8578.5333333442,1,99,1,89,3,2,26.1424429762614,40.8726339977531,0.901515151515151,0.0261424429762614,33,1,26,1,2,3,-1688.44589391201,0.1990054,12
758,8581.11111112194,1,87,1,88,4,1,26.1263602803636,40.8269863991197,0.898597626752967,0.0261263602803636,31,1,23,1,1,2,-1536.43288759482,0.1464922,12
759,8588.62222223295,1,98,1,88,4,1,26.1223908381705,40.8003406276294,0.899676375404531,0.0261223908381705,33,1,26,1,1,3,-1704.73299591466,0.1751291,12
760,8601.24444445498,1,88,1,88,5,1,26.1348206121492,40.7993588445219,0.898706896551724,0.0261348206121492,37,1,27,1,1,2,-1833.87131035197,0.1265114,12
761,8608.75555556599,1,95,1,89,3,1,26.1325876851852,40.7755355698104,0.899784482758621,0.0261325876851852,25,1,20,1,1,2,-1314.38380332924,0.240064,12
762,8631.42222223232,1,100,1,89,5,1,26.176746133067,40.8241220856419,0.900862068965517,0.026176746133067,37,1,26,1,1,2,-1803.4147553432,0.1290902,12
763,8638.93333334332,1,101,1,87,3,0,26.1735287297672,40.7988476880326,0.900968783638321,0.0261735287297672,17,1,13,1,0,1,-885.404925541407,0.0060029,12
764,8661.60000000966,1,99,1,88,5,1,26.2082612963511,40.8327606937625,0.901075268817204,0.0262082612963511,36,1,25,1,1,2,-1760.68138141048,0.204062,12
765,8669.11111112066,1,101,1,88,3,1,26.2062724305351,40.8094918263091,0.900107411385607,0.0262062724305351,25,1,19,1,1,1,-1266.35768033697,0.2040321,12
766,8679.2000000094,1,101,1,88,2,1,26.2181883296461,40.8079239841599,0.901181525241676,0.0262181883296461,22,1,15,1,1,1,-1060.08147690168,0.2130524,12
767,8691.777777787,1,99,1,88,5,2,26.229192253796,40.8049744691104,0.90032154340836,0.026229192253796,44,2,30,1,2,3,-2111.55006454001,0.1525223,12
768,8709.37777778674,1,102,1,88,2,2,26.2404289932766,40.8384698480528,0.90032154340836,0.0262404289932766,29,1,19,1,2,1,-1347.41977380883,0.1540295,12
769,8711.91111112004,1,100,1,88,5,2,26.2291010190083,40.8008238073463,0.901393354769561,0.0262291010190083,44,2,30,1,2,3,-2105.88283429609,0.1015216,12
770,8722.00000000878,1,100,1,88,6,2,26.2145699355276,40.7941800640539,0.902569593147752,0.0262145699355276,48,1,33,1,2,1,-2300.30399757108,0.1695161,12
771,8739.55555556408,1,100,1,88,2,2,26.2380363149565,40.8107350069843,0.903640256959315,0.0262380363149565,26,2,17,1,2,4,-1209.47722994284,0.1135215,12
772,8749.64444445282,1,99,1,89,3,2,26.2131387351099,40.7879303542215,0.903743315508021,0.0262131387351099,31,2,21,1,2,3,-1479.53775386119,0.0900423,12
773,8759.73333334157,1,99,1,90,3,2,26.1999062172018,40.7832100870767,0.90491452991453,0.0261999062172018,29,2,20,1,2,3,-1387.59693763812,0.1269967,12
774,8762.22222223042,1,97,1,89,4,0,26.1624064353068,40.7406410838633,0.907051282051282,0.0261624064353068,26,1,18,1,0,1,-1288.41077974696,0.0065726,12
775,8769.82222223031,1,97,1,90,5,1,26.1638892935769,40.7231147644245,0.908119658119658,0.0261638892935769,33,1,24,1,1,1,-1643.80492267998,0.1221341,12
776,8782.35555556346,1,97,1,90,4,1,26.1688716911963,40.7110843565485,0.904357066950053,0.0261688716911963,33,1,23,1,1,1,-1614.20010495977,0.1270224,12
777,8810.04444445195,1,92,1,89,4,2,26.2215658929561,40.7732897060078,0.904458598726115,0.0262215658929561,36,2,25,1,2,5,-1728.76849396639,0.121131,12
778,8820.13333334069,1,92,1,88,5,1,26.207195105148,40.7667479413414,0.903601694915254,0.026207195105148,37,3,24,0,1,6,-1744.01393049311,0.2051245,12
779,8822.5777777851,1,93,1,87,3,0,26.1471308664769,40.77960383105,0.903601694915254,0.0261471308664769,23,1,17,1,0,2,-1176.34035409324,0.0059664,12
780,8832.66666667384,1,93,1,88,3,1,26.141334445302,40.7507676332719,0.903601694915254,0.026141334445302,27,1,21,1,1,3,-1399.57498704751,0.1871119,12
781,8842.75555556258,1,93,1,87,4,0,26.153407776814,40.7498367117116,0.902645502645503,0.026153407776814,26,1,20,1,0,2,-1356.00742900489,0.0089997,12
782,8852.84444445132,1,97,1,88,3,0,26.1667854965018,40.8060411661664,0.903703703703704,0.0261667854965018,19,1,14,1,0,2,-972.066954602979,0.0100049,12
783,8862.93333334006,1,97,1,90,2,2,26.1839863749932,40.8130961715482,0.904761904761905,0.0261839863749932,28,1,22,1,2,3,-1412.16184321135,0.1324813,12
784,8873.02222222881,1,97,1,90,3,2,26.1944663076969,40.8097076168432,0.90285110876452,0.026194466307697,33,1,26,1,2,3,-1685.0004959598,0.1460568,12
785,8880.44444445092,1,89,1,90,5,1,26.1860883330933,40.7769908497833,0.900948366701791,0.0261860883330933,40,1,30,1,1,3,-2005.5428003429,0.1180765,11
786,8893.15555556185,1,90,1,90,3,0,26.1954663212435,40.7719758064515,0.900948366701791,0.0261954663212435,16,1,11,1,0,2,-788.365722117353,0.0050087,12
787,8910.62222222826,1,97,1,91,5,1,26.2238191115692,40.7965185910184,0.9,0.0262238191115692,39,1,30,1,1,1,-1998.69031036295,0.1350867,12
788,8923.33333333919,1,96,1,92,3,2,26.2253539238772,40.7793707127313,0.901052631578947,0.0262253539238772,32,1,24,1,2,1,-1568.69436295502,0.1375743,12
789,8940.8000000056,1,98,1,92,5,2,26.211024978467,40.7376171352078,0.902105263157895,0.026211024978467,45,3,32,1,2,4,-2208.80807038737,0.1850173,12
790,8943.46666667223,1,96,1,92,3,2,26.1434707903782,40.6831550802142,0.89832285115304,0.0261434707903782,31,1,23,1,2,1,-1502.43645896715,0.1125154,12
791,8963.60000000527,1,94,1,90,4,1,26.1546190556616,40.6810830438529,0.89937106918239,0.0261546190556616,30,1,22,1,1,1,-1481.35555234448,0.1309937,12
792,8970.97777778294,1,97,1,91,3,2,26.1616143318667,40.6725897479421,0.90041928721174,0.0261616143318667,32,1,22,1,2,1,-1506.17952136123,0.1435272,12
793,8973.68888889401,1,93,1,91,3,2,26.15017017294,40.6354841435699,0.90146750524109,0.02615017017294,35,1,24,1,2,2,-1649.86400519834,0.1226148,12
794,9003.86666667135,1,95,1,92,4,3,26.1859874429225,40.6718528368797,0.900627615062761,0.0261859874429226,47,2,33,1,3,5,-2264.61301376637,0.2226909,12
795,9013.95555556009,1,95,1,92,4,2,26.1795882003799,40.677447801387,0.898022892819979,0.0261795882003799,42,2,30,1,2,3,-2045.85904517531,0.118466,12
796,9021.24444444887,1,94,1,93,2,3,26.1533836687051,40.652209097775,0.899168399168399,0.0261533836687051,34,1,23,1,3,2,-1584.06567079561,0.1610865,12
797,9041.37777778191,1,94,1,93,3,3,26.1615835464622,40.6457450331128,0.899273104880582,0.0261615835464622,39,1,27,1,3,2,-1851.20543213353,0.0866786,12
798,9044.13333333743,1,94,1,92,4,2,26.1413969335607,40.5952380952384,0.898340248962656,0.0261413969335607,40,2,29,1,2,2,-1960.43075419913,0.102511,12
799,9061.51111111495,1,87,1,90,3,1,26.1422987462731,40.6657980497581,0.900414937759336,0.0261422987462731,25,1,16,1,1,1,-1160.00961055765,0.1345239,12
800,9064.26666667047,1,90,1,90,4,1,26.1296482805731,40.6269432314856,0.901452282157676,0.0261296482805731,32,1,24,1,1,2,-1620.33718005972,0.1165473,12
801,9074.35555555921,1,93,1,91,4,2,26.1396140092713,40.6233051489731,0.902489626556017,0.0261396140092713,38,1,28,1,2,2,-1875.54923667239,0.1980374,12
802,9091.68888889229,1,97,1,92,3,3,26.1437112430499,40.6105870297178,0.90259067357513,0.0261437112430499,41,2,28,1,3,3,-1945.94007007238,0.1660294,12
803,9101.77777778103,1,96,1,91,3,3,26.1092083274533,40.5723355720031,0.899896800825593,0.0261092083274533,39,2,27,1,3,3,-1851.48981211753,0.1640285,12
804,9111.86666666978,1,95,1,91,3,2,26.105950812305,40.5825753100616,0.901960784313726,0.026105950812305,35,1,25,1,2,2,-1704.81662454856,0.0990218,12
805,9124.62222222515,1,101,1,92,3,3,26.1202742064983,40.6391651254849,0.902992776057791,0.0261202742064983,41,1,30,1,3,1,-2006.4516197575,0.1204884,12
806,9132.00000000282,1,96,1,91,4,3,26.1115207529502,40.6064988087218,0.90216271884655,0.0261115207529502,45,2,32,1,3,3,-2175.49576918355,0.1580895,12
807,9172.22222222445,1,92,1,91,4,3,26.1615380095063,40.7529470043097,0.902263374485597,0.0261615380095063,45,1,34,1,3,3,-2252.00168152348,0.1265245,12
808,9174.88888889108,1,92,1,91,2,3,26.1459069865321,40.7094855832242,0.902263374485597,0.0261459069865321,36,1,26,1,3,2,-1741.84192961397,0.1410974,12
809,9182.31111111319,1,91,1,90,4,2,26.1382233068687,40.6784653296686,0.901336073997944,0.0261382233068687,39,1,29,1,2,2,-1943.74237161968,0.1095836,12
810,9184.97777777982,1,93,1,91,3,3,26.1236877496369,40.6368476105463,0.902363823227133,0.0261236877496369,42,2,29,1,3,2,-1995.59749353251,0.0965063,12
811,9195.06666666856,1,90,1,90,4,2,26.0981331270975,40.6653263888892,0.901538461538462,0.0260981331270975,41,1,28,1,2,2,-1956.81109366558,0.0955256,12
812,9212.48888889053,1,96,1,91,4,2,26.1228157209493,40.6847508552122,0.901639344262295,0.0261228157209493,39,2,29,1,2,3,-1946.60623122228,0.0864938,12
813,9215.20000000161,1,96,1,91,4,2,26.0846687102899,40.6403899723552,0.901639344262295,0.0260846687102899,40,1,27,1,2,1,-1895.70806210611,0.0755655,12
814,9232.62222222357,1,97,1,92,3,3,26.0924409038359,40.6865180195407,0.902663934426229,0.0260924409038359,41,1,30,1,3,1,-2008.97458654094,0.1761916,12
815,9235.33333333465,1,96,1,90,3,2,26.0799600447499,40.7010588964349,0.902763561924258,0.0260799600447499,36,2,23,1,2,3,-1640.79202198621,0.1720721,12
816,9245.42222222339,1,96,1,89,4,2,26.0643335141683,40.6915831816247,0.902763561924258,0.0260643335141683,43,1,26,1,2,1,-1923.41102898598,0.0896055,12
817,9255.51111111213,1,99,1,90,3,2,26.0808323302469,40.6983079275634,0.903787103377687,0.0260808323302469,38,1,24,1,2,1,-1742.95139177835,0.0815059,12
818,9262.80000000091,1,98,1,90,3,2,26.0948112394763,40.7011276605338,0.903885480572597,0.0260948112394763,37,1,24,1,2,1,-1716.09463133811,0.0985204,12
819,9275.64444444517,1,93,1,90,3,3,26.1358481010301,40.7461600744984,0.903061224489796,0.0261358481010301,41,1,25,1,3,2,-1838.13577248276,0.1759295,12
820,9282.93333333395,1,91,1,89,4,2,26.1375607085681,40.7299035393878,0.903061224489796,0.0261375607085681,43,2,27,1,2,4,-1973.18760657865,0.1455021,12
821,9313.11111111129,1,92,1,90,5,1,26.1787209927769,40.8090023237984,0.904081632653061,0.0261787209927769,41,1,26,1,1,1,-1915.08867087037,0.1180363,12
822,9315.86666666681,1,92,1,90,3,1,26.1681573101571,40.7736404600122,0.905102040816327,0.0261681573101571,26,1,17,1,1,1,-1230.55816364302,0.1755167,12
823,9325.95555555555,1,98,1,92,3,2,26.1553233740681,40.734806854839,0.90519877675841,0.0261553233740681,36,1,21,1,2,1,-1575.03006761954,0.1230894,12
824,9333.24444444433,1,97,1,91,4,1,26.1486709488186,40.7056630234186,0.904374364191251,0.0261486709488186,35,1,18,1,1,1,-1473.74255118023,0.1345106,12
825,9346.08888888859,1,98,1,91,4,2,26.1443307172799,40.6801748226402,0.904471544715447,0.0261443307172799,40,1,24,1,2,1,-1786.33936716356,0.2140615,13
826,9353.37777777737,1,96,1,89,4,1,26.1372293388431,40.6504466580979,0.905487804878049,0.0261372293388431,34,1,17,1,1,1,-1413.7586524619,0.1350811,13
