#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/15,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
60;3;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/5
119.96;7;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/10,Rest/4
179.96;5;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/8,Rest/6
239.96;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/9,Rest/6
299.96;4;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/7,Rest/6
360;5;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/9,Rest/4
420;4;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/7,Rest/5
480;3;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/7,Rest/7
540;6;None/0,ParkPod/1,RepositionPod/0,Insert/2,Extract/8,Rest/4
600;4;None/0,ParkPod/2,RepositionPod/0,Insert/1,Extract/8,Rest/4
659.96;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/5
719.96;5;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/8,Rest/5
779.96;5;None/0,ParkPod/1,RepositionPod/0,Insert/2,Extract/9,Rest/3
839.96;4;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/9,Rest/4
899.96;4;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/8,Rest/6
959.96;4;None/0,ParkPod/1,RepositionPod/0,Insert/2,Extract/8,Rest/4
1019.96;4;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/7,Rest/5
1079.96;5;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/9,Rest/5
1139.96;6;None/0,ParkPod/1,RepositionPod/0,Insert/4,Extract/8,Rest/2
1199.96;5;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/9,Rest/4
1259.96;3;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/6,Rest/8
1319.96;4;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/8,Rest/5
1379.96;6;None/0,ParkPod/1,RepositionPod/0,Insert/2,Extract/7,Rest/5
1439.96;6;None/0,ParkPod/2,RepositionPod/0,Insert/1,Extract/9,Rest/3
1499.96;5;None/0,ParkPod/3,RepositionPod/0,Insert/1,Extract/8,Rest/3
1559.96;7;None/0,ParkPod/2,RepositionPod/0,Insert/2,Extract/8,Rest/3
1619.96;6;None/0,ParkPod/1,RepositionPod/0,Insert/5,Extract/8,Rest/1
1679.96;5;None/0,ParkPod/2,RepositionPod/0,Insert/3,Extract/8,Rest/2
1739.96;6;None/0,ParkPod/1,RepositionPod/0,Insert/2,Extract/9,Rest/3
1799.96;6;None/0,ParkPod/1,RepositionPod/0,Insert/2,Extract/10,Rest/2
1859.96;5;None/0,ParkPod/2,RepositionPod/0,Insert/1,Extract/7,Rest/5
1919.96;5;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/9,Rest/4
1979.96;4;None/0,ParkPod/2,RepositionPod/0,Insert/2,Extract/6,Rest/5
2039.96;5;None/0,ParkPod/0,RepositionPod/0,Insert/3,Extract/9,Rest/3
2099.96;7;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/9,Rest/4
2159.96;5;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/5
2219.96;4;None/0,ParkPod/2,RepositionPod/0,Insert/2,Extract/7,Rest/4
2279.96;1;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/7,Rest/6
2340;3;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/7,Rest/5
2400;2;None/0,ParkPod/2,RepositionPod/0,Insert/1,Extract/8,Rest/4
2460;4;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/5
2520;5;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/10,Rest/3
2580;7;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/8,Rest/5
2640;6;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/9,Rest/4
2700;4;None/0,ParkPod/4,RepositionPod/0,Insert/2,Extract/6,Rest/3
2760;3;None/0,ParkPod/1,RepositionPod/0,Insert/2,Extract/9,Rest/3
2820;5;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/10,Rest/3
2880;4;None/0,ParkPod/3,RepositionPod/0,Insert/2,Extract/6,Rest/4
2940;6;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/9,Rest/5
3000;5;None/0,ParkPod/2,RepositionPod/0,Insert/1,Extract/8,Rest/4
3060;6;None/0,ParkPod/1,RepositionPod/0,Insert/3,Extract/9,Rest/2
3120;4;None/0,ParkPod/3,RepositionPod/0,Insert/1,Extract/8,Rest/3
3180;3;None/0,ParkPod/1,RepositionPod/0,Insert/3,Extract/7,Rest/4
3240;3;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/9,Rest/3
3300;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/5
3360;7;None/0,ParkPod/2,RepositionPod/0,Insert/3,Extract/9,Rest/1
3420;5;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/9,Rest/4
3480;5;None/0,ParkPod/1,RepositionPod/0,Insert/2,Extract/8,Rest/4
3540;6;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/9,Rest/3
3600;4;None/0,ParkPod/1,RepositionPod/0,Insert/3,Extract/8,Rest/3
3660;5;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/8,Rest/5
3720;6;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/10,Rest/4
3780;4;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/8,Rest/6
3840;5;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/10,Rest/3
3900;4;None/0,ParkPod/1,RepositionPod/0,Insert/3,Extract/8,Rest/3
3960;4;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/9,Rest/4
4020;5;None/0,ParkPod/2,RepositionPod/0,Insert/2,Extract/8,Rest/3
4080;6;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/8,Rest/5
4140;7;None/0,ParkPod/1,RepositionPod/0,Insert/3,Extract/8,Rest/3
4200;5;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/10,Rest/4
4260;5;None/0,ParkPod/0,RepositionPod/0,Insert/3,Extract/9,Rest/3
4320;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/5
4380;6;None/0,ParkPod/0,RepositionPod/0,Insert/3,Extract/10,Rest/2
4440;7;None/0,ParkPod/4,RepositionPod/0,Insert/1,Extract/7,Rest/3
4500;4;None/0,ParkPod/2,RepositionPod/0,Insert/2,Extract/8,Rest/3
4560;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/7,Rest/7
4620;4;None/0,ParkPod/1,RepositionPod/0,Insert/2,Extract/8,Rest/4
4680;3;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/7,Rest/5
