decision,time,solved,pendingOrders,stationsWithCap,podsInModel,Ra,R,Pb,Pa,xps,yos,yaos,yrp,sumUs,dops,objective,solveSec
593,6497.28888889536,1,31,1,92,0,2,2,90,2,0,0,0,1,0,1000,0.0019701
594,6507.42222222876,1,39,2,98,1,9,8,90,9,11,2,1,0,1,-425,0.0469992
595,6517.46666667326,1,34,1,95,1,7,6,89,7,10,1,1,0,1,-380,0.0209652
596,6531.28888889557,1,30,1,91,0,3,3,88,3,3,1,0,0,0,-120,0.0040029
597,6537.51111111782,1,34,1,95,0,7,7,88,7,10,1,0,0,0,-400,0.003971
598,6547.55555556233,1,33,1,94,0,6,6,88,6,7,1,0,0,0,-280,0.003851
599,6551.33333334013,1,28,1,90,1,4,3,87,4,5,1,1,0,1,-185,0.0159373
600,6557.60000000683,1,32,1,91,0,5,5,86,5,6,1,0,0,0,-240,0.0030357
601,6571.37777778469,1,27,1,92,1,5,4,88,5,5,1,1,0,1,-186,0.0145712
602,6587.64444445145,1,31,1,92,2,6,4,88,6,7,1,2,0,2,-233,0.0289394
603,6591.42222222925,1,25,1,91,0,4,4,87,4,3,1,0,0,0,-120,0.0029939
604,6597.68888889596,1,30,1,93,0,6,6,87,6,6,1,0,0,0,-240,0.002924
605,6601.46666667376,1,22,1,90,0,3,3,87,3,1,1,0,0,0,-40,0.0029682
606,6607.73333334046,1,29,1,92,0,5,5,87,5,3,1,0,0,0,-120,0.0036414
607,6611.51111111826,1,21,1,91,1,4,3,88,4,2,1,1,0,1,-51,0.0099696
608,6631.55555556283,1,23,1,91,1,5,4,87,5,3,1,1,0,1,-100,0.0099755
609,6637.77777778508,1,24,1,90,0,4,4,86,4,1,1,0,0,0,-40,0.0029686
610,6641.60000000733,1,22,1,90,0,4,4,86,4,2,1,0,0,0,-80,0.0029098
611,6647.82222222959,1,24,1,93,2,6,4,89,6,7,1,2,0,2,-224,0.020007
612,6651.64444445183,1,23,1,89,0,3,3,86,3,0,0,0,1,0,1000,0.0029682
613,6658.57777778521,1,24,1,90,1,4,3,87,4,2,1,1,0,1,-53,0.0119729
614,6671.6888888964,1,24,1,90,0,4,4,86,4,1,1,0,0,0,-40,0.0037871
615,6687.86666667427,1,24,1,92,1,6,5,87,6,7,1,1,0,1,-254,0.01314
616,6691.73333334096,1,23,1,89,0,3,3,86,3,1,1,0,0,0,-40,0.0029948
617,6711.77777778552,1,24,1,90,1,4,3,87,4,2,1,1,0,1,-49,0.007895
618,6717.91111111889,1,23,1,91,0,5,5,86,5,6,1,0,0,0,-240,0.0039946
619,6731.82222223008,1,23,1,90,1,5,4,85,5,3,1,1,0,1,-83,0.0119697
620,6747.95555556351,1,22,1,92,0,5,5,86,5,5,1,0,0,0,-200,0.0030125
621,6751.86666667465,1,23,1,91,0,4,4,85,4,1,1,0,0,0,-40,0.0039016
622,6758.00000000802,1,21,1,93,1,6,5,85,6,5,1,1,0,1,-175,0.0107102
623,6771.91111111921,1,22,1,90,1,4,3,86,4,1,1,1,0,1,-29,0.0089619
624,6778.04444445258,1,20,1,91,0,5,5,84,5,4,1,0,0,0,-160,0.0035062
625,6791.95555556377,1,22,1,92,1,5,4,88,5,3,1,1,0,1,-84,0.0115382
626,6832.00000000845,1,25,1,93,0,4,4,89,4,3,1,0,0,0,-120,0.0029708
627,6842.04444445296,1,24,1,95,1,5,4,90,5,4,1,1,0,1,-141,0.011971
628,6872.08888889758,1,26,1,94,2,6,4,89,6,6,1,2,0,2,-201,0.0474551
629,6882.13333334208,1,26,1,94,0,6,6,87,6,5,1,0,0,0,-200,0.0030011
630,6892.17777778659,1,26,1,93,0,5,5,87,5,2,1,0,0,0,-80,0.0019982
631,6898.08888889773,1,24,1,92,1,4,3,88,4,2,1,1,0,1,-63,0.0109687
632,6902.22222223109,1,25,1,93,1,6,5,87,6,4,1,1,0,1,-127,0.0130659
633,6908.13333334224,1,23,1,92,0,4,4,87,4,1,1,0,0,0,-40,0.0036046
634,6922.26666667565,1,24,1,93,1,5,4,88,5,3,1,1,0,1,-97,0.0139042
635,6928.1777777868,1,23,1,92,0,3,3,87,3,0,0,0,1,0,1000,0.0030313
636,6931.86666667571,1,23,1,94,2,5,3,89,5,4,1,2,0,2,-103,0.0350022
637,6932.31111112016,1,22,1,94,0,5,5,87,5,2,1,0,0,0,-80,0.0029742
638,6938.2222222313,1,22,1,93,0,5,5,86,5,3,1,0,0,0,-120,0.0029961
639,6952.35555556472,1,21,1,91,0,4,4,85,4,1,1,0,0,0,-40,0.0030046
640,6958.26666667587,1,21,1,94,1,6,5,88,6,3,1,1,0,1,-109,0.0089723
641,6972.40000000928,1,21,1,92,0,4,4,87,4,1,1,0,0,0,-40,0.0034129
642,6992.44444445385,1,21,1,93,1,4,3,89,4,1,1,1,0,1,-25,0.0085457
643,6998.31111112055,1,21,1,94,1,6,5,88,6,3,1,1,0,1,-98,0.0078774
644,7012.48888889841,1,22,1,92,0,3,3,88,3,1,1,0,0,0,-40,0.0019923
645,7042.53333334303,1,24,1,92,1,4,3,88,4,2,1,1,0,1,-58,0.0118784
646,7048.35555556529,1,23,1,92,0,5,5,86,5,1,1,0,0,0,-40,0.0038204
647,7052.57777778754,1,23,1,93,1,5,4,88,5,2,1,1,0,1,-65,0.0089686
648,7062.62222223204,1,23,1,91,0,5,5,85,5,1,1,0,0,0,-40,0.0029695
649,7068.40000000985,1,22,1,91,0,5,5,85,5,1,1,0,0,0,-40,0.0029237
650,7092.66666667666,1,22,1,91,0,4,4,86,4,1,1,0,0,0,-40,0.0039657
651,7112.71111112123,1,23,1,93,2,6,4,89,6,4,1,2,0,2,-117,0.0345583
652,7132.75555556579,1,23,1,95,1,6,5,89,6,5,1,1,0,1,-177,0.0119678
653,7142.80000001029,1,23,1,93,0,5,5,86,5,3,1,0,0,0,-120,0.0029773
654,7152.8444444548,1,22,1,93,1,6,5,86,6,3,1,1,0,1,-108,0.0119945
655,7158.44444445483,1,22,1,91,1,4,3,86,4,3,1,1,0,1,-99,0.0110683
656,7178.48888889939,1,23,1,91,0,4,4,85,4,3,1,0,0,0,-120,0.0029123
657,7182.88888889942,1,22,1,92,0,5,5,85,5,1,1,0,0,0,-40,0.0029711
658,7192.93333334392,1,21,1,94,2,7,5,87,7,4,1,2,0,2,-100,0.0279987
659,7198.53333334395,1,17,1,89,0,2,2,84,2,1,1,0,0,0,-40,0.0029931
660,7208.57777778846,1,20,1,90,1,3,2,85,3,3,1,1,0,1,-96,0.0089667
661,7218.62222223296,1,20,1,90,0,3,3,84,3,2,1,0,0,0,-80,0.0039683
662,7238.66666667753,1,21,1,89,1,3,2,84,3,3,1,1,0,1,-88,0.0098897
663,7248.71111112203,1,21,1,89,1,4,3,84,4,4,1,1,0,1,-142,0.0080001
664,7268.75555556659,1,25,1,91,1,5,4,86,5,5,1,1,0,1,-170,0.0099706
665,7272.97777778884,1,24,1,92,0,5,5,86,5,3,1,0,0,0,-120,0.0030021
666,7283.02222223334,1,24,1,91,0,5,5,85,5,2,1,0,0,0,-80,0.0029681
667,7318.80000001133,1,26,1,94,1,6,5,85,6,6,1,1,0,1,-220,0.0119712
668,7323.06666667802,1,24,1,91,0,4,4,84,4,0,0,0,1,0,1000,0.0029682
669,7326.75555556694,1,25,1,91,0,4,4,84,4,0,0,0,1,0,1000,0.0029701
670,7338.26666667811,1,26,1,92,0,4,4,85,4,0,0,0,1,0,1000,0.0029428
671,7343.11111112259,1,26,1,93,1,5,4,86,5,3,2,1,0,1,-94,0.0139647
672,7353.15555556709,1,25,1,92,0,4,4,85,4,1,1,0,0,0,-40,0.0029458
673,7358.84444445601,1,25,1,94,1,6,5,85,6,7,1,1,0,1,-242,0.0120067
674,7363.20000001159,1,24,1,91,0,3,3,84,3,0,0,0,1,0,1000,0.0029693
675,7372.80000001165,1,25,1,92,1,4,3,85,4,3,1,1,0,1,-103,0.0129736
676,7378.88888890058,1,23,1,94,0,5,5,84,5,5,1,0,0,0,-200,0.0030064
677,7388.93333334508,1,25,1,95,1,6,5,84,6,6,1,1,0,1,-215,0.0119652
678,7393.24444445622,1,21,1,92,0,3,3,82,3,2,1,0,0,0,-80,0.0045075
679,7423.28888890084,1,24,1,92,1,3,2,84,3,5,1,1,0,1,-171,0.010972
680,7448.97777778988,1,27,1,94,1,6,5,84,6,9,1,1,0,1,-318,0.0135485
681,7459.02222223438,1,27,1,94,1,6,5,84,6,10,1,1,0,1,-363,0.0139715
682,7463.33333334552,1,23,1,91,0,3,3,83,3,3,1,0,0,0,-120,0.0030009
683,7469.06666667889,1,26,1,94,1,6,5,85,6,9,1,1,0,1,-349,0.0151535
684,7483.37777779008,1,22,1,92,1,4,3,85,4,4,1,1,0,1,-142,0.0122786
685,7489.11111112345,1,25,1,94,0,6,6,84,6,9,1,0,0,0,-360,0.0029722
686,7493.42222223459,1,21,1,92,0,4,4,83,4,4,1,0,0,0,-160,0.0029274
687,7503.46666667909,1,21,1,93,0,4,4,84,4,3,1,0,0,0,-120,0.0042262
688,7513.51111112359,1,21,1,93,1,4,3,84,4,3,1,1,0,1,-87,0.0130131
689,7519.15555556807,1,23,1,94,1,5,4,84,5,5,1,1,0,1,-165,0.0169687
690,7533.55555556816,1,20,1,92,1,5,4,83,5,4,1,1,0,1,-138,0.0123091
691,7543.60000001266,1,19,1,91,0,4,4,82,4,2,1,0,0,0,-80,0.0040024
692,7559.20000001275,1,20,1,91,1,5,4,82,5,5,1,1,0,1,-173,0.0124807
693,7564.13333334612,1,19,1,90,0,4,4,78,4,1,1,0,0,0,-40,0.0019797
694,7569.24444445726,1,21,1,92,1,6,5,79,6,5,1,1,0,1,-182,0.0129663
695,7609.28888890194,1,26,1,95,2,7,5,82,7,9,1,2,0,2,-305,0.0229131
696,7624.17777779092,1,24,1,91,0,3,3,81,3,0,0,0,1,0,1000,0.0030288
697,7626.26666667982,1,25,1,92,1,4,3,82,4,3,1,1,0,1,-80,0.0100007
698,7634.22222223542,1,24,1,91,0,4,4,80,4,2,1,0,0,0,-80,0.0029939
699,7644.26666667992,1,23,1,90,0,3,3,80,3,1,1,0,0,0,-40,0.0019676
700,7649.33333334662,1,25,1,93,1,7,6,80,7,8,1,1,0,1,-302,0.0120066
701,7659.37777779112,1,25,1,93,0,6,6,80,6,7,1,0,0,0,-280,0.0029692
702,7664.31111112449,1,24,1,90,1,4,3,80,4,2,1,1,0,1,-47,0.0089705
703,7669.42222223563,1,24,1,91,0,6,6,78,6,6,1,0,0,0,-240,0.0039964
704,7684.35555556905,1,23,1,88,0,3,3,79,3,1,1,0,0,0,-40,0.0029676
705,7694.40000001355,1,22,1,88,1,4,3,80,4,2,1,1,0,1,-56,0.0092677
706,7724.44444445817,1,24,1,91,2,5,3,84,5,6,1,2,0,2,-190,0.0239692
707,7734.48888890268,1,24,1,91,0,5,5,82,5,5,1,0,0,0,-200,0.0030025
708,7749.46666668055,1,24,1,92,0,5,5,83,5,4,1,0,0,0,-160,0.0029996
709,7754.53333334724,1,23,1,92,0,4,4,82,4,3,1,0,0,0,-120,0.0019971
710,7774.5777777918,1,23,1,92,1,5,4,82,5,4,1,1,0,1,-142,0.0112446
711,7794.62222223637,1,24,1,91,0,4,4,80,4,4,1,0,0,0,-160,0.0030017
712,7799.51111112529,1,25,1,93,1,6,5,81,6,6,1,1,0,1,-223,0.011612
713,7804.66666668087,1,23,1,90,0,3,3,79,3,2,1,0,0,0,-80,0.0030336
714,7829.55555556991,1,25,1,94,2,7,5,82,7,10,1,2,0,2,-317,0.025542
715,7834.71111112549,1,21,1,90,0,3,3,80,3,2,1,0,0,0,-80,0.0031235
716,7869.60000001459,1,26,1,95,2,7,5,83,7,12,1,2,0,2,-410,0.0205724
717,7899.64444445921,1,26,1,94,0,6,6,81,6,8,1,0,0,0,-320,0.0030321
718,7909.68888890371,1,27,1,94,1,7,6,83,7,11,1,1,0,1,-416,0.0125992
719,7919.73333334822,1,27,1,93,0,6,6,82,6,8,1,0,0,0,-320,0.0039929
720,7924.75555557047,1,22,1,89,0,2,2,80,2,1,1,0,0,0,-40,0.0019706
721,7929.77777779272,1,27,1,94,1,6,5,86,6,8,1,1,0,1,-291,0.0129721
722,7944.80000001503,1,23,1,91,2,4,2,87,4,5,1,2,0,2,-139,0.0250353
723,7964.8444444596,1,24,1,91,0,4,4,83,4,5,1,0,0,0,-200,0.0029739
724,7979.82222223746,1,23,1,93,1,6,5,80,6,8,1,1,0,1,-302,0.0099998
725,7984.88888890416,1,24,1,90,0,3,3,84,3,4,1,0,0,0,-160,0.0029684
726,7994.93333334866,1,24,1,91,1,4,3,84,4,6,1,1,0,1,-228,0.009974
727,8009.86666668208,1,23,1,92,0,5,5,77,5,5,1,0,0,0,-200,0.003002
728,8014.97777779323,1,26,1,93,1,5,4,86,5,7,1,1,0,1,-248,0.0119969
729,8035.02222223779,1,27,1,92,0,5,5,87,5,7,1,0,0,0,-280,0.0028691
730,8049.91111112677,1,26,1,93,1,5,4,83,5,7,1,1,0,1,-255,0.0119691
731,8079.95555557139,1,29,1,94,2,7,5,85,7,11,1,2,0,2,-380,0.0249038
732,8095.06666668259,1,30,1,91,0,3,3,88,3,4,1,0,0,0,-160,0.00195
733,8100.00000001595,1,29,1,94,0,6,6,88,6,9,1,0,0,0,-360,0.0028915
734,8110.04444446045,1,29,1,94,1,6,5,89,6,9,1,1,0,1,-343,0.0129216
735,8115.11111112715,1,29,1,91,0,3,3,86,3,3,1,0,0,0,-120,0.0033444
736,8120.08888890496,1,28,1,95,1,7,6,87,7,9,1,1,0,1,-322,0.0123209
737,8145.15555557177,1,29,1,93,1,4,3,86,4,5,1,1,0,1,-172,0.0149689
738,8150.13333334958,1,29,1,94,0,5,5,86,5,5,1,0,0,0,-200,0.0035333
739,8160.17777779408,1,29,1,94,0,5,5,86,5,4,1,0,0,0,-160,0.0030001
740,8165.20000001634,1,27,1,93,1,4,3,86,4,6,1,1,0,1,-200,0.0148572
741,8175.24444446084,1,27,1,93,1,5,4,84,5,7,1,1,0,1,-257,0.0119721
742,8185.28888890534,1,27,1,93,0,5,5,83,5,7,1,0,0,0,-280,0.002925
743,8190.22222223871,1,27,1,92,0,4,4,84,4,2,1,0,0,0,-80,0.003475
744,8215.46666668282,1,27,1,93,1,5,4,83,5,8,1,1,0,1,-300,0.0133742
745,8220.40000001608,1,27,1,93,1,5,4,84,5,6,1,1,0,1,-207,0.0145006
746,8225.55555557156,1,25,1,92,0,5,5,80,5,6,1,0,0,0,-240,0.0029902
747,8235.6444444603,1,26,1,92,0,4,4,83,4,5,1,0,0,0,-200,0.0039994
748,8245.73333334905,1,26,1,92,2,5,3,83,5,5,1,2,0,2,-170,0.0339561
749,8250.57777779342,1,26,1,90,0,4,4,80,4,2,1,0,0,0,-80,0.0030323
750,8265.86666668209,1,26,1,91,1,6,5,80,6,6,1,1,0,1,-213,0.0110079
751,8270.71111112646,1,25,1,88,0,4,4,78,4,1,1,0,0,0,-40,0.0029987
752,8280.8000000152,1,24,1,87,0,3,3,76,3,0,0,0,1,0,1000,0.0028703
753,8282.88888890406,1,24,1,89,2,5,3,78,5,3,1,2,0,2,-77,0.0349714
754,8286.00000001513,1,23,1,89,0,5,5,76,5,4,1,0,0,0,-160,0.0040042
755,8300.93333334824,1,23,1,89,0,4,4,77,4,1,1,0,0,0,-40,0.0029999
756,8316.17777779247,1,26,1,92,2,6,4,82,6,4,1,2,0,2,-125,0.0243422
757,8321.06666668128,1,24,1,90,0,4,4,80,4,0,0,0,1,0,1000,0.0030003
758,8328.97777779228,1,25,1,89,0,3,3,81,3,0,0,0,1,0,1000,0.0039661
759,8331.15555557003,1,25,1,89,0,3,3,81,3,0,0,0,2,0,2000,0.0023441
760,8336.31111112551,1,27,2,97,1,10,9,83,10,7,3,1,0,1,-245,0.0182503
761,8346.40000001425,1,23,1,92,0,6,6,79,6,4,1,0,0,0,-160,0.0029129
762,8351.28888890307,1,23,1,90,0,4,4,80,4,1,1,0,0,0,-40,0.0024383
763,8376.57777779159,1,24,1,91,1,5,4,79,5,5,1,1,0,1,-171,0.0119707
764,8381.4666666804,1,24,1,91,1,5,4,81,5,3,1,1,0,1,-91,0.0100055
765,8396.71111112463,1,21,1,92,1,6,5,79,6,5,1,1,0,1,-187,0.0099694
766,8431.73333334634,1,33,1,91,2,5,3,85,5,10,1,2,0,2,-354,0.028435
767,8436.93333334626,1,24,1,92,0,5,5,83,5,4,1,0,0,0,-160,0.0022783
768,8441.82222223508,1,32,1,91,0,5,5,83,5,9,1,0,0,0,-360,0.0029254
769,8447.02222223501,1,23,1,90,0,4,4,83,4,3,1,0,0,0,-120,0.0029998
770,8472.00000001242,1,33,1,92,2,6,4,86,6,11,1,2,0,2,-407,0.0326603
771,8492.13333334546,1,34,1,92,0,6,6,84,6,10,1,0,0,0,-400,0.0024716
772,8497.28888890094,1,25,1,90,0,4,4,84,4,3,1,0,0,0,-120,0.002107
773,8507.37777778968,1,25,1,90,0,4,4,84,4,2,1,0,0,0,-80,0.003971
774,8522.3111111228,1,33,1,92,0,6,6,84,6,9,1,0,0,0,-360,0.0031533
775,8527.51111112272,1,25,1,87,0,3,3,82,3,2,1,0,0,0,-80,0.0019942
776,8537.60000001147,1,25,1,86,1,4,3,81,4,4,1,1,0,1,-121,0.013969
777,8547.68888890021,1,24,1,87,1,4,3,81,4,5,1,1,0,1,-179,0.0129729
778,8557.77777778895,1,24,1,88,1,5,4,80,5,6,1,1,0,1,-222,0.0130274
779,8562.53333334444,1,32,1,88,0,5,5,80,5,10,1,0,0,0,-400,0.0029695
780,8572.62222223318,1,32,1,87,0,5,5,79,5,9,1,0,0,0,-360,0.0029098
781,8608.04444445488,1,26,1,87,1,5,4,80,5,7,1,1,0,1,-263,0.0129633
782,8628.17777778793,1,25,1,88,1,6,5,82,6,8,1,1,0,1,-297,0.0119691
783,8632.93333334341,1,32,1,86,0,4,4,81,4,7,1,0,0,0,-280,0.0029701
784,8648.31111112097,1,27,1,87,0,5,5,80,5,9,1,0,0,0,-360,0.0029943
785,8653.06666667645,1,33,1,85,0,3,3,80,3,4,1,0,0,0,-160,0.0039985
786,8658.40000000971,1,25,1,88,2,6,4,81,6,9,1,2,0,2,-327,0.0239824
787,8663.15555556519,1,25,1,85,1,3,2,81,3,4,1,1,0,1,-128,0.0109705
788,8668.48888889845,1,31,1,88,1,6,5,81,6,10,1,1,0,1,-385,0.0135221
789,8683.28888889823,1,26,1,87,1,4,3,82,4,5,1,1,0,1,-184,0.0110887
790,8698.66666667579,1,34,1,91,0,6,6,84,6,9,1,0,0,0,-360,0.0039708
791,8703.42222223127,1,27,1,88,0,3,3,84,3,2,1,0,0,0,-80,0.0040124
792,8718.80000000883,1,32,1,91,1,6,5,85,6,9,1,1,0,1,-325,0.0150141
793,8723.55555556432,1,26,1,88,0,3,3,82,3,1,1,0,0,0,-40,0.0027369
794,8728.88888889757,1,31,1,91,1,6,5,83,6,7,1,1,0,1,-264,0.0130154
795,8743.68888889736,1,24,1,89,1,4,3,83,4,2,1,1,0,1,-62,0.0109743
796,8749.02222223061,1,28,1,90,0,5,5,81,5,5,1,0,0,0,-200,0.0030088
797,8753.7777777861,1,22,1,90,0,4,4,82,4,1,1,0,0,0,-40,0.0039957
798,8779.20000000795,1,24,1,90,2,6,4,84,6,5,1,2,0,2,-171,0.0265455
799,8783.95555556344,1,29,1,88,1,4,3,83,4,6,1,1,0,1,-228,0.0122733
800,8794.04444445218,1,28,1,88,0,4,4,82,4,6,1,0,0,0,-240,0.0029714
801,8799.33333334099,1,23,1,90,0,6,6,82,6,4,1,0,0,0,-160,0.0029709
802,8819.46666667403,1,24,1,90,1,6,5,83,6,6,1,1,0,1,-204,0.0099715
803,8824.22222222952,1,27,1,88,1,4,3,83,4,6,1,1,0,1,-212,0.0128906
804,8829.55555556277,1,23,1,89,0,5,5,81,5,3,1,0,0,0,-120,0.0035561
805,8849.68888889581,1,28,1,91,1,6,5,83,6,6,1,1,0,1,-217,0.012001
806,8854.40000000686,1,27,1,88,0,4,4,80,4,4,1,0,0,0,-160,0.0029933
807,8859.77777778455,1,27,1,89,0,5,5,79,5,4,1,0,0,0,-160,0.0030513
808,8864.4888888956,1,26,1,88,1,4,3,81,4,5,1,1,0,1,-179,0.0139833
809,8869.8666666733,1,25,1,89,1,6,5,78,6,6,1,1,0,1,-216,0.0089394
810,8874.57777778434,1,25,1,87,0,4,4,79,4,3,1,0,0,0,-120,0.002998
811,8884.66666667308,1,25,1,88,0,4,4,81,4,2,1,0,0,0,-80,0.0030012
812,8894.75555556182,1,24,1,88,0,3,3,81,3,1,1,0,0,0,-40,0.003001
813,8904.84444445057,1,21,1,88,1,4,3,80,4,2,1,1,0,1,-64,0.0089061
814,8914.93333333931,1,20,1,87,0,3,3,79,3,1,1,0,0,0,-40,0.0029708
815,8925.02222222805,1,21,1,87,2,4,2,79,4,2,1,2,0,2,-39,0.0319636
816,8950.26666667213,1,26,1,90,2,6,4,80,6,5,1,2,0,2,-164,0.02972
817,8955.20000000539,1,20,1,88,0,4,4,78,4,1,1,0,0,0,-40,0.0030013
818,8965.28888889413,1,20,1,89,0,4,4,80,4,0,0,0,1,0,1000,0.0029925
819,8974.088888894,1,21,1,90,0,3,3,83,3,0,0,0,1,0,1000,0.0029345
820,8975.37777778287,1,21,1,90,0,3,3,83,3,0,0,0,2,0,2000,0.0029996
821,8985.46666667161,1,21,1,92,1,4,3,85,4,1,1,1,2,1,1979,0.0069704
822,8985.60000000495,1,21,1,92,0,4,4,86,4,1,1,0,1,0,960,0.0030436
823,8997.15555556033,1,21,1,91,0,4,4,86,4,0,0,0,1,0,1000,0.0023366
824,9008.66666667128,1,22,1,90,0,3,3,86,3,0,0,0,1,0,1000,0.0040006
825,9015.64444444895,1,22,1,90,0,3,3,86,3,0,0,0,2,0,2000,0.0040293
826,9020.17777778222,1,23,1,93,1,4,3,89,4,2,2,1,0,1,-55,0.0109688
827,9040.71111111526,1,28,1,94,0,5,5,86,5,5,1,0,0,0,-200,0.0029884
828,9050.800000004,1,28,1,94,1,6,5,86,6,5,1,1,0,1,-183,0.0085146
829,9060.88888889274,1,28,1,94,0,6,6,85,6,4,1,0,0,0,-160,0.003151
830,9086.00000000349,1,24,1,90,2,5,3,85,5,5,1,2,0,2,-145,0.0215159
831,9091.06666667008,1,28,1,90,0,5,5,83,5,4,1,0,0,0,-160,0.002905
832,9101.15555555882,1,28,1,89,0,5,5,82,5,4,1,0,0,0,-160,0.0029749
833,9106.13333333653,1,23,1,89,0,5,5,81,5,3,1,0,0,0,-120,0.0030277
834,9142.66666666933,1,27,1,90,2,5,3,85,4,3,1,1,0,1,-91,0.0240033
835,9146.35555555816,1,23,1,91,2,6,4,85,6,6,1,2,0,2,-179,0.0165068
836,9156.4444444469,1,23,1,91,0,5,5,84,5,5,1,0,0,0,-200,0.0029686
837,9172.84444444667,1,24,1,90,1,4,3,83,4,3,1,1,0,1,-105,0.0069185
838,9176.57777777994,1,21,1,91,0,5,5,82,5,4,1,0,0,0,-160,0.0037221
839,9186.66666666869,1,22,1,93,1,6,5,83,6,4,1,1,0,1,-136,0.0088706
840,9206.80000000173,1,23,1,92,0,5,5,83,5,3,1,0,0,0,-120,0.0039159
841,9213.0666666683,1,25,1,91,1,5,4,83,5,4,1,1,0,1,-135,0.0107838
842,9243.24444444564,1,31,1,90,1,5,4,84,5,5,1,1,0,1,-183,0.0125423
843,9263.37777777868,1,32,1,93,0,5,5,87,5,5,1,0,0,0,-200,0.0049693
844,9273.46666666742,1,31,1,90,0,4,4,85,4,4,1,0,0,0,-160,0.0029351
845,9277.15555555626,1,27,1,91,1,5,4,85,5,4,1,1,0,1,-123,0.009906
846,9283.55555555617,1,30,1,91,1,5,4,85,5,5,1,1,0,1,-162,0.0099992
847,9297.2888888893,1,27,1,91,0,5,5,84,5,3,1,0,0,0,-120,0.0029202
848,9303.68888888921,1,30,1,91,0,5,5,84,5,5,1,0,0,0,-200,0.0029688
849,9317.42222222234,1,25,1,90,0,4,4,84,4,1,1,0,0,0,-40,0.0019703
850,9353.95555555514,1,29,1,90,2,5,3,86,5,4,1,2,0,2,-104,0.0339947
851,9360.79999999949,1,27,1,89,1,4,3,84,4,2,1,1,0,1,-65,0.0125123
852,9370.88888888823,1,27,1,90,0,4,4,85,4,1,1,0,0,0,-40,0.0029993
853,9374.08888888818,1,28,1,90,1,5,4,85,5,3,1,1,0,1,-104,0.0090014
854,9384.17777777692,1,26,1,91,1,6,5,85,6,3,1,1,0,1,-105,0.0110004
855,9394.26666666567,1,26,1,91,0,6,6,84,6,2,1,0,0,0,-80,0.0020733
856,9421.15555555416,1,28,1,91,1,4,3,87,4,3,1,1,0,1,-102,0.0119955
857,9424.444444443,1,30,1,92,1,6,5,86,6,4,1,1,0,1,-144,0.0120594
858,9431.24444444291,1,27,1,90,0,3,3,86,3,1,1,0,0,0,-40,0.0029976
859,9441.33333333165,1,27,1,91,1,4,3,86,4,2,1,1,0,1,-62,0.0110035
860,9444.57777777604,1,28,1,93,0,6,6,85,6,2,1,0,0,0,-80,0.0040051
861,9461.46666666469,1,27,1,90,1,4,3,86,4,2,1,1,0,1,-51,0.0109651
862,9471.55555555343,1,27,1,91,1,5,4,87,5,3,1,1,0,1,-91,0.010473
863,9491.68888888647,1,26,1,91,0,5,5,86,5,2,1,0,0,0,-80,0.0028974
864,9494.84444444198,1,26,1,90,0,4,4,86,4,2,1,0,0,0,-80,0.0030299
865,9511.82222221951,1,26,1,92,2,6,4,87,6,6,1,2,0,2,-159,0.0249751
866,9514.97777777502,1,23,1,90,0,4,4,85,4,1,1,0,0,0,-40,0.0039697
867,9525.06666666376,1,23,1,90,0,4,4,85,4,0,0,0,1,0,1000,0.0040081
868,9527.06666666373,1,24,1,90,0,4,4,85,4,1,1,0,0,0,-40,0.0028937
869,9531.95555555255,1,26,1,92,0,5,5,87,5,4,1,0,0,0,-160,0.0029163
870,9535.1555555525,1,23,1,91,0,4,4,86,4,0,0,0,1,0,1000,0.0031176
871,9538.57777777468,1,25,1,92,1,5,4,87,5,2,1,1,0,1,-62,0.0110079
872,9542.04444444129,1,27,1,91,0,4,4,87,4,3,1,0,0,0,-120,0.0039714
873,9552.13333333004,1,25,1,91,1,4,3,88,4,3,1,1,0,1,-97,0.0119688
874,9562.22222221878,1,25,1,91,1,5,4,87,5,4,1,1,0,1,-120,0.0149669
875,9572.31111110752,1,26,1,92,1,6,5,87,6,5,1,1,0,1,-181,0.011604
876,9575.37777777414,1,22,1,90,0,4,4,85,4,2,1,0,0,0,-80,0.0029341
877,9605.55555555148,1,22,1,90,2,5,3,85,5,5,1,2,0,2,-135,0.0259666
878,9615.64444444022,1,22,1,92,0,4,4,86,4,4,1,0,0,0,-160,0.0029703
879,9622.57777777345,1,21,1,94,1,6,5,88,6,5,1,1,0,1,-177,0.0125627
880,9635.77777777326,1,22,1,92,0,4,4,82,4,4,1,0,0,0,-160,0.0029927
881,9655.9111111063,1,23,1,93,1,5,4,84,5,6,1,1,0,1,-194,0.0120406
882,9672.84444443939,1,22,1,95,0,5,5,86,5,4,1,0,0,0,-160,0.0029513
883,9686.08888888364,1,23,1,95,1,5,4,86,5,6,1,1,0,1,-203,0.0113614
884,9692.97777777243,1,18,1,94,0,4,4,85,4,4,1,0,0,0,-160,0.0029681
885,9696.17777777238,1,22,1,94,0,4,4,85,4,6,1,0,0,0,-240,0.0029701
886,9703.06666666117,1,17,1,94,0,4,4,83,4,3,1,0,0,0,-120,0.0029696
887,9733.24444443851,1,18,1,94,2,5,3,89,5,4,1,2,0,2,-115,0.0269686
888,9736.39999999402,1,19,1,92,0,3,3,85,3,3,1,0,0,0,-120,0.0029831
889,9753.37777777155,1,22,1,96,2,7,5,86,7,6,1,2,0,2,-169,0.0329259
