#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;83.45;1.4;PP/0,TA/0,IS/0,PS/0,RB/0.01,OB/1.3,RP/0
60;135;3.56;PP/0.08,TA/0.04,IS/0,PS/0.01,RB/0.01,OB/3.14,RP/0
119.96;182.96;5.68;PP/0.08,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/5.22,RP/0
179.96;258.24;10.88;PP/0.08,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/10.4,RP/0
239.96;347.29;16.75;PP/0.08,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/16.23,RP/0
299.96;461.89;25.25;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/24.71,RP/0
360;614.65;33.54;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/32.96,RP/0
420;659.88;35.82;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/35.22,RP/0
480;700.03;37.72;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/37.1,RP/0
540;718.55;38.9;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/38.26,RP/0
600;718.55;38.92;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/38.26,RP/0
659.96;717.43;38.93;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/38.26,RP/0
719.96;717.43;38.95;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/38.26,RP/0
779.96;717.43;38.96;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/38.26,RP/0
839.96;717.43;38.97;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/38.26,RP/0
899.96;717.43;38.99;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/38.26,RP/0
959.96;717.43;39;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/38.26,RP/0
1019.96;717.43;39.02;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/38.26,RP/0
1079.96;717.43;39.03;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/38.26,RP/0
1139.96;717.45;39.05;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/38.26,RP/0
1199.96;717.45;39.06;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/38.26,RP/0
1259.96;721.45;40.33;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/39.46,RP/0
1319.96;723.04;41.28;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/40.38,RP/0
1379.96;724.13;41.92;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
1439.96;724.13;41.93;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
1499.96;723.81;41.94;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
1559.96;723.81;41.96;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
1619.96;723.81;41.97;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
1679.96;723.81;41.98;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
1739.96;723.82;42;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
1799.96;723.82;42.01;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
1859.96;723.82;42.02;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
1919.96;723.82;42.04;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
1979.96;723.83;42.05;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
2039.96;723.83;42.07;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
2099.96;723.83;42.08;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
2159.96;723.71;42.09;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
2219.96;723.71;42.1;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
2279.96;723.71;42.12;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
2340;723.71;42.13;PP/0.13,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/41,RP/0
